inputName,nn,size,isign,data[size]
values_36,2,31,-1,"{1449532559, 2072326314, 1755855295, -2107452348, 1969930902, -1551796727, -1099870213, 824434957, 1493317508, -1963320020, 471538537, -1212210057, -1946263694, 1225638104, 1699965882, 573309263, -1128401895, -84657401, 1574831237, 1262011387, -1388097073, 984805365, -1461194317, 2133038436, 481282935, -1493313014, -879922229, 10959435, -844666594, 193819131, 1996708315"
values_49,3,2,-1,"{-619098545, 212131852"
values_86,4,31,-1,"{-2058761351, 1860743206, -2036878886, -652071341, 23899835, -57307760, 953329675, -1330409440, -335788259, -961981891, 1578488735, -1588171127, 257506197, -1913837571, 714619782, -1273494256, 1154116632, 95358721, -742611891, 938882212, -724350703, 786435441, -1733409409, -939042701, -652568224, -582965789, -824557231, -1656546632, -250145264, 1549220715, -1923463915"
values_37,2,5,-1,"{2116002036, -1639834379, -2078153892, -1932661892, 903976624"
values_56,1,31,-1,"{-535653307, 496662577, 883048107, -457441609, -149604329, -871625073, -1297755710, 1108893507, 1240930191, 447588188, -44384560, 1617593863, 1357964801, -470693606, -791586091, 1146971866, 523048172, -35704758, 882175131, -762250366, 638527910, 1929568932, 576254664, 457466574, 1093116009, -1311139856, -2081591066, -448479362, 2037741704, 1949867058, 1327734181"
values_63,2,12,-1,"{520406247, -1949578049, 376768996, 1816951378, 916332952, -1886197187, 2014904771, 2024304830, -1012133780, 306878324, -588597186, -1742830691"
values_35,2,12,-1,"{1295140272, 676969743, -1202886215, -2061633610, 647780, 231877692, 903276866, 1574589922, 595653465, 1283410420, 1608240586, -753173309"
values_97,3,5,-1,"{40481143, 841515240, 2058697409, -694658741, -1827130885"
values_75,4,12,-1,"{-705252682, 273883466, -741008771, 969976672, 1960750467, 1934421774, 1244914350, -1361697241, -1561451783, 851231981, -1189630820, 623760611"
values_57,1,5,-1,"{-1036819089, 128744598, 1763641031, -847338393, -1147003791"
values_88,4,26,-1,"{-516169866, 833837802, -217467731, 833888532, -228599795, -1736222797, 1288776009, 738944517, -1623595412, -1763861869, -502166948, 1024134517, -108264647, -63416869, 673603011, -1322603595, 263634273, 826482720, -1973657129, -634556714, 2126514308, -550240041, 1622896149, -866869491, -39839727, -69940697"
values_10,3,17,-1,"{-919653587, -1008390690, 1501527774, -333546017, 1603869909, 379665661, 1597527370, -348298448, -36987237, 1042719300, 1318728503, -1890125405, 2050580509, 1192908157, 448704512, 1942911622, -2007542432"
values_53,1,12,-1,"{144574290, -1112951260, -1552010249, 664445424, 1684225662, 291466372, -329483046, -1786044344, -517684745, -442320782, -1109814144, 1045804090"
values_8,2,26,-1,"{-1764452819, -138082853, 366017362, -248360869, 1737376373, -289457805, 76275131, 37699575, -790738394, -263891611, -1886282228, -823795825, -1895764696, 219356776, -853115555, 1223421336, -1959496188, 597278045, 2031019212, -1110006389, 1964100048, 1433956441, 1783910256, 207409980, 1363700054, -1988071788"
values_39,2,2,-1,"{647700740, 183384698"
values_47,3,5,-1,"{711241571, 432647831, 1974902413, -1599193741, -1641172352"
values_60,2,17,-1,"{1087224601, 1941686311, -827904782, 2015446006, 2120529761, -2128152215, 824386536, -21761520, -700505134, 2092086175, 1825413403, 871469287, -1480650891, -12009076, 1505843063, -1681148972, -1315372523"
values_89,4,2,-1,"{678262226, -302335890"
values_51,1,7,-1,"{1854457239, -443947691, 349859882, 1918110948, -149263340, 76665115, 2094383695"
values_14,3,18,-1,"{391495245, 379421555, -1711916273, 1938259675, -250724155, 934960062, -1851726383, -1757330348, -819709546, -1401719241, 627102110, 1530106064, 196101888, -2079778512, 332615385, -572747886, 2146926483, -1395613893"
values_28,4,26,-1,"{-1658208905, -984142087, -1277966541, 1289271531, 716947416, -1538549436, 345581978, -1826788178, -2052887844, -866479907, 1556585436, 1476843213, -2140653644, -1313369693, 87499609, -1361386148, 1934330084, -1190195735, 1506313206, -682776028, 772870693, -361949513, 1009883851, 44363361, 1014089535, -1732466178"
values_16,3,31,-1,"{750398318, -1901428182, -1362739535, -773888722, -1759704281, -730576013, 787569109, 2131718064, -1472786626, 71879734, 25817389, 1171958396, 1771020919, -1897871676, 1020006909, 1962232757, 1153968987, 1529601396, 1042956745, -373861541, -634758181, 579208051, -300196360, -2061099218, 1277260255, 2078568113, 1894276812, 1681280483, 1445109560, 1194255454, 873329804"
values_34,2,18,-1,"{-1216889441, 1236630132, -867315442, 743647826, -326550995, 503300772, -2093099939, 1112235619, 412108137, -789373608, -1279791592, 2140744515, 646312206, 693976511, -349484670, -1176603337, 208521455, -1026723677"
values_82,4,12,-1,"{-1943086976, 1893656292, 1505637729, -2069942376, -184120477, 2093580587, -1356549382, 1747141166, 2141305451, -1380034822, 1790977598, 451660056"
values_46,3,31,-1,"{-1436570675, -1364773827, 1658436279, -600679164, 513605635, 465713248, -882272095, 311911815, 1883026422, 1256270537, -832649395, -120656888, 1413752249, 1413640174, 690556392, 1861797469, -1474024882, -419484080, -1396540893, 2045609507, 178847485, -1244932315, -1464633833, 952675151, 1954763704, 524137357, -566098895, -304748371, 1682299042, 2147461891, -964248080"
values_27,4,5,-1,"{-513296112, 673703034, 537431430, -829458063, -456700358"
values_20,4,17,-1,"{187990076, 132296593, 588782471, 440015257, -1669406361, -299951938, 1552538584, -269506576, 1394404884, -807738383, -415686923, 1030405227, -869358261, 1345357079, 1641980676, -1115880778, 117528071"
values_9,2,2,-1,"{1344275419, -618248161"
values_92,3,12,-1,"{387077624, 1311620375, 1610887560, 1135718423, -2136115691, -1544383167, -124003233, -411572031, 1316387969, -1035027496, 1777189442, -389990861"
values_3,2,12,-1,"{159990372, -953219875, -295065458, 137501307, -1305250474, 563255028, 1401253419, 1523885455, 1992926784, -1270652221, -1882314732, -1749173928"
values_98,3,26,-1,"{1488067966, 291002645, -1563313228, 1674579599, -4529492, -1115512402, 208095430, -28341538, -824135615, -2042849529, -105131385, -1502316474, 2101175810, 1492776852, -993974518, 678747783, -618881427, -865165431, -1626302477, 1864318463, -355335067, -245562808, 794075697, -629502395, 1604626287, -1616920492"
values_29,4,2,-1,"{1451228847, 1111186371"
values_80,4,17,-1,"{1255332048, -1238635333, -1425667332, 1527951627, -773723191, -809991982, -1569683741, -1296404802, 2029989759, -322418202, 62866354, 321921646, 1132467003, 1085422677, -1799788313, -1981133780, -257840005"
values_73,4,12,-1,"{-912231228, -1945433185, -1857729974, 622816806, -1961384049, -1718192319, 1962708331, -2092356388, -215772734, -1089121873, 1089920278, 769109948"
