inputName,k,size,arr[size]
values_55,141,17,"{2074013423, 1008259513, -1229673528, 2035123667, -1463514943, -1962824911, -112975067, 821255447, 117946821, -733522618, 1136137487, 1197938888, 717604439, 2090278261, -1425211291, 1108864961, -1443294563"
values_31,195,23,"{-2123095517, 975007450, -1012664595, 385804287, -1093804384, 2092005833, -1211795863, 539309308, 800065054, 875224130, 2087084749, -1205165626, -519967219, -2066959551, 1053418977, 1060356031, 1994790458, 1611179316, -337035787, -1730800341, -1524763494, 1165954758, 1844901717"
values_66,143,12,"{-921553072, -2004156644, -1954678737, -2080793731, 1083821358, -1019691474, 973941541, -1283042241, 426150348, -1619202308, 1577799934, 797038274"
values_65,143,17,"{-2090553733, 366157701, 195454813, -34275234, -2121722676, -2001345379, -84089691, 812231310, 896215195, 1867574950, -1547136134, -205644872, -1222765064, 1698125728, 1839062226, -121469054, -1979810445"
values_62,143,18,"{-613929062, 707736987, -1678482699, 721934158, 1983019984, 495002184, 502438624, 1345805529, -810955242, -1297759190, -740064714, -1277749040, -1097013901, 719311381, 1621755981, -228366423, -1097552666, 163271921"
values_21,119,23,"{-425324288, -1919279471, -529739327, 1962512334, 1878689693, -1411202140, -53846136, 1880913983, 1712932683, -543263478, 780197231, 2054924397, -1188870699, -472742624, 69262442, -1486623881, 898496473, 217551166, 893987252, -1789893065, 1873737878, 190301143, -1258314819"
values_95,210,17,"{469649553, -1705649336, -306594716, -1475472907, -1731395192, -803629235, 572318821, 1410384535, 208593646, 2078957730, 1031583235, 2011609894, -496319472, 304914395, 1796715330, 2041723474, -1623542217"
values_84,11,23,"{2143440802, -1285651973, 1686857765, 1119584123, -88532743, -271512492, 1391815412, 750829983, 1256293568, -1254772869, -684230099, 1734670244, -1070119431, -1692133178, -140028487, -1672532615, -2132200722, 747902765, 1920930743, 1494476781, 267803459, -606504249, 373804040"
values_58,141,4,"{918893758, 1703761254, 1778801618, -807224162"
values_64,143,23,"{1121515774, -937026306, -1957262572, 2131933937, -324258287, 1121669433, 1422411829, 518260891, -1895097078, 1414717043, -1744578212, -431977529, -1647357383, 1702325866, 1763661613, 1064225710, -852601448, 1200704225, -1387134147, -1670249751, -270535450, 730053155, 1398946807"
values_83,11,17,"{389300612, -1615214204, 761260234, -1252522927, 1300101568, 512261803, -756163586, 1638990552, -1320731022, 1213067545, 1095972392, 1371377858, -152448952, 1163311656, 1651188000, -1577585060, 1015420871"
values_94,210,23,"{-1711384521, 1786671924, -1446979566, 1461719207, -2059301443, -915003634, -1884887624, -536099179, 1705232042, 1604784654, 965702886, 721213189, -393134062, 31108880, -886622097, 1740146909, 387650431, 1285876101, 512907732, 557866718, -1810118344, -1175150719, -1677163917"
values_0,247,10,"{150237041, -1812101443, 1262870287, -1399651771, 873777970, -468109854, -923133380, 786615091, -1269802706, -761206970"
values_99,210,10,"{1218773022, 539240152, -1394077133, -1627171581, -2001941118, -2139150102, -1820610165, 984419396, -760838148, 2081307309"
values_96,210,12,"{1438595966, 856496284, 1186622003, -706955398, 198393606, 851828780, -665746469, -176347779, 689095878, -525581329, 2014523805, 1493052232"
values_67,143,16,"{1719978835, -2128918259, -598208349, -821303847, 2046080758, -1349787368, 176708820, -620956987, -642252645, -2019952688, -1383471911, 20991570, -2124209485, -2091479270, 1301154663, -1148403501"
values_61,143,23,"{1624947548, -1256504092, -1860947404, 630931389, 1204026024, -1736346483, -405423550, -714758401, 1390176154, 1080626541, -1398411990, -369723194, 1693458692, 1042522040, 941784204, 46724239, -1271986377, -196706111, -1113018937, -1722143542, 1532318599, 779498845, -1797809258"
values_43,40,17,"{1757330254, -1923518859, -688457811, -316264846, -840476710, -1224873706, -2009266945, -1488458437, 400230669, 848891118, -99603185, 1353939862, 631245082, 978851377, 1590909469, 1111205758, 957825261"
values_2,247,18,"{-561598392, 869872596, -801994319, -1097571874, -1309086278, 657913445, -1142228933, -2111722625, 336646443, 1253946926, -1252250489, -878085266, 1038806897, -1251107827, 1683585738, 932141692, -2034455638, -1899620888"
values_54,141,23,"{-1461421210, -1400024952, 1165700873, 63137826, 1595532727, 1630762903, -219989814, 372037479, 969976343, 1694423789, -174532141, -960445783, 1649803189, -104230571, -1161014592, 263755146, 225963736, 2002589569, 745626102, 246733567, 1370691287, 153160605, -2058763223"
values_30,195,10,"{-1895323339, 1557388165, -1104035427, 1460296062, -919478331, -1262766190, 462378125, -1200889260, 632280207, -1226560579"
values_59,141,10,"{-452143215, 1090921003, -960079006, -35941831, 357370832, 364180772, 1773312936, -1484658050, 1588821174, -1993908140"
values_85,11,17,"{1754034533, 1959404074, -100782042, -1514236959, -1033716102, -957798207, -715948332, 1870090607, -153416165, 1169445547, -508170945, -1427221761, 553071508, 2037370847, 1149867848, 1466859251, -1633735262"
values_74,67,23,"{-2063593991, -449839476, -602705294, -2025652220, 1532936151, 474470969, 1473900576, 1738177404, 334515960, 786948266, -1821961437, -1606378809, -2018749890, 1028233401, -1782118582, 799544344, -407627357, 705416079, 1389636694, -520202377, 969623524, 430972457, 1489823279"
values_90,210,10,"{143738131, 866011968, -120465934, -842925071, 2002429908, -1151943366, 336027558, 1775759903, 284661540, -1618241524"
values_18,55,4,"{1428111504, 2038518998, 689234814, -1426092578"
values_52,141,18,"{465133955, -620703530, 1295711488, -2130597335, -623469807, 232030079, 120361613, -1279453770, -741830844, -1326546300, 1000347005, -2123134378, 1003234622, -1374086340, -1513560580, -683452344, -54449900, -1230927513"
values_44,40,23,"{-812851659, 384663368, 563988302, -407705194, -1316439384, 338006548, 1553990785, -124697397, 1499919015, 2024710928, 1801606341, 1645362296, -1869593311, 42118558, 418509733, -764343503, -771795516, 2094248625, 1421168467, -438793131, -1917184356, 638226575, 10052488"
values_17,55,16,"{1078869621, -1848812385, 61480989, 212469087, 268306712, 1734553376, -817980709, 412758179, 1284763486, -1115490906, -1030883906, -312818150, -578821346, -1030963014, 1113566994, -643984783"
values_36,195,12,"{-278224431, 109257833, 1093724849, 838496039, -838872690, 551424408, -1483795483, 600349492, -139995363, -1385801068, 1213192611, 56178923"
values_49,40,10,"{1906848019, 1911983516, 1964625428, -326276517, 831281510, 649126165, -1951223703, -526238815, -566669805, -801340167"
values_86,11,12,"{1361908355, -1837123396, -1427429831, -757862576, -204913442, -979673226, -897594939, 1928120953, -1160351018, -12128264, -559722211, 265925185"
values_37,195,16,"{1619282207, -1783279079, 1480042627, -392812016, 950938015, 1755042231, 574543541, -917575632, 2004211415, 679432878, 1767167369, -792395113, -99440493, -646530646, 421694014, -52928786"
values_56,141,12,"{-1953472491, 611442283, 1418008004, -139623683, -1314957249, -1911311446, -2009585431, -582101384, 1749858429, 1284173507, -2011512235, 489903745"
values_63,143,17,"{417282655, 221823089, 860353279, -1893941610, -1365065764, 636788912, 114586463, -1156361503, 1711626224, 1755085414, 468354900, -2031574479, 1110878453, -888579899, -105557403, -1779490664, 24634429"
values_35,195,17,"{375216478, -940012240, 411426176, 1712277582, 557499049, 120218316, 1119108776, -2126175730, 944978390, 1677730129, 1297807518, 1111187024, -1365532015, 1998298173, -177006717, 647250680, -1350367735"
values_97,210,16,"{-2054487483, -1863862398, -1200888392, 291435162, -630060654, -1422437494, 764477305, 1885624977, 1405481111, 865768875, 868842458, 933760457, 942170778, -353380676, -1329357757, 652389684"
values_75,67,17,"{-1122387237, 463288588, 1930475405, 1127923912, 1562972151, 1313664368, -1715733694, 19690165, -187973922, -681214985, -680851722, 1938740332, -1396644986, -1185749082, 2031095271, -1053134394, -475634422"
values_57,141,16,"{-187738849, 2045745901, 1840814408, -1694372696, -362785328, 2038368230, -2102231450, -2015627358, 1403365262, 1662585975, 139735171, 1702823220, 1173226592, 998401402, -607501427, 2101830813"
values_88,11,4,"{-2117507535, 1561590301, 857441947, 1368608592"
values_10,55,10,"{1167153821, 89875672, 1938579904, -598561437, 1130941646, 395913381, 621872026, 1409998660, 1636789410, -1535616503"
values_53,141,17,"{-2284448, 180083819, 1166729482, -720802558, 1804418237, 1526064079, -846332800, -1718207917, 734457504, -790172297, -1452797365, 1662184280, -1169373246, 1202531678, 2124179379, -1606108755, 1745361292"
values_8,247,4,"{-1845828185, 257869182, 1658428252, -1068717645"
values_39,195,10,"{77926599, -1531590825, -1078605378, -251640025, -377281855, -1913251153, -12645614, 775101616, 237028246, -191502223"
values_47,40,16,"{1750595854, -2087169515, -1541641299, -717710828, 1292800228, 584877813, 1135485822, 1523903168, 93894558, 423370573, -1615654065, 1185550897, -1277696698, -518480964, 1791907302, -1272265193"
values_60,143,10,"{-909794446, -545258679, -1533603003, 2140846507, -474432905, 1165333860, 1794090838, -701440441, 741172674, -1836631505"
values_89,11,10,"{1011670413, -990493889, 136356698, 128921277, 897444514, 1626994719, -565300676, -967745283, -1018516133, -870000985"
values_51,141,23,"{2053137937, 1576864935, -902827199, 874009363, 404191424, 1967979950, 1220256825, -71171261, 887685050, -32495599, -1545491328, 129096451, -430865726, -1102352267, -1225735942, -942839343, -31542789, -1886691155, 1757416341, -1009983770, 553528526, 191378717, 1141536626"
values_14,55,23,"{424854293, 1376750650, 1855067110, -1457474093, -1484514320, -1882949937, -1197754060, -836666832, -1899283373, 398320651, 229296455, -1082649904, -2022344302, -1366798924, 345710234, 382429173, 1616430098, -1898483573, -1199764447, 245603987, 1814557668, -2093365779, -188998583"
values_28,119,4,"{-295147874, -1767457900, 697140686, -1644028499"
values_16,55,12,"{1039298020, -377589290, -218201485, 836232193, 164634034, 1019205596, -857705782, -728294609, 1973367942, 1098734919, -167767613, -1091082174"
values_34,195,23,"{1225821910, -1347817347, -514613149, 1806572979, -601021535, 1502352129, -1145904294, 195264568, -1213187522, 1630596554, 494501828, 971695398, -1122582005, 766100165, -1841337317, 515953024, -1933471319, 2106080077, 291773379, -933303862, 1367879204, 172048788, 1130577397"
values_82,11,18,"{1309250923, 1676477303, 1207122201, -570079883, -265887274, 1488562654, 250507910, 1233323313, 1751733463, 300638464, -1977463175, 1650089876, -891749005, 1035759749, -1970383095, 227368881, 388165491, -894438105"
values_46,40,12,"{622826583, 1349463272, 1772277656, -406642326, -176968663, -1087551209, -2029934761, 416532117, 1123208401, -105838419, 958526807, -1993205679"
values_27,119,16,"{-1060811018, 1663366223, 492442776, 882399926, -531926916, -1336569937, -1760975454, 1734659482, 1197305952, 1782502806, -443032440, -1001773261, 416743751, -580634873, 1225591312, 641849447"
values_20,119,10,"{1230868718, 1995326643, 1883596782, -491844867, -65579796, 1007044734, 221075896, 1069878173, 12928720, -2005259532"
values_9,247,10,"{1831260958, 704317622, 2062607297, -587981520, 162241036, 79934634, 909091012, -991456096, -1428640247, 360089575"
values_92,210,18,"{1765045181, 301820213, 1513136086, -2138623252, -118261615, 790059360, 1382107857, 1454745764, 1650104766, -811801877, 1031727455, -1203890366, 641452427, 1832088071, -2069264731, -1903164425, 142518485, 1566500523"
values_3,247,17,"{135167567, 953367458, -835384666, -681618717, -999342773, 524073103, -1557448237, -1253856043, -1268755813, 448646563, -237152540, -990944429, -654785421, 401715726, -115081971, 1577746842, -1037657393"
values_98,210,4,"{984075529, 1654989405, 177581192, 40176062"
values_29,119,10,"{921212644, 295546216, 1219043519, -1348718540, -1752691821, -1175597817, -1965913375, 984348568, 1157728504, -1709037041"
values_80,11,10,"{1560658554, -1056646049, -747795467, 858908087, 1045258811, 275010763, 725398247, -349777531, 1665088288, 470384895"
values_73,67,17,"{667521265, -1102139560, 1286878020, -2083638985, 568906005, 1005927686, -1686475334, 1423962009, -1410782318, -2015748568, 410101028, -908918925, -1682673817, 1795548304, 1260560344, -798974441, -1144915832"
