inputName,size,arr[size]
values_79,12,"{-68672062.868, 431912023.826, -2004353441.747, -1724249025.278, 1798987949.19, -547163075.427, -25353425.476, -1440342365.748, 518173985.978, 1823015867.544, -191649909.079, 944527379.64"
values_78,23,"{-520887934.573, -288399679.044, 1492325194.709, -1951387449.555, -1014611040.037, -1715365306.085, 492828228.437, -884646619.787, -1049136477.83, 1126980884.226, 1244962767.104, 1170417266.159, -320213977.367, 1173909566.769, -1840121849.514, -2040132782.367, -1480502038.211, -1033826717.851, -482608117.382, -180539588.095, 1983886726.192, -880110296.58, -559045017.804"
values_87,28,"{710823232.893, -795924076.884, 1841004852.74, -324669526.541, 944952800.612, 102741706.435, 1710285661.748, -830271433.644, 2124356779.356, 1001607566.19, 2072781157.161, -1676903273.499, -720188467.126, 89492959.187, -1744169564.236, 1370523022.641, -1851197757.309, 1460514074.796, -2105536435.149, 1637468115.285, 1561976110.652, -1288626028.144, -746140554.234, 864785258.676, -617902546.043, -1994796122.428, -1789932808.513, 511242193.007"
values_6,20,"{1578618587.368, -2120000593.274, 1833189256.509, 1410699258.967, -62202728.597, -547229502.974, 1777610678.059, -983317603.334, 449260803.002, 1492448855.681, 1513174756.612, -1685839504.234, 1618869008.001, -1287309694.774, -918749335.753, -180079289.209, 1604597345.671, 2075829728.256, 1521196850.077, -2098977149.064"
values_68,22,"{1333111162.597, -1927769388.517, -1308291628.29, -1627964606.121, -1688930185.197, 368161537.377, 224910971.27, -642727184.714, 1677974852.363, 621833467.022, 837849704.9, -587063739.685, -924057375.631, 1293665257.887, 555193938.76, -1746293531.211, 1285284556.475, -678490790.315, -491024528.534, 127439273.635, -766832780.598, -92132353.471"
values_69,7,"{-708484700.954, -511458072.328, -1700542002.936, -1557848247.179, -1792756257.622, 1903128377.272, -463764461.338"
values_1,8,"{-664121275.879, -396800632.504, -1456750169.913, 930152255.109, -1342012612.62, 906991996.553, -794103286.255, -1516869268.963"
values_45,23,"{-1781609238.444, 1829361869.8, -2144392530.801, -2098875106.298, 82864442.299, 2115397634.539, -1410210147.983, -180821249.307, 1654561923.284, 104112494.469, -1017757960.151, 1796074982.695, -1613351569.822, -1376059639.852, -309328592.301, 1453540501.504, 133960610.699, 2098056263.23, 596986739.984, -1548236837.682, -1725967314.432, 1539127797.905, -12101737.163"
values_33,29,"{1111457986.056, 54755010.822, 151415949.537, 1041774669.549, -804811867.676, -1458268515.848, -22389232.995, 1999179074.072, 1692511619.8, 1711971361.963, 1535935499.035, 1315855041.951, -1891774457.962, -1905110326.206, -1700220869.844, -741506863.693, 356001591.334, -1332181958.559, -624999290.404, -1161852740.103, -1077278270.775, -887178019.569, 1536203375.419, -657309827.089, 480870410.204, 1467112830.809, 6487615.91, -2069819218.169, -1715570271.826"
values_15,25,"{299362503.456, 257502352.815, 201416934.88, 1225987057.383, -2026187753.009, -752382212.756, -1294632666.191, -1366209988.432, -1934618790.45, 1043419965.087, 1275421735.868, -1153921932.03, 1624837507.751, -1630147550.578, 229919065.273, 1911316092.693, -968960022.3, 6454938.56, 1719747241.642, -211874208.386, -1105319517.976, -1257849948.275, -1097191128.047, -663214785.888, 1655016439.627"
values_93,12,"{-1297076238.878, -637640416.008, 220837996.901, -190696448.944, 34218737.979, -1390193705.841, -1160437729.88, 68732331.002, -1465404955.431, 1017897816.035, -1690257898.522, -1163520182.804"
values_24,27,"{2136493385.903, -309105133.224, 907918400.831, -817197252.508, 1052107495.164, 337792163.451, -1856673529.911, -755014950.555, -2090298638.461, -613117732.55, -171078239.64, -1049379976.946, 1454472789.467, 194683666.838, -415349772.782, 821421613.756, -304834810.566, -62407671.022, -1839295418.304, 244185141.281, 1526485434.864, -1859774179.625, 713666340.614, -42581510.479, 640504955.258, 1812172674.918, -1663417092.479"
values_25,27,"{-132888118.986, -1949310115.214, 1640330881.229, 810844770.113, 1276544359.8, -527229846.212, -1680614010.002, -1084760069.381, -2028860497.808, 943162836.116, 1438120816.916, -1257838346.1, -544430480.302, 712199322.825, 919176796.724, -1496614952.875, 356628083.869, 1294872165.594, -271006061.098, 2071159153.051, 819295620.009, -1605520632.597, -1416750551.886, 361516714.759, -1060481654.694, 322479867.077, -815737220.013"
values_26,26,"{1847716162.446, 198138063.047, -568645344.117, -1215063143.351, -1896260778.711, 1840972030.023, -661281595.969, -99146793.901, -1068066048.752, 1548623695.995, 170463742.283, 1930722268.432, 1171034158.774, 1576622312.678, -18669428.786, -691564578.15, 772197274.718, -1888194557.711, 1572700179.63, -1793559519.059, 46495866.57, 424906113.776, -1834927571.577, -1258572963.439, 1614460068.306, 1282554909.032"
values_48,29,"{-110241740.216, -1178297101.975, -52316356.01, 1214477837.956, -1322458778.168, 479823112.326, -1405084990.985, 712658757.583, -257663666.967, 1229463862.65, 1443282883.494, -1790606376.342, -614673411.316, 248525287.256, -199009038.276, 206743879.633, -2076589018.72, -266273678.95, 2100433971.326, 2037039842.832, -307924985.678, -764654927.575, -1849208014.337, 1656536770.9, -491676934.868, 1822649021.614, 619026370.378, 549730100.459, -387751566.16"
values_71,30,"{1917346404.842, 448330457.006, -960924457.611, 1639878010.635, 1441572182.648, -1888175160.471, 925533622.839, -2122266941.541, 1199310898.548, -1092722732.395, -196003760.887, -1683955960.221, 361362369.667, 245617620.491, 694277395.236, -1107914255.361, -921994445.742, 1153646300.016, 1394873278.352, 2065671578.608, -1294163931.282, 824062373.976, -1429562727.741, 257751270.761, 477701864.416, 1490818165.997, 1421099206.377, -493042155.011, 912328196.322, 1112823491.829"
values_76,15,"{697090554.778, -178305084.131, 442811123.26, -1009691227.379, -283326086.863, 2010150826.289, -1358610914.278, 914506830.914, 1967176722.985, -2121517402.398, 1912499038.665, 2005483116.307, 866274632.67, 258752956.786, -1774409078.774"
values_7,10,"{960648040.522, 1471983177.007, 966056412.127, 902750977.099, 1750678104.982, 1342325684.397, -1987618046.942, 1665281722.678, 302648693.247, 757727374.935"
values_50,31,"{1224722262.552, 715048007.992, -773507761.675, 295961608.426, 1541574871.805, 75438310.111, 1618117298.509, 1333520594.4, 254394480.331, -480704994.3, -796690583.048, 1526650804.405, 881689381.116, -459156787.21, -1563450530.666, 550411916.795, -2103644038.017, 1883983895.801, 1184858927.969, 1809774228.965, 333770788.609, -168291984.027, -1069428263.94, -1179219077.736, -689838728.753, -836775826.794, -1237537129.918, -875847270.316, 1043618420.664, 434902206.449, 281859916.808"
values_22,18,"{1376594701.593, -1286793345.532, 1156163470.431, -57804413.098, -1465382055.971, -1877692270.173, 1551832920.292, -367315683.553, -1857810859.168, -621315610.419, -1918132598.603, -8771734.343, 2047076975.122, -95748776.563, -1508161139.454, -1147725749.063, 1161492379.261, 1022780985.16"
values_4,12,"{964276863.015, 1333403340.345, -1778701177.008, 1766880834.975, 1565452329.919, 61848129.629, -56229012.858, 1616305145.972, -1051883179.094, -1170767310.853, -1496014077.523, 133111119.087"
values_32,23,"{-1636994460.58, 1032187212.78, 1134499757.325, 33364066.508, 1928019662.032, 605157220.663, -1358577658.243, 1689698969.222, 117756816.557, -1387912394.844, -1372746876.892, -1402565046.99, 705976800.284, 763332427.423, -1462186743.449, -917988053.138, 1064952356.714, -279921452.764, 705673305.554, -119370267.423, 1445507124.105, -1818878430.775, 1902111205.374"
values_77,18,"{-651691848.211, -1508936003.42, -2025898402.795, -1462900751.005, 1041467065.706, 102882408.796, 1553444512.214, -2130039700.627, -711651425.076, -43769317.681, -1324578488.103, -292067647.166, -1085076004.068, -1617808709.714, 24224613.214, 1118331377.253, 1154672717.837, -2121160132.544"
values_91,21,"{1993874849.98, -215364727.504, 350041407.062, 1826926153.048, 1703152126.608, 734162059.219, -251557599.45, -238200044.582, -1683287386.017, -1408629469.649, -1280708109.357, 524605297.838, 1943458165.941, 68140002.647, 438592967.759, 1340947281.801, -1102620748.161, 585024665.905, 840113031.69, -820092352.758, 1562152063.446"
values_42,6,"{-1975535506.146, -1602814234.022, -130257028.904, 1290882739.93, 107583409.699, 372151760.971"
values_13,9,"{1001050541.193, -1255825764.489, -1609662985.139, 984436347.385, 1925854710.541, -1959281601.218, -402976292.537, -847599520.234, -11469009.684"
values_41,19,"{1877271476.41, 1682879202.604, -1585314865.526, 1846091711.425, 307139858.092, 2088326596.61, 557869057.251, 699326154.699, 1265565192.433, -1585582185.213, 438960911.718, 1575350508.189, 1219311815.201, -1514141706.675, -1591559978.053, 1203504144.024, -522655105.898, -1965046864.627, 1963148207.703"
values_55,22,"{333786170.94, -2119939920.663, 668140952.789, 1150878586.655, -1787913845.574, -1107977396.786, -1615024362.134, 1787516706.097, 620045762.92, -765442206.697, -489982642.648, 1179857020.136, -2076218587.278, 9312256.86, 666117971.751, 813939219.819, -1506648675.868, 2019884212.079, 925149886.411, 1632180485.49, -473508300.228, -1068695994.585"
values_31,8,"{-690093413.888, 568242469.605, 905150306.522, 1962471695.165, 379314838.568, 374946323.733, 1096839313.815, -469428403.124"
values_66,8,"{-721908830.182, -441657938.92, 1550179584.565, 666120883.73, 2096771452.991, -80523548.821, -1394873234.881, 1084764225.129"
values_65,15,"{-1760818212.952, -315653600.193, -2125622158.573, -1542938949.342, 1638501749.868, -921972227.898, -1710455303.602, 246275903.243, 1784588970.491, 2103523286.651, 177137036.993, -83210147.075, 1205278420.21, -731855496.219, 2027491755.787"
values_62,24,"{-1989199924.879, 911509612.473, -1194037525.279, -2031383822.569, 411022440.809, -307346759.863, -1145894948.283, 1433984402.16, 435551881.434, -765444533.048, 501986246.519, -1346744298.194, -1572363698.611, 338614248.074, -490218396.017, -85676678.792, -571884412.906, -2103160447.821, -770804796.427, 275985197.956, -1913329714.796, 1324483793.778, -1168894097.235, 491485503.934"
values_21,22,"{542400466.159, 77546041.209, 1770955913.188, 1548179013.066, -941805334.056, 1847882815.284, 1483072415.027, -1891438160.483, -1357233690.169, -1959193020.86, 93395153.348, -705525141.832, 1883435279.236, -1346994687.956, -453608241.666, -286177525.837, -1061524264.365, -862530889.808, -1861368545.972, 1108006996.823, 50133084.024, 2024255356.087"
values_95,9,"{-1881969716.191, -126750213.553, -606130650.286, 1627941791.013, -175904006.805, 1162889216.898, -1536794705.518, -877768491.879, 915811069.666"
values_84,24,"{-2052708331.375, 1149218629.135, -952129095.049, 1192614234.421, -1423866462.985, 475385863.4, 503313026.481, 1679975833.864, 1739997136.824, -1716440583.233, -1816449084.693, 1422843223.924, 980507281.085, 1041338143.621, 1478399127.526, -2100109743.329, 1243178592.983, -1833953937.863, 366266960.047, -137078442.518, -640925916.52, -278420037.998, -1658886658.089, 1543196360.381"
values_58,19,"{1154757596.039, -821437069.354, 1153822864.329, -1183465202.153, 956490906.389, 12194468.79, -1036129647.087, 1609738610.036, 876211610.137, -1427149628.24, 1465243623.611, 1630327031.956, -49020420.919, 1656807885.831, 1234659117.895, -1060984968.01, -2036287768.752, -710190571.565, 1378794440.515"
values_64,12,"{956080498.152, -743487466.148, -320170255.286, -76183132.019, 442276109.145, 363952856.333, 1408633571.803, 1560548850.147, 1665882.328, -1008872722.496, -733365870.104, 1250094449.538"
values_83,27,"{-883707398.655, 79136468.742, -412210766.21, -1305798728.809, -1003878102.614, -647786484.619, 43077782.653, 99077522.811, -964892389.512, -593389531.288, -1293698030.721, -351833895.093, -1318669774.508, 2090898517.801, 6522266.638, 1545423485.798, 599478002.023, -96075851.559, -1162390003.889, -822239651.483, 1218431603.893, 74538135.88, 1911784151.168, 1555435536.355, 2105486100.724, 66604814.888, -747391302.151"
values_94,16,"{-857122103.006, 1914449291.915, 42034709.17, -16349809.044, 1010046057.344, -1722239011.385, -1580208165.681, 1218311573.495, 1742037165.786, 1997048742.357, 1257405931.125, -1702111090.222, -111152524.306, 1365309461.483, -1479980391.951, -1925925630.611"
values_0,15,"{-2094803631.829, -1582984385.376, 2033715107.162, -297705360.735, 1939971547.086, 987276862.468, 1487674652.773, -342182908.537, 1341479168.251, 646153164.725, -453674448.506, -796811384.578, -2041164345.15, 950203053.727, -1741295221.596"
values_99,15,"{1149821379.529, 1240658364.225, -242233839.927, 669315351.165, -1747406924.894, -1537287059.007, -1323554114.687, 1536570751.117, -687855882.064, 421970621.695, -1331699470.885, 742056387.554, 957151708.376, 160864304.617, -1171702504.574"
values_96,19,"{1351948538.577, 1683936577.602, -1803514924.19, 1305816232.349, 1253787260.264, -2007246685.136, -1696119117.972, -1596758458.51, -1033470695.642, 1604097668.478, 668610935.534, 668388975.021, 853879294.345, -1973541661.066, 524686089.526, -447233223.016, 2032805040.112, -777267830.156, -1403799139.211"
values_67,9,"{1739721617.774, -334964663.125, 1530385749.104, -747129336.74, -1594594907.507, 1295146321.72, 1108307558.293, -1377271871.091, 1018657801.103"
values_61,2,"{-649547894.518, 1075595409.196"
values_43,11,"{-2044575291.942, -1026782014.742, 1317713779.924, -1431267035.611, -867628768.162, -1036157863.992, 736368804.635, 1797445396.296, 234216583.82, -1374389885.552, -1321215328.025"
values_2,8,"{-1497893673.652, 536935777.791, -94530528.748, 1952487387.285, 675609426.629, -2037409896.476, 658098502.343, -421106885.963"
values_54,12,"{-2024444112.314, 803106311.374, -99032517.438, 1870896709.34, 293644555.45, 1539548984.656, -238457332.031, -825578361.062, -2080790919.426, -1094817598.011, -270031742.948, 1462731481.501"
values_30,27,"{-1861478257.939, -1622377799.163, -1480883260.499, 1295577093.007, 1813756685.367, -1453263928.989, -1063799128.835, 1837535222.776, -547248694.911, -1891296921.947, 128462023.757, 1445317041.425, -1818840650.269, -1670082540.463, -834973305.073, 456733010.675, -1593624841.347, -225477949.584, 286941391.178, 2120388239.252, 1171292014.858, 584066450.613, -1014701732.787, 1946981049.859, 526722742.839, 405301551.737, -2098621387.191"
values_59,30,"{-935872496.103, -1071841705.518, -1888049582.823, -1327924904.245, -1726423983.479, -567172104.079, 275712705.68, -860664451.347, 297305410.709, 600397650.578, 1386206142.638, -159598921.393, -655379816.933, 201582492.27, -1523686678.722, -510573599.356, 1979850342.983, 1097658253.791, 371717314.102, -136493977.966, -193828742.516, -1392020693.636, 2018639821.333, 1417474329.48, 702133853.184, -524037389.79, 1764922394.072, -1232120949.108, 445045594.31, -169995204.486"
values_85,11,"{2025340347.107, -1163173486.261, 664115605.731, -1588793086.764, 716291362.263, -826470295.352, -1010164399.431, -947744200.171, -324313313.594, -1116570164.276, 1537809692.027"
values_74,7,"{-1001695932.86, 309306929.237, -21071490.313, 303833624.789, -1051134015.313, -483223134.413, -1438051756.067"
values_90,13,"{426787185.391, 1943855018.456, -1679403011.974, -103609587.897, 1683283841.464, 1592695383.284, 2043890384.584, -1538141002.875, 1530376453.844, 2925863.421, 2122765038.099, 109004485.558, 1836827826.653"
values_18,23,"{-2110561074.737, 1413193234.106, 319604078.049, 1696952231.285, 201794274.408, 742465985.52, 2044480359.317, -734016966.905, 61050619.824, -2074522221.144, 809769013.785, -1956738262.431, 1957449853.006, -910448248.791, -690052879.585, -952118240.02, 1047932618.826, -98557000.385, 1979373330.371, -720936087.453, 657984532.153, -245408368.826, -165489071.945"
values_52,27,"{1022862305.346, -906205160.646, 1410896889.422, 1872056252.581, -137252803.918, -211104788.295, -965244366.524, -471279001.985, 1309297446.616, 2059894243.76, -821077888.92, 1985844650.263, -858125966.018, 181788159.371, 1878339439.63, 627714794.107, 2036537831.09, -665134892.944, -975748183.063, -2142278310.15, -1402320901.309, -1938858467.462, 817772614.203, -1757656092.591, 1953531477.338, -246181390.997, 371877051.643"
values_44,10,"{-276743446.613, -786910796.048, -545051089.993, 342189975.831, 1834562345.84, -950358072.386, 687660865.665, -1236796450.262, 1188325705.496, -778215114.221"
values_17,11,"{-1779856336.987, -601923482.757, -547580615.011, 850345139.308, 616339395.86, -1843441133.158, 1109755372.124, -507347122.112, 348917816.815, 9601247.772, 138285647.176"
values_36,2,"{2041361914.125, -1652573687.554"
values_49,23,"{1660665393.407, 930420379.915, 14593350.483, -198511004.663, -195713415.31, -699586970.446, -1717969034.06, -746723330.477, -672340262.959, -1901045225.916, 1951590714.226, -1949392425.969, -745017544.643, 1309062443.276, -1098168342.317, 1465700172.372, -808356322.121, 1191740171.07, -1130709320.782, 1732045380.092, 2126062343.054, 1188754446.892, -665101988.036"
values_86,8,"{1363465173.438, 844626258.986, -1838388208.353, -701233642.722, -1978311429.131, -527797561.75, -1297530040.179, -344395025.17"
values_37,18,"{-1168439864.086, 388550786.786, 641851940.757, 579922096.358, 358464793.439, 884431994.976, -412289872.11, -445978621.369, 777648824.43, -578776419.16, 270986817.627, -523426016.96, 1205843648.657, -1796078210.187, -1367877369.882, 576740460.682, -736540894.197, -718355003.785"
values_56,5,"{803314738.019, 1314191263.746, -1521954751.302, -236876600.831, 1886734979.269"
values_63,2,"{1138021232.161, -2012914680.696"
values_35,21,"{1806781433.741, 477276841.91, -1615145532.989, -1294596564.254, 477815918.693, 1333252590.179, 224970393.779, 1257260620.578, -1948521442.94, -1028936966.188, -308793856.435, 2098715101.179, 1250805242.525, 1062242710.291, -1789780506.392, 498153624.039, -1298338728.77, -1115314244.221, 1917161651.56, -737157056.081, 707211719.547"
values_97,12,"{1400118386.117, 2089357747.8, -134523411.676, 30941504.229, 2076501325.531, 1841425370.595, 1672683156.073, 38510826.042, 2137764674.351, 407650035.57, 1700398657.701, 892124249.403"
values_75,23,"{128314206.249, -1419468251.56, 1128666621.797, -1521084711.638, -149824389.892, 1800804013.447, 1439003761.126, 1208395772.279, 71189000.801, 308485170.619, 1868403696.718, -1022651081.243, -1506882552.642, -1240761342.077, 1809862705.825, -1373249254.466, 1264979901.809, 1048449157.583, -126324269.495, 538706710.344, 1997254439.622, -606026864.719, 1957457853.079"
values_57,5,"{1585186071.559, -304906483.609, 287908995.288, 1292112652.703, -1367100525.211"
values_88,32,"{1428202453.881, 406723350.412, -1353203217.541, 600650909.963, -1440607367.352, -1910657668.354, -1287642606.318, -1746134799.169, 1405242893.337, 275582699.929, 1396758557.127, 112499695.725, -556696644.647, -2064147975.856, -80170251.802, -1649691805.273, 1468475577.301, 584294753.356, -1136914960.393, 874614702.434, -843080338.343, 1473184248.277, 517049842.575, -2065497359.763, -774470124.198, 1909170343.722, 805617147.053, 1185102530.85, -1921246249.123, -511989335.13, -599959773.853, 584565184.785"
values_10,31,"{-1995613015.748, 45608553.385, -254450938.444, 1816217885.206, -122077404.09, 1380888320.295, -180611554.945, 117835496.726, -38692723.524, -51478978.19, -1808978733.716, 14583078.972, 632001914.611, -478068064.988, 312467337.308, 474910040.604, -305153843.65, -1556782414.321, -1984153128.626, -309908991.238, -677006930.029, -1476690398.012, -746468289.657, -1439573314.963, -1883745346.266, 1010359860.238, -2087395906.993, -915503394.787, -86147069.999, -1245251067.628, -484123697.38"
values_53,14,"{-1765871069.009, -822492232.868, -405057837.81, 1496334832.78, -269235087.451, -810502761.97, -2020469371.914, -504314531.488, -1014400346.593, -1756539952.543, 1123699307.461, -1849779425.375, 2126343567.729, 1071072681.481"
values_8,9,"{855606798.077, 874506226.35, -368709059.048, 1208010570.712, -466523873.006, 455403872.768, -772129035.124, -403764957.276, 1024195372.925"
values_39,23,"{-1110945392.375, -696004930.258, 1467017267.771, 1942221725.087, 786446981.406, -1129955135.048, -640967837.886, -1810144765.018, -1227330682.74, -97053652.955, -1391712987.748, 1901456356.235, 687954880.647, 993352977.211, -1448642528.98, -1848875347.898, -1752143222.365, 1625997072.864, -598460135.728, -23469540.849, 1985999566.351, -1882913576.241, 334431605.222"
values_47,2,"{-132657578.713, -1151700804.74"
values_60,25,"{-328653763.666, -1887038185.355, -1467692753.842, -1729757544.657, 1280672845.583, -134651137.742, 1328805802.92, 2028743841.449, -1160041805.697, 70233567.077, -773910334.247, -737443180.746, 1813468726.569, -283195972.227, 973623668.441, 941170986.537, -808064182.916, 339010109.055, 149543503.083, 2143779389.86, -407050975.522, -726638134.088, 799553447.474, -126887758.308, -1287146377.577"
values_89,3,"{-1155681301.324, 321482714.261, -676396272.752"
values_51,19,"{784662127.877, 1681794471.481, -1592444851.767, -984420965.954, 1994184834.397, 1703961482.002, 1719544425.128, 77833793.53, -237135115.685, -151282084.605, 570999856.598, -1775437068.94, -624589185.749, 2126239041.088, -5432245.905, 1535941981.071, 1911189846.761, -140232262.131, -1746864358.47"
values_14,23,"{-2001324727.246, 534256628.7, 531210976.265, -1012430696.365, 676452568.534, 629509721.78, 794896201.384, -631937032.307, -1059851760.397, -456124705.754, 775675434.569, -1963704686.532, -599901236.31, 1710032248.752, -2093761015.742, -460462525.578, -988420805.86, -934260002.15, 1885938628.013, 2041653237.644, -828391288.985, -507896577.739, -2069489472.465"
values_28,11,"{-72842344.259, 55832176.444, -1372681984.704, 1678224860.065, -1127646083.825, 1273747935.245, -1886060915.672, 382662937.568, -973667153.24, -401011325.919, 1000616181.932"
values_16,27,"{-1448659546.479, 92608633.769, 687892123.512, 188123463.728, -988052601.958, -1860110379.725, 1316893889.183, 486322860.16, -579124015.862, 34157961.651, -1011715537.314, 266112270.205, 1457929460.617, -2124339091.839, -1790048220.395, -1310086127.217, 1228986450.255, 1649010039.329, 1001421349.916, 1530489577.458, -773726688.47, 1285918464.363, -1954126565.457, 297189880.824, 546599673.903, -1219957702.585, -103760992.429"
values_34,2,"{1946425029.032, 410664276.747"
values_82,15,"{1285381975.639, -207331527.847, 856240613.512, 1818260153.31, 848897266.154, 84451836.504, 550479953.373, 1271754611.103, -833225692.451, -434859354.199, -1664629223.438, -1951871243.768, 1101868407.69, -1480017564.985, 1348757016.531"
values_46,17,"{1115911372.707, -751725137.358, -2116635982.389, -2007040732.253, 1995637238.527, 1561859167.878, -973024780.421, 1305037965.31, 149713286.618, -807213003.561, -2083954373.608, 1003126687.08, -484334544.483, -1581882621.644, -1909787480.511, 2110128629.045, -391534013.186"
values_27,23,"{-924896092.645, 1311998321.062, 1227557281.909, -624124188.107, 1077326624.876, 2005712604.449, 419085041.723, -618494808.524, -694627877.308, -808151243.015, -1230538727.89, -1485750133.021, -1845108564.76, 1120508984.394, 1427122251.663, -2135362708.219, -225466631.612, 1227303107.147, -1346086344.131, -1741707489.185, 2040666180.415, 231215180.571, 1202180455.854"
values_20,2,"{-175132540.253, 794140743.687"
values_9,6,"{-292110647.088, -1022992187.63, 2111180875.103, -1884058335.742, -1203331149.84, -522355546.874"
values_92,18,"{490825214.431, -1985442810.213, -416613126.032, -810578352.044, 891685612.742, 795900258.94, 1532070789.257, -712574460.984, -1168452590.702, 871842413.503, 1563482288.415, 922706110.081, -346769123.814, 556180709.798, -983452604.314, 1736695860.174, 227135966.006, 1911041179.052"
values_3,20,"{402210034.188, 844153408.883, 734631301.431, 2141879231.885, 648706207.265, 446716977.53, 988815454.52, 56399554.348, 9155700.6, 762240418.525, 1536739391.772, -1525179848.267, -651283694.564, -494093428.168, 2013803994.911, -52644936.941, 1534928422.17, 1155158800.967, 127910624.45, 109154044.649"
values_98,27,"{1251565236.551, -71611919.702, 701938428.584, 95393229.311, -1200758260.463, -1796261460.934, 1686283617.525, 2067124610.828, -320350245.014, 1736070435.442, 1385579929.697, 475876090.499, -763064195.442, 638374190.177, 595913873.636, -1803933891.734, -1780244287.902, -35596678.582, -1865983071.824, -459699966.189, 803981519.655, -1943397666.345, 898531423.821, -713777266.91, 242534957.219, -495761522.851, 1339964187.094"
values_29,8,"{1329606956.801, 1413452206.437, -354702786.529, -1691304781.806, -817454329.41, 844860555.566, 2084600997.841, 931414055.327"
values_80,30,"{551355011.06, 388360899.103, -1478682295.796, 1505984314.286, 15137360.565, -1274461989.611, -1968364060.043, 1334398160.623, -1901112304.449, 1705341752.911, 2114034573.735, 207121711.156, -1273064337.158, 388288178.331, -832667143.15, -177378599.824, -1765594494.429, 297692015.398, -1532481524.735, 1259028379.037, 1166693537.308, -1256737039.618, 1886250370.981, -1172389146.333, 56652693.538, -1206058041.51, -1294403811.307, -313431263.709, 996840995.732, 480395663.672"
values_73,24,"{-594332528.219, -652043813.768, 749493464.292, 1568489654.768, -665103219.792, -1891888136.239, 629481248.575, 635979522.31, 361070749.879, 352682584.557, 1847569949.283, -893705812.447, -1655434814.808, -728726754.862, 1048490322.113, 1222571968.158, 1847173882.177, -1198894444.138, -2094486795.72, 1323989627.276, 1694456007.639, 1329645056.02, 696214569.043, -1118068175.791"
