inputName,size,arr[size]
values_55,27,"{28910, 17056, -11332, -11403, -4348, 26570, 18157, 26997, -29380, -2172, -24350, 1457, -23080, -19952, 15758, 7060, -4565, 120, 11023, -27089, 11600, 24842, 17398, 672, 28990, 24907, -15284"
values_31,22,"{-24165, -3342, 15219, -7450, -10968, -7075, 9734, 18672, 26550, 12189, -21433, -20207, 28450, 4692, 14921, -3747, 23498, -13879, -32691, -17326, 32146, -29646"
values_66,21,"{11840, -7645, 26615, -31635, -11625, 6187, 7289, 2697, 28814, -91, 12054, -22438, 17115, -4441, 20706, -22606, 28868, 9570, 7565, 11393, 15151"
values_65,24,"{-26598, 2897, -24795, 32200, 18239, -24801, 24817, -20019, 8516, -2173, 24194, -9376, 28970, 26656, -6841, -31283, -14266, 23413, -16004, 1754, 9316, -4597, -15386, 22608"
values_62,24,"{-23953, 10016, 21275, -6301, 3965, 3972, 28807, 24007, 27402, 11565, -30826, -5764, -13275, -12258, 32623, 61, -30705, -19574, 72, 14466, -23768, -9838, 19335, -21238"
values_21,6,"{22475, 13059, 23673, 20919, 23201, -32727"
values_95,4,"{-15562, -6435, -21166, 22392"
values_84,3,"{-7781, 17238, -4178"
values_58,30,"{15349, 2226, -28627, 12311, -14017, 25965, -29961, 27394, -31683, -23756, 13815, -30211, -26774, 8723, 18219, -15563, -27274, -18302, -10808, 9043, 10405, 24887, 7150, 9085, 30163, 27402, -21196, 18034, -10872, 1352"
values_64,24,"{18439, -12733, -1647, -28179, -7765, 9119, -15403, -3420, 22060, 14858, -27482, -8570, -4170, -28417, 1903, -11276, -19612, 23633, -18101, -30385, -12369, -31593, -31985, -17549"
values_83,25,"{-29711, -10457, 20162, 24163, -22173, 14267, -821, 6667, 10770, -26067, 16231, 14246, 12820, 22654, 32269, -11677, -26578, -12605, -20935, 7508, -24792, 21731, 11469, 17704, 31893"
values_94,30,"{-10043, 30221, 4416, 19467, 26161, -23130, 27822, 4169, -31803, -27499, 10637, -32348, -20717, 6614, 12184, 5728, 13591, -9986, 25778, 16331, 19448, -4519, -22863, -11427, -21236, -25132, 6516, 16980, 6011, -12227"
values_0,24,"{7626, -26632, -18080, 17457, 10998, -27839, 15354, 10779, -14123, 31200, -16990, -6360, -24317, 26514, -29185, 21611, 10115, 29178, 13438, -15749, -302, 9095, -90, -16267"
values_99,26,"{19853, 19768, 32327, 22698, -27397, 11379, 11530, 12389, -28310, -547, -31617, -21112, -24536, -16202, 23076, -4086, 10237, -9428, -17448, 25752, -14743, -17831, -16411, -25607, -31842, -15454"
values_96,6,"{-29465, 12301, 28698, 28203, 3230, -13530"
values_67,7,"{8501, -7577, -22455, 10335, -26797, 20414, -20915"
values_61,13,"{-7761, 22149, -23117, 6429, 24789, -1572, 30301, -25293, -2616, 17687, 22553, 11925, 14224"
values_43,15,"{-21848, 27999, -8238, 25855, 23667, -1791, -13969, 11388, 2015, 9339, -7401, -8570, -32316, 3556, 5188"
values_2,23,"{30504, -25549, -11068, -14170, -2088, -27038, -29812, -26097, -19036, -11031, -6038, -20367, -14206, 19739, -15842, 21197, -21877, -21392, 11028, 13680, -3873, -6428, -5226"
values_54,18,"{538, 976, 1089, -2158, 24232, 23067, 6977, 16257, -13047, -7496, 8237, -22206, -1002, 15431, 17286, -31831, 14556, 18832"
values_30,10,"{4181, 7741, 17729, -13096, -23185, -9716, 22795, -17647, 27827, -22663"
values_59,2,"{14100, 29345"
values_85,6,"{-7580, 8671, -21715, -12666, -2850, 625"
values_74,18,"{1731, 13419, -1221, -29266, -12991, -2045, -18685, 16242, -209, 2623, 3044, 22770, 6128, 7689, 17406, 21856, -26417, 30704"
values_90,13,"{-12827, 28174, 10362, -16188, -16313, -10655, 6682, 68, 2845, 8490, -2055, -8297, -9021"
values_18,17,"{30514, -22175, 74, -7160, 13652, 25222, 6171, -14251, -30792, 25974, -22911, -1108, -14040, -9574, 27782, 19319, -27823"
values_52,6,"{21062, -16810, 10949, -13117, -6798, 11767"
values_44,4,"{15374, -6157, 29403, 27686"
values_17,16,"{-7127, 7321, -11533, -13547, -27968, 19022, 8111, 9877, -1957, 32372, -8984, 4706, 5025, 26676, -8300, -26549"
values_36,26,"{-5390, -8741, 14291, -22729, 18641, 2518, 19893, -151, 20115, 10818, -4069, 12385, -16993, -318, 27985, 10272, -29481, 4706, -18320, 23536, -8675, 5649, -21079, 28696, 31901, -20006"
values_49,6,"{16820, 28074, -23526, -27054, -24393, 19022"
values_86,20,"{14003, -5122, 9624, 14721, -14033, -31290, -4881, 17000, -32105, 8917, 30156, -12321, -21870, -11646, -13583, -15721, 15068, 11341, 7450, -11954"
values_37,7,"{-7251, -20586, -2863, 22067, 17452, 5213, -29276"
values_56,22,"{9065, -3037, 1958, -23587, 29235, -30707, -27272, -21904, 4185, -1096, -25024, 10573, 12017, -25501, -223, -21753, -28561, 4271, 28323, -16245, -3067, 646"
values_63,2,"{22990, -13499"
values_35,29,"{-9333, -19421, -21954, -7385, 28131, -18259, 27253, -14401, 4079, -4080, 19784, 8228, -28713, -4180, 28412, -13830, 2847, -10956, -21308, 23828, 13882, 27412, 28796, 29347, -24507, -12592, -15177, 22532, 8092"
values_97,23,"{15762, 15721, -23568, -24812, -9944, -25172, -15049, -32530, 4016, -12921, 1345, 26408, -4553, -5472, -27969, -22018, 9756, -5264, -29291, 11914, -24604, -13085, -14512"
values_75,12,"{20896, 14836, -8286, 17387, -12372, 31743, 29671, -3952, -12543, 25963, -19682, 13363"
values_57,7,"{11530, 16829, 777, -23489, -6142, 7275, -5578"
values_88,17,"{30370, 12335, -3168, -259, -17215, 10264, 23564, -31283, 5888, 13165, -19644, -15952, -4025, -24334, -25343, 31624, 18597"
values_10,27,"{11789, -25182, 23501, 21096, -16784, -28222, 17841, 8322, 13369, 19989, 21642, -12853, 14104, -16750, 9088, -20633, -17994, 18408, 11421, 12624, -6679, -23691, -6457, -17488, 6954, 29525, -15378"
values_53,32,"{18547, -9198, 11508, -19100, 2049, -7377, -3583, -15464, 32501, -18319, 18708, 28674, -12694, 28365, -22373, 18042, 28256, -27082, 24773, 12121, -17032, 16791, -10176, -22380, -4719, 12681, -5090, -22112, 8569, 15910, 7659, -12476"
values_8,18,"{-16568, 29366, 27214, -30431, -885, -12062, 25725, 25481, 14875, -3850, 7331, -28045, -23294, 27416, -29392, -16386, -1662, -15699"
values_39,31,"{-26035, -16969, -22017, 21550, 21966, -30989, 6252, -28757, 25043, -10619, -9802, 3368, 12251, 32418, -20164, -17276, -4015, 16322, 2269, 1187, 12917, -25214, 13637, -12485, -10799, -27117, -1503, 25560, -22951, 11187, 4664"
values_47,19,"{-11132, -16541, 7613, -4356, 11077, -1752, 30316, 12896, 3178, -23670, 21361, 17378, -9402, -3088, 20077, 17925, -28931, -31102, 10479"
values_60,25,"{-23672, -7722, 2572, 2702, 19446, 21158, -24312, -19549, 6673, -28576, 1272, -5418, -2050, 27711, 13056, -22892, 21905, 10194, -23834, 28620, -11524, -7346, -12483, 15838, 25405"
values_89,19,"{-23882, -3980, 32013, -15773, -6065, 15685, -22511, -6044, 29377, 27701, 21621, 3129, 960, 7772, -32142, -19911, 28218, 23195, -14084"
values_51,16,"{16553, 18108, 6559, 13724, -18024, 18777, 18048, 31882, 14556, -13389, 20258, -8421, 27708, -11962, 18098, -2636"
values_14,23,"{-10659, 28163, 11402, -26158, -8287, -21904, -9613, 15611, -32589, -9747, -10588, -2165, 23221, 18576, -210, 5472, 31081, -9898, -28807, -15023, 14442, -11762, -30153"
values_28,11,"{21962, -20752, -694, -945, -29370, -28792, 10516, -3962, -21371, 5917, 10000"
values_16,20,"{23237, 8733, 14276, -18394, 3419, -24678, 26369, 27817, -20313, 18934, -10487, 17301, -7177, 14802, 21307, 13449, 8643, 5086, 9485, -14904"
values_34,31,"{29277, -23834, 10235, 25162, -17889, 16092, 10999, 13206, -25729, 14511, -30028, -23160, -3397, 17932, -912, 11783, -10030, 28448, 24490, -10575, 4151, -9090, 6317, -4218, 13974, 3066, -11435, 18710, -31938, -11708, 21770"
values_82,5,"{8257, 6852, -19909, -7820, -9711"
values_46,26,"{9740, -5777, -5728, -32686, 23953, 28007, 5519, 30663, 8907, 7606, 19292, 24792, 20486, 31434, 22913, -25254, 11042, 30206, -2931, -20725, 3416, -7851, 15819, 31150, -24595, 6525"
values_27,25,"{25850, -7224, -17478, -16900, 21027, 6784, -28315, 11778, 14999, 31751, -20235, -28434, 7228, -10774, -13347, -27815, 5574, -31069, 31540, -30102, 14005, -12179, 25617, 4331, -10121"
values_20,13,"{-28179, -8146, -9083, 6079, -21833, 29584, -26064, 28983, 7595, 12293, 12292, -32584, 24057"
values_9,27,"{19124, -9202, -16746, -28754, 11047, 16987, 23131, -1869, -22197, 3556, -30772, 16815, -18050, -28866, 4988, -31127, -25082, 28949, -6255, -7325, 21941, -4679, -5374, -26971, -18075, 17381, -25164"
values_92,30,"{3542, -3339, -11819, -7848, -19622, -20197, -4330, -27066, 947, 13683, 6995, -19267, -29119, 30489, 21292, 27248, -21019, -32185, 3167, -28541, 15605, -4637, -16500, 23014, -30009, -6411, 7593, 893, 18842, 7016"
values_3,5,"{17046, 30468, 16675, -10051, -6961"
values_98,28,"{14763, -17184, -14742, 9696, 14325, -26849, -23054, -15980, -8351, 9000, -26409, 5421, -4612, -11091, -27476, 4390, -6040, -10893, 11164, -30640, 2731, -24792, -29013, 8285, -9235, 31445, -24543, 21379"
values_29,8,"{5249, -549, 27007, 13947, 28436, 25204, -18734, 13888"
values_80,5,"{5211, -25351, 6583, -12230, -10060"
values_73,5,"{-5696, -30542, 2953, -20981, 8992"
