inputName,k,size,arr[size]
values_42,98,7,"{-44, -92, 37, -117, 39, -74, 81"
values_13,6,22,"{94, 18, 100, 107, 70, 41, -84, -91, -54, -73, -48, -55, -41, 109, -113, 121, -39, -28, 14, -111, -96, -85"
values_41,98,32,"{1, -54, 3, -24, 93, 24, 124, -52, 49, 64, 21, -42, -116, -9, 37, 6, -89, -86, -60, -4, -74, 5, -98, -68, 13, 122, -44, -91, 63, -103, 63, -45"
values_55,193,5,"{-126, 26, -65, -100, -96"
values_31,137,32,"{61, -32, -32, 12, -6, -113, -98, -72, 82, -97, 92, -80, -6, 44, -21, 70, 84, -80, -101, 7, 116, 95, 89, 15, 79, -33, 76, 79, 123, -37, 30, 26"
values_66,127,23,"{-82, -31, -94, -120, -69, 77, 85, 117, 4, 42, 32, 41, 100, 42, -30, -118, 75, -25, -7, 72, 72, -95, 81"
values_65,127,5,"{89, -16, 62, -28, -69"
values_62,127,7,"{23, 86, 99, 42, 79, 64, -42"
values_21,214,32,"{-87, -100, 97, -80, 17, -5, -79, -90, -109, 31, -59, -108, 78, -12, -5, 30, -106, 119, 39, 68, 97, 13, -105, -9, -13, 18, 56, -22, 64, -17, 24, -68"
values_95,250,5,"{15, -60, -109, 78, 13"
values_84,138,18,"{-13, -32, -77, -94, -66, -122, -88, -108, -24, -52, -21, -68, 76, -18, 107, -7, 112, 11"
values_58,193,5,"{113, -10, -63, -123, 44"
values_64,127,18,"{-84, 118, -26, 125, -56, 49, 70, -84, -108, -79, 95, 28, 53, 102, 106, -27, -38, 81"
values_83,138,22,"{-48, 35, -109, -57, -4, -55, -47, -100, 0, -89, -38, -73, -120, -36, -81, 37, -102, 37, 12, 4, 125, -41"
values_94,250,18,"{-85, -26, 112, -99, 94, -99, -120, -20, -17, 117, -26, -114, 50, -126, 43, 12, -84, -56"
values_0,186,8,"{63, -95, 37, -29, 26, -28, 12, 49"
values_99,250,30,"{90, 102, 12, -45, 107, -117, 88, -102, -70, -85, -70, 67, -95, -35, 113, 107, -4, -119, -23, -5, -59, 18, -13, 53, 69, -53, 10, -26, 34, -116"
values_96,250,23,"{-42, -59, -101, -60, -116, -113, 17, 54, -96, 48, -5, -11, -105, 92, -22, -3, 16, 7, 120, 126, 38, -75, 100"
values_67,127,11,"{-57, -19, 113, -118, -71, -7, 1, 109, 56, -75, -87"
values_61,127,32,"{124, 43, 69, -100, 98, -126, 50, -90, -83, -12, -92, 38, 36, 61, 57, -85, 35, 44, 84, -22, 59, 87, -112, 65, 0, -60, -119, -104, 48, -26, 42, 73"
values_43,98,22,"{-21, -69, -89, -114, 87, 95, -19, -11, 114, -68, 50, -3, -17, -100, -57, -49, 32, -22, -112, 4, -104, 51"
values_2,186,7,"{124, 18, -106, 94, 10, 116, -67"
values_54,193,18,"{56, 123, -72, -15, 102, -112, 17, -78, -26, -68, -95, 115, 18, 10, -50, -30, 3, -74"
values_30,137,8,"{71, 17, 112, -92, 14, 14, 3, 31"
values_59,193,30,"{-54, 73, -100, 63, -28, -114, -98, -82, -66, -125, 56, 12, 50, 113, 47, -37, -51, -65, 46, -120, -97, 16, -108, -88, -32, -46, 91, -86, -14, -64"
values_85,138,5,"{-101, -88, -76, -18, 66"
values_74,187,18,"{49, 123, -117, 44, 121, -55, -90, -22, 105, 102, -7, 68, 4, 26, -29, 67, 7, -62"
values_90,250,8,"{-78, -57, 121, 82, 87, -10, 19, 95"
values_18,6,5,"{60, 17, 25, 46, -66"
values_52,193,7,"{40, 90, -123, -71, -15, -103, -53"
values_44,98,18,"{91, -49, 50, 108, 84, -50, 49, -98, 37, -34, -122, -7, -67, -59, 5, 71, -80, 20"
values_17,6,11,"{1, -54, 60, -101, -69, -105, -123, -41, 63, -97, 97"
values_36,137,23,"{118, -119, 11, 104, 36, 61, -33, -121, 78, 4, -17, -95, -9, -104, -91, 58, -12, 89, -17, -102, -5, 0, 119"
values_49,98,30,"{-87, -15, -38, -76, -96, 47, 121, -14, 8, -42, 66, 21, 15, -92, 111, -86, 45, -49, 5, 79, -68, 40, 109, -109, 5, -122, 104, 94, 109, -109"
values_86,138,23,"{110, -35, 57, -23, -58, -78, 20, -39, -71, -43, 1, -11, 47, 66, -82, 40, 42, -5, -12, 61, 115, -25, 34"
values_37,137,11,"{48, -85, -29, -3, 58, 71, 49, 24, 121, 13, 113"
values_56,193,23,"{-15, 93, -9, 70, 1, -71, -27, 105, 34, 100, -67, -97, -76, -79, 39, -95, 52, 12, 68, 117, -35, -85, 61"
values_63,127,22,"{-47, 99, -31, -67, 79, 123, -53, 76, -115, 72, 115, 54, -44, -125, 99, 3, -30, -48, 36, 122, -85, -110"
values_35,137,5,"{13, -88, -45, 4, -67"
values_97,250,11,"{-105, -91, 33, -91, -1, 77, -96, -82, 48, 56, -72"
values_75,187,5,"{-49, -59, 114, 71, -23"
values_57,193,11,"{40, 123, 41, 14, 81, -117, -119, 77, -30, 68, -124"
values_88,138,5,"{12, -108, 49, 82, 63"
values_10,6,8,"{57, 67, 82, -58, -93, -108, 61, 20"
values_53,193,22,"{-66, -111, 109, 71, -114, -106, -67, -123, -47, 106, -104, 20, 76, -84, -29, -17, 3, -14, 83, 29, 91, -112"
values_8,186,5,"{7, -101, -88, -65, 40"
values_39,137,30,"{-103, 83, -55, 49, -80, 53, 20, -111, 93, 106, 56, -60, -31, -4, -85, -111, -90, 103, -71, -35, 113, -12, 12, -79, -94, -61, 45, 69, 20, 26"
values_47,98,11,"{-73, 82, 48, 98, -116, -35, -111, -99, -2, 124, 68"
values_60,127,8,"{76, -57, 75, 103, 98, 52, -15, -3"
values_89,138,30,"{-19, -97, -43, 79, -113, -70, -11, -30, 3, 27, 10, -105, -94, 61, 7, -107, 60, -37, 15, -34, -26, -50, -106, 48, 4, -53, 99, -126, -115, 53"
values_51,193,32,"{-72, -103, 123, 49, 7, 72, -29, -24, -108, 113, -5, -90, 84, 123, -106, -56, -125, -78, 95, -71, 124, -14, 83, -66, -122, 31, 99, 103, -60, -18, -71, 76"
values_14,6,18,"{-66, 12, -106, 82, -11, -21, 123, 15, 5, -45, 3, 37, 77, -111, -84, 32, -64, 52"
values_28,214,5,"{117, 78, -54, -56, 109"
values_16,6,23,"{17, 69, -43, 25, 49, 105, -38, 55, -110, 121, -19, 28, -35, 25, -18, 90, 52, 56, -43, -18, -41, 32, -32"
values_34,137,18,"{-79, 112, 122, 10, 78, -81, -5, 107, 80, -123, 50, -9, -77, -48, -82, -27, 52, -74"
values_82,138,7,"{115, 120, 14, -30, -97, -47, -73"
values_46,98,23,"{32, -51, -67, 17, -123, -69, -58, 86, -102, 85, -51, -56, 7, -50, -81, -55, 108, 27, 35, 33, -105, -27, -126"
values_27,214,11,"{25, 36, -77, 43, 116, 108, 48, -3, -60, 100, 43"
values_20,214,8,"{-4, -73, -85, -5, 17, -80, 93, 114"
values_9,186,30,"{62, 27, 56, 0, -64, 47, -67, 4, 47, 118, -45, 126, -74, -8, -31, 65, -83, -114, 58, -88, 120, -36, -16, 31, -17, 77, 82, 1, 123, 97"
values_92,250,7,"{32, -61, 76, -16, 91, 32, 28"
values_3,186,22,"{-103, -68, 53, 65, 56, 42, -101, 15, 115, 12, -7, 33, -115, -68, 61, -122, -43, 69, 113, 52, 106, -15"
values_98,250,5,"{69, 1, -30, 19, 58"
values_29,214,30,"{22, -9, 33, 46, -113, -13, -71, -44, 16, -97, -40, 85, 26, -83, 89, 63, 105, 75, -55, 75, -44, 27, 50, 89, -64, 116, 34, -49, -53, 37"
values_80,138,8,"{-36, -36, -110, -1, -89, 98, 63, -77"
values_73,187,22,"{-67, -86, 109, 85, 118, 51, -92, -36, 63, 113, 97, -14, -86, 15, 5, 86, -126, -106, -87, -109, 114, -16"
