inputName,size,arr[size]
values_78,21,"{5610104690128881040, -1147871254880012235, 4497025266536180433, 3125677769864573390, 1393188157474250113, -7956038015184577832, -1975657208852569131, 446585085746842702, 7019997202794253992, -8903014289041305592, -194002782726525610, 5287587096804981842, 2806381604650027334, -590892838460710597, -9105338030579128190, 5522589907271487716, -1922725459384877180, 9117887724418019673, 2570387449804472001, 3659654921851912220, 8864676837755427754"
values_87,7,"{5829247538674759785, 1067352729351986757, -8013961331219933899, 1489391736586552544, 4247355624049361462, 5158347740754915757, -7332217052074444328"
values_6,31,"{-3933862131776077862, -3945714642999207123, 5561498613458189147, 2037337479626083452, 2570299049661346322, -8143463091686663453, -6736558900793555812, 2579257678387060610, 1311590855907070858, 2077534459764796347, -6292565123744309448, -5049372190802001730, -7644258548192425322, -4868930043435452393, -6337966280060817693, -1307506326493234662, 5487596801670198910, 8240777062463738680, -9195571976430280296, 4889628218722650019, 5891098221862020161, -5274455710091750802, 2783844932240875636, -5589950634018868273, -5330420119815776648, -6382629189647424089, 3850969690254478691, -7294702955689421809, 4461037985745007941, -4024163562310902731, -4683492192013543134"
values_68,18,"{2387078604178269578, 3308198838473598501, 6889643013652317808, -4962104592841920417, 4459692614112667463, -2682651139361667599, 7019312071854989614, -4133906946156472176, 2199964438625485416, 7577593582514506598, -90300809839630985, -6318324854626749644, -47518412502230030, 4093257918833501270, 1145079272104410707, -5357469821081328098, -6202563091267331884, 2785984809620554130"
values_69,10,"{4145550499159624405, 6280599439936759882, -1735030581945483674, -969562579216607260, -3052434684145706259, 4702180826073555496, -106185100457444701, -8071003598245500172, 7674068537963575014, 1144978108370226591"
values_1,11,"{-4750378628030732587, -3625645279760415307, -8752744540114745223, 7713335959419159445, 1435721685327356477, 9183755942652177306, 3869182639459157992, -4109442686451564114, -1959235162995214483, -7583863161268797421, 2145902218010945947"
values_45,8,"{6066094883436535922, -1886537887174527391, -4874708977381861636, 7763969844909294382, -1575706524451390963, 5794844589016383939, 8529522701062264640, -7885043569492730709"
values_33,28,"{-2430113864641246206, 352046223325309484, 6093456186963878835, -5751566163324827895, -4550023392829903625, 353722694388977618, 3266042037335690289, 1875468045057560135, -7832236141880022150, -1328655405403269386, -7911860733194640837, -3484509058127802943, 2409280487791056565, 2183778230903248701, -3097022520632718174, -7556315214877518939, 5538037316186915103, -406214568323797752, -8480334825392751398, 4215177004894651281, 5893396790948167646, -1404641134417111087, 608860743605768204, -3006130656391457594, -5390363596592253466, 1374138498033373806, 6802813877825650324, -2922343994733498786"
values_15,20,"{-205460458952682693, 3350975526242173881, 747393092815212731, -7970442073619907645, 6036951329353985781, 6206754440061483824, 6520139795135468621, -4620859636102094779, -5213227795691245798, 2536163712698030569, -539295583779672116, 5616924921713490134, -8963245896259769662, 2546925511818120526, -7252922794207829109, -3945109510713372941, 2584265747288893967, 6429000725390965931, 467891709872293455, 2165881927467154522"
values_93,30,"{-6876388928414683472, 7900867331607103210, -4711831963800540429, 1739787957309853882, -3496693089141861477, -1775989473160645515, 3864397709645180016, 5188210595856945746, 8457351767053440030, 6806747827173654171, -167834527128611897, 6587810305079341996, 5036795515603318281, 4584661048589838693, 200710335753739517, 3881551336424058525, -1907808336550628185, -2557710616690200196, 7649004692390470006, -2779173121322169334, -2495071093198594836, -4166182989541486438, -6944416843241372257, 7245463926089867703, -2163981130661905951, -219642422587518406, 987116025970267864, 1778722835975804225, -4245807503561368133, -3373839406231850643"
values_24,10,"{8260835522190906884, 2131407526787038633, 3079077253603148474, -157166353228080991, -5274219738446360423, 358458787453074905, 8755270663234365592, -5614371307626522797, -1568291950388661915, 5605792965767410264"
values_25,14,"{-4939024271039741691, 7942503894613875775, -1762869635942934366, 1252878732005900384, 894395147451672125, 5738564853916103216, 2871167116334306707, 4060988026122355405, 924346727120401260, 6611748147152349966, -4789881646976997562, 8643547779862498312, 7350275378876692827, 7593139506233217145"
values_26,32,"{-1618465239290244372, -3225919690211788168, 9090983767215512619, 8519623435094404532, -8813340633138104258, 8336754753289778931, -1711164581931820652, 1323261086084605347, -1169734014596145346, -8424475384448759093, 7165957627771881904, -7533768567922688206, -6752543971628716002, -5549731973787151449, 3819708121228213831, 6131478921827289767, -5372423365669483088, 4824145574967351518, 3187896847423125024, 5116030625886639907, 5463032167089638354, 6212137278282730445, 7759752236924790572, -5922425028354891266, 3938582026458560742, 249564499411267709, 2444787057063464665, 220071491634102618, 6335855886698423551, -8264189928426219074, 8860029948427621931, 6606787699556385835"
values_48,9,"{-3162554471879055599, -7076983980795206526, -1605674695987328243, 3922617190718477270, -3497103931458734906, -9203132754227500257, 4702730230034063307, 4583998440926364944, 4516544885629398791"
values_71,3,"{-2477377124449518087, -5245588589282199887, 1468324824704398784"
values_76,30,"{4161797752278463934, 8702342409174945325, 3649323606999274584, 204171418768916406, -5870813891309848584, 4363989076662834619, 545188650670769989, -8410906302100129460, 7379528386707479572, -8113601036124840711, 5347753705816898834, -5877415625708063793, 4294150479140781023, -6601839119725336037, 7382600673710711219, -6960933483418941752, -5522961460015198908, 2649900527672664944, 4815609131657405211, 5736299498256182082, -4367465367795987380, 535566251990061522, 2259733282731298409, 3223415342089342356, 9109551601650506638, -4736553507400993802, -8707979289506128036, 2079179956380310913, -2329116739908518184, -397952713292521456"
values_7,28,"{-231665953886214062, -5635800637798281847, 8006047564999242506, 4775179346571255440, -5993271243486438811, -5887126815641741778, 4966815309175451627, -2610574410866289409, -1435740360417087941, 2457316272280141070, -1782838042740361742, 8968501955204783722, 839429080166703861, -8151361652394084173, 6335600214886298755, 5018078999751122419, -5012598633193077266, 4285776054016450186, 5208026255804068353, 8593394200047702142, -5742076087681634334, 70699967002511301, 8447198213102317834, 5340369110729739658, -6056769051853595269, -1099447209114549331, -5838122005808359196, 6589784903770547102"
values_50,32,"{-280684773149540472, 7920282313591762529, -7284582359785379611, 7763103010724621569, -4129434924594199662, -5620909748358389859, 4867053823694636222, -7055380047600322263, -5633121031194881320, 2483347632082665900, 7286266474541504179, 3526417722424007109, -6220867990479639959, 6604949721863750596, 5831116703014863232, -4826025271271620811, 3068259832158551033, 4010545481097121503, 8086172461786355970, -531545293836797465, -6459549809981522968, -3409724489273111758, 8872321060006135729, 8761677240835568597, -4478350161058477426, 5576161115089089160, 7025141488997895973, -5016176002393808048, 7984654794592989029, -8949217404858268553, -5051899680100603008, -3574354651508561282"
values_22,11,"{8246949065201828981, -436532020029250139, -4451406186898002474, -3125199439148474495, 5217318013355801295, -6704484969257751212, 5128105667772920675, -7039073417575836904, 3090881242110718703, -7492749319109243924, 7013710675260647689"
values_4,13,"{4412895910407522582, 9146143870629750450, 3425813728086804572, -8648279524124294342, 3945412894476141565, 8352234411248167911, -9093301167179135458, -6304907816899281952, -7345351998399532180, -9068347509239160340, -6161475379606604616, 1642957108714458570, 5049088147246693685"
values_32,11,"{8052800826395938131, 1716439535596398179, -3840641100899312962, 2407959800292579363, 8285056986077770501, 6533030518382646324, -8114775948872353297, -7129263516816502854, 8748779046431293407, -6720398722885668557, -2395663558006041130"
values_77,20,"{6712947397555121581, -7985847952994407437, 1485995839976603209, 3502958911668177827, -19415829936763135, -79274600064492925, 841129701255630439, -6051759472403886017, -7365554032600984853, -4106955322650550334, 2986528777360758770, -5685572705013973304, -1363808260665908098, -1074555788494333802, -615676196935534965, -7344776387805993097, 1625402437099419619, 9207544228429796020, 5755433888681514771, -7380854324638504870"
values_91,15,"{-3191441478899151905, 8197195271285093350, 5280464443693508675, -5200990379726537468, 5452478894519942773, 3015627561093712245, -8891744013457798813, 9077931339416549024, -6449690921170244287, 481142733130124276, 5872356912671216756, -6292208889791485368, 8798889292246315376, -8291304328566782514, 3203784147949619039"
values_42,30,"{-1362015045820288127, 6193093040601798867, 8185767500321835664, 202867844427813351, 6962372477647043221, -3805802503680048657, 4321909407434750280, -8823272924018367655, -2886634066034092336, -6415347043753209185, 1498541122476695333, -7268114664127793187, -1327110706960168891, -5167710875200646457, -3011368809625080342, -2883452549894300856, 2968865529204271148, 1591282579973846710, -3989685119318022506, 5783007183727458116, 47670474490864982, -5308635843405647749, 9075601803984559501, -2837026951434527080, 6754246696517597411, -3091018551817154245, -3168864765760154876, 4791826779221162137, 8337763441700666831, 1949811501555913207"
values_13,30,"{-6299437708697711812, 3715372724524598847, -2956287398084206614, 1066288738697871240, -5579894835519621866, 4508783809332538491, -3583446150095718255, 1539016511260554456, -8426808815110937948, -8827127844915212671, -1868864907230091631, 6581914112921955931, 3206517989373213916, 7806531659713682297, -3598725260979579985, 4986002081134432069, -9120546069773819463, 138742987749628836, -9016255714241687540, -3409440511945597988, 2259674038179505403, -374143171300631988, 1436567024587846505, 6999366201260651449, -8358600580790038840, -1482677860514278617, -8415681650716054441, -3101100158065902219, -1436504405760796420, 3519100012126508047"
values_41,2,"{3447246202882755079, -4191070684627095177"
values_55,20,"{-1476490858447956162, 774001518099282475, 7557423473598369162, -7388269790198705742, 3901576315630319247, 1773919457900947559, 3573799829492290355, 4358871925240817530, 6028606085513942293, -8729603682514551859, -7944793266392494741, 5703141055594373802, 967335386333520780, -4714719007918235751, -8262381656528588848, 6752009935848274851, -7728511561522688372, -8514777754236262772, -2945680521212895649, -7706386119481411552"
values_31,31,"{2570448426122389761, -8567406514550027298, -2044305890454935372, 4989899774776268702, 494668228050414732, 3640476832877272949, -7690224664575292693, -2596231513280475452, 886472613348851509, 5610466836298644408, 8483982146999552401, 3140113486807214281, 4808976888479560459, -2524408134077022541, 998764833464814112, 3753825441205479593, -6845483941181449647, -8260165121743349795, 1111480199022371916, -411614982564292172, 4974552382616679755, -7911622027262197310, -8985319072230390034, -7490050145643806409, 6260402713075153024, 2343469653557544443, 7037752082420165746, -8323186968215796862, -236283586428557542, -6516973044231609954, -5719826978168029581"
values_66,24,"{7309666548930188495, 6015372102666431404, 2142222004996552993, -3561108232736630173, -198980436412658291, 4854950110177129173, 5246784503536546165, -228836926191714763, 8966916488980670173, -5973507836534550771, 3957352328080224722, 5750431402900592182, 1754954875642330126, 7991261838114717529, 1591137885080629970, 3985106775684746416, 3278664658076737980, 1474830540308120494, 7448869359799091283, 2434975586324283538, -3967140260609117044, 2887845287841774546, -4651365259641490468, -5864321289311017984"
values_65,10,"{-5647175083747120564, -7222370611286967542, -4355201377066810384, -7160630076362833593, -7996508948735359812, -8225453518427282255, 7765758411766180483, -6765118562443191856, -8680881851592857383, 697182346656484977"
values_62,18,"{-6796053844918944366, -1491456263559074267, 8576119938559635844, 6024290785687730038, 7303079365470627556, -959821195673662417, 349078955863561282, -5100888589370092038, 6247397409156889971, 5904255095058723551, 5602132326965692705, -1314077967225524898, 1641172211389938140, 3533436874818317967, 14210887387301449, -4802266002952460256, 6874629845168853095, -880720274675409489"
values_21,22,"{3210706075040583768, -695405517764759573, 8614631386540086303, -9126882926171790075, 8734675766245078789, 8202655682917892210, -4977282718337657172, 1758574274447001884, -2280294925394542126, -2942652245069435726, -8302247174059296271, 989031108273652227, 2401567285850035996, -5072550676524355304, -8704951152541943701, 2112212998910422290, 8616642959436354794, -1333236996076236855, 5866709077969981298, 3544998715379846807, 5815153828133031250, -8465246172289956069"
values_95,32,"{-9088940178969518082, 4827288020114730305, 8565223160955293781, 2419588753260648989, -3010892816329525707, 1085499453614828569, 4871424864848751905, -8182117717112083713, 513311575077227765, 2630030947649691041, 3120035126519172417, 4956253147553320762, 8426405761505093899, -981855147056161678, 4465498220537476523, -2286308346638936050, -7025360825430444492, -8326852508769813404, -269404825299592727, -2763497522390822369, 3446812893632355884, 854263105851330676, 2110801430238255978, 3785346514883088084, -1147022621993727963, -1860313602709402328, -9012757782091021264, 6055088169175876811, 8473052864327835081, -6894812338605890650, -8278302230817659153, -1761067376102085581"
values_84,28,"{-5741412850492219069, 8229156237527802772, -1317809056347015227, 1251469415669762795, 4972121834867131960, -7588098226258189188, -9104999811150273301, 8008500118782807163, -7443251149104556241, 5372470811483433453, -663382713533781560, -4651209452094368351, 964361718166946636, 993434291925800035, 2881127261537059430, -4522910116104900244, 1897501429550941831, 2875809416810649776, 1486584073904558714, -7367650564906894978, -8944502151746291460, -2657057215881710744, -5698390216596980739, -7090962993042626593, 3782929698048297325, -175207007594055176, -3251732891325447869, -7399003601033921883"
values_58,5,"{-6931070499359268705, -7446898280731454697, -8241000577677666222, 3889785502554543571, -5417909425544969961"
values_64,7,"{2142981818980636373, 7162507350716428254, 5040784525061225011, 580867895551854077, -2401146119855932695, -2595729901162960345, 2436707939621343661"
values_83,28,"{9011498589063389023, -7478594840619475107, -5038756758064360775, 7624566155365802312, -81313422390233214, -2686620858377622337, 1975306336501435441, 6860425869196232514, -4101516204482922528, -8454989472439486771, 4781980369111842623, -9042072787098768331, 4564648565998083701, 8546740029156283915, 3852725309508019177, -5811000055560538830, -982469659236047185, -2613684421164150075, 2946566933658856657, -2423098256123899230, 7664040401758023925, -7709150939148307224, 6033737063993453814, 8548380502623992851, 700465415416619194, -8009511149790752695, -1842774130698386117, -8998761709571195855"
values_94,4,"{5000392043466546500, -1590405477732974317, 1412187323615591854, -8975041121760273749"
values_0,17,"{-3984105319664956993, 8038309433075627662, -8956106633695911283, 2737937279054548575, 5685162918927025167, -4173476383233422116, -4334629279748096080, 6152032014877772402, -3640167972985356080, 4547431950025023720, -4660447008565764702, -4087123153036395399, 1677286173067151522, -8730865802658130076, -1999192618249008654, 2534049289383195116, 4273425383627861705"
values_99,20,"{-1704010915703189837, 6105745367588653449, -7054170702388539521, -8501042956283258121, 2031574339476743344, -1842962152670727748, -3758947533236848955, -6477705584112596119, 970227858578981353, 3033831169613453151, 1363684102375558051, 3169024402579727042, -4145861090237725265, 6863447432671340183, -2074949749290470013, -1565590912686980401, -2642066231413685688, 3847270635399685469, -5310830676239982687, 196724887887726001"
values_96,17,"{7031778268715370435, 282410764687393137, 4899863195780136964, -4910230024274578578, -7571993952226972444, 7524936222737000074, 9032610422221473382, 8546975287643292032, -470989296690473124, -1500707199540022941, -5012894466856637131, -3838770203587760649, -4983463001070814776, -3773003091071898217, -38460845679751732, 1646701520827944393, 7579359217055459491"
values_67,8,"{2034979910725492858, -8373264989864333781, 3597960887759532867, -8432502408865154629, -8089704980887587672, -7282850209587639257, -7594443419422891700, -8389622319555923293"
values_61,12,"{666757483758869147, 3318243154620621450, 6880047441221664546, 7497404368196083465, 4681638119449904638, 5618594526821703304, 5354585906327143856, -7011620632277875892, 2244015951736676468, 5980684199001290085, -3254157017969485246, 5379346707434489959"
values_43,29,"{8366414769031862050, 7152320349836584249, -8830748855818013245, -7548668797500511714, -111696125437252247, 7497970416180273731, -5573249702766457808, -1450629454723166522, -7666015455785907882, -535054128324766895, -5784963307786469044, -850199625327001241, 6874743129256896669, -6765805900460164465, 3647069502200275096, -6079791649611224859, -2398179405239349868, -2934448873351898563, -4330030749709304970, -5145304268562560261, -8485455788660758557, 2499020494366102060, -5049277997649445439, -6432310732717982463, 3547323418626203880, -4703968628782056659, 4381582089654263620, -7504296491168462916, -319915228325461002"
values_2,6,"{-8930976175464974581, 1321304186256569496, 6774386452641203023, -4286080151825080758, 4776022931807154730, 1683956359861981529"
values_54,12,"{8144313774839366686, -3421110137229537886, 8334786738277748089, -8372028874522413262, -4421679842547714465, 3160297860913405943, -8939734055444570773, 4037922017486918648, -117852172365940263, 632340280475025599, 1292249748536197000, -8491065803501503790"
values_30,11,"{-604987453660768819, -1399786819177197352, -4348429974437883651, -3855484321635402095, -4204879475349472567, -611330640643664643, -618403607445443952, -7776224348393783712, 4083311814428771486, -7523655803217206484, 6683377406231889691"
values_59,5,"{-8807953334340547868, 7606620226208222459, 8890975080872607866, -3190945026073932349, -7901730610242238995"
values_85,23,"{-6993482896974809573, 2912884737022539109, -509260126419212653, 7268776675891210837, 7290148888355209482, -1226840167800327534, 7508008918073116152, -8740378104196623271, 4253475052228120373, -3195229459144925111, 3597545364631381361, -655689763727989739, 7018590577299375516, -6233374759795381167, 5253852854203119550, -7857452492317748168, 8290060428383138255, -7513689991617621549, -7768108352523232950, -2935450341159514263, 4972040199297828392, 6070594029828902851, -6349763632362485480"
values_74,24,"{1289603425046932082, -5560325723494241519, -6106285150016819344, 7180918213802063242, 1411286319072549923, -2627006123726346424, -3673739232455420929, -5323523539121330613, 7508011598334456034, -7497012029557693667, -2870307160981547397, 6331329931929898161, 1593749894927139938, -7572775309139251649, -269050003734527557, 4726202196885709389, -97746133922379617, -3820639367258449608, 1095104012707826070, -8816670905838987104, 2956195013887253346, 6201079103831837336, -2383865955744928135, 3407256132690085554"
values_90,4,"{-4660156961397105915, -2346844089035086015, -6623287720170142373, -8940087668850435338"
values_18,21,"{3449091951496870021, -3186169750336231141, 6424927986665794393, -3463081612300179366, 1784505425983306350, -2492036220785935479, 3138102775766329156, -3440248190756287337, -8749152113963387746, -1204196245630524431, -9197218843759633289, 147976970647997609, 2524551769592995072, 6940993320442248544, 2316146153800484349, 2632360258847587831, -3368560014622493714, 1100321968466580710, 2828636904331576556, 6771054845394520463, 3504011730533794231"
values_52,22,"{661036057559448983, 7649058309259496146, 2241877302415631427, -3937785141833940761, -7687004325577823126, -7266632274490679624, 7917501902533857614, -4532027569849218023, 9092045811654040589, -3619415211839067384, 4818243414344341975, -3785278749157143839, 2567445444753737051, 7719924380207853913, 6396844490847194563, 7999073544096750459, -8923771721699719030, -7369919847168921748, -263606581029490141, -6436948055320483682, 8821776938284895104, -1655533452334406398"
values_44,14,"{7741706572765546389, 8501350191471266494, 5567047327190121794, 6723561685817981463, 8998316581161650715, -7390502708465022261, 2666501588067160541, 8769825183722188943, 7109337765824267819, -124989997299863279, 1765871334855427420, -1395227006806590024, 5021428028757773938, -7405089802831989705"
values_17,23,"{6209689074433434902, 3167283543800485035, -9050832808179364725, -8094037720439424220, 8639425686593594307, -8184645643895906680, -5807530689276717339, -907025388609352874, 1873462296509284088, 8950470597612986860, -409237390459983007, -793440991810837967, -1332884936257004575, -7528723289217270046, -824522604338741806, 7179827829600949510, -5621457522766748278, 171215686239694807, -3514548466701078036, 3209326375721962991, -6839180396665950271, -679797143991560557, -3205949798924702254"
values_36,27,"{-7562752656343977455, 3616319653930741157, 2114701352258160845, -7498488119984398043, 5619131624899389750, -1721324412794451389, 8413037234860232908, 3436976014361250160, -5394055668901973101, 4036244618366191680, 7382873653119551860, 5259179413677323189, 7021082595000603392, -6694010501777936711, -8051483682271314679, 6659780539633340162, -8819162809748954344, -4194710072457470013, -188858134965296290, -2005558409861817537, -2860249631725247056, 8637937408648023634, -5447010746165512467, -3362040638240154960, -977287090216029975, -3123877260892272001, 3668582265323549084"
values_49,15,"{4674183242659596131, -1327246820341733430, 2356255226537980460, -7975038987089449082, 7179893726735572080, 6340408954690056488, -1108379808006629038, -7966522411842503415, 4633573649008191087, -7568029765113745549, -6397855595664403479, 8532263798615950056, -1877510407808310771, -5154965669630584566, -1690538736624664238"
values_86,16,"{-6850616573552997376, 852988325702274295, 57867779671796604, -4215031233440085678, 7013558646661275020, -8805554829633177291, -8949164522039781233, -1727259280733737409, -1512792122591306635, 2803030294378312056, -6200419028429499908, -1237766964554877021, -7511398615223749984, 9021344747038794271, -3686031402804799539, 4931677189851428261"
values_37,15,"{4749436296861974080, -4220723523858302714, 6013610514931251550, -9153657841488953203, 3150949861490702973, -5122055647575777464, 7356088127158550422, 6489095229880067320, 3960020275157248815, 100458240193739633, -7757366293942898897, -40565796448491752, 2561322820793027025, 5762238615635039638, -4201144570046839772"
values_56,29,"{-7641992447951063051, -711728522408807984, -8699054756227508070, -6184023653762093217, -1081769544052238874, 1727232317181647748, 8942915661457947563, -2285020433952614398, 6857489860915105326, -4926977660989922061, 2006730712204440835, 4850028477368654744, -4823285865065095430, 2106891861029709930, -7454153147989806680, -2390476268326155855, -3322791441129081027, 3320127003090830456, -989333103404705694, -7502528940462464220, -8628394965159717302, 4890398830866648125, -6138906400083018336, -2773930922109854365, -7999414808863612723, -2977234133992362520, 5076966111069273891, 2962714863065436235, -2790176199534603663"
values_63,17,"{-4592152081563777164, -2259893115964953665, -3742316027744732290, -3670787812012860610, -5903485695409713685, -4348479019104546812, -1087184503963909059, -8152002091751401193, 6532411414131710235, -5801214922003743622, -1653402335716340519, -2590101810276729319, -1266388977204352174, -641108337305497245, 7652662965264266527, -7550525153310228590, -3572852908460821573"
values_35,26,"{724761510599397542, -7352331416815513111, 7866491307438406536, 574183138066069, -3488344106188007573, -3887822798280308639, 3598608774601667721, -6467547582608479581, -7005487907860975921, -3250951536755746161, 6819348839278338577, -8906077822673430501, 4682754936317765956, 7610009997761121885, 4256909799614736743, 7612848505844621185, -5011567170398330740, -7614765149188478292, 7482349535302233742, 2635380670223514827, 7664916961132485558, -3105016762701113625, -2833916219153956763, 8718941553085256315, -3243546322075381657, -164471753257359568"
values_97,23,"{-6096127718337722460, -3004983298765150678, 2642275587119997749, -1412426015997371269, 6349212119246508221, -1108582049738616311, 2488927445796310453, -1863166587661223152, 2357848502119944986, -7576713176999664997, -5506797918603444239, 6721752849694006816, 33948032777324341, -1217513540178310586, -891067099996567435, 8133331740784551193, 6139096625478396038, 2316320421070314255, 7331365552906251713, -6628772363028640361, -4848005695907826502, -6034871247217756334, 6894137851241499471"
values_75,9,"{1445757108973317354, -3666356573247770390, 5233767652627744833, 466669022616330836, 7423641047397783712, -8397488646114560132, -5352449123380168216, -5930922996046183647, -7811975773019344150"
values_57,24,"{655877190105658329, 1744555951073936682, 6034451909802562284, 393678165508665119, -4715361821989756483, 9101823810373286315, -6151220278370766873, 4242381494810717632, 2108357930852148357, -1203191472649580785, -2474892666625919264, -7793838807930446069, 1566082762713277793, 2882319725560997502, 8625280482863241781, 885342885404647191, -1410275952976423569, 6517741685504412640, -4767076455214023720, 2684813136423867729, -7129734164583218668, 2737516997613497458, -7244286343775158658, -2956559137252845279"
values_88,12,"{-4527449298543320071, -4108728449910209698, 7105517323747854759, 7745045450979150566, -1223578938624874925, -6995352115609543026, -8783187477110803414, -2933639019267064355, -206512832492148701, 2284295191169564122, 1628688861986727563, -7428137788402374750"
values_10,25,"{-2902316209355571090, -1468895842375813116, 666331101763517382, -6279779280412254022, -7499828211157058908, -514894691745903898, -3403838682530832966, 2325880227601459206, 5361438481368986101, -6650526166667357025, 5480174960954144449, 5249692823403931473, -538566776305897256, -157264453241645182, -4459438307134767389, -263341110868450712, 8007950690845522920, -8814399582922680982, 4117775240320398930, -7903586913511048036, 4202641994788326028, -8006850810848040887, 6947941297488005868, 6113147853184440038, 1915443303624893988"
values_53,16,"{-8474214075712510428, 7971542820812509764, 2972341987760195588, 377441615675816676, 8605951133192402244, -1238696455776189108, -6612378507263882911, -5293430026220436108, -6114581114849457865, -4335248285483370420, 6604148772334640947, 2892222806097010559, 1300551162249984625, 8704968284533943372, -7301292024158130763, 312656113485065389"
values_8,16,"{-3606351732399749, 8110020377016698478, -4681870281041326324, -962580646882332076, -8682590604631626142, 1271373232019631862, 4504512768857789793, 3373257473828869292, -6132648533381524675, 3543067824435483616, 1954251313929220921, 5416020747561209217, 5733860931641901499, -6402616705676781601, 2042990953284113096, 2716402611547158259"
values_39,11,"{-6527996881132557880, -1712946773197335350, 8550937854443848290, 6272079747875513268, 7751623088578701577, 9020349899907900822, 5780694676339121377, -8457569747653911478, -4043744151795240420, 595119468881027755, 8806273149446100610"
values_47,29,"{725085160590562805, -7677000214154093671, -3237038487716138557, 5249173366569184917, -2432894409047170618, 1480837965208558453, 2788874557959634101, -1212938400520826084, -8134759554818772120, 2829061541678174571, 8013323996546929097, -4106595890511008608, 3559165723572488842, -1538911162697349979, -3447529294594785339, -8918971198215583377, 2067633975932884986, -2958390918241581975, 7550734210062309066, -5548742687678646560, -6793733418449823798, -7373576799312081339, -2280838393114893434, 5867842128616508638, 7097300222092265358, 2653846538904118044, -636108478702058402, -2002415230229891677, 626302258622783049"
