inputName,nn,size,isign,data[size]
values_83,10,3,-1,"{-14, -73, 98"
values_94,6,19,-1,"{-108, 93, -123, 6, -50, 49, 40, 13, -63, 42, 70, -91, 114, -21, -34, -72, -71, 93, -1"
values_0,3,6,-1,"{-29, -35, 76, -105, 99, 54"
values_99,6,7,-1,"{-11, -124, 121, 38, -26, 8, -111"
values_96,6,3,-1,"{87, -128, 121"
values_67,7,3,-1,"{-56, -19, -39"
values_61,7,21,-1,"{46, -122, -40, 62, 25, -17, 76, 49, 33, -55, 39, -58, 111, 109, 100, -57, 19, 44, -69, -128, -56"
values_43,10,3,-1,"{41, -9, 39"
values_2,3,11,-1,"{57, -23, 1, 11, 109, 49, 88, -41, 87, 53, 63"
values_54,7,19,-1,"{42, -55, -62, 69, 120, -95, 122, -125, -89, 71, -20, -86, -27, 75, -103, 16, 126, 52, -102"
values_30,2,6,-1,"{-6, -27, 60, 54, -98, -80"
values_59,7,7,-1,"{120, 104, 63, -46, 13, 122, -125"
values_85,10,4,-1,"{-42, -118, -105, 120"
values_74,5,19,-1,"{122, 78, -54, 100, 3, -49, -106, 54, -73, -9, -88, -92, -56, 79, 55, 92, -17, -108, -7"
values_90,6,6,-1,"{78, 98, 88, -128, -69, -42"
values_18,8,5,-1,"{104, 103, -98, 117, 66"
values_52,7,11,-1,"{-74, -90, -117, -45, 62, 103, -74, 17, 115, -120, 36"
values_44,10,19,-1,"{97, -10, 56, 123, 21, 9, 48, 18, 103, 47, -8, -25, 36, -1, -44, -120, -127, 64, 107"
values_17,8,3,-1,"{-78, -76, 33"
values_36,2,3,-1,"{-23, -11, -28"
values_49,10,7,-1,"{117, -99, -36, 9, 11, 103, -122"
values_86,10,3,-1,"{-81, -108, -71"
values_37,2,3,-1,"{-78, 18, -87"
values_56,7,3,-1,"{60, 16, -24"
values_63,7,3,-1,"{-24, -125, -63"
values_35,2,4,-1,"{-5, 76, -73, -109"
values_97,6,3,-1,"{-69, -55, 122"
values_75,5,4,-1,"{-18, -75, 59, -99"
values_57,7,3,-1,"{22, -18, -61"
values_88,10,5,-1,"{-122, 90, 70, -77, -24"
values_10,8,6,-1,"{-61, 97, 92, 30, 45, -86"
values_53,7,3,-1,"{6, -123, 66"
values_8,3,5,-1,"{8, 27, 77, -73, -106"
values_39,2,7,-1,"{73, 35, -39, -31, -72, 111, 123"
values_47,10,3,-1,"{72, 123, -20"
values_60,7,6,-1,"{88, -25, 92, -56, -34, 1"
values_89,10,7,-1,"{-74, 75, -118, -118, 125, 26, 12"
values_51,7,21,-1,"{69, -97, 62, 96, -62, -17, 16, 79, -28, -121, 9, 24, -15, 126, -7, -4, -100, 0, -24, -71, -28"
values_14,8,19,-1,"{-121, 98, -116, 37, -56, -50, 116, -63, -88, -31, -57, -102, -100, -20, -45, -119, 101, -94, 61"
values_28,9,5,-1,"{9, 101, 103, -10, 61"
values_16,8,3,-1,"{-83, 34, -116"
values_34,2,19,-1,"{52, 110, 39, -49, 122, -4, 51, 36, 10, -62, 23, 121, 121, 90, 67, -104, 117, -119, 30"
values_82,10,11,-1,"{-98, -99, 1, 57, -95, 120, -65, 56, -98, 43, 18"
values_46,10,3,-1,"{77, 53, 25"
values_27,9,3,-1,"{-59, 99, -18"
values_20,9,6,-1,"{-7, 47, 78, 61, 52, -1"
values_9,3,7,-1,"{-124, 121, 59, -48, -53, 117, -51"
values_92,6,11,-1,"{-104, 41, 28, -41, -26, 67, -28, 53, -62, -77, 122"
values_3,3,3,-1,"{-68, -84, -1"
values_98,6,5,-1,"{-112, -96, 75, 107, 121"
values_29,9,7,-1,"{26, -37, -91, 120, 117, 57, 91"
values_80,10,6,-1,"{17, 41, 122, -23, -108, 75"
values_73,5,3,-1,"{-46, 53, 10"
