inputName,nn,size,isign,data[size]
values_59,9,19,0,"{89, 80, -58, 19, 6, 108, -61, 3, -78, 103, -70, -8, 60, 105, -20, -48, 1, -86, 77"
values_85,5,29,0,"{79, 123, -31, 47, -119, 114, -76, 73, 75, -53, 127, -49, 9, 54, -41, 90, 39, 63, -62, -80, 65, -128, -112, 42, 126, -53, 121, 43, 108"
values_74,3,7,0,"{95, -95, 115, 90, -102, 65, -116"
values_90,5,6,0,"{1, 60, 65, -127, -117, 17"
values_18,6,5,0,"{-14, 44, 82, -90, -99"
values_52,9,15,0,"{31, -110, 113, -109, -60, -74, -60, 94, 118, -38, -41, -9, 52, 122, 103"
values_44,7,7,0,"{52, -84, -74, -125, 98, -22, -117"
values_17,6,13,0,"{-18, 75, -84, 58, -113, -17, -95, 71, 30, -85, 93, -70, -98"
values_36,7,11,0,"{-121, 73, -46, 57, 0, 91, 38, -74, -128, -77, -81"
values_49,7,19,0,"{11, 105, 69, -100, 109, -112, 17, -3, -93, 58, 51, -70, -99, 101, 94, 24, -13, -61, 53"
values_86,5,11,0,"{71, 105, -37, 114, 91, -40, 74, -16, 34, -65, 126"
values_37,7,13,0,"{-31, 80, -128, 10, 53, 48, 8, -123, 83, 9, 72, -14, 90"
values_56,9,11,0,"{-126, -24, -119, 90, -95, -85, 79, 121, -101, -97, -112"
values_63,6,21,0,"{-25, 50, 95, 29, 1, -69, 71, 52, -84, 79, -51, 22, -53, -92, -71, 41, 15, 16, -113, 85, 23"
values_35,7,29,0,"{-11, -87, -95, 64, 82, -59, -70, -49, 101, -80, 123, 69, -86, 57, 39, 96, 90, -73, 123, -86, 82, 41, 51, 57, -109, -59, -120, 23, -107"
values_97,5,13,0,"{-91, -45, -110, 4, -110, 34, -59, -68, 19, -20, 73, -18, -114"
values_75,3,29,0,"{41, 48, -54, -119, -96, 48, -125, -15, 37, -34, 16, -39, 73, 64, -85, -103, 46, 59, -37, -122, 110, 125, -44, -103, -33, 122, -128, 14, -24"
values_57,9,13,0,"{-125, 21, -125, 127, -40, 8, -124, 0, -73, 122, -93, 96, -26"
values_88,5,5,0,"{124, 99, 43, -106, -79"
values_10,6,6,0,"{14, -4, 53, 48, -24, 60"
values_53,9,21,0,"{-99, -45, -21, 14, -121, 59, 110, 119, -48, 40, -2, -84, 121, 57, -65, 12, 1, -98, -92, -78, 61"
values_8,4,5,0,"{88, -106, -29, 112, 19"
values_39,7,19,0,"{100, 76, 50, 44, 124, -26, -95, -64, -57, -19, -71, -110, 99, -81, -110, -21, 104, -34, 93"
values_47,7,13,0,"{-127, 88, -39, -52, 89, 67, 84, 125, 5, -37, 50, -10, 49"
values_60,6,6,0,"{-75, -73, 80, -56, -55, 115"
values_89,5,19,0,"{88, -108, -18, 30, 86, 111, 29, -66, 102, 55, 7, 63, -100, -85, -26, -108, 67, -120, 42"
values_51,9,31,0,"{-101, -96, 52, -37, 107, -14, -11, -128, -69, -31, -54, 95, 38, 71, 68, 93, -113, -60, 17, -62, 69, 71, -101, -74, -123, 67, 92, -95, -54, 26, -105"
values_14,6,7,0,"{-84, 61, -38, -45, -30, -104, -11"
values_28,3,5,0,"{-74, 42, -46, -84, -45"
values_16,6,11,0,"{6, -70, 97, 45, -95, -112, 87, -20, -68, 22, -46"
values_34,7,7,0,"{-127, -55, -96, 121, 6, -112, -12"
values_82,5,15,0,"{-1, 3, -72, -23, 119, -46, -86, -80, 108, 45, 81, -72, 19, 103, -50"
values_46,7,11,0,"{52, 79, -103, 92, 40, 107, 75, 68, 62, -16, -46"
values_27,3,13,0,"{-5, 101, 63, 118, -93, 46, -101, 98, 104, -60, 33, -46, 51"
values_20,3,6,0,"{-55, -82, -59, -89, 52, 52"
values_9,4,19,0,"{81, -18, -25, -10, -62, 11, 124, -39, 100, 103, 1, 20, -38, -101, -127, 110, 48, 19, -86"
values_92,5,15,0,"{100, 28, 16, 106, -4, 92, -113, 26, -58, -110, 7, 103, -47, -2, 34"
values_3,4,21,0,"{-77, -116, -8, 118, 116, -58, -94, 43, 56, 3, -73, -69, -65, 97, 70, 53, 98, -80, 39, 90, 57"
values_98,5,5,0,"{49, 107, -97, -91, 62"
values_29,3,19,0,"{-112, -40, -6, -29, -47, -104, -47, 84, -18, 119, 112, 89, -79, 3, -19, -110, 93, 102, -39"
values_80,5,6,0,"{108, 106, 28, -4, 42, 44"
values_73,3,21,0,"{13, -73, -59, -113, -106, -128, -94, -13, 87, 17, 87, -45, 109, 94, -72, -116, -65, 31, 40, -90, 109"
