inputName,nn,size,isign,data[size]
values_95,1,21,0,"{534298594, -2107707249, 1940371717, -2011459240, 2086764500, 994297746, 323569027, 942907579, -4005650, 1325701894, -296127349, -1297568803, 1328682778, -183151866, 1943524805, 953813220, -230900614, -1846752151, 1415478611, 1677651579, -1069055646"
values_84,1,16,0,"{443816848, 643443366, -1978678643, 2125972850, 1024549031, -402366232, 1608692247, -1940467760, 1143178439, -739266651, 958757247, 1559122290, 907803381, -294579442, -1280000869, 127770707"
values_58,4,31,0,"{-323355129, -49569405, -1074083875, -769716366, 1619789689, 779741005, -1930611706, -271405999, 485041029, 1403298876, -543349416, 692831260, -716657698, -564222061, -1553905922, 209027494, 1392930798, 1181734445, 1281533559, -549205222, 1654586701, 2097556464, -1708421147, -1034987277, -381636717, -1647549285, 157534519, 1805597888, 2040902434, 592263606, 104005256"
values_64,4,16,0,"{2029989333, 19858710, -32731832, -2004533238, 953439510, -1909487552, -2141203001, 1996535719, -1254767264, -1743181286, -1282231981, -251092415, 460243335, -1680601734, -448226602, -566825127"
values_83,1,23,0,"{-1926681893, 969335451, -777662759, 1539928709, -576671015, 1923685967, 1043943951, 1342549820, 1375271820, 1672043221, 1112946119, -2094332826, 2044222416, -1796894902, -1819476161, -1485858237, 1138747258, -89736266, -361278382, 1419240988, -2048895480, -1406600492, 1397132881"
values_94,1,16,0,"{1175303561, -521777524, 751385343, 538088595, 1036217693, -1852123459, 557805738, 1910964199, -304054238, 1262219696, -1414153323, -634024177, 1904188987, 1431564708, 1316804276, -199780751"
values_0,3,15,0,"{1087156366, 1308815157, 1710126438, -1953805632, 254869338, -1692550359, 1256749564, 512493287, -1192688647, -283857913, -145827799, 1618517691, 324199179, -104997232, 1310102252"
values_99,1,14,0,"{-1796781721, 93867921, 2059347483, -2051673562, -498433971, 1230107320, 237835551, 559113160, 10320025, -740691606, 42827332, 314030764, 360927631, 448220904"
values_96,1,14,0,"{-823435567, -1372871238, 985494959, 1098510769, -1977464059, 1994844160, 1405498681, 1128660402, -1467651482, 688289385, -779640315, -1117125322, -426761188, -1340059145"
values_67,4,19,0,"{-1701041728, -1764151584, -2126036204, -711041954, -935281668, 570688238, -525686397, -93872692, -646658369, -125601070, 1163401417, 791048882, 1595609454, 286389378, -2114456138, -1761727816, -1799848861, -1165494256, 833325166"
values_61,4,11,0,"{-1699233474, 1747265565, 416039895, 554796901, 357702512, -1744068177, 1447070792, 431481549, 633101665, -1079958515, -1995788318"
values_43,3,23,0,"{1248458282, -842385054, -947895705, 1757717885, 1324173910, 1916910337, 1992171596, 1173897527, 1338355875, -496894658, 979464063, 417656530, 2134089743, 532508864, 1742383746, -31843641, 673833981, -1747525220, -765548479, -509902193, -196686569, 1779777073, 1577131651"
values_2,3,9,0,"{1043575395, 1533766096, -885300621, -920777556, -1126039590, 1887109406, 1141587746, 1319655200, 2058607602"
values_54,4,16,0,"{272203324, -1734317046, -644289861, 916909692, -1735656686, -189932073, 584836893, -491511617, 1152371759, -1583455335, 200494959, -1214696412, 190279385, -2026732340, -284288604, -1653200329"
values_30,3,15,0,"{2135390448, -1832205060, -1261791467, 572889936, -1052222953, 1918383744, 1113999979, -1404109989, -675235728, -365415414, -1445301115, 288799418, -1214549192, -883209351, -652239886"
values_59,4,14,0,"{-618899587, -125789722, -11544665, -2012457622, -1716653756, -1836413065, 45401024, 187209778, 662101488, -1284321693, -95171896, -122698279, -1376520497, -512207361"
values_85,1,21,0,"{2076419454, -1210369769, 613587061, -2054823500, -955081152, -1216171877, 1946123678, -1114173450, -1938894288, -1854740077, -1888512967, 158714705, 1882100835, 471600865, -548321058, -397138169, -1121830384, 1968075945, -976759518, -320578618, 1979418912"
values_74,1,16,0,"{440247100, -946661442, -1530655711, 2093717047, -1683786763, -1513969837, 2142808395, 2087189949, -1037068417, 1740941928, 676654463, 279841069, -1776622331, 1821005208, -1390730647, -914885251"
values_90,1,15,0,"{989646842, -1783325797, 1525982694, -2041797182, -811309225, 147917092, -1054871312, 895280175, -1401479334, 133319019, 1374001690, -1913793769, -1905731570, -181374136, -155650784"
values_18,1,31,0,"{-1227928997, -538461868, 1638135080, -320413302, -232414881, -1812916412, -1088051712, -2088087577, -589476793, 670212083, -552223930, -1647640254, 1420936243, -366066770, -438937455, -1105760372, -329196390, 1030249863, -2097027292, 24440839, 786217378, 1445352171, -458688921, -895067709, -42058253, -1543360660, 1515155976, 595331276, 473745664, -1228225501, -785381491"
values_52,4,9,0,"{-1347644079, 617079287, -440863771, -834020305, -707296198, -195207920, 907681849, 253634641, -271791050"
values_44,3,16,0,"{33395640, 14961440, -1796485939, -790704364, 20104801, -173470635, -609544058, 559826043, 888516797, 745623745, -256627682, 196779429, -1965058290, 1158634652, -1226504592, 1156645340"
values_17,1,19,0,"{1360861305, -930499392, 1256985540, 758295769, -334885887, 712919680, 2117878189, 540434002, -2065958812, 775935156, 650881781, 1279213914, -1960166094, 2027940010, 1308146173, -1897819841, 1649899656, -253731625, -1990042849"
values_36,3,14,0,"{-1960834083, 1896584649, 1214127370, -180093852, -698103915, 370120036, 316600069, -286377557, 1400569670, 1527222642, -2082901573, 917241890, -1522952903, -1133118718"
values_49,3,14,0,"{1344125173, 771603475, -606244353, -665932191, -94855266, -1897342418, -261835762, 918794226, 1010177257, -1250496472, -1449496013, 1485551113, -298959276, 220243902"
values_86,1,14,0,"{-902514075, -1481518745, -1098486622, 164608824, 1368861154, 1999930706, 275392297, 1558518351, -2066023284, -2137060826, 1427683495, 1880039504, -1524796788, -306844582"
values_37,3,19,0,"{-620050960, 1642633013, 1413924860, 1108005637, 415934736, -2042003254, -1619844857, 1889699346, 1826188645, 398875780, 844773129, -765946001, 2057394044, -33003496, 2138049569, 862369022, -519478965, 583489789, 1377556351"
values_56,4,14,0,"{-1977566881, 1546591020, 1828373412, 1047595657, 524794723, -770810035, -1700709304, -1052805085, 860963638, 1883461641, -1952632565, 1409696061, -976143659, 1803877179"
values_63,4,23,0,"{-780524205, 1815166346, 1347860550, -435029067, 1161709314, 1365336607, -1326215608, 566224571, -564466824, -1873406939, -2034228809, -242145803, 748115658, 1759905292, 145446650, -1653712213, 1670898282, 253353467, -596636395, -915085834, 231143582, -1790944602, 1438124701"
values_35,3,21,0,"{2036658653, -1119143574, -193981036, 249174248, -1419015060, -1789770385, 790028796, 1939840911, 57808362, -712581445, 1763952343, -313326566, 642092254, 590680386, -106106731, -1359920090, -268442933, 2023759030, -1975002235, -2102168055, 1752265704"
values_97,1,19,0,"{-414920172, -721946351, 1864398777, -1874568694, 1220058491, 1859013063, -901194327, -267965811, -462488083, 1084587999, -1743349665, 196865572, 338108590, 940585963, -1240560290, 957388458, -467789634, -117488551, -141208865"
values_75,1,21,0,"{544155961, 602530960, 2367827, 1507619563, -245747686, 63582207, -27995197, -1183881710, 1584405638, -363914309, -943381069, 641882888, 740584829, -1213544650, 1134111395, 1926744512, -285882321, -1111023978, -1998890320, 276494397, 1758543590"
values_57,4,19,0,"{-1033037276, -1193071650, 2064031555, -33145591, -611261204, 308682194, 60124539, -605951415, 1544228471, 295079486, -477859539, 1918653150, 281546227, -1988125177, -547079732, 1812929708, 154318930, 807608439, 1375782899"
values_88,1,31,0,"{783655787, -1850428067, -1205102202, 325883366, -909349894, 678853255, 344040857, 969553790, 864709797, -474968952, 157420665, -1426597163, 1431080680, 1399120339, -975249057, -1486187875, 2073997390, -787437605, 417879473, 1621882726, 546991850, -2102800479, 1722187166, -1354416913, -813521599, 254207461, 1707670232, 2092178517, 145399148, -1347232558, -1284146142"
values_10,1,15,0,"{589404929, 1252557228, -1240401726, -560343447, -59671888, 1320948764, -1919870171, -322970169, 535565249, -1740399042, 1337059476, 1042736670, -316513124, 1378742212, -620092893"
values_53,4,23,0,"{-553277251, -461193167, 294177739, 1199861674, -1426719433, 1428043445, 1562798640, -963324796, -1197890832, -1329032689, -1987839483, -2142678618, -1364999308, 371626620, -972319724, 1336868046, 1467521227, 10522391, -2123992165, -449272708, 1805256907, -1524890728, 1472741077"
values_8,3,31,0,"{1613878017, -222561498, 530356286, 546434898, -2144524949, 1600049005, 1922753415, 150844576, 1701187389, 795988562, 539297551, -2121843112, 907814227, 989926068, -1524412252, 2068180828, -650380190, 1941993966, 1080968428, 92098619, -330599319, 2022808020, 2038326608, -1952067383, -1091879239, 1138327495, -2000024869, -694457215, -519722432, 842106190, -898502894"
values_39,3,14,0,"{852464800, 610771570, -344373746, -1576904757, -502936131, -1995115950, -1591914974, 774229373, -1921259504, 305972938, 415083620, 1656371474, 256645786, 801937152"
values_47,3,19,0,"{-226448249, 1897343815, 2116945813, 514383611, -823086340, 1374825194, 1429436581, 1366897595, -1975569476, -123121712, -1934600065, -1350711206, -836668200, -1140119640, -1828679982, -1132039925, -805932293, 1037803530, -1962119784"
values_60,4,15,0,"{1935700140, -1883650004, 1714394222, 1843088643, -1439967348, -47809374, -1576165255, 1849272302, 894362055, -1741439676, 1528449953, 898147376, -880669760, -968770508, 2102604520"
values_89,1,14,0,"{-1698501163, 487428512, 704656635, -1382514729, 557971843, 1671714643, 1741414715, -411931520, -719845462, -1664300835, 156354397, -1016383593, 1768155838, -2100600059"
values_51,4,11,0,"{-1366260694, 202036980, 1163148187, -1914100427, -748481756, -2126072063, -452347158, 1278118551, -155126585, 1375061813, 1428810962"
values_14,1,16,0,"{239809503, 2075572257, 1684008504, 488270011, 1265677012, -1647200571, 1064113547, -1858121534, -1398739953, 1539333093, 208395158, 559940665, 256518714, 422157063, -998771172, 1186902820"
values_28,3,31,0,"{461078140, 395007315, 1029596763, 944470430, 1229983850, 1626006440, -36569517, -957313183, -995724772, 49930675, -2065798743, -94113709, 2120588686, 1917607316, 142735102, -254877757, 341938143, 1857717879, -239630125, 1797005240, 963299524, 273502405, 2140490771, -1633097530, 158537180, -1553490083, 1233076336, 618360032, 1163409660, -265694681, 302170867"
values_16,1,14,0,"{-93176393, -251696276, 249188537, -330043530, 115471696, 2033974435, -1098815467, 934201661, -1168293628, 8076549, 366751362, 1975095948, 394322603, 1656857391"
values_34,3,16,0,"{1225457104, 1828563560, 1213054202, -1465432564, -125720667, -460570373, -116672353, -666635312, -1641043854, -1704840809, 150754227, 1769133497, -1549150535, -1071891678, 1245072210, 462097574"
values_82,1,9,0,"{1202497062, 593161759, 687381531, -571173415, 1847126120, -790487174, -1234059674, -1636693454, -1481644895"
values_46,3,14,0,"{1147627751, -1942384686, 1208941063, 2002945425, -397241372, -392516160, 527329346, 427068760, 804714520, 1406185050, 751066852, 469547585, -585688806, -1835315373"
values_27,3,19,0,"{-1700863521, 659165568, 840877230, -1049752577, -906729060, 748800267, 1577908121, 637665116, 36076711, -121616399, 1709912100, 797794237, -1821420653, 476668897, 1981545228, 140938076, 1449829770, -567090985, 219312744"
values_20,3,15,0,"{-1114729004, 477113146, 1449379520, -247553357, -961801010, -254176566, 197931219, -886545956, 208126108, 1853202511, 1909589147, 1052400332, -899818307, -23239135, 2020255463"
values_9,3,14,0,"{1373935696, 1633708678, 1572774151, -1202033801, 1376170719, 576686661, 1521838168, 544449114, 769539660, -1097161863, -231688386, -36081852, 64673720, -1569457719"
values_92,1,9,0,"{-831833742, 907330975, -751742143, 400029483, 550929409, -1800593495, -1771107516, -85948925, -1960561976"
values_3,3,23,0,"{134016178, 464696614, -967825739, -873317979, 1077294514, 24192216, 199786043, -1742345016, -1111843095, -1333123137, 905351007, 738943857, 2027563102, 739877654, -1554157957, 723335158, -971328117, -620188365, -1705817347, -217828726, -311620420, -2129233069, 379904382"
values_98,1,31,0,"{1461732024, 1879294905, -1308044128, 541618338, -73485005, 1146431057, -1017148570, 599069007, -1286665251, 1112310471, 1720991063, -1495896968, 1377771245, 781275244, 811961865, 1578770483, 1632920313, -255612873, -1492063496, 1348145883, -1438344535, 1871337410, -1571870510, 1298569136, 594715394, 322344929, 20834924, -501032963, 2110338387, -119476606, 1545940704"
values_29,3,14,0,"{1661002888, -2120224812, -2092899553, -2029741695, -355512229, -1379761134, 2075803666, -694196823, -1982549306, 1939487270, -1857947220, -1780712922, 864962672, -252266875"
values_80,1,15,0,"{519623757, -828511101, 473088844, -1702104250, -646858897, 797624261, 132046684, 975044225, -398743462, 42113304, -1848485069, -247276390, -1298619090, 103959859, -1582559053"
values_73,1,23,0,"{602122504, -1241696311, 428465520, -1038022883, -357896217, -1079010352, -98590874, 1168947436, -1184916424, -571990074, 1825703054, -1963375038, -1177565739, 1708763045, -565201643, -82413679, 2057296041, -918365565, 1950420539, 1810174581, 44674686, -802779101, -1104023393"
