inputName,size,arr[size]
values_1,6,"{-4937, -15160, -26507, 14688, -10191, -27153"
values_45,18,"{-27263, -17087, 27314, 1423, 13121, 19239, -2792, -29729, -7529, 18657, -21799, 16158, 24234, 30708, 12676, 11148, 11267, 12395"
values_33,9,"{-26036, -32386, 11183, 17024, 28586, 9019, -22065, 24975, -24526"
values_15,26,"{29365, 13193, -20988, -6897, -27773, -25625, 4348, 22537, 31353, -14198, 15840, -29704, -15989, 14563, 10846, 18226, -18733, 5591, -8098, 16120, -6111, 8526, -20606, 25834, -30676, -20413"
values_93,22,"{-8679, -982, -3563, -31982, -16650, -13186, 17611, 32310, -17120, -31649, -25658, 6145, 116, -8138, 31984, 351, -24625, 31372, 14303, -2525, 9050, 10537"
values_24,16,"{7619, -13059, -3541, 19798, -10034, -577, -5609, -25193, -8481, 16935, 22447, 2447, -13000, -27329, -2465, 24064"
values_25,2,"{28787, -18887"
values_26,27,"{6500, -21465, 7983, -7498, 18135, 8132, 19867, 18772, -12251, 17511, -10586, -27561, -12217, -15997, 15003, 11281, 5471, -11167, -2212, -16207, -4432, 14352, 17124, 13940, 24304, -23314, 17589"
values_48,17,"{244, -6917, -8041, -13256, 13836, 4179, -3245, -1415, 8320, -14694, -16796, -10556, -16754, 30886, -13050, 7759, -4135"
values_71,21,"{7257, 15697, -20611, 16694, 30066, -13368, -30800, 15295, 7295, 16328, -2096, -16751, -26153, -26273, -8860, 24309, -1598, -12120, -6321, 16463, 17674"
values_76,11,"{7691, 15763, 22014, -15318, -12160, 14811, 30618, 1408, -19854, 1727, -30771"
values_7,28,"{-19135, -27884, 13141, -23450, 3780, 3444, 9488, 31292, 15978, 21939, -19523, -7385, 4924, -32463, -3906, -5975, -5086, 7140, 5768, -15634, 16465, 31286, -21285, -10214, -9232, -9048, -6140, -582"
values_50,10,"{-28847, 4728, 6444, 26112, -31527, -542, -10366, 7208, 2403, 21633"
values_22,28,"{-3824, 11956, -28633, 17686, -30652, 14206, -16232, 13717, 2524, -14498, 987, 20729, -6472, -31275, 10149, -15682, -28368, 20938, -27390, -14464, -25202, 7660, -4421, 21120, 23525, 26161, -3805, 17305"
values_4,32,"{22531, 17218, -3202, 23834, 29304, -9170, 7768, 10809, -15791, -16122, -1524, 68, 14365, -5405, 18935, 20727, -14141, -426, -7212, -20143, 20670, -24574, 28606, -22990, -31928, -736, 16284, -23533, 30469, 10127, -27099, 31366"
values_32,21,"{8838, -26549, -19560, -8657, 14644, -769, 5840, 25385, 21893, -20237, -22004, -13392, 18206, 1950, 2824, 5377, -9729, 19044, -9853, 7618, -14914"
values_77,4,"{-28885, 21339, 19944, 32637"
values_91,12,"{-28484, 6518, -8055, -19247, 23890, -3981, -6754, 5360, -14620, 11718, 9759, -21462"
values_42,32,"{10933, 28736, 14340, -32116, -27625, 12541, 26057, 25603, -2932, 23487, 6304, -6458, 5951, 1483, 11826, 18429, 4886, 20179, 28676, 9107, -12476, -25881, 5529, 21465, -28875, -14150, -11611, 20284, -10078, -16832, -8527, 7677"
values_13,12,"{-20328, 13946, -18732, -24241, 31003, 18566, 10486, -192, -25844, -17173, -2447, -2564"
values_41,27,"{6548, -4637, 19387, -5031, 22627, -26807, -29143, -4459, 10869, 32332, 28645, 31357, -15878, 18113, 25478, -26601, -25587, 29062, 8696, 28890, 6699, -12320, -4061, 6283, 18040, 9459, -27228"
values_55,29,"{4135, -21285, -30440, -24443, 24864, 23057, -27992, 12108, 8562, 13748, -4131, 28633, 11452, -4097, -21923, -15057, -25865, 9595, 30163, 10574, 30106, 8368, -4298, 24276, -10925, 29184, 5409, 22679, -4637"
values_31,23,"{-4318, 16085, -12404, 30347, -26292, -13692, -2452, 10465, -19106, -21393, -2217, 23271, -31761, 1337, 10105, -8242, -10854, -26360, -21989, 12223, 16000, 24887, 17812"
values_66,10,"{22398, 29290, 14766, -12630, -5256, 10431, -19572, -2127, -32610, -31991"
values_65,16,"{-16917, -23010, -30832, 28543, -10122, -5230, -28039, -766, -25261, -26883, 13297, 14747, 1978, 28221, -17767, -2258"
values_62,9,"{-17516, -13295, -1937, -27824, -12771, -3061, 2455, 22426, 16611"
values_21,12,"{18033, -10994, 20972, 26983, 7274, 30005, -16817, -28639, -17886, 8296, -3082, -30848"
values_95,26,"{-2718, 2125, 12614, -32288, -15054, 13252, -2182, -11861, 31877, 27758, 28505, -24279, -9070, 12568, -3896, 5996, 3038, -16919, 13269, 287, -1745, 5003, 30893, -7453, 7139, 24494"
values_84,20,"{12373, 13194, 7119, 13822, -18512, -9564, 10947, 24399, 16398, 7084, -21468, -10798, 11259, -29907, -16228, 14748, -25645, 31354, 27158, 9719"
values_58,8,"{-30262, -1624, -23565, 12617, 10260, -8700, -18514, -18690"
values_64,16,"{-28112, 22887, 17657, -10149, 28999, -29512, -22126, -13512, -1606, 409, -25007, 23994, 3614, -8521, -595, 25697"
values_83,22,"{30541, 26204, 14652, 27782, 25767, -18589, -20679, -27659, 6310, -19825, 23265, -7652, 7626, 6532, -18432, 7059, 6678, -26290, 29139, 8930, -14344, 4545"
values_94,15,"{-24305, 26560, 4625, -12925, 121, -1333, 24941, 16636, 28201, 27261, -27412, 11141, -8557, -17743, 8882"
values_0,4,"{20014, 3243, 14740, -16887"
values_99,22,"{15237, 1616, -25895, 13367, -30674, 3195, -22451, -22555, 13093, -14369, -4845, 10328, -24944, 25053, -17725, 21765, 21511, -32194, 23348, 30801, -24189, -5444"
values_96,7,"{9871, 7202, 30227, 3861, 18942, -1329, -17520"
values_67,7,"{28602, 25809, -7496, 15687, 16405, 5266, 29747"
values_61,16,"{16116, -8040, -22656, -26642, -10644, 181, -7282, -27973, -977, -11921, 20601, -27351, -25943, -28883, -30389, -10632"
values_43,16,"{29773, -27382, -13599, 14122, 28247, -3378, -31606, 3116, -29583, 14866, 26549, 30829, 30109, -15035, -14108, 12120"
values_2,3,"{10868, 31743, 20091"
values_54,3,"{-28329, 20834, 2793"
values_30,9,"{21798, 6290, 19576, 4307, -20270, -24146, -4045, 18434, 25225"
values_59,6,"{-31239, -24044, 17701, -8814, -25784, -2940"
values_85,14,"{-1029, -12925, 744, -24312, -16266, 30300, 32280, 25335, 7756, -7810, 8032, -3343, -5649, -11728"
values_74,24,"{-18638, 25802, 6423, 23540, 2038, 18810, -24477, -12612, -30524, 17699, 21911, -22459, -9846, -18486, 17105, 16079, -25655, 6431, -2016, -8743, 31406, -31578, -13061, -4920"
values_90,7,"{31317, -30099, -4716, 7911, -26375, -29631, -26938"
values_18,7,"{27227, -1031, -12639, -19225, 17708, 7068, -32602"
values_52,11,"{-20733, -15282, -30491, 29081, -16207, -8280, -30857, 20494, -1039, -12208, -29275"
values_44,10,"{-16735, -8047, -14610, 10994, -31822, 17468, 3620, 11871, -17620, 5510"
values_17,29,"{-8521, -8702, -27984, 24290, 18130, -25212, -15564, -7450, 23675, -17942, 5839, -28821, -21325, -27247, 1186, -8612, 9128, 11011, -5092, -32473, -21250, -21214, 22917, 7687, -1257, 1189, -13115, -16148, -26599"
values_36,16,"{22312, 10008, 2031, 30189, 10675, -3970, 2955, -17643, 29268, 24430, -23064, -13835, 29803, 10411, -6910, 8167"
values_49,29,"{19231, 28797, -28459, -3953, -11296, -10875, -20404, 28076, 30310, 1333, 30351, -20975, 20794, 17319, 830, -31721, 15, -26223, 28907, -25898, -29212, 22785, 28549, 24586, -31971, 6503, -23147, -25982, -24353"
values_86,31,"{17314, -32266, -22762, -311, 12424, -15889, -4691, -15018, -15497, -31569, 4220, 18017, 24567, -31831, -14471, 21509, -23038, -4358, -1240, 25540, -6507, 2924, 9796, -4200, 8521, -28405, 6798, 29709, 18627, 12661, -21784"
values_37,12,"{29119, 13194, -7032, 17073, 28208, 7572, 12044, -24163, 7079, -15705, -9524, 5972"
values_56,13,"{-29428, 2054, 30095, -17407, 28450, -8493, -5866, 30181, 4640, 14765, -31563, 30619, 22264"
values_63,6,"{7301, -2262, -21445, -29077, 1782, 24696"
values_35,12,"{-21698, 15087, -25522, -21015, 22954, 27088, 30546, 2591, -19303, 5311, -23160, 8703"
values_97,13,"{8048, -17908, 7510, -28827, -1779, -21978, -10449, 32654, -21777, 21920, 21882, 9271, 27784"
values_75,19,"{6882, 15494, 5273, -22478, -23490, -20851, -9065, -21621, -14576, 9379, 19136, 31641, -15245, -5143, 15926, -13656, 26345, 24429, 31051"
values_57,5,"{-32345, 25643, -30271, -17898, -7314"
values_88,27,"{-8520, 17393, -17354, -28303, -11478, 27740, -6787, 3856, 17168, -13801, -31697, 26198, -24419, -5200, -29091, -24651, -12849, -16722, -7886, 1067, 28140, 24880, -15305, -7276, 22158, 12685, 22324"
values_10,2,"{31040, 29566"
values_53,32,"{-3961, -2150, 16492, -21822, 21464, -15240, -5408, -25860, 25579, -6826, 31515, 6983, 2051, -23038, -16658, 9642, -1539, -14635, -17071, 21140, -17186, 13473, 3903, -8443, -20786, -6292, -2241, -4676, 24176, 25155, 4507, 20977"
values_8,5,"{-10272, -1040, -16387, -12441, -2600"
values_39,30,"{15491, 9740, -25275, 11870, -30367, -23940, 20232, -5879, -17382, -10401, 4309, -16661, 14272, 27372, -12072, -22957, -8324, 15507, -27360, 21551, -28108, 24924, -15716, 5475, -25281, -7034, 5421, 20125, 7005, 32278"
values_47,13,"{4214, -21301, 32151, -6053, 7609, 26299, 25402, 32619, -15614, 30130, -29859, -17554, -7891"
values_60,30,"{-16923, 16086, 9893, 17388, 24034, 17762, 5720, 8752, -9348, 10635, -24904, -23647, -24970, -31459, 23200, -10095, 7772, 8694, 30554, -27069, 16525, 14085, -21993, 22911, 2326, 7846, 5850, 29928, -10023, -9606"
values_89,10,"{2385, -953, 32483, 31585, -31237, 6355, 14154, 25642, 4346, 30895"
values_51,10,"{6008, 4005, -19790, 24346, -2798, 23109, -1631, 16517, 20756, -24464"
values_14,25,"{-17713, -909, 6669, 13332, -4008, -31330, -9840, -30272, 29859, -16522, 23917, 21110, -14904, -3964, -11165, -20343, 16241, -30804, 29461, 25273, 23992, -3748, -11716, 13846, 8352"
values_28,4,"{22889, 10864, -24460, -27824"
values_16,30,"{32116, -32183, 6079, 24409, 21031, 7285, 23709, 7350, 11210, 928, 7790, 31637, 28215, -725, 19120, -10272, -27323, 19304, -29672, 9103, -1590, 16988, -15360, -3041, 25009, -27676, -21031, 19688, -31287, 24805"
values_34,17,"{10959, 3404, 16314, -23994, -10513, -23185, -5200, 5244, 5017, -11055, 19569, 24277, 3543, 6443, 1088, -27919, -15608"
values_82,32,"{-857, 13400, 26639, 17135, -22236, 20519, -24933, -2660, -30203, -12495, 20390, 20647, 26645, 24658, -6056, 22368, 10460, -12753, 21950, -3589, 30463, -23294, -31671, 4731, 25911, 20968, 17749, -31225, -12117, 23522, 18468, -21043"
values_46,25,"{-18584, 15831, -19904, 15454, -20432, 4224, -7249, -22153, 25739, -23213, -14487, 28191, -5697, 31524, 1799, -557, 14032, -10706, 32360, -27674, -7737, -31049, -9684, 12420, 28419"
values_27,2,"{-29725, 7134"
values_20,4,"{-3919, -26512, -2175, -739"
values_9,16,"{30336, -6219, 29920, 22806, -7817, -17750, -18470, 21036, 22642, 19539, 17123, 8396, -31493, 30388, -3278, 10963"
values_92,25,"{4778, 7242, 5295, 13188, -26941, -11808, -1183, 29363, 27901, -15807, -11121, 12304, 14046, 23199, 9561, -11833, -25647, -20476, 11001, 30552, -5357, -20977, 20034, 4656, 5503"
values_3,26,"{9659, -24468, 7256, -29366, 29767, -2824, 1839, -9447, 30161, -15666, -17531, 4020, -21152, -15510, -10605, 27515, 31248, 2846, -14436, 13586, -30921, 22548, 2408, -18239, 4737, -10605"
values_98,15,"{-27527, 21216, -20214, -15315, -16677, 29530, 30757, -8948, -26069, -2389, 30180, -6047, 26509, -24105, 21609"
values_29,23,"{27668, -6055, 7938, -8361, -24426, 3692, -18020, -18072, -24928, -25028, -21846, -27807, 17085, -21531, 30997, -25879, 7783, -25670, -30460, 15875, -7852, -2809, 13424"
values_80,5,"{1348, 5161, -10268, 16622, 31051"
values_73,16,"{-20139, -17308, 799, 13626, -6873, -490, 12333, -29116, 3795, 21327, -8390, 23947, 11646, 9895, 265, 13947"
