inputName,k,size,arr[size]
values_79,253,22,"{3013685312377962528, 5714633130406293933, 7789366541274961758, 1241054897135196510, -6319628156264683198, 8256938328982870256, 2482674098611266086, -2615061696143267217, -6965283807714059322, 6560273377157746728, 3042631630178241927, 3497641164773205323, 1338730697028375926, 1212502845044541702, -1767985584155214389, 1977906992040733758, 2788570867840186897, -7315085368543045675, -8706750177224933673, -3339051625871323719, -7991273791905385671, 5573765690878864860"
values_78,253,22,"{3474229866333645616, -6643504495259171380, 6391111373223265165, -4439470551545399912, -1609717468484786523, 2386677865180511121, 4536369444951929749, 8650072745736443507, -3500216855535258022, -3592648612606763577, -8027641339748120874, -3100318757513034239, -1756201455245647267, -2516509500468615553, 7463057533545731664, 2566052261063611133, 575362566389165005, 8355571535643974500, 4052367964718286404, -8831234561200012916, -7583023071329678403, 6926154767361610408"
values_87,249,14,"{-3894632424759969725, 3416059835323251684, 2510734983510409181, -4716269842552835590, 8447494315594861828, 8581780878361501783, -8256563345196782303, 7622039961851996369, 2772439547154147688, 2859471741084624459, -682391872154707670, -2838206376463704928, 7572444388342190376, 5524315105948835181"
values_6,251,32,"{-4712963819327500607, 3420109339710373302, 3901478683873625664, 7640685982106162758, -6900870639165764198, 8208617942649215262, 2253750789393655174, -2212407277081948081, 5350970548522192637, 2985496996609741341, 1708231189941448322, -5094984877932720066, 4491268273947887898, 2883243633029585324, -6891987702434516719, 6630618430571813218, -9036972258227139361, 1564539230734442070, -991317634731763770, -2975767224906156358, -4905161889532899162, 4226116947633082844, -4869433519177162132, 6132706006628768748, 164319255344977669, 1622953349467619288, -1209997745895626204, -6494311850353735065, -4651208691115384130, -3323266258539562848, 2977048728445592298, 532409559506855009"
values_68,47,22,"{-1127761081192888376, -5210251403147927258, 5478461296709420813, 3455701745623598054, -120552661658060956, -8780476326199538960, -5129941727214717497, -2402173630330522974, -6190067641169862069, 8299510272720087744, -274836239672592697, -4735826327590156333, -3113613232149047130, 2087330846186580212, 2774158252107054372, -5753021320779372189, -1257718711626510720, 7614622120589010449, 5598528340317284496, 3288275615168586972, -8192909746857993343, -2652974222807862802"
values_69,47,22,"{5948368983476002231, -9179239568180873722, -2338988469003461922, 5227540253224472060, -6488731063701940029, 4764627874026158974, -1107522751634599739, -7871065793224835595, 3015051234276619685, 9166171616253036454, 1658693437981619991, -6002565564203958347, -6202360615358515263, 7993087123272451500, -3778818636654009244, -7578570375933673171, -4097930664195968605, -1037955371023943362, 7778922479858518094, -6064146412382661919, -1464962576951248318, 3830626460582016118"
values_1,251,27,"{-4913805124155587241, -120897118400067342, -5233037653949792749, -2203535642604169517, 1060677654724515780, 7493502748986922177, -2639215625339730415, -409581182833831820, 315449257356875607, 3898895415274965481, -5419311544296377731, -4783177463581665258, -3141943749056478043, 8140587679829854400, -8599129682454454398, -6569811032993686207, -888244862770022010, 2984350009449610778, -204110252060477503, 7032410867963299600, 7633105563795364107, 8772816760651190137, 5564448022436360927, -7958545685252051561, -1041032470212397647, -1712314083327212079, 3942789545954079786"
values_45,64,8,"{-1778575228338271246, 2056901383586780922, -1425833005266700971, 6272836392948016555, -242069171436847905, 8291857303226754167, -6575630746687372501, 7227475462711906553"
values_33,103,24,"{-6085700238075703280, -1091524220114000325, -1226119439918171344, -1901033567635550723, 8339019306385942631, -3932320802925450761, 4622945655848485290, -4098445487039683929, -4602195021802838134, 624941308247546228, 6476420153033860587, -8245083205547700843, -4322534566028266491, -1578973606303177837, 924643652240310933, 3329231823387038452, -6859827040702675790, 2364576469169657760, -310473658419861845, -3874082677569800046, 4569570466236456437, -9109196472218361384, -2768652222832311694, 7020198308829947052"
values_15,163,8,"{5305407348551626431, 6339680077515760734, 2607791976057495028, 5895246140259339026, 4640025347369906210, -7661436021510251426, -2610462649634030518, 5738220508765308185"
values_93,231,24,"{1264866845652692148, -6126417612703079338, 2640103501295305035, 3641336285785981921, 2166490083677636393, 5184186313113779106, 3017298765988533998, 8613793591354887351, 1900767419378792617, 4627933433507327027, 7070961403305854649, 3746773981273160194, 3180184093306019308, 4636155302049062380, -6611609042560095388, -7870323457778696278, 3938394946918491561, -5295289854988061010, -4422418838507066677, 8540404368903819689, -122660607585669989, -6444482981472849015, -8907058554616997454, -2109807190305964198"
values_24,240,14,"{-3700885822008588138, 5630848590781114528, -3755157770273720377, -1458932997787027791, -7038036628667868828, -6154849234493359664, -2071646404964799101, 6622168951149442977, -2489537952690841205, 2234171644496976330, 1782276350026990783, -5236673861432368853, 1717294481928778445, -6408085306233052028"
values_25,240,8,"{-4160463973537010849, 7694466649691708731, 8047538467077466149, -159822934151059979, -4846603993313658768, -8469705548206340817, -1605698417620175663, 1456657757772563400"
values_26,240,32,"{3970481756641043697, -651033987319145846, -373338139234834063, 1631602820041353274, 5405042143993460921, -2694777442897847604, 6117201684888941525, -5233541243537265777, -5307279182832392195, 7225036884800348267, 3380009023469246164, 6945148603147525752, 6999784388610828630, 2000033781762366948, 2334722759789563284, 45886426729002922, -487121320671774947, -7805210895472189261, 4761495121282108144, 1321404604537173312, -1323791869336932172, 7299126781093829429, -772153925833741649, -1384881258215281186, 5804054977209255376, -7431189097237222993, 4042685331882998654, -6520357175522135583, 3015303408515353740, -8502992287241888924, 1936150812138598849, -5147126940092654624"
values_48,64,22,"{-7690612082619294334, 7328294082520639271, 7583437357355818522, -616989983052687951, 5386947745673622896, 636399854577937601, -8029779921071238229, -5493821952362275995, -9132070113194045002, 7571588270615138441, -6461213042945282282, 6838350087634811714, -4395654924895589690, -3125756484219564163, 641700589374565090, 190537254279735568, -3070360733927927372, 1538661454894826061, -8402459380290184056, -6240666043163592001, 6975515214027915469, 66606216025603396"
values_71,253,27,"{5856758151372145489, 3735751079813724088, 5715092568141995278, -5933789511579452330, 6180742947084715587, -7106617360884109371, -1309648488395725400, 2812518581463938647, -8090010287832877349, -5091567675872231055, -175499112332645037, 6610154724882109498, -2312036983793484948, 4256338239794051623, -8207141097428670198, -4256342095900444528, 1889588915698899031, -7456661909696579059, -2522560406986847474, 7337975364713744926, 8010804273928910510, 3982605729524070379, 4854792325972264680, -1033361866303751784, 7285954239888228485, -7133870867311609636, -1938573710355425477"
values_76,253,32,"{-8751982014137248120, 2093834902109701712, 160232053982068668, -7591517686998293611, -7465134282337881714, -3093613772978802294, 9056644721291493914, -6746969453258888060, -1740997285461567431, -6720732304264295671, 334592835658380345, -7979109568498874119, -6860206715126555521, -199280532940137932, -8164915369301275575, 6557807689758782215, 3447930986419542635, 7296555073068654659, -1640468533473323374, 87664933272321047, 8803443574815867822, 2526055775323840213, 760598914425710404, 5339229778530071054, 3452031871069159656, 2856973276578915278, 4068757979584395606, -3477961447108669085, 3350378867975719151, 7425390696249456022, 3017627184950478406, -2800342258792397486"
values_7,251,14,"{3369669386908406793, -7671212099694699866, 1483487574235012933, -7721126491143515837, 2586855746795093987, -4302531818313915098, 7452358103536732453, -8722017886925940848, 2428382871452552944, 3856749042344157, 5030734142347546016, 8104027112646944178, -151038748795762592, 8838990366836471554"
values_50,192,20,"{-2321990524410577460, -255417787365922092, -1855638765244938363, -5098842854680421149, 7533750441214695080, 5742336000462444877, -4992933879214644739, -8560676331381736444, 4823508940224657851, 38318603259758213, 635335806001636438, 1240174942421162967, -6757435505137995405, 3070297118718848129, 3718362806536840198, 8015302839266620336, -4547106241892955943, -6883911455486731522, 2345869298238669991, -2244206855169277005"
values_22,240,25,"{-2440965744295435518, 3057427372291724205, -6733174795925096114, -8885921012140784568, 8220960828473880464, -2731548697705256962, 5069454344621619388, -1476393966177108215, -716230813107653167, 7507245556660724896, -5113585133403607554, -378618376791255934, 4345201351489598060, -3498807893093888710, 4934813664021902281, 7908002515910527061, -9208219920359011521, 2863979806021627091, 5275465100560427585, -3183971866675986942, 4318213253508887294, 6935799552978230657, -3747356846656950624, 5776072142633586058, 6294919591306508164"
values_4,251,14,"{7359661210711297799, -9149528186424309255, 8227589791878211824, -697436118071131833, -6452893423468427553, 6597782151513492657, -904778455135168945, -6444972775448500577, 2605923189753386940, 4968595011495335360, 4870374457509144815, 8847083406256256875, -4851551463082635875, -2337625974980652006"
values_32,103,25,"{5636525188039513257, -4344794479658337275, -6275515421534172287, 5633933231499798352, -8020189154267493717, -2006725527220232841, -1231818499008282704, 6010977531810863032, -2933062321383866904, -7863393402070160413, 298562817919316810, -288690363429321113, 167120483148445397, -4079915244348689578, 7869567683914496888, -7850914510379713034, -7279259534087328590, -3244516034389938940, 3776618561067606675, 3594293506807014484, 1708274204634303601, 4229329772892017975, -891497588024439704, -3576334291604701577, 4941528941189109080"
values_77,253,14,"{7553270286594050370, -7276822294686555550, 1084056904090389905, 4736051810522193147, 7167877477864036118, -4523021396896807928, 8428482020383210006, -5597228793380902309, 4083599055435407389, 8720523255059909387, 1575233775788686256, 145423249799729541, 1884603873251372002, -6231465856072095585"
values_91,231,27,"{-560109196705330181, 1249833697210824428, -8909933496086771810, 5401842782835532211, -8693238593044373229, 8099024442630161262, 7978797774892913276, 7668881976529208497, 7976928126669551626, 867156594804797465, 6279709830953698791, 3677619826053442328, -8136055799140404351, 914654632854314266, 9165845321347542786, -8570187176583810311, -7382209621566617806, -741665965867579390, 5072624744214353369, -9186061880192757048, -5941714870966893113, 9027594923322773008, 5896969514015028891, 5206664824101245689, -2454826997982706886, -3660955872381539610, 6642506745116496044"
values_42,64,25,"{-7882652535149682715, 7379410156687998836, 1771268971869314347, -4695532366013535057, 2061820313061963601, -9046298049756507342, -6622825002957242890, 1250429793708400575, -1943547799360593346, 4715355036878013421, -7395751750985631532, 5441676032505110008, -8686795945286566993, 8926172613832425142, 2432402484156984886, -3993117961046943356, 2720929001325602486, -5743021868291999166, 6525750763177348694, 1947906752717017951, 7310174166767920489, 3574855734499370905, -6013256286840597089, -8603105178245557053, 8607970150400504363"
values_13,163,24,"{7632667759090489570, 1769312421964919585, -7858351347396382253, -4596850543222387764, 5192095006675494685, 4882032216479210413, -5483399400849115026, -6953480061161378435, -4855562024291413001, 1808123328577440948, -2366962174003257579, 8849370493979174916, 5725434619917435210, -6526545585663933256, -7464641355775521504, -1071604783068795574, -8803659834516666646, 5830534976052810812, -4415399001798739842, -8650284147392135066, -2948454268497881522, 7080279187966838215, 59224116145567327, 7326964837151702433"
values_41,64,27,"{3772681959546263370, -4009014025231629955, -596281935245369279, -6505156634269122976, 6642485909939292452, -3901876554064510452, 7655016834062970950, -8909365662784977559, 1117732953445012548, -3741885734129018037, -3292296222326127978, -8017125845376587961, 3749956011011770564, 3605335640017948986, 3982273740104082046, -2463228627957405350, -928526154128278788, 2908675447608557900, 8325529638246442850, 8071122903100104180, 8055328068320309972, 5946498598386572714, -665058529533830010, -2903925730554360835, 3307914650417213517, -6136296969266658541, 1715380803959907915"
values_55,192,8,"{-3246293048702289891, 1891259084268627598, -1444021912286497667, -6556162390969568554, 1245264078733031402, -4315394086396913924, 7074883827923663791, -844419018123062849"
values_31,103,27,"{7674493037667504851, -5293306416578482343, 3802719657866116935, -6611152268866173704, -5570343245452345377, 5514816413982473839, -9059721279383694707, -5533487086425027064, 9046876109971550813, 7130734864299205847, -4218319640011004112, -3926415027628933181, 1203671421939727180, 8013152442799468245, 7245562642076722948, 4423352937151341042, 7591005036867696277, 2305541439219666302, -5305503250203996554, -339477524534660127, 947306822739010533, -5339765521396501724, 4316967617897896000, -4332257779548542580, -8522399430038194579, -5512963906539867947, 4894597452712297730"
values_66,47,32,"{-7131408356709446198, -182352062501016734, 8386109839330808821, 829067935853580459, 3553042768852001615, -2077133835440964063, 1032150828760937750, 6924542151081423589, -6021597282571161099, -133980177591994711, -8881939707697400969, 3235342849206993327, 6563072119333944532, 4021049262663330160, 8300012016978915262, -3834333921740650455, 8408561251169355968, 49260492004685595, -1435784566899574672, -1287280634708695622, 6838373340129336059, 2195561359337108838, -8060146428479681047, 2400622148891415893, -1684470505002331636, -5990930081559236786, -5167820390864783263, -5912218594088400560, -2929383177416275073, -5505670572422363843, 1450185567823225771, 548878169895290345"
values_65,47,8,"{215951719669978169, -3787173033678184977, -8361078346249602209, 2481626456402982126, -5007794383284772795, 1370958133498795885, -20468906642196971, -8408045144530811309"
values_62,47,25,"{-6079683431556378176, -7717601955405418427, -161095947622667108, 7478069280291158355, 2978858010213940562, -4145983180196012850, -8618439145978319200, -6802934537960826076, 1554986443171052973, 3069997456978456198, 7485737813552736565, 2024826753678886724, 586106560258756715, 3133753612642188579, -3520409637629043159, -3160212084737098099, 6026609918803595819, 2741926992295726401, 4565300407766879924, -8509221700017231272, -2564146888828217729, -7634954943158945069, 8196205148656189815, -6946897706980494416, -8800500065107242985"
values_21,240,27,"{-4049882085521009050, -3373921947938014909, 4299877779883632, 3425141181683299742, 2483594327271838395, -4250743995389453029, -3959532261583767095, 600705863823535381, -2868625140616251936, -8422106225208411144, 576433606190872937, 4430193599533013880, 5471984426720641596, 7622231728935844226, 8493007907835971357, -8316155829360978046, -7962476651474773795, 3001355786331487356, 4034729722913468869, 6120600011747209811, -6205502712528264866, 1196952099055162098, 802416811315162224, 1234847199762841456, 7989460122397278192, 8434329839469599526, -8189438399959040299"
values_95,231,8,"{-7716519544415861418, 4524823337639964980, -336250169280991658, 6194249683561816909, 5901447536390223146, 6813585310509435317, 1405457663146341762, -8625016189550228899"
values_84,249,14,"{-8191128010447584682, 8495623184245124551, -8205302955542790037, -2090604541876477140, -7679520544257660205, 269339015877431633, 6162704416125064272, 5184723001693181849, -3865667891150378635, -2678104715504715529, 7117930991206957999, 22859775502376467, 8402301620033768437, 6242087606541671069"
values_58,192,22,"{-2222703469244170352, 4896761458948075408, -681509651286418954, 6405004762865152897, 1416095951751903285, -355449558808299221, -2605140066568607675, -7921913600899757541, -7907086827781404486, -7772157930056263678, -5354208176201838583, 2817559986270247916, -7627004573822348955, -2607032786467467016, 3920602169409300567, -3176100899607106123, -3821182200945886014, -3879050462027591281, 10971440171632900, 6580658876111339827, 4912292576769380086, -1189701851779490380"
values_64,47,14,"{-9187198080283367236, 8848166107522854827, -626835603224480086, 844489099525275604, -4053034199147044651, -6222337236794633265, 8609702501344215518, 2298446059304755997, 2392159099202776295, -962110482832016883, 3462171269016264461, -2811305591075343794, -8556089432604422098, -522499458953495095"
values_83,249,24,"{-4219653013387439756, -8614553353773261567, -559167962852131242, -8935873355697221855, -8591241695216850568, -9022258390954120326, -7987299961687310442, -9196977361509737425, 8048190818812436575, -7312757372314835530, 6067717855476264357, 5807917013582030463, -8855638716207358405, -5890683118832242180, -2703650537328872859, 359608037912330375, -1130991510654678647, 1480287371514836005, -8796968861865506319, -2027165040610575481, -5252541934569217419, 4552552463994803471, 7556622651473737406, 2484255490993742536"
values_94,231,14,"{8850740307132387568, 5346755018291656587, 1533272331568689502, 979050135393986438, -5866199017528647329, -3433411419015112500, 2298336527280874378, 156361863650908686, 1813698966971047326, 3736138639018025540, -2442050619655191836, -9026471486739511516, 4717004165477879525, 6455872744097382280"
values_0,251,20,"{-2929074900703147569, 1278814354248362176, 8848437015315792946, 4621916620468308827, 6535765679400746526, 4287906242015110186, -7115577054006592800, -1797028582926230487, -3695330309345441297, -683394712013785809, 3784909666565779603, 1905861178455657320, -7690541535127435779, 8767823577443281758, -1622519565475754085, 1901954066656861611, 670563098616513018, 5353479734332866600, 4584370847808334751, -8848902917382377913"
values_99,231,22,"{-4328167476747377738, 6488222575453777833, -215033254365957368, -7147172177757264468, -6626535477736210627, 1714048084360474264, -3753153456489639004, -1257511043105299481, -3747269133717852654, -1657977998725854165, -2705470665043239054, 4747467025303937878, 2905364633922478054, 8820772124819828470, -2142720624687403806, 7347519406365732684, -68975156175242810, -6529241796151387204, 2184724547675036338, -3177747923035936657, -3747957931080758998, -2579046265354536811"
values_96,231,32,"{-5344506713720794638, 8722653094280467612, 6765671458180812763, 4058348856758987589, 349325417845199181, 2316329418574800222, -6811459726072708426, -9210530041914225586, -2543325195401177584, -1277888554477831705, -2071285274496483557, -1638212182469608764, -7291483593879810839, -7323371999025151092, 7001671613710249663, -3431591266009940700, -8127783310911648989, -8628992979450442882, 6636441759386596914, -7241014210051784594, 6572444098740120585, -8256629764127676506, -7365334535456596638, -4549390462562266236, 2945686511431876700, -9001911902030984345, -5530983777116053863, 6245312986339176278, -7594639459641763986, -1324898708097112531, 7279414251483372753, -8470096022379829962"
values_67,47,14,"{-6026252513071992875, 6279364915919881492, -4555362641344617590, 3567780369474958027, 6664990358277576430, -5378111426401188457, 3348767977878108600, -1645044388040832434, -4717728831294835855, 8178071689164657480, 5082408556596313506, 4732019896712993191, -3376539030395381888, -751304899402698743"
values_61,47,27,"{-4081469953623548724, -6007995660230793089, 4111788819806110053, 8913882016304314515, 8800601359276488829, -3095828281948189938, 865446264041831901, 5606992881480544971, -4273781711943844866, 7441116398006991542, 1306758327102120432, -3997098001358221910, -6251526935953507664, 3770972701841258134, 1085863490919444385, 2040652734672294385, 2447515283872231940, -7100488672113547888, 8236746838236220662, 2536732453593384704, -4278957497117090958, 7886945206977445990, -6730379583791742882, -3088303668419103534, -8388852344392040308, 2977012470131443057, -4830782180231308183"
values_43,64,24,"{8800367628283718175, -2781318236582288188, -2638172725678343052, -7584440964355733980, 1498148731699932204, 6646656577908488808, 5724326915223620661, 9040902329451142235, -1620378058251454648, 2899725454399607309, 4607680768236083550, -1605924446231429140, 6768688041789438900, -7377396145825007776, -7513913163213774950, 8404892803146158240, -5862915815850436226, -2974816901981923953, -437617599946791468, 6482881229390891688, -4158731601620863760, 6254037930743817391, 6488528105894060188, -8181457446396677297"
values_2,251,25,"{990243611591672055, -7720072363976051260, 2140590370345689684, 2435348685509327178, 2125723478783711042, 2374391435156851857, -168787045770718695, 377742821993643919, -3204317944878587852, 4542825919425121124, 5506387748552356314, -1411391596814555355, -7109814709170743884, 3235991980287434575, 7425880574469195156, -3688226443401336976, 2088804412587512501, 53008597348201081, -5009328529514666245, -6788926433564549700, -8530586449178589256, 8905795830344470179, -7771538888903830693, 1994594276129162357, 5727799842221370932"
values_54,192,14,"{-6886202311985984241, -7789714084665724263, 1724795496079427998, 8846460911451992511, -6511671120085025613, 5067672982310039020, -5091566779898644728, -1822421860509380070, 3752327187085057374, 131223488800071474, -7942396107303443358, -3270665208155440308, -8426074044889388788, 5548700662489390650"
values_30,103,20,"{-5015266657235497776, -8468611013169740764, 6484210358804958667, -3256626575885525926, 7521044216103509324, 3828600051280636821, -3167550021584723425, 6474418554473436381, 4464745456216822390, -2456192118415141577, -1376217285441786594, -8370739559153663071, -2765815064046013800, -6605760225647750513, 5108258266564689738, 7559622944303860908, 78322609777520233, -2127282419560519950, 7991562439714164640, 2096381355073888387"
values_59,192,22,"{8866076833665575344, -5218706913633214442, -6392952813787740367, 3917761296784342319, -7620284596962369778, -6699311071215578185, -6217900479116806939, -919177994052166082, -7707219130744329294, -7201089959366665671, 4114094290071652260, -2249819371913056969, -4842669692619205297, -7397554162906055195, 7303604400843941865, 2755893681230011804, -4451899081299262251, -7856741997005580623, -1365245347543097495, 3616582987293537553, -1042299662401136026, -8905286497430462364"
values_85,249,8,"{-1829753406404622418, 6784556004915458636, -2826963454854536407, 2652675377890699425, -3305097665879963840, 5252097957780354772, 4473143190721134350, 660892851364718565"
values_74,253,14,"{-4598558559306234431, 3648516019877474816, 3241169837482093080, -9019722555056897998, 1453098589459049129, -1511679603681178998, -8921160809694510066, 3303869092132717717, 8388519383962270503, -593929354421016922, -3710548513978344615, 407854496492713336, -510467767726578123, -4701692842304624791"
values_90,231,20,"{4075385271106919976, 1306380347199701499, 4506341575101719414, -6027290514527319659, 4466220974067242114, 3614628676626753033, 8145135583056584172, 4784324602846942564, -2843776099149544423, -5275853240502976005, -7837297615877811786, -3011257472405060311, 2802915219911509190, -2677531315756939573, 7267518695555895623, -960702608168830122, 7317589089745163060, 8175650821327802809, -7584941991846794795, 2298776257855489072"
values_18,163,22,"{-4503837952600563451, -7125853503141867973, -8796625272411434940, 8020541085641468851, 8614636641509073381, -5025001439703705917, 7438225975909216011, -5212539789515193531, -7714007364777727120, 776749461094627763, 2640203506745439105, -5437648848901700689, -871302190744627599, -3665288944073024544, 5755109194206880379, -2734090083897760314, -2230005232955579585, -8595440852954848315, 7434210095363312191, -6063621958646076740, 7875906893357669196, 637597250236678032"
values_52,192,25,"{-1683078989763920108, 4481962425716638498, -4187480052477008612, 1530480984575184795, 2384067812600784702, 5896266929420766582, -4759420037765597304, -6590070762049922037, 444296819331880789, 4175731288829983010, 3287175478315321299, 5805256083900716032, 7390351174033967326, -564331233455290473, -3444277624715568993, -1912858926930413831, -9217945276751089686, -7020193816595466074, 6800634219532997840, -3486746495415096928, 5969872090625665541, 1475479941895338648, 5633336077951915233, 9219415677559637649, -2709593122451295416"
values_44,64,14,"{-9129698851720488097, 8462613651729147501, -8121056384615984233, 6098849782568998524, -8629559281924896447, 5550767351662956831, -5991950274856319665, -1364231115987686295, -3829307460514577196, 6427301924338673791, 2745698342360856545, -733105381067125852, -6135191185490179688, 8144773744946712918"
values_17,163,14,"{-3642665779811834430, -35270123811624141, -2681518515648493542, -3289905648587980783, 4376659031191792206, 388215981013173930, -6489762030635371011, -2704631237591765257, -8199446348802096506, -799889718554241772, 8037242892213336212, -7919858626848063383, 1773469660486454754, 791855020713578136"
values_36,103,32,"{904574431809787871, 3928953039922776903, -2319768450010242505, 3518967442736074395, -70921765867030674, 4972010763877913345, 6045209738763353658, 2522629306345383616, -7597062465748676194, -6070911938255516392, -3656010937339703210, -6097891190739196187, -3221416046791291196, -1689092732674905628, -5303680947786885564, 2462225797071232757, -2710407935210902519, -1971863262702122586, -5965586013462100698, 2008476668912484996, 6611492267675524379, -7828693696634573740, -8758933717649227720, 7405644983002477130, -849571657993207708, -6942055174556935974, -2565057322598954188, 4254702562389913015, -8205881810593466797, -6611952993116147604, -1860112479171664895, -2462432642571912633"
values_49,64,22,"{1791188365941896236, -5569502864555182333, 5095226647531354526, 6249588930583062870, -8355410513833261837, -4894102727034455768, -3984505217610254289, -2008315417788991352, -4837443723578214773, -7520434001321270035, -56512561673240746, 6924224639881955756, -4205553172912286556, 317570632926803568, 4769959585860524864, -751474629197993489, -5986210842715850115, 5879893969326031882, -4078817677282750564, 2298876375070228908, -2447065228592598109, 156603716444523371"
values_86,249,32,"{-9166331903629727226, 7649579875761347818, -8678016311868313351, 8557825129463268685, 5239947745344449075, -3755972897045019922, -4091888922443911782, 6260670863862921548, -7588367365232833342, -4040476867621395954, 3567655483058912488, -7689023531781329363, 1582330417086295948, -4263193146118586329, 5293248079347355894, 6930913161946418687, -720291548798023779, -8269047981542600243, -7197798590399789738, 5583223836559518671, 1300822175741965222, -3116635237428915526, -5205107010031763706, 2552313942046781153, 1308751209506043857, 4951942615713029153, -6999334240521299900, 7316702116194141520, 9065681847651298499, 5309214541630668783, -2343805941705581590, 928330682437080077"
values_37,103,14,"{3345070724850840658, -7265969224565388657, 5213660820577497842, 6705278848110644919, 6338712031182043328, -4842626111473192664, -944647140891586110, 1784946035321724301, 3538675554864446929, -1531131407288159745, 3386424775990420691, 5374931700424857264, 6592041919467614368, -1837972169694840543"
