inputName,size,arr[size]
values_1,15,"{-776864350, -252169558, -1750131471, 1148290361, 1188240474, 679149450, 79178369, -611790831, 2081300118, 1126901492, 988605767, 2146764824, -741788523, 1397648391, -878161739"
values_45,31,"{2056249620, 383828485, 1619347686, -1186158212, 1637329162, 1322338552, 1441142412, -202196609, 1436029915, 132335222, 1733565446, 1654244394, -1070681613, -1242917709, 838717972, 1277591214, -2020710468, -1233062737, 510501273, -554070492, -1450525687, 1174065132, -125805758, 618512312, -173165354, -741630357, -1186471811, 1990274035, -890726286, -439124342, -865770485"
values_33,16,"{-2098955182, 949620361, -527247990, 1035458986, 1677586707, -581695533, 406742873, -1265839427, 1415324784, -1602674432, -1312702127, 2073741803, -661349726, -1217518640, 1021592984, 2063993702"
values_15,28,"{-321731349, 717798796, -898405142, -1089420148, 1819658590, -1086103825, 1908068124, 1078550696, -1643188209, -1955246762, -432707102, -1311467847, 66070733, 1169656651, 1087914017, 2083537079, -927781875, -451807980, -888422892, 1217007813, -523993295, -1986479487, 652894116, 920040960, 383912730, -434129432, 1322459527, -1728409853"
values_93,11,"{-336855854, 742584733, 1684392144, 1638937921, -1538543559, -70271388, -1528201104, -1391151591, -1972048646, 1096297365, 496921388"
values_24,9,"{251354365, 531326903, 1867230654, -1391304049, -1980970344, 880125685, -616755016, 1851103561, 517954759"
values_25,23,"{1402289239, 183746754, -903193309, -797269290, 1493178568, 565805785, -674552187, -1152524186, -796778288, -492263722, -437715147, 418411486, 1159379058, -1924306397, -1308164225, -460185245, 1395023980, 377995374, 962204640, 172699896, 333590006, 874334790, -626180390"
values_26,12,"{-1104001157, 833348441, 763225219, 1940678650, -469455098, 947697095, 180256391, 1834207847, -1374579954, -17245282, 784021044, -1112040929"
values_48,12,"{-2147345176, 1228723136, -690026652, -274529799, 1882718496, 1737828499, 1963075609, -47941023, -1090614272, -2121983804, -458280125, 1270232519"
values_71,8,"{1940976701, 387402143, 1342167645, 1010109938, 1613070705, -224928222, -2082734432, 1701566004"
values_76,32,"{1083927089, 1428942679, 111219695, 1009154279, 373211120, 798202711, 723946168, -686799963, -2129913221, 1007017144, 806029017, 139569518, -1597594656, 265482723, -49181546, 1843870723, 389974901, 1026724728, -193183450, -934556480, 1480862478, 1232585611, 2138692463, 1555717548, -473066710, -1872721912, 338895820, -1273745770, -1862329512, 85712479, 1062454372, 1727074563"
values_7,14,"{2144345686, 2144441751, -778278183, 181682582, 648432818, 14464544, 67893460, 8403571, -618408613, -831793368, 672019552, -1919785717, -1642146277, -940958624"
values_50,13,"{-748440327, -1283890263, 562802228, -19349741, -2142887733, -1202359186, -758717488, -1344481696, 165138885, -127079264, 183704321, -24509928, 1152065462"
values_22,26,"{2103817746, -982962576, -482473229, -471692002, -1499274376, 1829470329, -629477181, -996029092, -705008849, -135665004, -1341433771, -766154142, -1131324135, -1617125774, -1274565499, 757438309, 986644532, -120771346, 1502662106, 1883465400, -1823300939, 1265841585, -1166676261, 34099374, -1713189003, -1030677341"
values_4,25,"{-1672718713, -324920564, -577803525, 1780613464, 1091913136, -973128292, 1541294719, 1809692800, 519351291, 774961593, 124127900, -355565464, 1746875629, 173997181, -987583258, -2045079776, 1253634882, -593987222, -642006451, -221572630, -364630099, -2037253157, -1607737167, -1062386376, -2049988029"
values_32,6,"{-185194996, 1175820824, 1491491024, 1094507665, 1077673939, 1388650493"
values_77,15,"{-545044160, 844220309, 1926550303, -1346488504, 1477817591, -1093832746, 615221419, -1692357849, 1585561606, -621243211, -294076270, -643613110, -1687849220, -2070954416, 833204143"
values_91,10,"{1871844044, 1432989248, 691277906, -690685418, 1540891298, -1561664408, 1390050244, -1268387648, -531228068, -648588952"
values_42,13,"{-154967217, 529118404, 979647271, -2080550959, 1020714822, 1238604117, 1026073444, -463943105, -116069192, 1389832855, -1281365957, -999231312, -1950672698"
values_13,23,"{-1565453673, -1592637558, -1109852220, -737593050, 515063860, 175069403, 308781966, -304338545, -2018582746, 9194441, -430151824, 888098060, -1889559866, 1162387023, 844546751, -1878263205, -1467978324, 1988672513, 393925825, -2036214472, -1360087567, 827509926, -1657191254"
values_41,15,"{-1533898792, 1446578369, -97703135, 1221448858, 1172875457, 1582602570, 1178860125, 702813867, 1753803046, 2136179691, -1672594357, 662794772, -800937573, 1697033491, -400988222"
values_55,23,"{2140286111, -531865902, -223975609, 1190706170, 1017756515, 1968849582, 998327507, 912680545, -1264435870, 1126167240, -26386963, -1127779217, 1305355265, -1507463818, -1964272290, 1719075937, -1582560193, -1334497596, -1523000348, -1900948261, -1951641017, 989606411, 64790135"
values_31,4,"{-2001340940, -794771264, 285407886, -288115567"
values_66,14,"{-879193654, 1342293681, 2115219546, -81395810, -1204068636, -1690749716, 129148444, -1078169751, -1370277188, -349883391, -677025548, 531248187, -714166122, 1801329876"
values_65,30,"{-966441005, -33926802, -1956226523, -2024924166, 1683885929, -891578854, -727385233, 1802822534, 518160958, -1336110182, 555622488, 1561841467, 2136493540, -1281906745, 1263057070, 1917884416, 906450661, -881218291, 782930874, -391044361, 2058696324, 1855535143, 1888180623, -286248081, 952868828, -372496504, -1091436018, -1753376107, 268936742, 377043660"
values_62,31,"{-1790331543, -1655781082, 1413823821, -254727874, 1688112859, 210192795, 1057908056, -1720272228, 1168764756, 673276014, -22651060, 1720382424, -2063026599, 240320125, 1712704921, -1474243899, 2090967142, 79618928, 1632488381, 1029070757, -1843752953, 1404356221, -1351418554, -2009542521, 554195389, -2139435656, 67266302, 1920151246, 660541527, -1435862021, 511899834"
values_21,32,"{-2113423402, 1874493556, 1425958654, 1580403966, 1387013610, -1939011576, -509821298, 1807651495, -1584635580, -358316883, -839934906, 498629380, -321518301, 1262745365, 278396217, -1444004353, -486212171, -1586221586, 730539901, 1943238787, -54897699, -2029085421, 1193467759, 196211396, 2099796075, -1619592948, -325317911, 41174416, -748006516, -724656848, 1801324375, 767730675"
values_95,29,"{-2130276719, -337949912, 1578301343, 1452279866, 1012094992, -428589282, -1604088146, -2033702580, 1158679723, 480944026, -1365436155, 1048890152, 823688021, -1133988660, -1681776518, 763849331, -2007403158, -81886306, -1803055930, -481951148, 285434131, -1415286721, 1971078190, 323442624, -1740575826, -1932807014, 1930513788, 754310458, -2121199141"
values_84,16,"{-1768188725, 993461290, 1631543279, -1405775282, -159607537, 1340684953, 1386916858, 894813324, -135841965, 1889583500, 1751580292, -1723980909, -2072136783, 582736006, -343730855, 1232919052"
values_58,26,"{-948301094, 1286669907, 1491025292, 1596452348, 1132700359, -367861548, 2125700842, -1268271358, 226067362, -430664200, -1081420964, -45701982, -907521033, -1036091600, 1927502037, -240276677, 319414761, -1322158740, -1943671455, -1684360796, -332741788, -1383593497, -1395064571, 666044632, -107562729, -1232590445"
values_64,28,"{-231001426, -546223481, -96875526, -1530435993, 2085783987, 1814688565, -684014803, -1544681933, 981050358, 1491917737, -143793575, 186325108, 1941877618, -281420588, -1599481558, 2063987366, -787202555, 325243147, -2087309299, 1444239663, 1173375291, 1436287314, 853286721, -746538012, 916015598, -628893895, -1942529753, -1611042196"
values_83,17,"{-800749657, 1979700884, 52252206, 241264833, -923113644, -1160424396, -792628649, -1606192906, 950182186, -328532886, 1230952430, -955319453, -1832740748, -1639938641, -1976311215, 1836514078, 1720136446"
values_94,28,"{-1667901194, -566120736, 224461376, -1704076480, 1103943063, 1497045133, 701843099, -1697135955, -1967363121, 420136950, -1431295228, -107132541, 740883935, -1239476244, 619553015, 1620578801, 1976657641, 1680001844, 1006268365, -1457987695, -628098986, 1817992909, -347153091, 620732244, 1532727252, 502345193, 1106158375, 1995058701"
values_0,15,"{-1910283719, 193052894, -2049606414, -1868203290, -1262945837, -1664867072, 718918420, 1800547101, -37318093, -1470276614, 1569126046, -2078766055, -54763520, -1548304993, 285838424"
values_99,10,"{852287304, 1848002598, 394794870, 131841911, 717208856, 2104918333, 1002832923, 432241641, -173351183, -606440517"
values_96,17,"{64977067, 1232006669, 1489020607, -1036422440, 525915498, -1205099753, 1393718457, 1217117753, 2006946079, 1706595738, 132643280, 356400459, 347409356, 1125810083, -1478038772, 1428343111, 116157873"
values_67,32,"{-122965560, 916542956, 2131295688, 522193265, -1305261637, 1039126516, 519138523, 1182523553, 1283390454, -1635597791, 2046798445, -496648655, -464289822, 404400492, -1770349360, -378252836, -807262389, 962654840, -1036566620, -1984961704, 929250433, -1275933635, -1070231766, -2038871819, -1463990663, -714227151, 407947834, -866258427, 663742211, -1470606662, -722826604, -1860322105"
values_61,21,"{-1726819386, -399846000, 823653757, 1002363082, 1767630322, 1847578103, 733150072, 2134770602, -542739470, 1371417700, 1446507244, 1724756741, -1563082031, -2146662040, -1611995378, 469503954, -729348705, 1323729494, 333679016, -774595525, -607124161"
values_43,19,"{579479261, -457396932, 772152518, -624717613, -400420482, -1956721526, 1426578173, -1949682802, 2132666545, -1472897938, -1713406704, -699469039, -1041704503, 1457082595, 2107924454, 1070925340, 2064491031, 1392276232, -553286989"
values_2,19,"{326730596, -600440916, 182645574, -1988136820, -843100572, 1473886235, 494337496, 839593298, 865790620, -486124624, -146385833, -92323288, -2067444119, 188795808, 565349519, 95530661, -1635771729, -1747133662, 1271120561"
values_54,20,"{743287317, 501744179, 885636528, -1435080290, -1680932008, -1041832112, 736952587, 2125445842, -1698397777, 2017908574, -300326806, -1891724148, 826733152, 1078004527, -212285760, -1309237601, -2044096409, -1553216819, 156683393, -2087414385"
values_30,31,"{1579498696, -6184245, -1368211852, -1998661982, 423040264, -781843284, -199910312, 2036893565, 1572965026, -1288994725, -1898500405, -1689242532, -865043379, 1569394263, -1720276907, -1615313677, 138168168, 287916496, -875831188, 2139302984, -524281280, 1650819151, -1792611264, 399623485, -307821381, -1412395547, -1859777449, 1553502220, 1131873723, -1714571882, -342622251"
values_59,18,"{-388399115, 640857023, -1577985738, -2016524472, -599203343, 84027952, 207068408, 159659653, -15853883, 342580721, -677849684, 350417851, 2076931627, -691347308, -496924253, -2132604286, 258836649, -1957830382"
values_85,30,"{-993818606, -1313600536, -582278002, 155105948, -758415674, 109638941, 1589662883, 180050119, 1525385798, 954694680, 1937944056, 857187552, 1866589363, 661368299, 2004214622, -326360709, 285990000, 1295975132, -1398556662, -319960032, -520557221, 1341582222, 550571508, -404278573, 1397766773, -701278369, 118672282, 1430497176, -451718064, 838421863"
values_74,23,"{1409829031, 1283172938, 1720975579, -1454393117, 1256774057, 958154, 295071359, -552950069, 251162429, -1905677376, 1219730065, 355810089, 2126565526, 464123776, 291591321, -1382547873, -714408856, 1885650165, -617919755, -887437169, 1130952486, 230465072, 2109644919"
values_90,22,"{-499450325, 1219472311, 687398852, 195380882, -1406768369, 1825396876, -2046254403, -1804184823, -2004704100, 207430186, -613903710, -486649967, 337912715, -2088754169, 933671649, -1157594409, 1682365193, -761547611, 1493050560, 564345086, 926559936, -639388928"
values_18,24,"{1010129698, -1140728250, 1326987762, -153374008, -712115167, 20452710, 436300095, 621163515, -1178633175, 13956550, -1604475167, 132703505, 647643156, 1131135058, 419426897, -1260338531, 1414768832, -58007726, -674237722, -529348632, -1703290581, -786473913, -746627972, 1529966521"
values_52,30,"{-225657603, 1039546799, -1517435841, -695641158, 2097108391, 1386980845, -502825228, -1214323943, -1971745033, -325307012, 1519711462, 399451095, -269330763, 2052061965, 627923916, 2036258664, 92746549, 1487247250, -659631568, -1694455986, 396933561, 1768498511, 749261349, -732642236, -514541724, 1234572126, 446891703, 1437163145, -474714498, -1729325908"
values_44,25,"{1714532728, -113853733, 263195615, 1377938530, 610770767, 1661700221, 1484050655, 1937174922, -538511311, 247085749, 1297996007, -1928812651, -939916921, -1257153402, 1799601792, 1353110330, 760678086, -682916446, 1413548980, -494995508, -582492387, 746797986, 2001738682, -761866458, -1951539579"
values_17,29,"{484670615, 1251613686, -1649664364, -1444988763, 1496209108, -736059907, 2141758767, -1160557630, -1553855968, -424603192, 2093160669, -730919535, 1064919725, 1429668049, -1747435868, 2040656272, 1584865390, 644465120, 1267787520, 684779580, 594656531, 173422719, 353494128, 1920295228, 1431605145, -1693980588, 805130257, 683026766, -1129028653"
values_36,7,"{1924413385, -589074040, 1487922897, -826562725, 829536794, -1606570034, -715375984"
values_49,7,"{582363498, 1021296482, -209405796, -320518542, 777523950, -123080141, 146707513"
values_86,14,"{-1787475477, 1873689758, 706732762, -562329151, 738028695, 1022849433, -1108410210, -1524716052, 1883311673, -1770657209, 1224710524, -1704319610, -440516531, -1394118785"
values_37,31,"{-726310704, -1703652840, -1223596804, -2111242424, -777458823, 889538975, 180956655, -1588588642, 259856465, 894217737, 642953589, 297082286, 1381195759, 1717042302, -1053220901, -1813278685, -196967119, -1792201921, -518788690, 929787753, 408859186, 1222958666, -458945106, 1375813711, -754240795, -313608990, -1132325275, 1021890455, 522072719, 1547568559, 960492541"
values_56,24,"{-869898312, -95447326, -1904670533, -396954339, -2106200476, -342618130, -1128204589, -393654907, 1881113216, -1503996248, -1553413598, 1811880952, 358866087, -896720547, -355668723, 1323355576, -151008886, -338057774, -703503849, 486042545, -729619545, 1136480440, -854819871, 1647508747"
values_63,8,"{887986891, 1172110563, 1503094509, -1880993417, -2104014187, 1713293429, -1193328485, 1641135342"
values_35,25,"{-1262144284, -686354981, -456677477, -910860669, 710663658, 1673158429, -714298026, -1289632486, -874918951, 1983827083, 1212583321, 201332753, -615782096, -671125563, 1477223247, -1732317961, -562300046, -116118656, 23230590, -199657189, 602248529, -1738457659, -1766356738, -252568548, 1337322464"
values_97,28,"{-589874769, -235801114, 1962880591, -863399585, 759938161, -833751041, -1663173408, 1605291619, -1573250644, -276505561, -1813357009, -324009515, 203015662, 21532541, -488513887, -1768035893, 148387688, 843935383, -293659042, 1318016542, -1628749457, 1179373141, 695166871, -1610214466, 1100585334, 1645536937, 2038779407, -611893857"
values_75,16,"{-1848737996, 209876437, -72520309, 2041712384, 2046282592, -456338249, 471328409, 611117442, 1552365779, -121213329, -863393204, -588312013, 1384963058, 564865170, -890896716, -1044663670"
values_57,15,"{-2008436860, -1779643520, -620192580, -1505915497, 1067600660, -2036745456, -84303552, -1892273123, 292549121, -55427550, 2042713898, -876101946, 580959701, 1995152103, -1662436920"
values_88,17,"{-1751427397, -869521215, -1006172445, -1843991798, -743734234, -280876290, 1710070714, 376071430, 11177759, -240818555, 694026824, -1402955410, -1969941059, -558852397, -519097125, -1641575118, 759237082"
values_10,20,"{831427399, -1794544810, 135866933, 1030012680, 453268303, -185005145, 864413880, 285725631, -1450351708, 619527428, 1554048246, -1099374288, 1083396630, 653155610, 731420210, -1717789354, 1101070438, 886804745, -479854867, -1770534023"
values_53,25,"{-773973766, 1630751321, 2066076767, -745088091, 1886141856, -428114351, -377308335, 1504896049, 1004102011, 263693867, 2034404405, -1954960524, 2035592615, 787467664, -1795658181, -1100424702, 324367723, 1084102511, -3602733, -1538502312, -1213293887, 1142838143, -1564975511, 1963629783, 984401409"
values_8,7,"{-193311287, 1895128836, -685430321, 1313757368, -1364329590, 1726962012, -302831235"
values_39,25,"{1321759135, 1148538275, 1612160092, 506498796, 1603916524, 1831765805, 1369945630, 1798941212, -928243586, 1741110287, 1701560744, 2113045744, -1341533011, -1449781263, 52230421, -266114284, 1596753339, 573796192, -669621582, 1951823582, 1248632433, -1361158411, 1173051024, -821644093, -49932597"
values_47,31,"{-529388624, 1171244161, -1948794697, 1413459407, 1773577923, -1298412396, 1453528903, 453993265, -264866076, 2112339530, -881410634, -720344359, -1215882196, 1822047827, 2013794486, 1820218887, 1541745125, 980944723, -620043073, -1096265872, 1363856108, -1402088070, 1765001328, 589314419, -84760627, 969172450, 911980266, 176072973, 369961357, 2086008283, 516593270"
values_60,13,"{1358853692, 4314531, -1789369054, -90762385, -578540926, 111344480, -1146435818, 1329926529, -1776071437, -1232483939, 1364104505, -2132586506, -2049326209"
values_89,27,"{1827557362, 578371030, 1502614607, -212192923, -953252454, 585886905, 1696218664, 1522235263, 31527351, -1682362530, 491169901, -1498973614, -1553974532, 1422425395, 1995844475, -2065093737, -1495252251, -522570973, -940168894, -2024987332, 1243181490, 988355854, 1322270355, -289236911, 884600783, -948329326, 1595509524"
values_51,28,"{1114311654, -208613580, 173530737, -1308620500, 962508484, 319901113, -261740256, -679435815, 842566972, 258497024, 1167076209, 926263487, -157832947, -541269557, 1345875135, -791784943, -815044942, -1889381111, -1832506253, 1993473370, 1933327734, -1188412920, 393206047, 165913382, -1725949919, 1132534325, -2030657194, 312974831"
values_14,5,"{-1023855084, 2037909909, 1532341300, -526315028, -1850899813"
values_28,22,"{-1903241090, -701501388, 358173932, 1956657753, -1784467173, -848771395, 462605518, 1256971225, 24691667, -334303451, -1774278331, 967449431, -1196710418, 1061045608, 1250752898, 118515197, 921008111, -1397228053, -2025120724, 1893704750, 292099897, 702015186"
values_16,11,"{415289677, 291015079, -689697497, -234676231, -941587894, -795288214, -811138797, -703773655, -1006485664, 301132067, 223384742"
values_34,13,"{-176605972, -1993605173, 2033329304, -386054699, -395481554, -899506884, 333697521, -454124360, 205479703, 1438030923, 1845067968, 1718971436, 696966224"
values_82,19,"{-1208903889, -744002396, 1263986253, -156498789, -1559171637, -960273867, -1794132567, -1229682534, 1740015744, -560344262, -708465848, -2071437114, 824673758, -1955208531, 682192327, -386096080, 954773220, 1186509630, -2103455686"
values_46,24,"{1761172303, 777441176, 317379603, -332535591, -1596672041, -1658398858, 689683609, 1977917046, -1870185600, 2064834927, -1484595027, 1182267629, -1830010963, -1148062119, -149351013, -540162317, -1899079577, -373043148, -337681528, -1885010147, 1207823988, -513352826, -1827494167, 116362000"
values_27,11,"{1629003638, -302834006, 1467710065, -1151032451, -1708435810, 258858315, -1427936766, -974669607, 385031203, 1819494323, 1617769279"
values_20,16,"{-1717597924, -507448946, -430827581, 2019838321, 1970558936, 624740300, 1396307818, -670955881, -502319510, 754197289, -195540171, 1812478084, 1241116224, -1112361194, 507607286, 1928755898"
values_9,14,"{1439535093, 1405698846, -414939050, -634683507, 1506338688, -1026470210, -1809651308, -1381328739, 641734974, 1493070942, 971417142, 1332648713, 416454307, 184383466"
values_92,20,"{-1920283766, 7002042, -1339966690, -1924113491, -1365587595, 1856098426, -1769016269, 1641063694, -408171799, 1410348896, 283893382, 984584917, -646105401, -350699225, 366875572, 105004576, 1940257644, 1678870916, 988420787, -628300204"
values_3,18,"{2110045677, 524583456, -144263610, 1640170621, -1333362429, -408529827, -796395331, 1140937218, 738114239, -1292361310, -1294728801, 1047559230, -1102158267, -208662558, -1585615244, -1462062200, -934926254, -70170102"
values_98,17,"{-1062815713, -1472603085, -280885137, 1311858823, 2097056373, 1656826397, 1493987086, 1780012830, -2009155102, -1260915722, 1724060423, 1524700801, 1255074091, -739943059, 1943060555, -925639875, 1858301342"
values_29,20,"{1769636804, -804862638, -1336649660, -352089366, 2082061411, -1181886630, -1976220100, 2068507239, 961747926, -836536271, 2082197698, -1571604993, 930991695, 411278372, 189368240, 1051760328, 150270038, -182175772, 1958674204, -848766898"
values_80,15,"{-1644679135, 1079989145, 993738013, -1591724281, 340187370, 753474923, -911130648, -881859251, -1278592894, -56873389, -983003001, 369395352, -869358517, -557896826, -1564735714"
values_73,30,"{-495254135, -352622908, -14137109, -2033285224, 971730397, 540888455, 801895345, -1784562429, 2119915370, 1250344311, -32228715, 1582618735, 90713212, -2065965651, -394977660, 112133364, 1607543685, 824829894, 1182367913, 1924667149, -438030563, -751202443, 1750742404, 827041177, -85393003, -102809344, -1003702706, 2022839324, 264758693, 1386358534"
