inputName,size,arr[size]
values_69,28,"{6507102245882573426, 21871403635855722, -6509886352288251634, -8253219806790170939, -6435926432560391593, 2995895339145437620, -5303217352446423027, 3823943424269039696, -167622623562666042, -3849198162145787984, -3892948337263600665, 325724060541590491, 2747374294478349742, -3609440622617587447, 957388715069878007, 7668721739042213925, 4936064337306930533, 1933651587275803158, -3264207386704215925, 6601176955438885805, -2295980659863876794, 255048316959537098, -4022387389988877585, -1370802728233844621, 3897106140359965779, -2784756265438673048, 7950543172299090178, -6189299528045119518"
values_1,24,"{8405571771997134747, -5911176748016622226, -8753127098937245588, -1828896359706606310, -9191091981985162915, -7272101404011829246, 7508801888938806248, -1878608338427007995, -8295914278961198894, 4396555321597448871, -2992364388830338959, -7664737449399463, 9190867363050679120, 8374505623009102884, 4089200798253796186, -4588471477259279942, -5554962636344936879, 3860604791043163348, -6710780864491102276, 5850558786803948343, -6590020971871952230, 3186707025672944976, 4443817650235341713, -8253256276574972664"
values_45,15,"{-2264268047339493199, -8912632928559463854, 2941506722845497897, -3258690143504823991, -2799186714352053635, 4433280161941817344, -5823550848267262240, 9117556813388424202, 8516206413762733501, -710310654094871560, -8072943283758286, -692957263311136399, -2482724187494758039, 2646609288694410149, -3822452441303417919"
values_33,7,"{3854008602623074380, 3681847723343785254, 8577104030362720610, -2104468342148817654, 6955850702483412560, 3831902178594113354, -4994663735164812832"
values_15,8,"{-2759513661578335209, 1229711286598411569, 8626310525146123884, -1707188097366601252, 6248049139076274770, 3618310239002649215, -8629241507613176613, -2972418401218483652"
values_93,7,"{1016172722373526447, 3584281926167830696, 4058519217947032965, 8633654334669477771, 1741418798834635122, 5337670679214267535, -48801357966422058"
values_24,5,"{8966199255133376472, 9095147283566002857, 5039418418745936409, -2802661520916661177, -2161411212697190752"
values_25,9,"{7565450615625496545, 6920533411097321177, 8002797720381409722, -4834893773654704912, 5760679371104379237, -6597218755753172142, -629540895240336529, -2172270105120839652, 611363047744480760"
values_26,5,"{-8374926903513489503, -4617418306695927096, -4495522623520078782, 5973066871048733727, 7670000328187913515"
values_48,2,"{6639195365021934815, -3794159321413410700"
values_71,24,"{-379234515665548340, -5320416747240197421, -6394471180296743632, 5160291247428711411, 1450765998620930889, 2498971860722121557, 8240500716265398187, 3983919889941443007, 1617297686480523117, 2120765701162325648, -2688905641074509925, -8792877977238170153, 8000197056296515698, 2530711403648773110, 707612152690332484, -6899552634355736950, 7364994003681183472, -814139083499994341, -266085097768729757, -4226095258270267642, 3885589319896141107, -8659374881056720488, 7831962257112420441, -8859232096844976103"
values_76,9,"{5889820306370515419, 3484215924308933429, 2713096899617966117, 3252429683853280056, 8778832123353251522, -7270302737005906302, 4312469041196173153, 9043594299874685109, -6905431332912880232"
values_7,2,"{9145717265487553181, 2986288286216530757"
values_50,17,"{7919583048715232826, 3277248370824635092, 5033393163885190905, 3110346514782410532, -4803931230625946848, 3947721664136332096, 6722113222816097701, -5717548057235790274, 6589808910479734230, -5512992113898857555, 5325538947844405665, -6245002501561972359, 4991283150312434000, 4363906206848090951, -3737995601255704111, -618993284030695168, 5342265082667488858"
values_22,15,"{-7998293367681956035, -2102667327605835831, -7268875080682950748, -8814611069644220851, -5342934957604884241, -4620958121959875833, 1021334435584526836, -7232584983036732748, 776543176604878339, 384938378849402671, -3352300510407515031, -8989572012226371347, -953103600488728606, 6157739085686615151, -6374309538771292694"
values_4,4,"{-639729950289512513, -522752783800567287, -177912123982469541, -8288388185637851472"
values_32,6,"{1635758173914861908, 6032957926289928480, 6257368236447324546, 3653524941890087890, -6357021578561556515, 5320833896065547943"
values_77,31,"{-1537526196194502407, -4147434083741879905, 7125326316711796387, -7907521412969692444, -1560588278173435164, -3730026466910645432, 6891378910838515624, 5791301641016635849, 527326350599748672, 7818562274964339176, 3047862206472947053, -6200060796784406176, -2894272644447947746, -3492199366413776487, 5771313101524294015, -2415372723945056972, -1901977149497478584, -7971216415163241725, -8886327074327464319, 8408379788386260177, -8484179037832273427, -8014974140683800672, 7606139703578060618, -1182504202735137733, 3776364745194703616, 7927397842699527501, -8499515491740834386, 3751293666006872435, 1701431105776485531, 9087022143653611893, -5472724589786779839"
values_91,23,"{7821397313006739128, -1161383721423604516, -8182872999578222120, 1775834493920828182, -4776946044680813087, 2770055191864297579, 886884977567969745, -9161320980968095, 8648467738947936403, 5608413772988681313, 3914735955835334746, -6887488518120629924, 6831059416903558000, 5736545115394258099, -4305662751588471668, -4369213182447395227, 3812900042947245891, -7631126777695392501, -3631745530630343906, 6347858891115789992, 2763841835130079577, 1398253610850192628, 7802618440718009181"
values_42,27,"{-7329473829731585507, -926321086629637848, 419076475026996391, -5073758557369717261, -2920738759874057551, -1391903586635775600, -8037938156454321934, 8094862735071242920, 4524413046741159199, -43559626034617492, -4060309416013261562, -2632969781374833528, -2327021145163311587, 3499929614324319490, 1614575989116633413, 8149628819987464990, -8749240024679029863, -7880628287722574605, -7825722651269505735, -2349933760384459240, -3802051939572843628, 1583041742780803153, -7921438441581909719, -8894998246749723461, 1301813844193666685, 5356749678636863159, 9183900360168681182"
values_13,30,"{-382727097997350999, 5186073865002005433, 437410298983674634, -6242241749802612524, -6446775565979045769, 3570912094261255700, -459913152361310578, 3643823865581549377, -5725171216452263189, 1092279885465779095, 1381288195960263119, 2688918576467804759, -3126934551704591220, 8917266873695823971, -2403084117424812156, -6348057352355799366, 4343861656703514861, -5748847402291973878, -7894527125111086286, 679259158981112668, 2498467005802404984, 7145491667843660349, -6112311506920636547, -1112145104587796611, 958885504525163894, 3701508099574293598, -9150795183229677432, -436228415747067071, -749149882060602789, -7684590549340252464"
values_41,10,"{-5162781716698505689, 1915150644908546352, 7725414314996761831, 3788494632847113195, -6499990551736737026, 7951496821321817351, 1948064743528294555, 1712624350104160201, -5562857314695492406, -1163373142215417461"
values_55,32,"{-8230665424674591288, -2459075862497723037, 3318374295978530568, -4267612204462407803, 5264271867588462085, -1336586087479685626, -127796262957342497, 8170926197773557069, 8623281167358015027, -1684587975384403928, 469670199455401800, 729867450683325927, -8427825062535464874, 2887562975463460719, 8828236506732448608, -1224451570820156593, 6758622301762734993, 1504378397777544490, -5276914331985054857, -8974927078372954156, -4759052765198202797, -6546803653198227909, 3582773296651489379, 471098825345350238, -817739802527013416, 7184122684121720603, 1726873649709529434, 2478510457537629302, -5727402400833800159, -4160414272394402921, 2284809391127786256, 7405322950106732142"
values_31,31,"{-2454894993595301807, -5337466760677986052, -580931907978143210, 2743762995540373945, 8207746509906467780, 8419803467159257153, 7620470706241859658, -5460910497263416410, 2599463727016279238, 556907558907241509, 7785621621917250621, -6143234975892047011, -6375259582974593663, -8642413999948294373, -4409329234188072105, 7873626919309949420, -6915898757659575009, 7206961653910591920, -637743243872679109, -5373545445287995634, -6727413346218076617, -4134206899934818661, 6518154614637790480, 4789444189498571031, 6461368381732417630, 188539476379271266, -5655503789418077787, 7941602392470585743, 8323379993627646663, -4734701611777438054, -3664896487954381961"
values_66,7,"{-142482087749222305, 6559882819848521307, -4472018645508007895, 3934505681697375433, -2045330042174276138, -7995283924959139312, 3983170875067193001"
values_65,9,"{8430922350500970445, -7079511867277127461, 7223109993890343847, 6028203781160323008, -7840052428963502471, 8752513275434805077, -2212195926598252306, -2824462891047838445, 2303729902510668669"
values_62,18,"{-5928098117510404776, 3907893829931066594, 7683371141304226610, 4231948403581230509, -2709688123590771270, -5549845806251869679, 1707660347466967484, 1531377495517404028, 6747006706599625423, 6584343758296559018, 1463895020610376113, 774020738232520391, 8667950657685499331, 2639044288668816216, 3437039855701413688, 662651194562416060, 934656967014314378, -5948266495880988207"
values_21,31,"{-2556072074597074764, -832022612823960906, -3672042146303365085, 5030059575990371955, 5434636391593982223, -8301968991373909822, 8182486842048502904, -3282634275197879131, -2377818567304926744, -5248428369722048241, 3154100956357577234, 6813447109234987840, -1364361141457249281, -5761360675751343416, 6148481430686438520, 454787196642903514, 5643144116969128474, -3001976966426107639, -4355869216698096307, -5304464755237328138, -8528824033260606458, -8533831185562799856, -1215491612877651921, 3259926160013495194, -8004021492733152283, -2861254541298675405, 5045878844286128411, 7991744725026586646, -884471380442268747, 9099351441523679135, 6971227003377296006"
values_95,8,"{-4122644133020207579, 7636596727899116650, -4341914653624418124, 7063908495488435127, 3980207058106610565, 4725470339978694943, 3342125812961817924, 1442424175517412759"
values_84,6,"{3647420220141223512, -7443490400938388457, -2314864973403986155, -8641230765817033508, -6827224305346314828, -65633666981571099"
values_58,20,"{-666137729043970157, 194914142325577333, -336257136773177270, -9002595393530959040, 3474530497882826734, 3026460834221566257, -8300590896873450690, -1046457286100595244, -1052961491861097140, -6848639622529538617, 2484211401275706657, 6414447982919879339, -3053342299241370666, 7032197776323080687, 4795711601345784826, -3013079524863024308, -2385619717539122262, 3080926221933092075, -1086926055887051856, -2199125158060241872"
values_64,13,"{3814909655390280760, 1978529409473847418, -1821554312696423090, 724868984347940785, -888783905469991104, 5732316139547577965, 5239604036930971439, 9164564532777863394, -3723717082885285666, 3891228374436633533, -2075267005983723712, -6734574710270875733, -519243057986040788"
values_83,3,"{-4177898674288369886, -7819682098779766742, -1409011272375435160"
values_94,19,"{183463286349200746, -6151830746855357249, -2704618962892911529, 6949495301579908858, 5929805615045439586, -620222349626299063, 7718157716224497866, 4135238689688944205, 1822369622301691262, -2146131924588499645, 4169278714677360875, 151113278806652017, -1150173001914935505, -8757285050343596690, -6965241129972583579, -8334766537225479451, -7689814515981407614, -7011122771536780991, 8889341393227266238"
values_0,30,"{8918389061513377390, -7450586973816933813, -7211218782303933414, -4524007555251075921, -4143741126609869367, 1322927956543357338, 3962218811741366537, 4842172529945791196, 2515886621278880679, -4776075279244942580, -3068371089618240389, 5535385887520805982, 2222702253805182319, -8848268687506691830, -2911565256516333443, -7569984795560685298, 1979276434734259392, 687307117766564164, -5859559996950502906, -7271746974239724872, -5169454469896814069, 3683990966519320448, -1313665602117839751, -426820502980241948, 3148479626028120481, -4253431242487198880, 8319380902865573654, 996007448048392594, 3851450637449191441, -6400229082151143784"
values_99,24,"{5037352958630767429, 1312778505964050302, -8290588079377509134, 5985144289294915419, 7891295943340171118, 31811851347301207, 107541652512600739, 2101342656675508010, -7118115597221391908, 3367072013122739512, 5827630795494779606, -1256431456972565939, 4177921158054250937, 1563583476883998742, 574087863221655240, -2576749885642350404, -6874279925585986945, -7191585560186748944, 4592513594000099036, -6613431832589626849, -6782703246108225269, 4783555251596132229, -6237159500795014989, -7247508166035621175"
values_96,32,"{-7530427809841802095, -7973907897801750563, 4561811188133662321, -4147067450746960972, 3506584378845984326, 3999460931654189006, -4759553722706377321, -1408761893906327890, 2136184323668325345, 3271452659723534656, 7138450291956701355, -4025571206522593209, 8508336575706492366, -431184729640114988, 7524387109311878817, -6586392882579971287, -8143788903632810397, 6964512059654438081, 162088082652430384, -1801583870792421379, 4502889854513920932, -1327709458292254481, -7441781272333488684, 533723754406322581, -2624043319042971190, 5461290062294578990, -3871813990258053865, 4868140191785579415, 8414339695081996560, -5181979002452077140, -6532568742977735697, 3396636932829977281"
values_67,19,"{6925944236956234088, -7734370419394659272, -22168189662056167, 8534051748796042649, -2766009574260804733, -5671165395888012906, -8697243017588926909, 2801492996824838909, -857284957490149867, 5768105835504008413, 3359485128498364804, 5557377771568193298, -3032753013343537990, -4048668840901353049, 8007667823898973950, -6590809517226643161, 962755038484671749, -3072618114695873579, -2649413976607460595"
values_61,6,"{-7438916065703430661, -8300692078038244914, -5218988973395707147, -1467409252865906728, -7913826064579081789, -6163575042251566234"
values_43,28,"{2189434368289495637, -4374000928635730042, 3425951732891649852, 8650814635548111746, 8147762144844589970, -8475694728245756672, 396376862130235601, 6421371092899287278, 2014264766557995090, 8791503276020819092, -3160280240972679921, -1038982012974017391, 4873123500849211439, -2241025135506791499, -1156469153477682584, -8021662667582232759, -4316932487119112164, -7230524758479828433, -7869831400285952704, -6300802113441881979, -5454203125206670932, -7875252041194610638, -8038721974472536523, -5384309137866392154, 6772752499525237171, -3303130573790396219, 7424889661785975712, -2859984244668617984"
values_2,20,"{3968241287736623325, -5090857215327956273, -6898356133925745630, 2603204572630210384, 1265279697559992547, -6451237265214417073, 8147813988457165813, -3284186200920601368, 4265820388516301602, 579546806370108592, 3712211796988076636, 6121673657963078644, -5727499159666333502, 9095129144615829877, -544776635933271206, -4025867298238936589, 3276096486565122767, 7144157235301636312, 5629614396039030134, -8248449513721720263"
values_54,6,"{-1728785636508878384, 3726405294344990656, 2122572100008367179, -2405289069680695297, 6012716650996576681, 4082151774812620731"
values_30,11,"{1867530184434686796, 1337804317115006243, -37801155424162964, 5912406391430536415, -4210956174331147681, -8149104462270181522, -3863458313948359583, -5659123160433532306, 4551921624232403340, 8289322989362693086, 2272082699552853512"
values_59,9,"{4760747175254005, -3495218191576632466, 2727118054469748614, 1080864383484713398, -1581909976258536849, -4683236745598445538, 946488155214800800, 3856520082440524334, 9092813279489092909"
values_85,23,"{-4874577294950981836, 2687664358111484680, 2515095006427569706, -592530963472227583, -3775075764896825778, 2032804213072605950, 4810009109239382114, 344059055610300845, 4174378753957765902, 7842056920804821610, 1855130602087332549, 134460916519173408, -677753081055602015, -1353914039949549365, 1604493583687839722, -4754644604258080018, 6566991567155437049, 2874541228818211862, -5684434372561561971, -1028268557554538943, -9066684845119160516, 8578543623493645576, 1731383870129298873"
values_74,28,"{-1239016209607115990, 7021246251938590447, 2851098891068646321, 1865657679556045167, -2928722686645885593, 5061650571361526860, 3377446986296540989, 5573036273711013991, -3774590017508870003, 5130461267962185646, 3042937399852328335, 7287514943400624952, 6820061991730156499, -6361127519172406660, 1370741026804213935, 3335245052000521075, 4611054496401416915, 327486853634763659, -7221714847800159788, -3007496253471625611, -7840240919370145052, -3067007291960428831, -8691459807209827954, 6677328473143168296, -3703477245369471636, -3128864357665003739, -8442991387971440872, -2018732691868523676"
values_90,7,"{1377934849453827119, -5028670665064131303, -8152680752826883850, 3498564428471924608, 2889876423930807916, 3549259983725208074, 859072638301796521"
values_18,4,"{8983528539074083688, 7034768021307422002, 3509047919148983379, -8519547511030345697"
values_52,26,"{7647562760199872596, -3356586537316480074, -5178500093844272155, -6758388283831044139, -7938341342102130807, -3032765267571998010, 4845269497829055250, -4435665169534701376, -3215399945313495713, -2740758111415346371, 2996744494594149748, -4972018318921630300, -8114124269992534765, 5984448323231252337, -3797090267887936991, 78309896618798541, -4912634919473031311, -391046050776116162, -4892678956197051780, 5662587754272523392, 2037417213735006831, -5611075579196326028, -7877477298548323071, 3550480498048399470, -4552949369204009731, 1576453201789380480"
values_44,9,"{-1337815879426107284, 901919589197763983, -5998163917182857794, -5178674317453842951, -3141993029175584866, 7910262396526319705, 7417646164842511333, 1510877220842125549, -5556103596418353984"
values_17,25,"{8213727149602903428, -2899208241476927460, -1219251049761112350, -2214716626944248760, 2861262102714958439, 7327119881074365016, 1404238820049212736, -4451595650928279829, 3291663906156130060, 4097501540264130705, 9180437783661717974, -7172902311474866592, -7763478242267973510, -7649151350533702495, 192871325259728206, 967724195043404547, 1203933937096051202, -2761706966575101724, -8592029087004818901, -4721673520671042083, -309965551657185755, 1542052627391380724, 8232606172208953183, 4447588831260540494, -5878586560728916267"
values_36,3,"{-4945829664706935643, -6613927355373784502, -8323598234185311953"
values_49,9,"{-475119378199844760, -8187117562674809941, 7882961735458856071, 1644949322019274242, 8341554877806714809, -6252344995610257374, -4448241561834624629, 2999498780597853895, -1862498479721475131"
values_86,29,"{-4538073221799539974, 2054788141583444478, 6087708189347590314, -2588080910407912700, -5787664812778122612, 3227442726220598863, -6694291291532895077, 578816806285126536, 5748282980110437700, -7137501121255629034, 8263644500741087191, -5244536487909239666, 8938563520824764569, 188329602072429477, -2358330536342692578, -5548305213051548632, -7873901838547620835, 7668722351471172335, 7046604887983975355, -7923159509470782695, 7479181585016594213, 6819006142721053284, 3781601830221464196, -4843194053455002746, -6713481822761334195, -6030580533193859897, -846345073765585206, -5062233040816431482, 2291265315796807211"
values_37,28,"{6090125990571320920, 7049263286913787615, -4763467118409738099, -2995772718354475275, -1474912278646298256, -232877127742179933, -6103604983024246978, -4924759823008235523, 6076827864706121386, 5678804298372467984, -5485974374543508181, -5011514633683898842, -6259216735901252683, 447531550764988582, 6228278650244075419, 1819729057934352158, 898032178030996073, 740506335288822841, -7758859294253727855, -8216981923378396110, 1112597225421660035, -6744132985261532153, -317496111231200674, -5559763078575501606, 3434268111352321382, -1363148165382339279, -5261027946443573833, -1486106423953979472"
values_56,25,"{8880230832913277458, -6205571078512313910, -462490815085353243, -7902040610101000980, 505118784837847297, 2311740944981490318, 2304452440394361526, 8696665475742079626, 8581456255698738706, 6345098976952982709, 1607641236831832039, 7941867402904896296, 8539032023456903080, 1985497125393418723, -293228704300096103, -1021051488084333055, 4207905681172257528, 6423211138817532381, -4496447231445801691, -2080978553734182587, -8151164314162546584, -7635482744761336895, -6179984563440426091, -4574273812412388286, -6754399007627221828"
values_63,21,"{2498167546420118604, -2259227577048633414, -7385785957914593863, -2711382894733463067, 1795669003471739738, 2487572673588946872, 8909742468189677600, -5327801586538412079, 2497617403764022363, -5363880802007309785, 6189749999183281673, 3823589099772100783, 7884113615238953526, 8792590701355937432, 4823456255724855470, -3367712306427340622, -6042304221632234453, 2491197145364554463, 1872363889283926001, -5504945205763558100, -510019686155735795"
values_35,21,"{2601155327182052965, -4834506251361226958, 2036992968989813614, 6344996025085272371, 2108789614471071751, 7732996513606147182, 1546243887480008317, 4547872350075283487, -5485021552835329907, 6932079455278105382, 7511355163581143833, 7952056489367221385, 7208791242202241539, 6084917875963831169, 2193330041511526368, 2760881811052846186, -7868204485311812758, -2242106314033881144, -9218074117128801211, 6263256581640788381, 686581345167311055"
values_97,19,"{8250147824421583225, 7098507713357640048, -8702009013624402159, -5398674861141664163, 1022941492827167214, 8493016054729333417, 570884435462841814, 5066384179200762112, 481396276873485895, -8876968015412682142, -2509042910776204694, 2146040108184865595, 9178133780558619204, 7452511009416777526, 1534944598477106093, 6198942299939183557, -6959560998189001467, 6975565212476369777, 4055537934340932824"
values_75,4,"{-2328997353358655271, 1157036396846123894, -8096459625181304165, 4617160095333347604"
values_57,12,"{2077218038394440361, 2167870931582226630, -4784410179308788513, -1075576518348355121, 2796349824946828013, -669426760156426201, -1319883202168921796, 5127706441487384235, -998601399620522540, -6461207133164857216, 6397394098507569554, 4044544170534587562"
values_88,15,"{-7836898286611697472, -7708484929179384209, -9113101666596919433, -2036434286921971670, -5391414479687562211, -7821531449809985441, -7360803778736922979, 861225391757592885, -3917196111732223094, 6703893533457384731, -930640718783573364, 5379230219592586788, 5623891725020921094, -8054676507352108205, -2375960095290347862"
values_10,10,"{-5873630360771163966, -1225220117291296465, -3246984030506210240, -8038974218917051867, -8201029001139589017, 2963958790833145707, 6321876619337248274, 906029683086251596, 6294441933373939897, 8485403873103439932"
values_53,30,"{-81624822536698294, -1532799807499888607, -5497498159925442978, 5981440148666802833, -3574763531525793413, 7197439955727246043, 8001761521202829642, -1521538288122161343, -2285363957671935032, -6120492052129906089, -2472339987349439969, -1086838616452294700, 4580266480659560786, 5030408274738766698, 4238235389020439509, 8106482818771327643, 5795921986900742630, -668279158460463757, 6096860694623955501, -7923080729587281601, 5987403712048194700, -2983780884370943866, -4874867880172077841, -1158696506856334490, 498949019353746956, 290778288225808752, 6659741540578108240, 4844667743602728380, -2699021044133749344, -7410895711208645903"
values_8,11,"{2508374019848224879, 7857823128269097770, 5459611331857324516, 4281217068710418026, -5372667454510869932, -1391986312267005520, -1112324660482016002, -3486212879873339712, 4420040905255444172, -5876201628035522812, 2330318861587083914"
values_39,31,"{-8508473352489791221, 4771013400548206164, -7420728297299236395, 5017366581556570391, 2823025269480160438, -5762283525929204060, -2777983054583192535, -5420673295257595389, 5344701583846375040, 1511669086831420348, 8259616538601870378, 4045249388644590477, -6740696083156664982, -1146295828922356427, 5312857484092774869, -1660235920979459340, 8969822730783517017, 2875948515981087233, 5958582980449998173, -7917776659893103149, 6029322076618915230, -1619807354142092260, 8174390086397228955, 4726089312969417260, -7220757826657430194, 1717903387159262286, -3406456015776316883, -435322645395923290, 4210040778942473002, -5280046264946446674, -3026473694044111652"
values_47,26,"{341565961891033653, 1228148647374006980, -6258740904150423978, -5872129172293112007, -1468358278795384824, 8743233373574002025, 2240092460683495086, 4823242460862610083, 204726080219380234, 3940314336521100172, -6981593229777366067, 4908058581605536317, 4497413421942411300, 7991564755417744068, -3832298628899852118, 4022964227997325884, -2339751471699010160, -2455769398092406449, 58289138119883898, -7555391173101145575, 3272953166160637213, 3892646752686491040, 1877740702728970817, 6442504487429551738, -8584561558551205762, 1532234108929873745"
values_60,3,"{4015100774102629925, -5455599227743890216, -6283681818327589059"
values_89,11,"{-5790462788746181545, 6129503755577007470, 7593896766593724643, 4749538846576438835, -1149786779596480444, 3281517897305019032, -5696726738043754500, -2603004256913318115, -5754010638422022972, -165353821714352233, -2537103262708911115"
values_51,25,"{3578605514140015139, 6660571619205074909, -8031731222669316857, 6197525334153789670, 8530562188651288050, -2013811361266056354, 5967836783419665059, 861440180109818081, -7457401513276864206, 5242012323668242082, 8473017893356221407, 5697667800457661792, -3680111543770323891, -8413218871734193347, -3442307660997741817, -24772450838262096, 89639959821012560, 5262762396520358627, -2284799374912809737, -1834593872089791056, -4891048822471156353, 6988667119994056910, 2890625373389153850, -765195793707735419, -6633750107302783067"
values_14,25,"{574431185418949065, 5588632667223901711, 625203712884079104, -5056731865127396528, 825088232920405647, 2670147007879040145, 8880633446788061310, 7993080751656311699, 4000421975681617157, 9182253232892662080, 1857302309363686287, 1339577026993120320, 677202745667865151, -4230710925775152673, -7697213370189794794, -3462494023250664074, 8365572582352147004, -8681310016844191661, 4533031441918849561, -8225201745735393663, -4987834957090316721, -3002895678127389919, 921548832764538401, 6257022902575825335, -3061433029047791558"
