inputName,size,arr[size]
values_87,20,"{-7893878972642175468, 4563997380315678658, -5511295459542474642, -8066435535723643042, -2481895066847238008, 4570752557232288222, 7053593152339349232, -4677448596058697718, 6972268947826344596, 8321942845632748417, -4709770990490589593, -7867573394278464951, -3737274511583718072, 734239742473830069, -5654498167149102890, -6701429477383420692, -7913031164948936038, 2572759670662892651, 7821840284887295393, -2384391548012123324"
values_6,11,"{558572344367662247, -3177997016182997816, 6249713866327703980, 175306761920856445, -2585871159493874668, -8138666056642684153, -2570961287632767930, -3200749402164092854, -3983692657446858193, -4399894080831520488, -3988299433907328507"
values_68,22,"{-106278793596852051, 8920814774936067340, -5172405201816872765, -138808189792429582, 6938746919300928048, 6702230584704661125, -1838404906922496291, -8617926602958525060, 1966291525221490036, 8130446406409176336, -6596527207187667771, 4530385007670945317, 4686273857659539422, 1477814992600312501, 8137147849807248877, -6864168266751610430, 265034783757929578, 6939609073173576353, 7921816039987937355, -1422454683935370414, 4418207161674088460, -5681700639006285441"
values_69,11,"{1818337908594865058, 2111686278379138215, -1442986316812621459, -2273531555586003733, -1720965232446717794, 7648641669057540954, 2683859377900905580, 3984343541215280760, 816295068876919315, -380711858130413354, -538226549902819100"
values_1,15,"{-8003191861846514984, -8230299144335846534, 3955594815269744072, -2951824360476839362, 5514496750160819231, 658589989369371027, -5367941586292022806, 6135587791928581527, -1862814027996929832, -6710202942140685949, -2080050492984383707, -2510747021307391066, 1903824386144461229, 4414996395614111608, -1912678309663535798"
values_45,27,"{-6371231274418600843, -8634134422053766186, 5437320182248844455, -285012894481186168, -4293934890745840928, 910892169579240757, 8317476291775022005, -879593963882404570, 6967240963760067422, 8932277787625347712, -4759907098749710379, -365366491858753920, 7999685441077182107, 1661450962447210908, -5294252772854509381, -8030580766734606680, -9220618975493319244, 1676053542166786221, 3911242773852644464, -1532996687841313855, -221834923691482350, 9084649556909101577, -8671873225721285020, -8767706179288366502, 5034434954134202119, -1271409454721170902, -4395465826266628494"
values_33,30,"{-303836713483740028, -8942524087204885680, -7259878159421113631, -3824610181649078339, 3765840812012564199, 4068257190271625088, 2179279909410084173, -2959980010804633088, 4184620164162567467, 5406724577404636092, -3585991763593897036, 2311465253363862300, -8970731246213983685, -3328288437610564158, -136181952484771296, -7976130990944661142, 5421524886881154049, -2821854629434455851, -3033243345477648363, 5687384276228685370, 3893963204611854790, -6384374691856357098, 1303183326916225402, 3238473248657992063, -8976266219201711640, 754349851308849162, 1995393321345484369, 7623410722161950880, -2843682207767353648, -6185376517568408774"
values_15,9,"{-4167376643631918996, 1125510714954143439, 4155653940958522562, -4901249479596680655, 7432267837138329680, 7744173639632417156, 8521276199666415341, -6821028736836948619, 4790581763875883022"
values_93,5,"{3708176446031389093, -6860262036221125119, 7299550795986909414, -8242434003330531668, -3988481372331687589"
values_24,28,"{-9013611364097839975, 5855914708761438287, -8756168382540734153, -953611861795731252, 5001756666553605847, -6239751056143011046, 1413098823016554663, 2293496999260474750, 7795903552456945916, -1576415899320079869, -5211017511528804797, 5680603889941053432, -2327486069687362541, 3044241246994317936, 3546350084577690793, 6812748088579969909, -1720666084878265738, -6996148812031592170, -8078168381798725513, -5899939289209311776, -3568714495206642367, 4152287184762196598, 5262349198291823894, -9184687757087732675, 3879662297049977059, -5306817277192456170, -632581673577126759, -4491220412728671877"
values_25,29,"{-3117119137030605951, -2359576580135936870, 6482644266311968803, 2654063111992387421, 2895237185229127290, 112717257987704335, -4305369125701285803, 5443977493539608611, 1544371151808893019, -7202123277087861361, -3229104034553590694, 7063928388564354362, 7448907848567267774, -1915753673143236945, 169529309413432305, -600083180256087057, -5155265041570831626, 9190649395081677128, 7505039173475966377, -1404029283679192555, 9125956668498400870, 7100631145717210161, -1163528589734607015, -8930758082104992423, 2288904444368448414, 3385838667966578531, 6349378540071846915, 8800714948670054387, -1983312778049560544"
values_26,29,"{7623666654225419865, -2624427727771317116, -1274847440170742200, -2307146387400504353, 8628377837836539349, -3169830910958892698, 1104769720059662752, 6813156728467731794, 488390229030907214, 6175504358385115326, 8015939704375521474, -3388706229323088528, 2988016698539665673, 4340163536635736771, -70861020432312295, -1960217449042685916, -6242156634984416636, 3444686070589706581, -8455725452939383253, -5509413440905048033, -6718857110585930891, 68403183691884765, -3801401878936540938, 4769279564497296223, 4627259750639482021, -7225428581475664431, -3042707469548619842, -81703961732148868, 5514022327174454530"
values_48,26,"{1653147171650932788, -7464282506310068969, -2055216824116006133, 448149357559050076, 8383083366828728139, -7776161270799022407, -1000053790407374141, 7952372064813743566, -4767943137564378860, 1074776266382604488, 7963487507733910084, -4801049246316157150, 5283115833149729149, -3656006257142819514, -2033457809674871881, -226615437159541688, 8038037589249000164, 7048127243936099368, -1766191902080978016, -5523729755602665189, -8064832937908142804, 7057337367364129265, 2445820028499480694, -7107599094504990749, 6648567758834060480, -4129903145080762834"
values_71,14,"{-9165820821297636692, 8333761277868715924, -2169710967876026865, -4854795693671560859, 554686437083250685, 5976586943839824612, 7046893272553776824, -2120732776528750985, 1914489871294038712, 3179287518892538804, 5629032070022631644, -6494397285858573189, -1751717779140079220, -3345566320378880246"
values_76,12,"{7794802165859989141, 6143857366573973149, -3676577834744510182, -3292431369377700556, 4828988014949892265, -5156148614998352639, 2517467934069089245, 8786970881240936743, -7731020705876176129, -1200803436891348323, -1402279883386785615, 6927001162630843255"
values_7,12,"{-7133032034739198390, -5186037736893173378, -4696006693660349462, 550316498221105113, -5209008952866812488, 6843229265989360967, 460942747312739578, 6627889331260674534, 7906920470978371485, -6556670912343001410, 2276678723755547572, -4520660575793919740"
values_50,17,"{5560608812749667046, -3413017625522389488, 4884249482994913108, -1860442807984798431, 87492338808526316, 3073935275976068700, -9127370438151997426, 8370152602072100605, 236193308326721183, 3166104336560619343, 6480331929705578273, 1887893180150487358, -4679933346661822952, -7140205981609197826, -3801000595431782760, 6846591483197156920, -2395766345946288867"
values_22,18,"{7174398223736420698, -4301681045138283258, 5611419487978662848, -8319785289745735341, -8915941573671623013, -4515330778781373752, -440667373579229409, 3929446326797318207, -9087021570996302797, -7335611135113475073, -5180516489320058516, -4861248611096877743, 4917924303188167067, -2578706179292489105, 3134732371940978578, -5584591132391946787, -8056774556350701333, 7858794296210577941"
values_4,22,"{-7971598107551828226, 2318892012824097728, 1032079975099516476, 2877715256330695839, -5092920731254378113, -4154455339076399140, 2114874977653728898, -6133568459269580030, -4577468560329346715, 8016881633721231661, 4374702730082346798, 2048335618015139521, 5957148249834873478, 8872388472654721341, -3859849297940554369, 7519329088547775707, 3595814787509155289, 4096849615648417187, 4441174890038197871, 1163836675162780344, -8315287366766910123, 7014542807062215518"
values_32,12,"{-2234493354227464207, 465518864248440123, -314402351355357372, -2463027055261397866, 4556614827743321158, -5726236792266432907, 3209526617399543477, 25294686009058570, -5856983730088001077, -1672699186648329675, -3778983539971124734, 4769714361663290574"
values_77,3,"{-8017507910529560584, -364655327524845940, 1983286743380690156"
values_91,13,"{-5652051128920330353, 1877158069086785436, 4341092161928936777, 8070354218069675272, 2406571864613590056, -7076639579448333922, -4820164803318252984, 5472410579109680165, 6946586046074149524, -7939878154459405637, -8672211916614792313, 4138633498387085460, -9173630399854653161"
values_42,3,"{-3010345251864181922, 4608835148861510796, -2320594342370794723"
values_13,29,"{-2403345696859745604, -4178792928015973264, 6152770273075805056, 2916189930384904845, -4731942183876954541, 2026736779849473849, 8944699620104122093, -2620045410532278087, -5420457234137735967, -441444908813077812, 5005118089279065140, 857208249670251347, 8242170659409384865, -5255428000723031319, -4250838239423754489, -7028575662114522644, 1893788111874074941, -424167472959279758, -5598816853068037641, -2312609766340304836, -4494715936049893561, -9056583040188243, 2235153093168345672, 15092807514995807, 6154269710907682207, 3147537547173878918, 773881367249620868, 5600752434753621449, 9124614338417193608"
values_41,7,"{5191826782830374055, 4534124513362449573, 6844652166295039950, -8290680509263378859, -7502732919234798460, -4738885227702692809, 7449191817546413524"
values_55,29,"{5373779473437480034, 4913331738292653068, 3481990046201954092, 6079170891763637680, 5348252586102926482, -4696446612800648076, -1789022907063127819, -3109388884742344326, 2580477979405716194, 7394985996921722890, -2831891041537825036, 2271977398753788251, -8828613223978969150, -4086001014578776863, 4749320361239687930, 2495042149573222365, 6746497465849849249, -5904099076267016598, 4768426505736366713, 5578133438778050002, -2371757847391898249, 1180449082043793109, 3063446551970430731, -5595080298947691839, 5058348362767755768, -6648560069632676776, 3821293005579257297, 1793384390151130708, -5364618113890926766"
values_31,4,"{3551598311801519640, 4195840163105494916, -7315039931287945375, -3899250093247449581"
values_66,9,"{-5784199851950818886, 3187004389704579311, -606941823085069760, 4632761597393720809, -3115093932508697509, -1887713253248996237, 1604019698276744349, -3091388643595066041, -7308840328599534844"
values_65,12,"{108336723525479300, -8031956082351819685, -2487233705918442241, 3721097267771554208, 6094358033068824683, 4317366265954731970, 3590617265770981466, -5154572868775990862, 8035539723861896110, 3251391193084785661, -3663468579934707844, -7918669719107325064"
values_62,27,"{-3319782477456904961, -8227803163373808106, -141378425468739181, -8584162624651334631, 9057474174638387154, -2081690672156695878, -7908527207927338333, -961982755279510542, -3660208259169866108, -4510783375856278215, 8103888284859530132, 2135261743584266827, 4992227983374476695, -5991919896330720937, 2473136170689643007, -5350278300021004863, 1485356404515845335, -7088448044822786460, 913347580316021977, -1145903033043487779, 5795067414190311991, -9125025493111563666, -5883699885363642360, 3447142702132107320, 1261565745158683008, -2083550608982705068, -7082996249317961107"
values_21,20,"{7865507538499787664, -4380373794757686784, -7548858798923381877, -8919385549404728301, 3112697530766156141, -2678508633463453924, -1039599150243785729, 4656169243459261829, 2051112281099775106, 6854876339434063706, 831797116827469983, 2218221388268237536, 6455695029031545128, -7402004385681291879, 8923025362266409434, 4452611491865605747, -8473266284537528725, 8843511202381693674, 3147717147586455115, 7339691228987194616"
values_95,23,"{5007751235574132172, -1105008107792578897, 21351974273216183, -7385159143755671394, 4005891463085330675, -7819365238709531786, 2152882978153386394, 8300535087220043114, 6644620102919726459, -1448476138133349649, 1940387352312192520, 7545115421496483246, -9125897978123247534, 2311284321899125188, 7818010654553592323, -8298964764398820922, -1475670828933106567, 230792274233430122, 7807537426739953408, -2414887189046195446, -1356371928541401189, -4140592412517219028, -3947094248862064283"
values_84,16,"{9129595207449640086, -6905447988516212972, 5382230174483555262, -5657985504720876671, -2564179109866036911, 5326670777982565046, -8379162128537716936, 2048644230575529568, -1078005946390189311, 3485180711703887285, 8469584258618912111, -2332047442341336881, 912644115709297909, -4299356676245295705, 3892993479721671520, -2848073139785903354"
values_58,29,"{1798470040885147943, 1260882619707156486, -427215082384812542, -3016054225981182805, 7432059392955156051, 5699505808867356127, 7153526508915141558, -2014737918005338071, 2618926907739497604, 1171531914998938657, 5623260042509657586, 6530740334114125937, 1747919714290357160, -2462488485385805573, -6748126146053671339, 7263098681627600596, 4596528055540482555, -8222971728007822152, -2340623650264931856, 5943830891423525076, -6967253452785375536, -6495600508662584144, 6518158071948447498, 1872150235495844451, -2891139881820453292, 178616814040933920, 1830444795215066914, -7302726492251134109, 3070476727982967513"
values_64,32,"{674752115101515969, -1830170806241656250, -3047585368901475246, -3657854440366081472, 3189498415194314026, -6845056991487266345, -2290247584258255558, 6421781768529068709, 2952792642481451041, 99745861754862426, 681281632898150348, -2476764030746101588, -8627268720071511509, 5761292244256184318, -4332348152982380191, 7877259301547879513, -540142504570196634, 5166156505788744833, -8829555005807332769, -5156122915999425595, -3010835593094543372, 5233553101149434851, 4593930159288826704, 7308718328262986567, 3786512104206476251, -814141236513692972, 1888700293923368937, -1451887569814438056, 6852945786859983775, -5800927718633661598, 4790517867624630607, -524986380157934126"
values_83,20,"{-5422651344129090300, 4759890727556223670, -3333609532186722822, 1160152087953827354, -3715045154265903679, -7838839152834638592, -8991430595947442581, -313763921412534449, 7217879029089900765, -5944701792860740693, 657838886861800290, -4600405789890655484, -3106133189372245827, -7424508088440605201, 7123986720714486413, 5939276756602131066, 282114151425271191, -3872871976415435926, 3838158903612754070, -4802635581359061216"
values_94,26,"{-976122490957657398, -4794408236199676406, 5325797857455707107, 5620857930155433204, 9072392022703618915, 3453691247182418338, 4144397571599175867, -3586075151654967271, -5707015071457622306, 6826427928372648650, -7512120469417622010, -7559607195645495304, -7354598114563868560, 8911397802143188120, -9210133364166023534, 3468116229191602031, -173106068888636953, -1244382857178641666, -8911211536397818301, 8957766714684732129, 3331575157092645019, -5253020363978650066, 5396117516647347029, 389536351713039441, 452414491221397471, -7494625992664800042"
values_0,24,"{1921105142461105297, -635186250156267216, 143800881308129958, 4278414673201254629, 5932963767505225623, -5953075218583036837, -682372051504309951, 7153638270771702734, 665407720511852378, -6986561138532334244, -8558352638587456691, 1121123140294444530, 450742672785570866, -10028245028006765, 4141205620245234402, 1641464038568101720, -4909824702362124627, 604249254434676087, -7917311926457279872, 7395363435441723550, 1099590088055372114, 3592829913792547231, -2485872072477235079, -6111106685766536435"
values_99,20,"{1765467637409328901, 5441316582167248808, -6129813177864428369, 8859859704545548397, -6548411768557669731, 8800748055556406217, -5110101243054208012, 1286973105883493990, -534895642086958457, 2797493627091932436, -7131074812548568489, 4696237178671037734, 1863164332245452252, -3859544009204562486, 4693606379159646184, 5179323970617576095, -332911910039581839, -4902071401865372904, -5813696868007503253, 3744080218983514457"
values_96,31,"{5982161359311924098, -4287177885924336849, 6408071309092031486, 4484646086023454433, -8523343514306036465, -9049141285295900963, 8025173524144189227, 425267833406642467, -7220104401200650025, -8097782166019830578, 2744964111811806635, -4139885822842018992, -7827853654779396495, -3213169599450937883, 8428256090400254706, 3606304651627661930, -8103078814697402557, -209614835225048423, 9164361275407560759, -7138952301324452970, -4677591959729449325, -4981996274077558919, -726706875339944419, 5153831440358835287, -5440108975275175091, 477376952584532177, 823139900042116881, 4653711663070252320, 6040788229550770885, 6657267423391374649, 1045175553803640868"
values_67,12,"{6663397468711622153, 7209875647015192082, 1638355869065925276, 2183185626731570217, -6517175021721175396, 352553408230277899, -6302871754282397247, 876042811819896112, 2694213028218167740, 4088018869415198286, -8985709710960423660, -9015023266573938824"
values_61,7,"{7006304352108817435, -828516006399953969, 4379155898428001213, -2204207222104979301, 7423951977819397936, -4290511408368716965, -524201909810911490"
values_43,20,"{-8432591544835540625, 2689516457326901104, -4511014498362816937, 8560924065781642156, -7610226580879155738, 2603639025471073236, 8661449554456958696, 3441846499714352392, -2335397695443865399, 3293832986306629696, 6071378474626321019, 5862667355404441501, -1920661877509020727, 604241788322795226, -7869240617682012644, -6522692812145644515, 327519357748212977, -3148300769816136170, -1497420837599090744, 4434627219227887328"
values_2,27,"{3002977691198471355, -6557462653025048060, 2759737003094568113, -5684477965689191768, -1719156628418507405, -3327590659908410353, -7603852375960698801, -4344739022634082683, -4293976656372208822, -4358123761186865254, -5439030969211112727, -4915587834195783901, -1850613866122063361, -8772453849837744830, -6174663567770490343, -4954066912641789919, 193638757259286553, -1120943005937511923, -6736657118427032519, -275365900867691874, -8625377763355620185, -6756510179682627770, -140106896579580629, 544419684751170724, 4486740169376508604, 3743393423727526832, 5828123524066021731"
values_54,23,"{548669224158229860, -2167154356493707840, -3927173414830472503, 6109606457789722437, 1801173483579471208, -2486672988104872711, 8381489842033801582, -1718129834496725744, 6038470771920812698, 1436773057602866301, -5778174581455501170, 3922444319090280652, -6677685408532968983, 4431520689924722163, 5652642556443185985, -5745069103052732703, 8596876301495378530, 1002854113653839528, -6193700367087759767, 299265609985682093, 2920517964677615663, 7078297669935265918, 7580429409843769764"
values_30,22,"{-4416010238802491792, 3549969959861326032, -5903415113529741199, -8745234789367754185, -3869619632154016335, -4869980630397759096, -6897872820626319871, -3937986544339811571, -8872613176500053420, 882312564039511378, -8961713605764232776, 8200123187027988401, -384418801472306324, 482768605970404243, -53981529045184653, -7391458018704346575, 4564587056040172471, 4929413236227601055, -8779250414136534660, -7653957699147855623, -2245050263742819441, 1867711960020576727"
values_59,22,"{-8730389427761616301, 8259282249982902270, 6178190716435282268, -3067506948158659277, 7382225705300256223, 1800019827271416156, -2875611036249366795, 3588735057695114620, 2847841174465040386, -6169248656184874876, 4121114749015303224, -3536499737671759493, -3242441265572846500, 7535025742357496954, -3302480810045478583, 1658209434485064021, 6694817277471627824, -5567118371333609449, -3040669047421976253, -6494967352525534718, -4749034249444223654, -3879804168071961469"
values_85,27,"{-7219593691119997094, 7262925329597334781, 2383099912486348429, -6524422049131276223, 6718905286548119965, 934075952577639186, -5680286286785269960, -598605603743839874, 7631604854548303502, 6196292250428822266, 8332628414060657641, 1095544876408056486, 4060733805705702362, -8986932905578888793, -9123956322016513714, -39945724005321004, -8699167255421850072, -8204763352219307249, -7432583842431530333, 5167531258207133633, 3125639860861867466, -4632501453105739247, -5093478170203807043, -9207515142303034766, -5560812230778715709, 472389311494918934, 9085712655276888530"
values_74,2,"{-5734161006636469726, 4622304441242411941"
values_90,4,"{-8185002414577532806, -2516092218594619472, -144217056658808857, 3546299403102774019"
values_18,13,"{-5402114744657525082, -2484167375108746527, 687006632669516172, -4836853816937846025, 2662433538344903331, -7418114945615661055, -5416038092023363956, 3179832277092836676, 9096670701121156308, -5584137251444349075, 1962619406778515913, 3662660759539054595, 860236464799388682"
values_52,15,"{7631390802363078059, -8740596246761634816, -4137464808113046391, 5397901107076887479, 7960395237006462950, -7368928352093174292, 3030496559986363181, 6038655398171705806, -6184449726437154992, -2866349096382789757, 6888464681078919941, 9077715753364702319, 2195801394005695252, -7218752881800161539, -590732714864320783"
values_44,27,"{-1719820015383485543, 7465496905614841050, 4052274753136225077, -256996348457511451, 4806053486479664795, -2447911351007658118, -215253488669138281, 457764851154859716, 7756109961275310454, -1349172968376340705, 2997034438694246788, -7133296829980068314, 3286267938693174780, -9070738341721462406, -2816063240033921057, -3064241871293223561, 8572383224959670538, 2724671786822637827, -2983799172799858422, 4615827187307667005, -1074591909757845495, -5316634237119898777, 2325689787217416764, 1909320149285719210, 3519791456616517932, 4239081179596068188, -2189441661703886398"
values_17,7,"{3516232852241356389, -462710989962858043, -7768041721321875312, -6621037213111884753, -5427130123904833401, -4331212934768950247, 6182148541930229325"
values_36,13,"{-1979424424763664220, 3551798105462560575, -1931443496530729663, -970352425855240367, 1411799467121979679, -4366873696351310721, -4773772899200862577, 1561625878255906176, -7221268856586497040, -3597985347506532421, -6289828382294515721, 2311811286854552397, 769675472271436545"
values_49,9,"{4729230735386586822, 5145426267596933337, 2463915866929082664, -7896373181310850185, 1325903423340604900, 1364608188352697234, 6351826428702430979, 1236675944744054209, -2635393277661724118"
values_86,32,"{4284661350692996939, -6281653807152641486, 5695112474701832663, -2494737895752517589, 9114928896195762752, -479897153936532819, -48908710415341236, -2239196337931406456, -3419592613641133112, 2286461901705467783, 6284373040649453071, 4569137011207630746, -4443399844401904230, -8407525613075893242, -8954618401112151879, 6336883067148840852, 1706867608798007063, -1699290889251587659, -5618634496978307494, -1792765196789808735, 1698112022090987209, 376303775961421129, 500776116388475768, 3289142747297688557, -8673192805860263076, -3898695382754464500, 2528640458773773229, 4489083254941740984, 9208030419014393160, 7653299120681085911, -848193833020855806, 4147109227997691055"
values_37,17,"{445908518838775097, 6230179236921638114, 4986070631065444250, 5800631027576066099, -4047566118481078646, -826857800167365849, 3616331651989050697, -7305938274248163089, -5466363253165053603, 1117380335712441365, -5301460015728348428, 150408587563881214, 2181500270233407472, -2722130518102877358, 523869236305469480, -8483436750132010972, -6607941499268732388"
values_56,6,"{382451518960105679, 5898833582825877138, -4200769872532030246, -4119550990441167694, -5213435793844893941, 5159771070078209027"
values_63,16,"{-3375802967260643939, 1124185415093623382, -2486885237521813598, -7985608162435676412, -3223651738711737537, -5668592251157528135, -4337172007548295978, -2231559441384530203, -4613124715541553093, 8426157356216819836, -6242457594189655701, 1366476154907107347, 3719932292805639943, -7149384672682046509, -209202580974029458, 5138886757696372203"
values_35,24,"{-1592849026993235849, -7150689891016909276, -8792965384956204384, -2754355824490972191, -4091284125257845841, -721593996614524816, 1121583097126087023, -7525364695812992018, -3998357031302087495, 6257973712281389294, -3138063334933918600, 3434656113697119837, 116270539719692357, -8637646380638128069, 3478957084386427636, 1258111091228888790, 2767489625753407899, -3967583472934508317, -1702635747166806308, -7293147788898106681, 3999492410213468423, 4562000595769509547, 5580943730127167174, -8349137181515287263"
values_97,7,"{2666654595687566762, -7761524986837166105, 957710229416216685, -8537051246892150426, -3504438845045178869, 2352901181539214009, 4354271580410971246"
values_75,27,"{8925042591922241044, 4213825881276888393, 8096436778131438979, 71506950295994425, 8394717590526772194, 1291023346525472735, -4233737779558381963, -4938461728961434375, 726180796437762342, 5955741359231240976, -7187939260505352398, 80875662985886887, 4250457672438559612, 7101143407777699873, -5753571339451607511, 5154283802941512812, 7969073207481510344, 2345223523890157741, 3603596449020105169, -4909577133801163206, 6895225603090123938, -622931586306269481, 7961773707394367447, -5878392259302350667, 5958103247799426498, 6674092233455957566, -1479514055919390738"
values_57,9,"{270155583977624749, -5760704427227047612, -8251285266366444734, -5422838444970568162, 3848488605995879372, 4607762171028861354, -4241675647781083829, -1996174962078799423, 110926181610735151"
values_88,32,"{-825237752861520868, -5294451371993770992, 8970835560850548515, 3999182008382071324, -4723629732700836911, 7385612824183166569, 658341906503502255, -6057935209606294683, -2767191810051294658, -6590567091578581246, -3755607364614836162, 5475661051876609884, -2648359467628407168, 7373286508254114795, 7530983227303853034, -5316923014146337701, -4007429568735989943, -406377864473116401, 7150109141295542488, 3778299924730958451, -439712821496914821, -7746992074412940890, -6991745998395976383, -6620138167352662341, 2522228426479967, 7756679025684534249, -1230055893086429318, 1832455622041049271, 1811086241845009834, -7104571544845805303, 413989355899193956, 5667921880055641698"
values_10,30,"{6179765043041293262, -8945845582622359263, -1981096430117671658, -8207405524839453399, 2721785232550893122, 7207533041550274765, 900468297815977257, 8959528705109770985, -8894685012453463758, 3973935570801804431, -6193540459250726589, -8576027361831086454, -7394507321368638931, -4648737857778258140, 682249704085115388, -2682756887311525826, -7111883990786247431, -7454583794102671438, 1597684824352363384, 1650885525491792852, 6719120988385918037, -4836830738687188703, 892912533088839163, 3805647557159035761, -7035738302661012088, -6257081539596076980, -7897924873325721860, 6200596872822744889, 8142336757779118699, -8787395141903634841"
values_53,31,"{210541684222510646, -5846409573925285706, 6721079706020386312, -7395456750249328433, 8208747475117851048, -603268491559385465, -8448961998293847908, 3271012998524375046, -5068394107278012640, -6483215505497677010, -4294922495098115671, 7281664252362125139, -1373831392534763002, -8821590893095239268, 1324425807516159550, -8205501716842040037, 5816471270616172133, -9045087725388014231, 8919422608410150002, 2834096603724935947, -1014226423979461801, -8583869200591862696, -4323838456667344458, -671966244039830585, -5928122529902514443, -4920697176869954084, -3951268414939741599, 5320471193546360036, 4100992262451425476, 3163550271216664153, -3663725146974369108"
values_8,4,"{7348131559765798388, -7879351956155298239, -7749095437715634995, -4608435113553854893"
values_39,2,"{4061669902822919118, 2761463125377155532"
values_47,27,"{-3711749292630050654, 7037956512385928627, -5671157460497026596, -5657985293851949793, 6811017045899178703, -2386777901358134138, -47367239438313019, -8216242390005929296, -9208652760352304014, -5224943700283169910, 84399245051053683, 7138269421096656549, -4381819298928044158, -9171782087728850382, 4321080431489970281, 7309379270689322797, 2408156194569404335, -8484945832446567547, -535642671266195046, -8575708019677266402, -7494215699952385743, 7721970683259494207, 1903174674432056964, -3579329679696367456, -3173004630799835764, 790025834694724509, -6755313855693177852"
values_60,8,"{6946555865598087420, 177063064201483776, 4655092694576102024, -1209647971750117251, -335898953377092679, 579603396344104231, 8308007940632951706, -3624084616342469456"
