inputName,size,arr[size]
values_15,11,"{-7074430012878104402, -6202036305370975816, 4245401418564728180, 6621741677560649254, -1184420185630690685, -7121120762228245128, 3664902325171184334, 5917083108185878593, 3798803643984403929, 3006846078567327861, -7032120924757264032"
values_93,32,"{-1541799352214856411, -7883607767170527926, -955799632725342498, -6906319998356383252, 8428217686753682361, 5755822995664753583, -5460253203826223886, 7389727652706972209, -8163834246122346345, 193505590251172524, 7236923741884044339, 1172610428068672447, 7719313668399908874, -2624419630987528500, -7837787668084748555, 3623505922517953322, 2649475155312513174, -1354494092884083303, 7388813894240729514, 7676207108800759675, -1452256804592724019, -1760548923098048431, -3665718491945610390, 1222720398897226764, -3794443004561372773, -1790367495819952031, -5220791368684269815, 1075345282760058724, -9204952373959323925, -7160116158309965556, 8708149418272658087, -4668626421081363763"
values_24,4,"{-5494899720467542851, -7943597413339701899, 256287987575045219, -7723839824611406266"
values_25,23,"{2550161094326348121, -3453474929013759967, -4311292758902980135, 1964152202801317316, -5756969921285515273, -3635793504928162206, 2019644710234640977, -1767680802441927572, 4266774127144507793, -1969136120810417777, -6891735543264208487, 145763961974255784, -8038681344467245328, -514861315730233364, -9018092319819066188, -7849202986023152313, 7252626395588535379, 1369511507714093064, 1209031971834053277, -8242874977539944359, -6890274572943688248, -8728368872933324076, -7104108900182464423"
values_26,20,"{6841716220619689518, 4988994375783495581, -5573219171738784267, 7420816018662340091, -4515529556289659509, 2679120795608935825, 5900319330478858415, 906376659617609757, 8849236970101288818, -5146864060851106493, -8804055614820177998, 8183113066787000715, 22124878355276362, -1126510255975587492, 2229438988731090372, 6869563283716151054, -8377793256660117636, 5842774625254237548, -5428110020445464187, 7106435734747661160"
values_48,22,"{-1516759571592425652, -4051458282787709772, 8693273545519810075, 1212972170431492143, -2919931269499142967, 773265779182117548, 6037553711643667847, -2337232765193303605, -4253725712187063276, 8833016761542407810, 8878167458498765923, 6164650096132632242, 7799865224265155072, 2156668073445840469, -1834107657776059587, 6220806952888754785, 2800805981119560455, 1236270836135531931, 7616190518149184647, 4654771896892077253, -3335817362630265195, 2625120024779236699"
values_71,17,"{-6951976873723466331, 2777148663686930299, 6032017118502427290, 1754814541150367459, 6452326305221658942, -3106608759467309651, 7125457584476746126, -8278347858951949381, 3619593653870380147, 4161055635233141341, -5568745601486728338, -7239766512753086387, -6187856443852681247, -810005089191223372, -7394113920373909890, -578976992097469459, -9111903245835472609"
values_76,3,"{-1745063141149367864, -7571254262662871481, -455020672816881309"
values_7,29,"{7005760309546785258, 2831678038165286747, -7396332316221065784, 6549255428858590682, 4798224850755871168, 3037308417993498284, 5026214779308277444, 5303470381830487803, -4030022618140642524, -7099040815541613844, -4724534433385533979, 814487252919127660, 4633858268405637282, 664748800830008897, -4163880796205046506, -1357749691543374427, -1055822278858513250, -5449493470342632769, -5854642263968451365, -6606829344771115512, -8263701824271109626, -8925446457522603948, 6655417725694680051, -3748424624344442673, 5739862588200280380, -9154275932274519428, 1574408115629663016, 2002612244535113777, 4175016659174204492"
values_50,31,"{7342170924995568324, 8480052041084026218, -3030562573488785773, -7700772980133087314, 4760131096791084091, -4888909472214318809, -2959489315861314605, 7787880151836579145, -4343718147798673481, -3248878499374228508, -7328252884093427877, 5743513312565648033, 6165255101456745340, 4635266815684609191, 7364232703500786236, 7549050896003440403, -7572301539900272359, 1704987024444921982, 9189615508684928984, 6999980526415708952, 6627263844495456083, -530772904694851272, 6037836142901593169, 4698141823354244988, 1913041560765017266, 3071630814818494863, -1974370366320490201, 9062353446465863853, 2567493542730302046, 4040643828251578012, -3745151115274067112"
values_22,20,"{7562956986940911930, -7583281041223106207, 4616602830330456381, 2284191711214667815, -1380730007025518104, 2321970172525997012, 3945201920363001741, 8833841095272322239, -4624111154787169326, 6876541235189884789, 1424497447102168525, 8468796628500200869, 5356541390555093947, -2364679288025209644, -1865111058773622504, -1571778256464330689, -5705830406622176224, -1088533864358429374, 5274793677954563391, 6180441512473639690"
values_4,28,"{-7903529400233865898, -3696249130172825852, -6550389173001997270, 4537440546224195690, 3498099451628058218, 7542756183425703274, 3059842693022533124, 5885705992548043401, -5720935113338904627, 3979973665910534463, -4726187812741158615, -1799550878555209967, 1621091358339009819, -5089781827233912371, 4069222092636788314, 3195546526884751776, 6791038209877047531, 8760468035988980288, 5046760413827303049, -1990212110051640796, -8264981155376044063, -1635080279818724900, -928962736757471831, 1202152162745889061, -2071148225273015820, -2800751341527025502, 7232372870456464595, -3756828236658962509"
values_32,22,"{968323260703308278, -3014256158873417968, 1189298325382879849, 2685078413334668665, -1384655703052206486, -8091424236221009979, 7667630322006056905, 531370561516351653, 4196383098417297177, -5839062452738523626, -9211545616518372348, -3854328169702436056, 2131380369441031118, -2736510570901343844, 3487677975040701224, -4192054374666944442, 1502232139971110461, 1702126341883628855, 2848267402735773345, -7372579373773332155, 7055999210851819522, -3427440822149686841"
values_77,15,"{-7088404327428482801, -5934114676497305200, 5623062234441958128, 7768398961753310956, 1510862030491847299, 7527629236844458595, -6963279828260160563, 5474749056119254791, -8325103141646032725, 3744901813760809596, 7787509973380789474, -7322476250807947011, -435483894973232280, 8210026050178022732, -2908785536132285398"
values_91,11,"{7062768819500982501, 522626708188096761, 315700419588040517, 7037470317723740265, -2807691415495404501, -4244117189181160878, -7819083979494098170, 2507875509915457840, -6664180085523197806, -414829307963376612, -1906596301152219377"
values_42,12,"{4363314109075792170, 5922200541178094733, 809030276908670742, 1363862010013192684, 1094741339505493657, 3945655135523533688, -1191439368411089939, 2784647310680380646, 1506581353827335289, 9178160760911255541, 9121860971203467001, 4012025276340962546"
values_13,18,"{3418131702336653418, -6952764089486869509, 3760817795759618433, 5583449165100362238, 5836396063035843358, 3702291148793860179, 6367872415812466161, -6189907667300726855, -5721700078238270783, -1588215105669429994, 5911675814884974377, 521877775532441711, -8119110879370872477, 4081757583522002697, 816684515437392006, -4592736732331358617, 7022031801695454615, -2937610461104824913"
values_41,30,"{-1070637348761872526, 568782117545326732, 5873145320422027011, -8108520218025784257, 1486916265311816784, 181042402737921174, 3983396682068475924, -4338033590070259856, 5373830077760075982, -1759555498307235087, -2160690694380591300, 4184718026307376731, 6797945023118967435, 1555946524321890025, -6425205833272695992, 2049434253662726456, -6365743248248099360, 7070538920704503764, -6373608120475711113, -7691915643262483338, -5602496119703822789, -8556652452954464686, 9015703191303773009, -9112607734422489650, 5061147312280725030, 2628061252425425859, 8675497065121408329, 6873203838909814025, -7768150243437202107, -6332375748471715202"
values_55,12,"{-7109737536504028264, 6438978197776273055, -4685323619824832813, -6028658064089800492, 7903127732192308123, -6583915833272550826, -6631708044948795821, -3166551000089237084, -6594379786291456323, -3963393936848887049, 1732865462208198515, -4248883930734291009"
values_31,32,"{-1311464468046280677, -5579257216338352415, 2085249733263061100, 1048230187645273117, 5508811898336424833, 495112432293161647, -5050473818658541396, -8931765840499324812, 6244897981521981784, 2629378181091101580, -4395920049832652304, -8343983281005233653, 8620289630969095905, -5728164468182738827, -2906285899690876592, 7904694871114996257, 7779138397984913800, 2189229630533711600, 2594276409107406372, 8441973732030441933, -11223667342533185, 6822046898528222233, 4237484337427181085, 2701629921808217514, -1986712141955412240, -6259672512998749147, -21232506221868246, 773733245122588408, 2199776974839710875, -7337097802910021733, -4423828560525676815, 6430067103796435529"
values_66,12,"{-7470007689592140760, -8599960117620375941, -1863068211410518508, 6056939506008915591, -8718150050197657653, 8312651985263809327, 7782153588566042498, -600169563435772516, 3238871234515028948, 7397403710866871449, 208540607646384123, 6492926204655444958"
values_65,18,"{1359931265275634395, -6135284715965037780, -2966855010068444413, 5982081574289007111, 5981048833417473503, -8378825026331278291, 4577053378224995034, -4374090988777042491, 7552536500531213545, 6158932306810955921, 6747130408566278784, 517037349843562111, -5660453634930720796, -6193597974203704317, -7787239137862379208, -2232514476070020427, 2768310016984795789, 7705281499944649629"
values_62,32,"{3286940223467299123, -377155494731752755, 8301644316865512855, 5312617572616925131, 6785261696821513666, 5405894619655899914, 6417635631640437895, -5914929788030201068, -6613028995995094538, 5754048772828627356, -80811005245437356, 5305034732642478991, 4976102097977145337, -9203239631328930931, 838143458773945482, 7868680589933754492, 7883585070791060386, 5695725816068685282, 6468050059351785068, -861352319502310799, 2407196497686151193, 4312781157832532617, -6474544483836608881, -4361893513187445188, 6549406462302472821, -3158215328471979488, 4385057807415478764, -767725042861082199, -8747021380456502459, 8466734872664007027, 3371684763687914225, 7865315984829468781"
values_21,27,"{-1739943743285881484, 9182951489318838054, 1020197042009634662, 5247636597929679005, -6297247495573222507, -6070032657360870243, -6119086592475379873, 7674129584204265472, 3549248259743007383, -7622553287948586353, -783189832424190190, -1178097837783535960, 2591045922813767794, 6997884309049913958, -1725379380661620453, -1893286802366685321, -2401888366586943976, 8992938166941776645, 7073787733630495570, -4921279200284755451, -6653809066169542517, 8069236278723323187, -442155117967682712, -2955454750507272176, 5036528898872490739, -3333317920472745437, -6629885156493904791"
values_95,10,"{-6695353689112985178, 5741062596600596512, 924263104542051274, -3752699393278429627, 7972463835556626866, -5256659813443580796, 2171377773491161930, -8062646552364846039, 4675047673659939719, 3302519097906876784"
values_84,29,"{-1902891852189567484, -38897217138328379, 324742260473040023, -4470843069373017131, 2412494543854409632, -5157734849327858802, 8920288878441821003, 3339215624743241793, -1552194336548946272, -6615241495448642509, -1367723377538977026, 2356456695056297968, -3886453820180474455, -4238036625031752914, 5225832943644385591, 2964304862209281078, 250839271795435932, -5717443964690674877, 4546676895310096060, 6585270545303155760, 4933330459580608307, -2324245719720160316, -1164549384370041883, 6799163828560299079, -2008867788299085584, 8351659440686804152, -2273640426330398909, 3860438012843823844, 2642652779095497715"
values_58,6,"{2717968525549444964, -6568616611549531249, 1110011208849841782, 7788838621200988602, 7767192395334763158, -3146514823664798366"
values_64,15,"{4945117027853769075, -3510096845014132673, -586379645857653966, -1011513196753714312, -5150876419889740989, 8517014201184440773, -5810876488866274735, 2003527761140246408, -4947141510047355900, 2217598089302254875, 3712082234165348500, 7271831996036939865, 4133159160611654761, 2524695372911733251, -4536321952764263076"
values_83,26,"{-6577921054588754886, -9189875894589410596, 795534607199555694, -8757573979626179381, -324050927582839358, 3659405361236667728, -6375956001276769735, -4483647397600971422, 7196591967853526481, 8865564432086719979, -2869651946506818939, -4470482839489304596, -6320111591413795298, 17355919763156864, 8153619901682201284, 4519601165268187157, 3841149864390051110, 7330322084798679646, -5704823226882945584, 147885969068520662, 2644556332310562248, -6847439971134171354, 4471230111867653461, -6097383458728899118, 4391250005771025291, 3177352290102261722"
values_94,21,"{-8304451164658283567, -6572762923009095625, 5459757531385179212, -6472336949531939125, -4899051491986497187, 5508360370327254794, 6290441175937885322, 6940969413782584798, 8932505497583831167, -6434514773143030957, -520259525920588433, -5229591415651442384, -2736583450155872781, 1731263966873333811, -142640110724316436, -8193513348563629497, -8768289185755190211, -4200164136975875607, -4743166120743881265, 3862388252797567856, 3500733090674399375"
values_0,13,"{47540079887352817, -1821968414743315462, -5771940325420276131, -8746149302846234871, 6556941379840730938, 5782928422829025843, 3953629334607294514, 173868154531450251, -2916302947944650525, -1944803824800205800, 5205735846129340022, 2283478104903059043, 5231626542868717610"
values_99,5,"{5383157494164658628, 623015537440292513, 6562281805528999730, -1997263236261926060, -5217476508796547841"
values_96,6,"{-4354602555878001691, -458277481888020129, 3435055851196309032, 3255802205852117813, -6489462283968339201, -6762035453447757076"
values_67,9,"{-5402625293694533066, -4794191218687005147, -1412882155099536984, -8428491124254158939, 1197216351535233120, -6763416207743734638, -8821901679530296469, -6154518096188763705, -5825709868833105637"
values_61,31,"{1153871270502113884, 9080651702560069815, -2989720060626236333, 5815196861530209413, -8776749872191674074, -5878044077791717306, 606268273122688167, 5592239343594919105, 2996105845921914924, -2713616701559992174, 2160706343563392224, -5230486169753594319, 5846419858912311423, -4743554286711942654, 2700612093283855968, 325067336001928971, -2905652203806344474, 1955759757962942093, 195086320283464087, 3462455638162428495, 2976674660467519566, 602846509340648814, -7994898158732633072, -6969451061301661327, -4414949260891441718, 2513902345400666934, -4167589292925832848, 3271186145779565002, 1868267759693839635, 6019224353872750421, 8029620778841314350"
values_43,11,"{3132513749019446577, -7310099228311136852, -8260815622174376840, 7417271517592410794, 8460424779344102174, -2475648683513201340, 2979771651485126990, -8411829552156734395, 7956725013602181433, 5699656490033368719, -1136596280256009104"
values_2,22,"{-8727410473864885559, 5618846972404736645, -7848585643276799470, -4771365103594974470, -6822404367636865107, -2444872891543964751, 776564749520233963, 2198616704768253914, 2514382822436532349, -1418877985401310196, -2489382273710165208, 981936153715237253, -2338811360258134032, 3694027925920042869, -3151709767916390060, 7830188883437170071, 2379522833206394656, 4886350383147607211, -496825244936926342, 1714163267780447976, -750600141008909243, -6821038459812495376"
values_54,18,"{7500527370693297194, 7735360072252753570, -429637501508675743, -4301930365148900293, -1640144725462786027, 136610873163311156, -7326451804236769664, 6281725853662229720, 8184929784863351804, -7072305122095456217, 1957640709035624386, -8849881439671184738, -9021778183341016533, -9149141958672546869, 2164308330942453076, -4261176028811509040, -9217134454154543392, 8408124113071836881"
values_30,27,"{-7675198452131500812, -6467128564809760732, -4342826253066389751, -4170396149157036402, -2836912952241448942, 8106939995198216786, -5185956184655450745, 4312134082055144485, 3080645183401416281, 6357267828718291828, 9165384948024591386, -6881399930346896844, 6497329114644191197, 3006545468864989263, -5685859087969509782, 7980484512029103609, -2709499096028640821, 6032305530844926802, 6266003501217135466, 5319290184551166514, 7064301267401356012, -5769635991812421030, 4001392355960143802, -1492926021295865134, 1802832672164308469, -4670971170986497912, -1204799619197486099"
values_59,26,"{6417835009532450749, -9102511631764539554, 8013108826996169155, 4520952122924842269, -5151883575417838010, -6669903865072049453, -913734848909414013, 3939258730732797417, -2587062552235598219, -6326092423625193933, 6506546166971653901, -3694839222669744817, -680941116750467386, 565722699413942132, 6293371004151404348, 3868404186958209214, -6097959723743068260, 7246835706526048586, -259125559666363754, -4030265609987723937, 3089800529997641916, 8558038033977194853, 2535536046815604089, 1103536263010877115, -4104434937172112708, 6187467900123992068"
values_85,29,"{-4295135027939337653, -4190427504154633641, -729496848795828302, -8464233111374685023, -4455849708645619421, 3031307556050075924, 2818317012953176722, 2425616607718935044, -4841121960415364347, -6553788737889046139, 4484518715042067611, -3880408663200305293, -7759504027998835814, 6164225061620367369, 61032511804062573, -6283918990232701969, 3903040160035275196, -5869538658340247925, 919962467367941562, -5076050889020029434, 537278777624003317, 8665017094479858853, -7326616671970686919, -8991847339136340531, -7240842678714611889, -7163121791680837733, -2503671768710913339, -3813146778711089598, 6876864536978746546"
values_74,25,"{-1681640341776127330, 3270126394349562187, -3771035984317700418, 4678125398708070092, -7606018261457718993, -5898750350363921505, 3915266220397191632, 7707894846079158653, 4154568631826411639, -6921628835150681947, -3174332296644871949, -2735928363456825817, -6289005691348853168, 4801728508651651201, 546505428569422629, -7784384128241289550, -5229473390970918893, 466554813598712730, -7515117670641703726, 180504207812685335, -3640952722711140502, -2925896611808676493, -7606996458581104216, -3629109629858234044, -1302621017044007374"
values_90,21,"{2891032011234789429, 2931850009178048083, 1457492361069211082, -8336726176507914847, 9141336301911985397, 3450553721891016943, 8303971270615821553, -1440376027230853290, 2012738017299229801, -8790614345678445489, -3523334354400041539, -1295632274593494014, -396966061179292222, 1474502744162550135, 7465461442801647617, -2709292892404583777, 3486435921609173914, -18956169358236340, 7464851222687827922, -499280468377013580, 5178367932217599959"
values_18,3,"{-3295161030494749081, 7473330487581915718, -5831506299506426762"
values_52,12,"{6862374207283418986, 590780352282179461, -465493072542827892, -6365718555764808856, 1655091718319806861, -6001303845375873761, -6496809243691629218, -5414212475681211244, -6546184409797013661, -6039650618741132045, 3192869735661039674, 3893938559603361416"
values_44,7,"{974579069261077617, 6784955424640645740, 1319566381686054778, -2340501205021704056, -7401446738461803751, -5329286060718304845, -2230573883558359437"
values_17,22,"{-891666912855197682, -5416357892744039344, 2424531585754095087, 57033198552061510, -3643243873826629914, -639697338155730945, -3509427303068488080, -2552043966899967787, 226189438312845265, 4648011758150920988, 7603693315189210198, -3123483746319457671, -7352321996783029357, -869168784657454488, 5132718580774168631, -9155242855927478821, 7047464241718325896, -1170640035266643067, 2663982502445964413, 8335661710898604319, 2595896697433156090, 75056985388578487"
values_36,17,"{2757174170849524112, -6837860107825243698, 2156566670011242434, -5713935789969187563, -8433539527782295361, 2976328609217951155, 9132173370801504684, 7572573306851555556, -8062515102761597028, 1771360020643690905, 7159388922629516346, 4435956736367671208, -2948914731733741382, -1130589640056071421, -748100838873778394, 904891369656095947, -1197402074691254133"
values_49,23,"{-3583686603084158857, 2925418482727587635, -3265891531463743693, -3078896116707247057, -439050144339349298, 7595483698549948116, 4142020235490807776, -7183006585569664776, -8996627669243395365, 6792429540383877280, -5132720828426736452, -4945775865923128849, 7856141434959691366, 1675220295640574241, 286393808829854239, 5063992424050852932, 322233930993837021, -8582467998123656159, 3919894228500328134, 7194853524784860061, -6095345652327121765, 8462107484124679530, 777829777405388659"
values_86,32,"{-7329863551376506141, 5019066521830580736, 3976322800039910434, 3463597943930191697, -4671718714887319222, -3589157174998066712, 4187933215564636701, -5350875498374373969, -6373549483001408789, -5053795691249403059, -3330247655356511746, 7372407250512919861, 2423891405428716930, 6204497213683329407, -5584745273374906951, -7299546395900412470, -1890138152013764625, -8869437422400418030, 9189369531483686388, -6712434387545680990, 4437938025506741048, -878825827421345633, 5298191989878834776, -5642451608233799003, 747659537154951985, -1502964596405343427, -8976308796365818200, 8836095359627409512, 7118220087954934927, -8494388696086623755, 7314214848514567404, -3062949997335378256"
values_37,23,"{3224040979762685526, -6723812439353680440, -2608249909277487806, 8080968190188302272, 8453886146334526999, 8660514234112852803, -9171235727997045725, -7865950845435725549, 6270849720661647540, 3366531307857518784, 17107531310393893, -504456088261098167, -2363914031660924579, 158137360456638775, -6343570579693037690, 6838339219646422144, -4375648450556783472, -834786052017745641, 1197098852087459006, -6990032871275973115, -385410856479409877, -1651451209212247944, 8270493131292189781"
values_56,10,"{-3994996274451194560, -7559266927398190764, 7944145691917361054, 316390745707543014, -347739350907136996, -9067043866166821736, 6647808336420091612, -4013112481694988355, 803464717552053496, 9044281660569691472"
values_63,2,"{6913978422955396054, 6393411414971339842"
values_35,28,"{4024357704595391470, 4093625310842270243, 842385966030012423, 6345994386379790429, -6306450926703420233, -4036302573355788991, -1532099045056499469, 8596553618264277692, 7223962008722968877, 7809004641672736691, -4504195332998134108, -1449807996538563214, 9060725980504676084, 2413030576811770044, 2050000252028179373, -981141176815856435, -4043593928787490416, -7418344430603615802, 6024088979254874743, 1630198155885734323, 2156955040683652796, 2758038804808352924, 6118911291826420054, 5295826696658530155, 848074966365683237, -8499999979820547377, -461640137601690160, -4639523454458764485"
values_97,2,"{5315153455586447878, 7132704728827835943"
values_75,22,"{2180434866266060192, 800314071988316541, -6289716111417105793, 1999536351145099877, 697682798971472153, 3390514688810269018, 7798299133633551281, -1872268232474611043, -8839557456399561258, 3014605681105942574, -6796943531167281924, -2314022375812651452, -5985475679534629444, -2211456505881260681, 6884099001543756664, 2509677615966414794, -7213059841822925484, -851213297306841952, -8320254627750485625, -6243184438603240957, 8207328778183461481, 7699579135261487509"
values_57,25,"{-1262039692339623921, -3377026636045464695, 945939518012160698, -4327167270517252561, 1707064647728304001, -1066532456997253271, 4970069176611683928, -7610008682110813965, -3031221691054752446, -9102776102207426815, -800095361975518236, -1196382527570780672, 4343195574865071666, -1601026870094509171, 4747574409092183323, -2539066944087960149, 1878218880274775879, -3684843709182903260, -7794371400252165292, 7334139759821523225, -1416239993386045504, 4534761277648738341, -609867333552992183, -1585341732351684535, -7083155196021542095"
values_88,32,"{7199924741910790556, -5345849053803344553, -1491687831754528947, 6991990246757806202, -4493876035993171747, 3895822530781424061, 9153325173323152514, 6273682666579907571, -7762839143743948073, 4718912592505395165, -3693161089824924590, 5842136707203595707, 3416715734792576716, 436768715736785935, -5843302487922955060, 210772491808007995, 8495611520764832289, -1209796846169188085, -5449132927949118848, -5282182372256767480, 3068318242844435078, -8479025174060955164, -829027577370333666, 5461028538882868473, 6824488079933522871, 2575648602506437021, -6650583522521183405, 2538383405616859541, 1861193698434198093, 4781613556684315118, -2561662927428938603, 4755234628939796739"
values_10,28,"{-3162849222067327633, 4235868307131543996, -8883980903026319463, 4591984758631958033, -567917387598374580, -1204163066630477988, -5061713178248298542, -8723422035554683890, -3555066278480684613, -3847019725559267502, 3538369275128882361, 25088919810507875, -8586655401342021186, -3534343219275409242, -5054659939204907072, -2201782020159774499, 8490442999234317090, 4375710723538073263, -8213390896034630546, 3408539565027628757, -7382428950904081606, -1263708674955177871, -2967821441865633634, 7865736054222188602, 3418509669218250161, 3688400009710326369, 1694185275825332130, 306561359736796451"
values_53,29,"{-6718799456246305655, 5431893704360874565, 5932525031499856091, -2400072125853158204, 1591430090778717750, 2495100198550341511, 5151849916961804299, -5073998236703934284, -6809875805526139075, -768801694299828890, 1052701809905607740, 2383751665225750785, 5418508405113256149, -6340257991342905575, 8255190237072251920, 980954040540222854, 6633374139056941916, 2283486698366129234, -7308659051569317338, 4151926574606266488, 5251262805930643619, 7088094484431449862, 822255757212466034, -1489296941612829486, -2080315470280486507, 2405907308292614985, -9185190519637503571, -4409809272100967570, -4198993158094350487"
values_8,27,"{-8766750139720603044, 8986365929043437377, 5246884647960759946, -4589280614570474435, 8336288909944436997, 7303616777296054463, -4711114411460245936, 7262527325102321906, -3583260468133132501, 5846704013025809839, -4654432547570183118, 1950363558828461331, 1081304286230333863, 2790377464079552245, 7078719820778557918, 5646657982422207256, 4544141792075358231, 2772657062310796848, 3445900469283961785, 6039660936974918571, 7456462935439571784, 3945126717418833033, -1172928469456971820, 4566591155844219068, -2815506458113561909, 829366832440236954, 4735901751509120578"
values_39,21,"{-8052400317356709024, 5311722954661278571, -2117717229771793000, -8121121156215474822, 953269175196883630, -5727857703700703175, 6286329846703677628, 7805414489314417044, -3215041615118400128, 348923326846706838, -446857831051440347, 6392278877817997738, -3989456638451617267, -7955059568288904732, 5793013955791438150, 4724005010064681757, -7524710867869218206, 5104721508758433511, -8016689903717736763, -6099090724261479635, -4541457641433951309"
values_47,10,"{4938351112664185193, 7741364479790447038, -4075886702045589895, -2180700765429873608, -8121117774982249943, 1715243442040937625, -2324171139075426749, -8441958241073520235, 2762974204175847967, 5116446966612370121"
values_60,18,"{2525177514258523708, 3656209507827820896, 5344275202710828717, -4502467288586649593, 5095158907245733544, 4768236327911961177, -8759335508899163680, -7617456594322241020, -1281836909905498127, 8429594181507297376, -4566272418098214261, -4773056627948811985, 6571123030958655696, -469175887214849084, -7732201150878262566, -6589612566702823746, -2175400690622094425, -8033958273964191477"
values_89,11,"{3841980284839433290, 5136315878477339241, 4514070657736703768, -1827328031961083956, 9209419353050673563, -1845411655993549162, 8799641872416422564, -5066887733608820077, -7074164045813541113, 2996794702647913544, -6283156714295403804"
