inputName,size,a[size][size],b[size][size]
values_79,10,"[[1116370509, 63232166, -1752981747, -1523973493, 2094868206, -1382024957, 2109187846, 561660025, 25281581, -1102535736],[902771853, -1204149289, 785129072, 1729301509, 170179921, 1334704557, -1368187083, -1440888909, -2037750910, 1087041267],[-1434310089, 17941806, 1095024425, 434418396, 41547186, -1909001370, -1736062300, -1883673550, 146784761, 2073140518],[569038316, -952884312, 273214489, -1939765195, 440042569, -353217938, -902758229, -557252445, 315889125, 981497455],[169958814, -2074002931, 380189761, 1495241080, 1235456108, -87321512, 2118783995, 422770497, -994311216, 1388696560],[1396604989, -1456964244, 703088605, 568482488, 190595428, -915423875, 1711269609, 1227017437, 1387211461, -267751833],[-1980913125, -1239366302, -2036427486, 741384059, 1358123182, -36587673, 1972700756, 1053981999, 1033247418, -1292162928],[896904313, -186291091, 763306218, -1304545880, 1293303483, -654914532, -1579226924, 1888533198, -2115962584, -646399018],[512202291, 1545957487, -863478096, -2021091944, 562148554, 2007951254, 959810074, 711848965, -90301344, 921615649],[-1100293394, -1861313226, 742438873, -2086899128, 399098756, -2092642920, 71042583, 790672620, 62308096, -12568157]]","[[1505593711, 283111134, -1826445601, 779538765, -1230864198, 17310417, 368014562, 184224500, 1454178907, 2096560997],[1821383435, 285362929, 60103288, 1691244786, 1905335805, 1401858650, -722293884, 1684448363, -1686266536, 353082891],[521428854, -110684370, 62732474, -1685961270, -1612286108, -618948212, 7442145, 1513659612, -1695268192, 697563630],[155052270, 183925956, 1245677058, -376150897, -1707253720, -1241884318, -1839279772, -1640581699, -111276724, 1766111229],[1711645399, -535105470, -1023357289, 108785212, -1028334536, -1746825284, 618278608, 1165970134, -993760167, -1729884239],[-1386704633, -1390464562, -1585485813, -653588128, 1074984250, 1555285521, -646904370, 1742237755, -470891354, -1683856932],[-1239674692, -891864996, -14044189, 817588756, -731715212, 2021462152, -1501307660, -1606188151, -1458673017, -694557945],[-1543799464, -1032650882, -1226090728, -1677751211, -1859346301, 1496116565, 1212877330, -522377385, -484448148, 1191471033],[-1514409627, -1508628224, 934773897, -814951208, 264981193, -833039351, -1318339981, 1424317850, 1768998448, 1450841940],[220217740, 511619035, 1543293136, 1946616139, 1153789341, 972423984, -692323565, 242927847, 545493444, 452124790]]"
values_78,6,"[[-1426459767, 1128871920, -1804705162, 691769985, 1814763391, 76192938],[1823722031, 940356127, -13530521, -993320771, 2034560472, 751232492],[-941141984, 1558817104, 581729283, -1107867048, -1661269896, 2072932054],[1025775358, -907744406, 1018831396, 1344076391, 464607416, -882436561],[-1496507598, 196225787, 2080089047, -102894163, -440576276, -50513723],[-1013543834, 1005723605, 176168185, -950246912, -443368789, -982084887]]","[[-1990385419, -342204909, -1648035425, -1957515480, 1659581588, -1417053847],[2108083466, 1123754866, -658099720, -735391631, -525717877, -397496827],[724004591, 1504061419, 2012130529, -966460096, 1056007405, 1964155969],[-2063829317, -1594945057, -462031561, 65658196, 282895532, -763873046],[2050520677, 164333472, -139537347, -713713750, 964306345, 1798891059],[-1950438979, -1371429811, 787682937, -1734338031, 378263664, -1439325299]]"
values_87,2,"[[1571669714, 471727054],[-1639896582, -1895960986]]","[[-1507769929, 1502965416],[399916828, -517215346]]"
values_6,3,"[[-2064798770, -910761591, -1836861811],[-257882806, -593123836, 1066365500],[1587111079, 459412420, 420162405]]","[[2017846865, 1412686763, -2051055143],[-519009511, -248049034, -1136173297],[1039896050, -11601017, 1042179560]]"
values_68,4,"[[1912769451, 1559965593, 1867102687, 406720746],[414866191, 73413306, 1244812740, 1919147786],[-399743205, 1311887781, 1923218338, -1426524944],[-1762381574, 425393895, -634814062, -1830321592]]","[[-632864921, 1828884210, -1841946992, -1533544919],[497404303, 1034120695, 558409902, 115252387],[264398823, -1942527172, -656474162, 2043231217],[-17650865, -1834525110, 1458560871, 377733937]]"
values_69,6,"[[122023242, 1955660638, 1264805569, -552260546, 1656237768, 1965375800],[-2013412663, -1075395219, 720188685, 89448147, -1997855496, 20143645],[-650925317, -874364777, -1827648075, -1914914143, -586109340, -1336701012],[270722813, -1839128730, -1219417251, 958319076, -1727512656, -444711700],[151583585, 337286359, -2145471264, 2119606331, -1948569971, -443744786],[1849482542, -555853671, -1770498601, 947082087, 234979573, 393707649]]","[[1215907446, 586996400, -350121928, 525857274, 354890142, 321140259],[246474756, -1983226691, -2145793829, -1433521750, -1773821796, 307223003],[-1375795341, -35502527, -1392895574, -263413941, -1625849651, 271567758],[974354141, -1124183513, -633195614, 710077177, -174598512, 294222029],[1271216425, 968937075, -932722481, 892053038, -741027182, 1688620881],[1926432266, -2008561018, 1110893764, 136611517, -1806878150, 310385619]]"
values_1,2,"[[-731802740, -773089805],[-1203991769, 1705819623]]","[[234676387, 820183032],[2077760217, 873402520]]"
values_45,6,"[[1119919351, -161754718, 188262678, 1178561852, 1905357418, 5989239],[-990633813, -1528173183, 1550559253, -85055364, -1494370384, -1099693536],[-545295380, -176544638, -651859317, -512817070, -131192287, -1887403433],[-1667998180, 1547158143, 2057936031, -1939810442, 36792303, -1312528664],[-66754077, 640498836, 432844941, -1029443014, -1073930224, 1809397920],[604410844, 908605364, 1628645435, 131442693, 1999273057, 957001699]]","[[-883847771, 973253504, -1954476694, 1815859251, 536587465, 268999606],[-1431250584, -1322395869, -696326580, 375542306, -1611413606, 1058588592],[2105099403, -271793672, -1971323537, -501863436, 1563468010, 2073557310],[-1953473076, -1750095758, -62035016, -47578974, 910541333, 1752416918],[1140915261, -1828662270, -63508485, -99526819, 27788838, 23763694],[509023285, 89829803, 1212251111, -1092565987, 1615563829, 47043956]]"
values_33,11,"[[-1098535370, -1085457213, -1364109445, -2118868725, -467449944, 1224681780, -2107119799, 1342968681, 59623010, 251943833, 1522166513],[-1774987150, -74599234, 753845837, 647577037, -1381652033, -287941282, 266578319, -1393208466, -1031482784, 1154973189, 1019510779],[496764501, 1225551882, 536250569, 44059621, -504225489, -562274975, -1852889010, -1138424252, -1633849946, 850673523, 1896459184],[22560534, 748718921, -2075240600, 150467763, -2107196552, 878042029, 785541299, -897979469, 92551918, -2006544062, -1781723537],[-269794719, 224693907, 1473474478, 1391975680, -1798643758, 1543479527, -450607679, 1470764699, -1130735842, 757865253, 1708858198],[-1719934481, -1058548652, 1730187855, 1619819988, 310649844, 940528811, 988202266, -26523361, 1002140794, -468909061, -1441609293],[-392657559, 71466663, 564050658, -696184542, 1671680689, 2039452913, 1346840970, -1734069734, 1290224378, 147180125, -171935498],[-665729917, 1409420077, -912982808, 1093927924, -139891731, -691414061, 1752034258, 391280695, -1133005287, 951724483, -679205160],[-245820178, -1410618261, 2070607508, -1267482542, -372749901, -1658714384, 1950932774, 482280167, 188672236, -1751244855, -1215460628],[-859992037, 904825687, -89560613, -1089863836, -438131646, -147237518, -642599233, 772895694, 258924731, -954499356, -1728145780],[480502894, 1268882642, 979157331, -1241917703, 330009257, -1455200238, 34273515, 1684674005, 391967378, 129364292, -2107583281]]","[[1968578679, -1562601937, -1634423656, -1227927985, -870130658, 1804452978, -1642154796, -1525253214, -227817166, 1218826979, -804322441],[1706134078, 1711999151, 893725176, -2111678798, 1477777400, -594561205, 217469516, 1234210938, -1878854901, 1753484829, -925703302],[1252488544, -996842752, 1481695478, 1791743659, 249497421, 1001234218, 1930705285, -130820007, -729236331, 602804058, 1175054466],[-1957031461, 567300363, 1845009869, -1965678810, -294415341, 1682334151, -1292597682, 68083746, -1450033480, -1398995287, 1274278109],[47312187, -174257024, 177792939, 2026891355, -394504182, -347052796, -1897976975, 440472240, 1147149512, -138291175, 438480059],[2056185761, -383125628, -1395933901, -2103554426, 456689548, 653762536, 186192524, -2085907309, 211012516, -2121014781, -1825142790],[-878024019, -1434290277, 1846894054, 730342290, -27784176, -665841034, -209655885, -1778745046, -37199283, -594660498, -1463809699],[-668667884, -832259752, 303053540, -187823559, 810241476, 1048568726, -888331309, 1741942384, -1409679540, 788436223, 46646903],[-11213690, 1162001972, -902792465, -388425471, -100060268, 964825004, 804307682, 2117511946, -1824534674, 710776423, 832476388],[-343783702, 2078704558, 914446880, 1677019404, 762874523, 1425273276, -1145659238, 1111330119, 1619450818, -739575753, -117264794],[-239268301, -2016057702, -1950205890, 522789869, 1840515837, -1662886143, 1309653115, 825990217, 303931646, -1605366747, -1432588577]]"
values_15,8,"[[547560778, -1068333355, 729277697, 2051949628, -1092925779, 1883121609, -1442860246, -2034956144],[-1456706781, 1100017633, -1200582093, 230987605, -2015488678, -2123024470, -2007346962, -1744203164],[1708050211, -1420319312, -1993593451, -1105860525, -1255368291, 27980563, 677884123, -1574980879],[-1388753035, 1359857343, 1764298247, 1431207275, 1826084256, -86975247, -1762410946, 217873771],[728164189, -413455427, 1226295939, 1567838983, -294227832, -203955553, 1429407219, 1377774385],[726398188, -289210644, 1770194822, 1825931891, -374706515, 611547740, 1593948451, -475791725],[1964018018, 1918755080, 1559928334, 455605212, 1753836301, -261353, -2057380606, -193626058],[-53004638, -2062785896, -94172754, 301493341, -969414706, -823204316, 1216459017, -1757656876]]","[[2008971278, -446635870, 1732776286, -629862815, -325149146, 1023195138, 348410918, 1732462037],[-476387725, -1627057849, -1714910412, 1651678647, 1942813120, -1273651388, 1007986301, 1894696303],[-96571587, -56016829, 131792303, -1544007414, -2032797393, -382042188, 672512978, 320798437],[979158036, -726165014, 150521513, 1355187129, 852388347, -2080870732, 2075107442, -1911648850],[1037121785, 1527419705, -838984898, -543562567, -277034117, 2032157647, 1272777152, -2072004388],[1463767270, 739089564, -365582241, -1471084090, 210054623, 739998840, 229063896, 1127497406],[1301659693, 583911373, 818622761, -1556521850, -865385451, -2065302561, -645451035, 440549605],[-1252831825, 1916483079, 1252385753, 21499513, 2005563244, 707613739, 249030082, -444392536]]"
values_93,4,"[[-984521359, 272181844, -1850970086, 335200086],[-1601339386, -1067264827, -1736193365, 437237460],[-1583473727, 989830017, -1976726813, -1643977016],[1043548662, -1676497687, 1145157034, 432331100]]","[[-951532673, -441858598, -1743785026, -1271726592],[-849184196, -1400223404, 2140522625, 1471516281],[1252383259, 1664349721, -1160206944, -1313404059],[656956598, 895896288, 1267793538, 200066132]]"
values_24,5,"[[986046165, 1758288115, 504347325, -924819866, 341595750],[-1927096132, -1911405758, 53358952, 688344209, 1439939149],[1943710787, -1762171987, 1413762905, 68484806, 1167751454],[-880077499, -204937312, 90138877, 1906524293, -1064267017],[-125989338, -512469470, 1195848072, 960985743, 1391982112]]","[[792713014, 1368190024, 2111982165, -684563228, -1523723474],[-2050154201, 846288297, 568385324, 1050029532, -41940109],[1732797807, -1771365019, 586784800, -1176421721, 1098507896],[-119111288, -945092763, -701494498, -842962002, 1135313170],[176474436, 2129946612, 715905797, -280535131, -1007295616]]"
values_25,7,"[[-754843750, 1379523244, -1048366552, 880749751, 127555467, 315206041, -1907688227],[1497761527, 152702675, -712370867, -993873401, -846832086, 1625791494, -17540879],[-918552782, 1925436625, 1584997263, -621788320, 883239966, -18536246, 383938710],[1608074465, 2083497963, 751696355, -782855224, -1059224181, -2036563662, 1894379146],[1121184645, -1496506684, -1552713597, -537048948, -1528529307, 126401322, 1331090026],[-1039242752, 1157161209, 1782041294, 1815378219, -1796723056, 702647949, -1395124069],[-2055104213, 16255918, 1109695004, -1094653498, 1472006772, -1222866389, -1797976504]]","[[163346977, 1286643272, -1943783472, 1419366916, -1435558376, 1621240862, -1397319869],[370760338, 1288346655, -1143126140, -85355479, 1139497003, 1757524134, 1005717958],[-488196827, -1566630021, 792492194, -1370837465, 467422434, 1183491374, -1290343920],[-1291419848, 123583999, 1605307590, -185203492, -973865998, -711774005, -1011805978],[1983832788, -761771973, -1372066173, 1847039007, -1937318284, 874814529, 1112407456],[2093674026, -730715688, 1771277059, 1484119699, 734446880, -426571109, -1231083231],[-647046429, -623367901, -2013667447, -1425741380, 942525183, 1757483228, -330917733]]"
values_26,9,"[[-1766528370, -589403706, -743687505, -1509428844, -1963614609, -2073093661, -1938709782, 865054501, -2128573824],[-924957714, 1126103633, 871944930, -1383924004, 339384582, 2121923497, 458821763, -675420010, -406690693],[1609820712, -624861304, -1098752699, 1173530250, -712289921, -340390278, -593252368, -1758410231, -299126547],[-1286288563, -1308420575, 1945111336, -1796609615, 1472296524, 1698056320, -2124259561, -1661210538, 1666069163],[1822280084, -323037576, -985181705, -2067221427, 141937849, 1615177901, -1218653034, 1502807796, -611656422],[-635167034, -1521931271, 309913101, 1074388068, 1182263555, -244154626, -1947318284, -1251757512, -1413683277],[85779267, -194143704, 1744139163, -991015373, 280549227, -675106295, 649815486, 1119977926, 1407923158],[2004897923, -2137687941, -248268239, -550105956, 308229708, -1362283395, -2111393966, 299603430, -935321139],[456859475, -958880889, 1869343150, 1470860820, -1593663864, 1842233209, 1308381353, 1237684934, -1182950353]]","[[1918848090, -424774477, -1251728393, 1179709365, -999665125, 1119107036, -1441675887, -157045988, 1931464366],[-1371213378, 887590823, 2062471811, 1342842502, -897281576, 1339658139, 278109721, 763116977, -740224284],[1610631139, 2041863512, 1694600208, -865806395, 2008294158, -1615508668, -1757178412, -935878269, -1730387233],[-1265238787, -239002156, -1151569403, 1153606320, 1871510699, -384217017, -1774380506, 910022395, 1658948259],[-1965406681, -1150238767, -493956129, -425937156, 1495853728, 779044567, 357170360, 911858974, 1422690830],[-534172874, -186925660, 1991350841, -1597225956, 1948106843, 1665340182, -1658867256, 1161861593, 197026895],[-51964298, -739620180, 2063551599, -157737382, 647456758, 928234634, -82896241, 449004450, 1996226590],[1388146516, -1859764356, -1884905998, 1705556276, -1703750655, -119792149, -552510132, 1921723988, -243254220],[-1669057599, -1961001122, -1477391758, -1039905375, 566583338, -1534577140, -103590862, -980999913, -1387556304]]"
values_48,6,"[[-958491880, 2088485247, -2147479973, -1514647358, -1989695837, 1589618359],[-533865008, 1985083192, 764214238, -239905615, -1444233921, -1248697753],[1360814579, -1757023089, -992800287, 2006291537, 964277899, -2135916929],[-760185336, -895637084, 1512167142, 2079224705, -1771222132, 1354331321],[-336590490, 574820114, -1013168739, -813867093, 779901121, 909370483],[179934138, -625938743, 679863627, -68553892, -643131717, 297850490]]","[[-1716212291, -554495537, 1452973455, 1052552961, 277647042, 415458293],[629849974, 1666272015, 1934008434, -988085262, -1262365630, -1691422006],[69283841, 128151015, -617059029, 1459084928, 502479094, -95597854],[1841277231, -1454486504, -628407138, 1267365636, -2075112570, -1569728239],[1083674232, 345420078, 1273747432, 1536934152, 2136315978, 1384017365],[-318540619, 1919037730, 180977724, 355503194, -1728661728, -1031031708]]"
values_71,5,"[[-361946782, -386853196, 104937070, -1054735260, -1433484060],[140509109, -408068303, -1914427842, 1428340950, 661639881],[-1327946842, 1387325054, -1145636210, -1539676291, -1710270359],[-944302612, -1442698146, -1824677916, -1240382848, 207742375],[-700560195, 2102270868, 485428096, 1221616126, 616035744]]","[[-2060056193, 965721108, -523981474, -253821707, 526049383],[-2000906159, -1666836605, 410996100, -1299471783, -411848153],[1896457527, 760783077, -836489269, 1637003496, -2078601074],[2106358678, -1881575467, -606783800, 715166931, 2071091573],[-25182632, 1656412414, -1548945522, -1781976001, -1901965987]]"
values_76,11,"[[-357123496, -1237088997, -1906911450, 1969428257, 1015993343, -1491063434, 1752524372, -1109701439, 1137746052, -2112406208, -409656785],[819218429, -1006094257, -1546299049, 1653744722, -1056006964, -983119649, -756846584, 952391380, -1031725812, 2119126598, 1387706375],[-1769243734, 1003816835, -1504511879, -1307746689, 365251184, 157725464, -1924215093, -97625966, 1755821852, 718610249, 1035584111],[202691104, 964873474, -1185657341, -1008801906, 649160449, 1145447554, 1869766971, 814234335, 180156927, 944887996, -1790793228],[1645820893, -2059718564, -1619646622, -729112832, -965011774, -1275770546, -542953086, -631237853, 847090598, -1578355359, -1601165125],[968964259, -1939320687, 1898224365, -1387232017, 760573249, -1452267214, 1403029310, -1492851846, -923714612, -405679136, 1041902024],[-2056615878, 1787265731, 278058445, 1871831172, -515881430, 276783679, -1010133151, -83741524, -890261579, -1238727677, -1762985033],[-346897591, -938495241, -697539584, -665991710, -374325466, 1061520823, -2056621321, -316284483, -1360320352, -36350156, -692562524],[226496207, -890897040, 1587484724, 1761091014, -1016644944, 829401701, -2123927561, 1423510004, 1944377224, -1782914771, -930059859],[-1020099629, -86248588, 2024551458, -1750305123, -449721378, -684760992, 1010251209, 558339503, 974706049, 615933591, -1741789946],[-1727194483, -1831270169, 499755604, -1387519076, -918815583, 2071636673, -576236111, -809717019, 218966348, -105025614, -1281113691]]","[[-1313814430, -1159452708, -1372291743, -1888279771, 1060231140, 833579141, -677710161, 2079672832, 249146701, 1561948857, 2137869620],[-1427978818, 642875118, -579812511, 1356033548, -665755042, 411611297, -2043684809, 405346850, -123655946, -521480301, -222972425],[1487608026, 282543404, 514873736, -417170989, 170783036, 392971929, 199014048, 1057992503, 504190163, -425546138, -532308510],[-1588204300, 1888820063, -1194994216, -1872792141, -401647981, 975494179, 564815701, 146810899, -1303120604, 1217869639, 1294508332],[-1591397370, 119002082, 2029108438, 978331417, 335300502, 580060929, -1345979624, -686051752, -314240243, -1909093394, -693885993],[-311931539, -614955977, -80484051, -1556959951, -2047650530, 344263481, -1226691003, -498159319, 843109486, 1203045899, 1725275571],[710507800, 1697159051, 1516981993, 378711683, -280052763, -1470612577, -2026441613, 1347922434, 1540476883, -1980734370, 406834193],[826062465, 1561208435, 445134745, 635929348, 1269405547, -1544812707, 1333435972, 1461400220, 1789490720, -674904866, 1109619282],[1041005442, 953703822, -1905973603, 421492862, 1135810494, -841670023, 1524481823, 1125282287, -1380335578, 1711651129, -2031479097],[-1733286739, 910441540, 1553161694, -1396403715, -1609840948, -497486915, -667298483, 1200554870, -1791452731, 1884027446, -654328310],[-476406420, -708598567, 1726173959, 2024387307, 5575552, -1845448103, -1352911157, -1679787573, 2005551195, -1191202877, -1632905591]]"
