inputName,k,size,arr[size]
values_25,234,9,"{-15489, -19498, 4423, 30596, 27681, -28442, -7165, 19575, 31815"
values_26,234,6,"{-8264, -5473, 26295, 9845, -867, -14987"
values_48,249,14,"{706, 10243, 12993, 3396, 2866, 29858, 31492, -29128, 17302, -22814, -28187, 16190, 7477, 8868"
values_71,25,11,"{-14934, 18863, 619, 28747, -23165, 30991, -2899, 30098, -18060, 24125, 13405"
values_76,25,6,"{-29765, 23167, -27176, 6767, -11076, -27751"
values_7,59,30,"{-11184, 654, -22829, -32540, -9896, -21008, 15309, -14633, 16965, -11621, -14978, 13675, 26882, 22417, 24086, 9049, -26654, -17478, 3942, 24390, -4819, -28872, 18867, -743, -20123, -13321, -8779, 26503, -390, 25416"
values_50,9,21,"{16048, -2300, -20188, -10011, -22539, 3549, 6531, -20446, -32054, -3715, -5360, -7798, 10310, 6761, 12868, 2048, 24560, -12234, 3398, -18330, 32196"
values_22,234,25,"{-11107, -24586, -31277, 26757, 16276, -23600, -776, -30778, -3764, -4960, -31096, -32025, 17766, -18629, 14533, -15290, 4723, -25059, 17142, -12016, 23571, -32683, -32255, -11494, -23957"
values_4,59,21,"{-19470, -31803, 27563, -24788, 23814, -17565, 4612, 21367, -16276, 147, -21209, -7719, 3450, 29684, 24819, 597, -19782, 15125, -26600, 6170, -15226"
values_32,254,25,"{-5455, -30297, 29332, -28292, -7630, -30140, -21654, -9749, 15029, -18200, 13707, -3402, -26562, -26674, -1863, -5053, 13910, -26269, 16120, -2783, -25179, -2226, 11492, -25931, 30819"
values_77,25,30,"{-26565, 7210, 9258, -23656, -22129, 26418, -18436, -14684, 23997, 703, 28023, -5351, -29045, -12683, -29692, -27885, -17578, -8809, 20240, -10877, 19475, 3139, -32245, 2250, -27917, 3204, 27346, -27134, -3537, -20547"
values_91,220,11,"{-7696, -14954, -27767, 8967, 26756, 25127, 4411, 30639, 16760, -27152, 14420"
values_42,249,25,"{29497, 8316, -2055, 21103, -4368, -3142, -19566, -6730, -24984, -4939, 23254, 28265, 28147, -8050, -12307, 19053, -13507, 24522, 23747, 19774, -5475, 12268, -32251, -15368, 28942"
values_13,129,18,"{-28832, -29281, 24870, -7254, -22988, 11686, -27085, 26026, -18133, 14023, 20375, 27628, 17070, -17986, -27412, -5700, 11695, -10221"
values_41,249,11,"{29100, 8885, -8752, 28048, -31630, -13243, -20344, 20907, -14439, 23549, 13882"
values_55,9,9,"{1667, 14501, 5228, -9911, -3593, -7821, -25439, -8191, 19495"
values_31,254,11,"{31322, -32474, -2348, -25403, -21025, -28495, 32530, 13014, -23612, -20865, -14230"
values_66,197,6,"{-21165, -28545, -21049, -27968, 2768, -8420"
values_65,197,9,"{11827, -2488, -24000, -1785, -32499, 23056, 6847, -2976, -9603"
values_62,197,25,"{23493, -18856, 22124, -27563, 499, -18301, -2251, -424, 6399, -6721, 17810, -21913, -13351, -24224, -14340, -9539, -23610, 14627, -247, 10326, -31941, -22432, 3340, 2582, 2532"
values_21,234,11,"{27614, 18108, 23715, -26833, 26959, 4323, 5628, -12478, -13004, -3350, -1295"
values_95,220,9,"{19110, -6912, 21125, 30531, 1633, 12556, -23554, -11919, 23655"
values_84,148,21,"{22126, 19054, -21406, 2062, 17393, 2897, 19157, 24088, -28608, -17512, -28950, -11703, 4115, -22238, 9772, 500, 25457, -25706, -3063, -4146, 24903"
values_58,9,14,"{29205, -240, -15649, -4184, 13001, -4466, -2098, -6394, -7228, 8275, -25174, -767, -18144, -29133"
values_64,197,21,"{-199, 23636, 32219, -22653, -16271, 22356, 14361, 1260, 5015, 7107, 30335, -21720, -27286, -22607, -10959, -21989, -9212, 23590, -21811, 14093, 8476"
values_83,148,18,"{13746, -32064, -13824, 24774, 12052, -13727, 20349, -27419, -26477, -26720, 27116, 9066, -14374, 13209, 5685, 31620, 24541, 24247"
values_94,220,21,"{30963, -27607, -6194, 31120, -1176, 21147, 30299, -30630, 23731, 32591, 12938, 25571, 31683, 19434, 8313, -4365, -19254, -22441, 12888, 5352, 29072"
values_0,59,21,"{-20010, 2129, 2072, 1418, -18824, 32340, -28287, 12315, -7984, -9496, 15117, 23657, 25343, -10052, -10929, 17488, 31401, 17275, -16594, -20953, -9144"
values_99,220,17,"{-29504, 17097, 30999, -13402, 10106, 29572, -23033, -13140, 17119, 15593, -2167, 7082, 8212, 6603, 9994, -12066, 27292"
values_96,220,6,"{2099, -6077, -4217, 9271, -21314, -13155"
values_67,197,30,"{2079, 3423, -25029, -6327, -23775, 10010, -2247, 29319, 5983, -15116, -31453, -6190, -25781, 6006, 8327, 8709, 16555, -13131, -2543, 22692, 23714, -4398, -5952, 203, -8451, -21020, 13231, -10907, -6374, -7665"
values_61,197,11,"{-14340, 7364, 20109, -28677, 8462, 20979, 6708, -27222, 30852, -1344, 28399"
values_43,249,18,"{23339, -25350, -16176, 7435, -19261, -23460, 16689, -4925, -6781, 23467, 19763, -21340, -1666, -24424, -3998, -20019, 30309, -1149"
values_2,59,25,"{11190, 7592, -15867, 10253, -24209, -21368, 22693, -6554, 12953, 15024, 23430, 3687, 15856, 17089, -17161, 28147, 25475, 18426, -28615, 6592, 22331, 18913, -6973, 15695, -17117"
values_54,9,21,"{-9184, 634, -29595, 23243, -7992, 10491, -31923, 10223, -11227, -12682, -698, -12379, 22967, -25403, -23931, -5929, 32136, -13157, -31977, 9716, 31653"
values_30,254,21,"{-2803, 20048, 7977, -9802, -20225, 30199, 17362, 15154, 28154, 30690, -4127, -22405, 20630, -21290, -3095, -8491, -13445, -3463, 24997, 29818, 27392"
values_59,9,17,"{22597, 2929, -16463, 9921, -26844, -23995, 7472, -19042, -31529, -4170, 5281, 11185, 7286, 3891, 2365, 21224, 24542"
values_85,148,9,"{-4763, -1062, -22392, -4850, -2154, -18220, 17746, 8517, 32182"
values_74,25,21,"{29148, -3594, 6233, -19514, 16297, -12637, 29226, 685, -28926, 1005, 8947, -5105, 21664, -9014, -32108, 7568, -30382, 17520, -14283, -8673, 5992"
values_90,220,21,"{9074, -30906, -26486, -18702, 30445, -4481, 7508, 32391, 8981, -3097, 5916, 7140, -8012, 4981, 31289, 24873, 10261, -15854, 6752, -11973, 206"
values_18,129,14,"{13991, 1535, 25800, 20284, -32011, 18509, -17788, 10780, 14306, 20231, 13501, 23320, 14350, -1301"
values_52,9,25,"{-1367, -4415, -24761, 24734, 24564, 333, 13337, 19242, 10901, 4929, -8060, 24495, 1553, 26255, -14993, -26459, -17315, -2751, 8874, 24765, -15448, -31153, 3484, -21270, 24423"
values_44,249,21,"{-13811, -12044, 19966, -11814, -10389, 15801, -7451, -7918, -19652, 9699, 2795, 31669, -15169, -520, -7429, -7851, -11614, 3847, -29911, 2402, 16597"
values_17,129,30,"{-26414, 4510, 16883, -15542, -2649, -3211, -17984, 10284, -5347, 15417, 24539, -28661, 16577, -6325, -16475, -7057, -17198, -23936, -18560, -11187, 5731, 23963, -188, 9295, 6690, -15639, 22846, 30222, -8766, -28745"
values_36,254,6,"{3218, 9978, -16539, -2321, -9988, 13144"
values_49,249,17,"{15283, -9735, 24999, -19109, -17003, 30519, -2494, -28977, -12615, -19363, 31567, -21487, -17535, -20638, 13718, 1983, -9127"
values_86,148,6,"{-27326, -28171, -15204, -21979, 7542, -5399"
values_37,254,30,"{-29064, 437, -3085, -13845, 551, 21097, -3007, -5903, -20425, -12798, -19691, -30063, -14155, 25632, -18603, -18412, -16484, -32154, 5391, 13621, 15192, -2887, 4177, 29625, 2730, 2381, -14292, -4672, 11282, -5069"
values_56,9,6,"{-23415, 6779, 3780, -23401, -14514, -4155"
values_63,197,18,"{1104, 25978, -26528, -19781, 21380, -30558, 6360, -5174, 6977, -509, -20744, 17388, 22600, -6168, 3034, 18476, -22831, 8920"
values_35,254,9,"{-20910, 25452, 14329, -13863, -5843, 3705, -13320, -25756, 29873"
values_97,220,30,"{-28021, 7952, -30668, -25929, 14959, -26282, -8412, 11753, -24584, 16534, -10740, 13366, -8090, 19341, -31696, 27002, -28255, -5636, -14073, 15286, -17034, 8687, 14236, -32604, 9323, 28647, 31647, -15168, -11560, 19794"
values_75,25,9,"{686, 19078, 24530, -31345, -1959, 17991, -4098, 1615, -7177"
values_57,9,30,"{-7257, 26513, 21687, 5029, 21350, -4939, -5250, -15519, 9470, 28056, 13393, 16937, -8251, -25326, -12724, -55, -11113, -3850, 14215, -27634, 27492, -24381, -24631, -15643, -15173, -15621, -32087, 15764, -19849, 29205"
values_88,148,14,"{-677, -16014, 11545, 28154, 23668, 22264, 790, 32110, -12329, -22371, 5515, -12635, -6926, 13263"
values_10,129,21,"{-17874, -13785, 31827, 7059, -11975, 25137, 16209, 22005, 16020, -24212, 3663, 19392, -15367, 22906, 24620, 4436, -2853, 5562, 21335, 25783, -15803"
values_53,9,18,"{-922, 11897, 5551, -6106, 5784, 10351, -32533, -32260, 161, -15897, 13037, 10070, -14286, -28848, 6963, -32116, 23534, -18436"
values_8,59,14,"{9615, -19949, -31183, -27333, -11750, 9432, -12141, -4854, 6992, -22322, 30582, -20797, -17022, 12053"
values_39,254,17,"{-20186, -226, 16714, -4768, 16875, -1148, 11006, 23274, -16711, 14534, 29745, 29481, 348, -3549, 7224, -16675, -26943"
values_47,249,30,"{-19543, 4183, 26160, -18619, -4899, -28639, 1064, 25852, 4356, -11811, 18471, 22688, 13137, -1789, 1347, 2597, -414, 6122, -25429, 18188, -22263, -3574, 10920, 26597, 26558, -31212, -5425, -23500, -28163, 11147"
values_60,197,21,"{13288, 19775, -16366, 31856, -23072, 2697, 18631, -15787, 27155, 29620, 970, 32725, -25085, -58, 1462, 22558, 14656, -6007, -20775, 24532, 12287"
values_89,148,17,"{-27458, 13974, 24955, 15632, -28094, 7609, 11843, 21636, -32444, -4303, 7091, -9740, -23967, -580, 4668, 2229, -19425"
values_51,9,11,"{11121, 27145, -9022, 3134, -17494, -19015, -1736, -15845, -15643, 28435, -30673"
values_14,129,21,"{18841, 2798, 23231, -14585, 15956, 11008, 13786, 10532, 3292, 1843, -30986, 17459, 31956, -10243, 2718, 10985, 4704, 1677, -14223, -31768, 5431"
values_28,234,14,"{11213, -5155, -22402, 30742, 22616, -6409, -20164, 22241, -1232, 27196, 24586, -2006, -20498, -864"
values_16,129,6,"{2333, 19143, 23505, 18513, 15789, 6141"
values_34,254,21,"{-16980, -28427, 3879, 22855, -112, -12354, 8267, -6035, 20086, -5265, -27334, 13006, -15171, -25916, -29918, -20572, 8731, -1379, 2295, -16831, -31484"
values_82,148,25,"{-15291, 11149, -23423, -6733, 20483, -14598, -20345, -15268, 3066, -5303, -27024, 29742, -11039, -24104, 12237, 5279, 16775, -3832, 27369, -2422, 3419, 23378, 31325, 27647, 15030"
values_46,249,6,"{23986, -19188, -24672, -32224, -29754, 3190"
values_27,234,30,"{26723, 17405, 19095, 19522, -15040, -6226, -15029, -11455, 695, 7501, -2563, -19763, -27661, 4108, -22629, 16339, -5418, -30345, 8669, -16533, -14977, -19084, -16822, -31343, 2670, 26382, 9799, -28764, 223, 6376"
values_20,234,21,"{1785, -12218, -31363, -9809, -13530, 10196, -23614, -9828, -6160, 22394, 29155, 1897, -31941, 8011, 10477, 15773, -2565, 31270, 25617, -30209, 23722"
values_9,59,17,"{-1729, -7198, -21696, 26773, 7424, 15319, -1417, -24041, 18450, -22448, -26971, 5790, -8844, -22848, -32667, -26360, 26424"
values_92,220,25,"{17584, -19816, 18947, -21186, 14708, -16171, -30860, 10187, -21007, -23860, 6032, 14400, 13779, -21167, 7307, 32417, -11720, 4232, 6857, -8618, 16564, -22293, 8101, -881, -30556"
values_3,59,18,"{-32652, 11269, -10442, -2135, -19933, 20363, 752, 27069, 23630, -27478, 12941, 23567, 18251, 29344, -6712, 21255, 11115, -30501"
values_98,220,14,"{15195, 4030, 29605, -13101, 32244, 16220, -13890, 25708, -28194, -10683, 31635, -24316, -19199, 14617"
values_29,234,17,"{1683, -21424, -10281, 22540, 7674, 21999, 9685, -13543, -15410, -5331, 30640, -13227, 24080, -10055, -11076, 6567, 2223"
values_80,148,21,"{24, -20320, -17045, -18437, -22783, 11247, -27302, 6358, -13644, 22490, 16264, -6775, -3249, 23198, 28703, 7112, 6749, 2814, 6044, -18867, -26130"
values_73,25,18,"{-19863, -29613, 23334, -23235, 5016, 1953, 31838, 29259, -23640, -21131, -9383, 9579, -28191, -12251, 3267, -15196, -23338, 23329"
