inputName,k,size,arr[size]
values_68,178,28,"{642952389130037366, -2249631127069350783, 8987183864598645156, -5538486151386754841, -7982495999631197897, 3469286756192925076, 3728929223740768914, -8863339080821212476, -7322602342733401248, 9203501843425155910, -3037706567232613982, 7440596298110413887, 6760055364082745306, -3894425375782361286, -4195666879492039082, 2513215286608930863, 7240523211514240802, -7641910275197693237, -3616807993678681453, -9089842444688623800, 6795483055277466419, 3516972151050800815, 3805206346675413389, 9043505208526690708, 2630604318667971624, -5077728940233858444, -1348811994245916420, -8397072549745055640"
values_69,178,15,"{554905942100680717, -706049681253417658, 3580063274395418325, 4150641886643847806, 4570755476231089949, -1153112412025361052, 3881091458188321755, 2583860839118503106, -7832016590345668045, -1992111057478971897, -9123325101809593389, -3152262556907801822, 3475187299789207726, 4115383255240078861, -7984716606721803587"
values_1,41,8,"{-1190891906715497833, -329522625385033595, 317818705889552862, -1059012501738924649, -9023327037714840999, 1319966354458862264, -452074554812657470, 7499623455372261581"
values_45,40,2,"{6929185258431055657, 1049553336175057898"
values_33,206,30,"{1579380505763765445, -6874029265087546453, -1159808214863129840, -1352794980173132541, 1996846864095369932, 4341036405648847022, 4203738815976816845, 3024962104092363438, -7769007052417795324, -1799032619176157496, 949982935271239884, -1021364770694620209, 4305983788230563333, -6834549481545248635, 2345934145045616921, -2133218233669659665, -4063841094003083834, 5260909093122586600, 8523852747143654276, 6227762903993166596, 3389455555831328398, 3994958880311991962, 3198825135284254606, 8204563364267059467, -5553228975435756202, -4502071759744079788, 1129075324911019742, 6939013019423165346, -5142068862447110089, -7743293533585906390"
values_15,225,2,"{7867206904562937231, -225451995238201991"
values_93,52,30,"{1525148721330845010, 7469578551606197217, -1645625213779268180, 7830849473770391632, -254418245790876638, 1507974906545319567, -1158521977815185935, 7798798188893493584, 2689295917849419177, -465138442765960409, -7074257965005144652, 8203090905455224473, -7895074827616253386, -4605737262226609032, 2095828653720138486, -27439365570369537, 1504390800326768185, -5437010594739724534, 5620437145777081605, -289285074132652968, 7087890647718074812, -1517494629548644244, -7973753342681885808, -6643712829988919918, 4089121375234237313, 5330669056210624230, 3604288487776421575, -504577339828398861, -8074685216788639509, -7459516029055277291"
values_24,183,26,"{5072191360400021886, 612315619994726080, 4618794726432727898, 5549373702235255150, -3663563303903612473, -305898047751231669, -748287362943688739, 7768061840592924598, 6987459102434510650, 3185232843266379487, 614229908913060241, -6510213070217437086, 4000998283634149705, 6426688838105184937, 2246783805572483617, 3786231937661564308, 612076559609560180, 8479962616088810869, 7649577852522887089, 600426624696649853, 8722502090114875088, -8558349361704808864, 3738458622789331333, -141674147452650863, 5560897053794310780, 8180821479338744703"
values_25,183,2,"{6494883218339147110, -4641439704423378121"
values_26,183,28,"{7882506642055026517, -2351657612773430939, -8412576891067904077, 2767566119672128007, 5436098536352245069, -7269878638069042563, -6214759495777071762, -3984024768041953546, -6113473078018816971, 353969218516904027, 2539504278165414644, 5825741017328328760, -1985605209767534367, -7251256964292398821, 5180254245931353537, -1747708977623879759, -3535407976920681495, -7979912649565830218, 6307459990116079560, 4452495716645989099, -6423053468905744667, 4679292945818179746, -226533044644616206, -8815957799593100700, 3954867636753639126, -3103791609920752434, 2191146294878464477, 736171138160166768"
values_48,40,28,"{6051645483972965419, -6769110914094763690, -9100706215884454666, -1548567179232185288, -2213394075610435215, -4516246138133724152, 273340535348313185, -1571569646579965657, 821339328458539995, 5692448170533256648, -7322551907828142082, 191453307334021839, -6338930408328455394, 3558949370640015723, 5216165780683946467, 4320156277377787445, -4157873749608039115, -4883809349460309134, 1067402218995121037, -4281144104124920150, 5453642291650485305, -785726173978256377, 4937492126412718833, 5595976702898207450, 308003830938639410, 7096189922599980416, -8082701223165484805, -4160413938223769382"
values_71,110,8,"{-6199635910521560799, -1568312328393921519, 1966118625277134436, 2600503607901243450, -225346761927297842, -7843618580657461915, 2877784294987099396, 7084417497749909488"
values_76,110,28,"{8818402324190057838, 21844232291250804, 4530714584340898410, 7102843509884470610, 8915387108209169337, -1871428875012943933, 6983558759891371087, -7991674736040985694, -5246704417866383521, -606371717365219781, 4292731571478173542, -1422595974060444459, -5276503919185633189, 3846626001767637023, 7636364152198600889, 1093313891245240073, 8397912370424676820, 4703528911427962196, -2345778624647636109, -4331545329069069368, 2147461691939353746, -3507306063849723164, 1127433529491188859, -5313280167924565075, -634577661087390057, 6287650313282322357, -6025237603806709281, 8826462434225118609"
values_7,41,20,"{-8554929564301562191, 8335443988610805310, 6429606812666003768, -3846718524766220635, -8201386031406223178, -1865059237489163909, 242168252782774290, 8525889736827682079, -5602936121169333885, 8620630740296731310, -5646699866153976417, 7930721949217287234, -7658338270949341000, -1481012297857142394, 6805629548858030676, 7159932840766920768, 6469525422824773249, -1982018009298708769, -7305496154335162529, -3455734579050283934"
values_50,178,25,"{-3740601699278369954, -394817932508852213, 607439704087037178, -4546343557263246188, 3493216169257953772, -2613194553263325042, 9048151463114322404, -8127596045339674263, 2774513867524284642, 1219085577456983792, 3741020266593415480, -5060120595044229033, -5006267696839181486, 4819154102066060658, -6411580150165121423, -5701953351805163119, 7382154775132656389, -3976646935870754897, -4206292521032374462, -3184116953401114748, 2229125373155962768, 573648252730066135, 2707137984313361113, 8659156073228857775, 5510132819420827937"
values_22,183,29,"{3164679263766606607, 7646421018485106120, 7721078745762672075, 6282722341677032304, 8855663781202471910, -7071747365298818459, -7366518554853581949, 8914667925314782244, -1453691039573381170, -5688833224931142125, 2455038763389490766, 410056360164132583, -6280967232297911944, -6542642242328018929, -7175965844357723649, -3535931202666023995, 6940688867862844544, -8981962388308623234, -8131909320928617036, 4670457336983712087, 4353879237924549413, -254015839314621099, 8311502494753067506, -4372105372295007668, 6588309533620538842, -4378687917377033628, -9122695495671580601, 2209062745594869396, 5791287421657196117"
values_4,41,26,"{5916863014375966319, 2137942166163260471, -8112682601203640930, 4152948303961414621, 4725841638134707215, -4158209658299246810, -2136323999450026586, 1777384640651986753, 4572903309860694800, -2996942821078330445, -1338502863382031301, -535540617985940916, -2722796633421141646, -255333259107287298, 5449486122349095215, -4199060106926250505, -8290899362347359093, -6102242935232208206, 6898870668376447626, -498458321382441690, 3787495783723510809, -2025385412349769607, 5096768402194956284, -7564545177621557099, -6482570122873861995, 1474930141275782944"
values_32,206,29,"{-7436330115623822853, 4516051637892061768, 5867809090503919474, 7000395700833174648, -6852819649531523322, -4615130559959748338, 467963141230653272, 8232299755143253996, -3768217701201511742, 2953198683973617637, 5542780324066281796, 119952448522203464, 199957598724415479, -6337669986935132410, -1855007483951977074, -748518845040752938, 2905592285142035871, 9024650896335158042, 5054829538295562279, 4552876192991195654, 6634741170273288034, -1630862836829762415, 7545474769912742649, 7709393519330135724, -6126682026833008318, -1716757948841578488, -3267667177408572332, 6763372160579434262, -6669798852539298628"
values_77,110,20,"{-4554314367018736587, 2361140681831607280, 1175175598665747086, -5179287513161434322, -2699435023681085875, 8255418987614234949, 5480716699022225859, -3948243529257935479, -3261597711824178263, 642962475952344349, -8346768716116020147, 5687711610785452753, -7209818438404665571, -8135117062958310939, 1159107387084829022, 1559995862369442704, -6814657764256588690, 6255152464350367126, -1098672663443742945, -656098834754326217"
values_91,52,8,"{3625870963039111635, -8128254061189372651, -246977805555285927, 5373498385496926462, 4951806925968220565, 6676723115758171542, -87665184785945575, -6877615568240453607"
values_42,40,29,"{6039671643942373102, -6540547628380601003, 4319027443857929784, -8445512365207314486, -1547672752912634367, 4850516319958601239, -8930625820705223788, 6742099674807735732, -3021692919558017106, -1195908320445313668, 7567928936084021249, -5691120158224773735, 1536686485919843980, -5643584193441908582, -6701887300634084876, -7890504087965193263, -4113770946738275363, 3908434241998882912, 3617647927894411096, 7539436762931765932, 912555732891517286, -7356000281720484322, -7959681457250750282, -6426748705121080081, -846546825821461360, -6139666999897933981, -5671175847500962407, 3339607141798301730, 7824997682471162748"
values_13,225,30,"{-2842449118045176003, -1386085051169342116, 1689468468864586339, -5306197127352089048, 4200673408039510391, 596115407030776701, 7365468617511633755, 8746589023301642641, -5673419402809612304, -3355417014807965146, 8239954653249404888, 5843238221201498880, -6090453914323034007, -5823826148729906663, 1298596591816250756, -2255244315341152757, -5953753347479796595, 4332654451754440497, 4738725297376844234, -4296381942718862644, 4235031510296999109, -3184271047536673112, -5839373266797844003, -1877351812729207447, 1783214319614656736, -2775655728135380708, -2946976231053424911, 8424182112434518397, 6345822355417440208, -5298641731865709441"
values_41,40,8,"{-3785220312611383755, 6740687860710991845, -3896632996571027384, 3272244029268344549, -5265165412344229592, -7492758166855287141, -5750656401257367291, -4104404122484419995"
values_55,178,2,"{2239807418713559167, -3464486790177310210"
values_31,206,8,"{-9027716425180623142, 499752097811900672, 2347518196778280522, -5999839702125797775, -4305696489862755399, -643146934928917652, 6580679738302890848, 1221601208223179885"
values_66,178,28,"{7202401015013003588, 8071720179361946662, -6130004644270779927, -5522071898683400160, 989870643367017378, 4781087884111254275, -2582149050483971323, -6774379935139446161, 4775491437778432290, -1774985855918206139, -1510791836753666537, -3852460799355505465, -2671902761539682587, 7184130371442263169, -1882949337251577998, 5539114841903230097, 3539200557282214510, 5008387664892547524, -2606314877705860943, -4182979977367303852, -6002181553225977786, 3293270222881516344, 5925777962791348118, 2296188811776731087, -2970698615893236171, 8980972003410199684, -2365557106904211366, -2750591255617635126"
values_65,178,2,"{1192994885433678618, -6731718396566283686"
values_62,178,29,"{-436031693078382698, 5742656521131322731, -2821532612446699199, -5472963963633647890, 8949059637345564709, 3013659427529305150, 3004693291774155524, 6328959393361174030, -3644224082552917484, -6518147248963166801, 7483123548361403208, -7411874423014982810, 8323637852107445894, 3563077291206804455, 7787761035021716186, -3387469045782814652, -2498637817919895950, -8620916267081467419, 5513365718984963637, -7896005068632099037, -2433030190284640910, 6779452288818197797, -2811908807610803584, 7762705069011244797, -8340329791613583720, -3443590554297895954, 2704421529879843548, -3752789765075015149, 7016853139637467273"
values_21,183,8,"{-6229646703422719005, -7669724668625268875, 8484650538977181283, -977562585242904379, 378598106865175238, 8879310517796577219, -4073527396687404822, -1819454733648482930"
values_95,52,2,"{4135064008449651620, -4818190599377679214"
values_84,155,26,"{-5373126511789427821, -6478607761945213692, -6074647206134976465, 2401476938181201568, 4199469910779441272, -428220973137987957, 4610341905782182311, 3858983551070720885, -7145162717035539717, 1373711928406474520, -616922790371623110, 3395149707516069939, 8229171998286012596, -1888755244520300592, 7452287276294687557, -1181821550774891567, -4464909617151897469, -6548106143602972882, 7736361582220505230, 360440652853662837, 5397327979250479848, 4857499007811877852, -8493370736137834826, 117305018982540206, 2464361871846744280, 2052447743693922536"
values_58,178,28,"{7808646320748751026, 3093716178783280879, -4927330630277662699, -6870812011688375117, -216484185349869230, 4892616167320364110, 1542966570324830642, -4161879420037217171, -1962547453898851723, 4869998748309560061, 5191708611615311810, 1683299994034365559, -708479567151344002, 8123247240314398368, -7992900786552835715, -3950098448148678762, 7753626921432037936, 4782503277124791032, 4648279700404879111, -2676365252680461163, 4334610926102576833, 705538100978184341, 9075684779405384471, -1756265409228753367, -6829690056450028684, -2417624391675864602, 3433852763801668774, -4280136772970866869"
values_64,178,26,"{-3456690525434298542, 8325438318563273084, -4226235225268008371, -6059605126250154307, 677593533098769310, 8174639136301427532, -8980114861825543099, 7093177221523502154, 3293842303325425526, -704781777171494312, -5617725423775139827, 6704242436053545865, 5323914831153876457, -1489753149302161922, -4619097286365687996, -2630470457358064264, -6492489250971805705, 7417782994228559775, 2290622663783176393, 2569186064950405787, 5457062695441013261, 8501095516689180680, 6480457633347709531, 8573163500782856682, -6200841767089991337, -7425797787741866826"
values_83,155,30,"{3463114323170273860, 3322294457476104447, -5735933908849428253, -2435126576537143539, -1633755076117625157, -1152550471137413679, -1798340834131783752, 5088870690205792105, 4667737401554696478, -6472554942664097508, 4313096442228246119, 6107168810177431218, 5171370083526509412, -324762860936995053, -7637046942212505068, -6849851141114368871, 8929899384935036128, 3346991403414893786, 1612472112439564053, 6207259395957646570, 7325261794847215243, 7266921641903052823, 4692754445586358293, 7866857056238020766, -8742822886874069894, 1085182842803481493, -3347349210721357459, 1998045558018908694, -97826610223338457, -3754078523777177266"
values_94,52,26,"{7645388944102892295, 6343506900453929833, 6473118973392761326, 2786228336753865922, -1671817103815844373, 6197309634266180546, 4602715581149826263, -7537655775783352534, -8668543230981010644, 8889720490953480324, 624010260472908146, -6736513833255639954, 6510797612785367942, -3085421833590464796, -2116072019553907250, -3400461148398970485, 4364567695437697357, -416661930550740145, 8693455910395666498, 453711038078882033, -6573961819863362890, 4647864563926097038, -6134466952384201375, 3915103083202114914, -4832388191380167925, -1328481297306003487"
values_0,41,25,"{-20232568794672533, -4076149551256200662, -2663496254321756664, 1947834840936430424, -524847530672665528, 7177331693373909828, 371236139430686439, -5695883106524412569, -3234531039712890468, 7688065015202145028, -6510470695701924896, 1916663104678318359, -6317761097250594789, -3671801345421346427, 3000109416833612205, -5703421473576807907, -2003106142737865155, 8072384805638235341, -818297009510055017, -3834153136467860542, -1422956097429933198, 1465864152449769680, -7693382808349024240, 5045877262997310889, -6869164629774185361"
values_99,52,15,"{8410595499283822469, -1275426797081449545, -460068595241937741, -1882744525043916524, 7235572956927450411, -2633593157323096064, -8286125605755630499, -1794809603793647840, 6597778908453059252, -188630141162746709, 8108009838420117983, -3299174221928698677, 7733582953289084105, 1682461693825819921, -6824276730715345462"
values_96,52,28,"{853716716364905815, -4286479083325882153, -7665268425521569134, -4838121138196662735, 8906002540454094174, -4930138673117551781, -1659787983952898553, -1541794473403746942, 825823646500345517, 3155131006360697713, -7391593122951004647, 8544495382553438101, -881242706455054444, 9216163976617227704, 5498670036699990766, -1909035878734684841, 9219013014150536272, -7776622965111398463, 6919559057137305088, -6757045409198417741, -7068634118535410229, -6084548160016352645, -6764283411266424874, 3726911785691137615, 6868926577443123551, 3733889727709456035, -1265166427393148867, -7515355542933939802"
values_67,178,20,"{-5448148831776020080, 8919894800333974290, -6773031996923657424, -1181615614667776242, 5399961159741883782, -3035324431934671399, 4639678839864193996, 7393804883751370569, -988833630551280252, -7712622790190195563, -5680121774033276385, 7532411847085571628, -8656539074673179986, 973489886413658534, 8934889126161757177, 754566428134271307, -1225548992576612908, 7482203546968980724, -8410703572913873404, -7089138794991578679"
values_61,178,8,"{9113250270219679116, 132992487527217287, -5917434680970604190, -8840391104140719552, -5094036241940372405, 1520850303537203139, 2902829372538582981, -4965915577201033927"
values_43,40,30,"{681234006481651864, 1079199514528648081, 7196982007072735023, 7272828842352797967, -2249247013037433284, 735285406260029215, -7493433871587976226, -3018739204135158036, 635541498652604268, -602459636277052336, -8374281624503441675, 5800654529811189573, -5633718653304624837, -4142290435410227947, -5350865099677788768, 3288050758376064712, 3438433961673187879, -3076427007095946716, -8716957436557459460, -8964759924729714578, -2017514798556576669, 5530132546643121878, 300249551943767876, -3683992860226344624, -4312437702494031502, -2073144941993005039, 3026385439288284365, -1319221265793020881, 2667961135745693081, 4900780482793284270"
values_2,41,29,"{-6581898950493433531, 4856523272429276528, -8355077229025313480, 6836572267455330170, -9214309708348437183, -7166960511565201717, -6553689739858769193, 6666388606868936943, 5534812113556329511, 5291630503322348466, 1618757557142406566, -4006079350393815779, -7949048483516021118, 3188766924266155639, -2272012501049007757, 1628245889914633649, -9120565423721257555, 8622262173813442068, -5622842729623403604, -3580285242155380175, 7701071909551621742, 4639940939801690470, 8056153174649149967, 7389501909898583217, 3529212590369126927, 7338363197434986551, -5704957031945660841, -3518532256870790165, -6990494858178588293"
values_54,178,26,"{-6811306152828243037, -6998076763547230950, -7473617746889388817, 488129339058632944, 909545900627899530, 8990918919931599154, -3132901232846794254, -3379525514455362010, 5833035380937824916, -6940021809405711929, -4661462723411532391, -3181130215736770601, 2509645983951183814, -1689692332022197263, 1207665716696023379, -5875202149374719492, -5410077710035938369, 5661188864439299929, 3206025349510489865, 7513624415141402408, -8279180929303931942, -4328514619679350895, 6220628252620033562, -7448660219588757098, -8322169768773214950, -2275705149967608106"
values_30,206,25,"{-2919356359769111002, -718819286648892283, 4747505223521632340, 492884034001270552, -9198897488358714438, -1595491812554744734, -5323538767384512365, -5932485047578980593, 571665763065826548, 8452312216922895490, 7270382577082503489, 7460817765438024767, 7031701459128961640, 6513001461223592327, 8528799740486779790, 3289797223025697580, 6145366512262709846, 6590503766832587684, -7462505940990421222, 5769440103859556676, 4584514295965054350, 131127154552873802, 4565014443320848873, -2051770665822085634, -2993709543979624582"
values_59,178,15,"{-576098225004785881, 4930843714568837738, -2463626271923955385, -4761421648872512401, -4472733544589285380, -7751870716904151093, 4144921213993417911, 9200794814900255523, 6778790371275027175, 5989037245371757873, 1389279793583868654, 693521417704036130, -6516771588400070882, 4657452101214342304, -2430612971414038079"
values_85,155,2,"{-3455977257248425858, 3181007083345022973"
values_74,110,26,"{8417563719539310616, 5264857585420872666, -837951709498747036, 3328874037521425003, -4553420123564166731, 7489695932055604042, -3318104334040720664, 1684336924790632982, -371612599727021475, -7602688155233932053, -6768527443555534056, -4114670956256858473, -8552152970084534530, 8038740218773282895, -2189098960267730562, 4923247929708403364, 6710957427692954372, -1361428731175264752, -1376157196005336927, -4251796213115898181, 5034849495572108638, 7035802561574176851, -195214060022669466, -3881298749281637996, 133222710831990584, -1966097487061798079"
values_90,52,25,"{3998233084381071289, 8670240829661604507, 7764110651649838444, 398261193135085693, -655072344311284237, -581357041008851302, -6697780543886872723, 3612857689543829443, 6340199411822613885, -6942083366568189764, 2258910580033344146, 5293356500759269422, -6311424648137856998, 4512342304097322346, 5410310029606152609, 9066506328414605167, -5900448859421137938, 1747156377729377291, 4525343296116727462, -5196052013393724069, 7519030373462277190, -5880367340051973994, 6307566939851915856, 4033885401053329988, 6990145396829918524"
values_18,225,28,"{7234357815494355038, -3017626120574467969, -7964975020904556011, -2086217972172191046, -8930302080721406743, 1706070895221896607, -2334463892922646173, 3090294445797596967, -5964623456736578389, -3226780066312564880, 8923571788681760368, 125644145427157057, -1870520164058658768, 1015779856074727795, -8735828824043806408, -1090773401772298852, 5470613850217937371, 7601324831838659359, -2773082869247692905, 943952941753345213, 395170937878078962, -315470218913144355, -3631194728700569787, 7655677471628601730, 3948037079864435592, 5017841170575763294, 268617761225050324, -822381755346371414"
values_52,178,29,"{-9061615086041136105, 8245865679238794555, -5139643662093365986, -889087167697290500, 6159892596555588068, 4432084281898333198, 5602706744572676823, 6864184484652504251, -7182204380454580121, -6342699755946248761, -1656285154801747215, 7053853295000956554, 6327734665729438713, -4363936746011278003, -4795452932218628905, 1269643710900361979, 5534495563657492404, 379456514021363814, -5105625701363560781, -3531973858390526120, -6448908537337389591, 7133568927148438385, 4588181250247212278, 6440570123982875502, 5676956182476049078, 997449063231674321, -4789989211678310990, -8666617286136165433, 8840029204377199869"
values_44,40,26,"{-1416892158890784426, -4536661398547345089, -8580212044972809013, 7695780378682780404, 3572935491374374444, -7736160090265454333, -869249091081442405, 8080160087482721268, 4780792479107193737, -4895743467395134771, 2729743135897029372, 858789135266752940, 898988095630323515, -3836381249124860232, -7067053772563481713, 8289851989724465812, -4731561837415683467, 5330952771644280876, 2486174531983220571, 4932023989991625500, 1809657627998267263, -4067356190621889316, 506562180327613137, 456601625140224886, 6719136653852782083, -2822970267607072854"
values_17,225,20,"{-2934484694108766301, -2256701569779663648, 2528828511346463266, 1813006843201308843, -4274396479993413453, 238118926708972350, -3441747402401424120, 8303602447357378387, -8579447863673933232, 868900889632098284, -669693089199845405, 6276610664737618206, -225140033156488071, 4112159145582583170, 3203913381232077050, -6604827972376194351, -5105002868405120130, 4658073046911592986, 5608807610887139699, 2129824508174208224"
values_36,206,28,"{6571430635965403546, -8506250503648228350, 8743087186939788410, -1823877965274305091, 2107230891030225495, 981214149092235075, -3504665249992811428, 708589574470523124, 2160888135149580556, 6871607726939806725, 8426043952295639123, 8019483140960365885, -1749133578985262276, 6613756047050931651, 4666195792278013337, -552096470398022524, 1032935032162790225, 4596257075537299363, -1734486310075384623, -2151128135893413447, 1475159148095872715, 3596692257739324446, 8738554855268019910, 8981838932885659170, 7210361903019503714, 5824557155040536244, -390489665766602813, 8020408143968513079"
values_49,40,15,"{4105635159718656680, 4252870478335747208, -7319109069746164153, 7458021494458606003, 1013393012364489944, -7083080757245530830, -1903839742983188115, -8396149496187824778, 2055697561828481866, -6898301531098303953, 847846213270044889, -4145581240348898148, -9113148486954117043, -7405431131799453192, 1508951996033764958"
values_86,155,28,"{-7519724631181121941, -6510867695158300054, 6028095803206170157, 4479910711543321591, 8197305490116403086, 5613161123774185446, 1731917897088990326, 6644946080299093659, -2149277691681241254, 6858689819132212286, -3266786453751743405, -6508313699633357693, 9031867841620281288, 1732207515848938841, -6848826711584356896, -7470081005309444873, -4848974582717324474, 1078031652101233793, -5008828857048431168, -4124173344744381932, 3851338986792433283, 8827251204359470703, 3342421899422529163, 7974626894095652554, -4951106942017314328, 8841040188114193500, 8493167219459922077, 5260388104105894154"
values_37,206,20,"{4015498138266491438, -4405696537689601448, 1237851899275327963, -8026658660940241444, -1407484544824136155, -5645920065481141272, -8501511305156373965, -1654294104095419950, -6755669732591857798, 5684455992033343202, 6526351761000757808, 3054091522626439927, 2699286832441631815, -1976468670703404301, -2589045989520403501, -8210419717480606664, 5778356419646993111, -7040426308615934515, 1399557109301505321, -1716874111657241561"
values_56,178,28,"{-5934215339417452761, 2317331718810880161, 3475950421583154567, -4401437762408364788, -3271703219454307581, -2368559028625848499, 6933627856472047802, 2253823388273179929, -3963570437405219018, 6954318217804312532, -7322918341196233504, 5555019611168735260, -5849743531764904433, 279161754757562069, 61706874116202731, 6066934517944104552, 8260538707933988980, 327914461326405656, 2702507043409255597, 478408750445397786, -4188912812939836607, -5403586439464469568, -3729397086520704193, 2728760718745918991, -3328338979820826587, 5770256830238577543, 7882369591849268070, 1518435183672760384"
