inputName,nn,size,isign,data[size]
values_26,8,26,0,"{21522, 9694, -1869, -21405, 20719, 29257, -5089, -8271, 22709, 29784, -5492, -19039, -29887, -25171, 22517, -22439, 11560, 21639, -20347, 30888, -25484, 11481, 1090, -11871, 23519, 20586"
values_48,1,15,0,"{28565, -31039, -19056, 11769, -7578, 14605, 15773, 17741, -20561, -8332, 6249, -32165, 23567, 24497, -11201"
values_71,7,10,0,"{15016, -13297, -32580, -32583, 20214, -26716, 19562, -12112, -22165, -13796"
values_76,7,26,0,"{20792, 1185, 9621, 27035, -27998, 397, -18004, -18819, -17328, 11274, -23476, -21298, 12719, 26570, 15386, 22028, -2995, -3886, 19705, 1107, 5892, 21935, -12885, -13420, 20512, 27762"
values_7,7,2,0,"{-20799, -4182"
values_50,6,5,0,"{10915, 5797, 5675, 27267, 13238"
values_22,8,30,0,"{-19900, -6498, -4050, 17348, 6526, 26445, 14607, -18883, 15615, -27818, -21226, 18795, 457, 27592, -3817, -5221, -8749, -5138, 18227, 16443, 16396, 2515, -27846, -20534, 21332, 17298, -8632, -6879, -24813, -7291"
values_4,7,22,0,"{-9254, 28592, -1112, -20712, 16070, -29721, -5339, 28372, -9701, 29387, 9059, -2671, 8363, 1969, -4737, 19244, -31411, -13202, -15304, -7120, 12116, 26004"
values_32,7,30,0,"{633, -19740, -12986, 8378, -7472, 28805, 10316, 17509, 9788, 12963, -28810, 4245, -15772, -16516, -5532, 3636, -9532, -6193, 30355, 27084, -10761, -3108, 25852, -11694, -17034, 30155, 8524, 9908, 7033, -18843"
values_77,7,2,0,"{-14509, 28828"
values_91,2,10,0,"{-24680, 4913, 1135, 12205, 440, 7604, 8892, 29248, 31641, 16919"
values_42,1,30,0,"{2658, -25202, -4775, -24995, -16391, 14329, 9423, -32016, -25210, -6840, -9463, -32159, -4358, -17586, -26762, 17515, 12889, 18526, -3858, 16107, -5205, -7559, -13856, -8277, 10602, -28878, -4225, -23636, 17470, -2780"
values_13,4,9,0,"{3404, 12593, 30426, 23805, 17638, -30899, 30870, -17163, -26473"
values_41,1,10,0,"{-10437, 18465, 29077, -29148, 7558, 25006, -32449, -26952, 12901, 14508"
values_55,6,7,0,"{-23057, 19108, 15966, 28044, -14344, 15196, 7040"
values_31,7,10,0,"{-28514, -21107, 12667, 9252, -22233, -32326, 12092, 20909, 30710, 8178"
values_66,5,26,0,"{-21850, 12972, -11812, 14497, 14091, -19531, -1688, -2758, 14678, 20519, -32454, -26798, 24955, 4132, 16601, 23332, -5063, -32156, 5515, 30634, 15167, -29587, 4006, 25579, 26022, 26249"
values_65,5,7,0,"{-31817, 23661, -853, 8851, 23299, -12267, -29594"
values_62,5,30,0,"{31026, -6578, -7006, -8751, -9412, 11106, -10520, -20991, -13668, -8619, 3641, 3823, -7090, 15310, -24920, 8151, -17644, 13337, -28870, -31527, 12056, 13704, 13058, -28861, -30870, 24423, -15036, -5388, 31621, 25149"
values_21,8,10,0,"{6625, -4038, -10825, -20657, -9216, 20786, 18698, -20074, 4195, 26337"
values_95,2,7,0,"{21378, -10762, -9407, 5207, -14585, -955, 16756"
values_84,8,22,0,"{-15456, -28329, 28772, -16886, -24717, -29606, 21901, -233, 29472, 26344, 4802, -13868, 5117, 8533, 18589, 19686, -14411, -3174, 16076, -2001, 3235, -26704"
values_58,6,15,0,"{32256, -6682, -26996, 19266, 19533, 8918, -32185, -15905, -15985, 15331, -20778, -19973, 3309, -11191, 1724"
values_64,5,22,0,"{-22379, -12002, 12007, 21340, -17577, -18684, 20078, -21882, 12575, -25603, -18287, 12690, -29807, -11653, -18004, -14658, 24751, 5627, -18056, -17837, -22880, -14302"
values_83,8,9,0,"{-22068, 8841, -26713, -26312, -15168, 22624, -13921, -14125, -28009"
values_94,2,22,0,"{-7178, 26533, 15399, 12220, 21372, 19363, 1646, 32368, -19527, 18124, -8762, 3299, 13816, 19271, -10901, -19091, -11659, 1292, -2620, -21311, -23204, 15161"
values_0,7,5,0,"{121, 27311, -25617, -12660, 25637"
values_99,2,12,0,"{15307, 7674, -1888, -24756, 3924, 7663, 10485, -14189, -24212, -14487, -22431, -20827"
values_96,2,26,0,"{16130, -7592, 25485, 25335, -25480, 7677, -28076, 26651, -27343, -20744, -9205, 17811, 1055, -5388, -29672, -11177, 7452, 14713, -8365, -3659, 24624, 8422, -20837, -1679, 24730, 1972"
values_67,5,2,0,"{-26595, -32427"
values_61,5,10,0,"{-12630, 32582, -6703, -12252, 5616, 32457, 19729, 16214, -10138, 3260"
values_43,1,9,0,"{8722, 306, 9254, 3251, -14563, -12819, 4091, 31861, 32164"
values_2,7,30,0,"{2767, 21668, 246, -25670, -24139, 22585, -26046, 15611, 26603, 6541, 24738, -30381, 3224, -1386, -10472, -12923, -27079, 6325, -24672, 22380, -7359, -2678, 9867, 20627, -17621, -27864, -1386, -25848, 22185, -28697"
values_54,6,22,0,"{-292, 14560, 31426, 22529, -22770, -11553, 13080, -8199, -20627, -9696, 11247, 6102, 29757, 1939, -20958, 31687, -30264, 16827, -26819, -16104, -18509, 6680"
values_30,7,5,0,"{-28178, -10916, -25349, 28333, -21606"
values_59,6,12,0,"{17067, -5295, 5328, -10340, 1633, -10817, -4083, 1671, -1994, -13319, 3810, 28270"
values_85,8,7,0,"{30533, 24208, 16616, 9643, -5271, -9928, 31392"
values_74,7,22,0,"{10186, 22326, -22851, -30939, -14099, 8462, -14801, -424, 14145, -31430, -18465, -30445, 7921, -20365, 14496, 15910, 15843, 6148, -28709, -23501, -9468, -17182"
values_90,2,5,0,"{-8841, -27245, 27209, 28818, -26238"
values_18,4,15,0,"{24098, 5217, -29644, 18975, 14346, -21483, 3701, -5077, -26810, 26809, -23902, -24457, -31346, 21278, 28882"
values_52,6,30,0,"{22036, 32345, -27253, -7106, -15041, -7616, -17956, 28819, 17380, 30166, 23083, -4577, -6425, 25958, 3632, 24067, 32092, 20779, -18536, 22987, -21512, 31486, 4947, -26457, 24068, 15002, 4044, -16738, -2440, -22017"
values_44,1,22,0,"{17671, -12566, -22949, 21512, -20201, 1618, 1557, 12524, 4780, 23810, -30908, -26796, 11517, 8490, -7586, 30619, -13590, -9921, 2877, -32014, 23039, 19530"
values_17,4,2,0,"{-13388, 1955"
values_36,7,26,0,"{-555, 31386, -19099, -3636, 28632, -29739, -10638, 11752, -13214, -15050, 28519, -2123, -19117, -16150, -23002, 20774, 6994, -23753, 974, 15288, -9048, 8378, 26901, 3529, -14312, 25616"
values_49,1,12,0,"{-7213, 7647, 32653, -13490, 12900, -5921, -12278, -3373, -30602, -21009, 21713, 3910"
values_86,8,26,0,"{15996, 619, -8290, -28553, 4643, 15543, -28881, 17396, -24696, -7962, 17472, -684, 4935, 29395, -8724, -28700, -24966, 12969, 31632, 26914, -10577, -23996, 27117, -4959, 18080, 31339"
values_37,7,2,0,"{-31856, -23257"
values_56,6,26,0,"{-29190, -20181, 14144, 26366, -26918, 26644, 4724, -7807, -28021, 22011, 22616, 11989, 18813, -24915, -5394, -21708, 3730, -19714, -21137, 2039, 20882, 4236, 28248, 3713, -24621, 8589"
values_63,5,9,0,"{-2277, -11098, -27252, -6600, 9004, -17382, -28070, -7435, -28216"
values_35,7,7,0,"{-18886, 15602, 19530, 3472, -7175, -30115, -20824"
values_97,2,2,0,"{-3602, 23180"
values_75,7,7,0,"{27714, 9828, -31714, -30627, 13845, 5360, 12274"
values_57,6,2,0,"{-26877, -10262"
values_88,8,15,0,"{-16846, 31125, 30677, 26809, 21132, 132, -27455, -17431, -30765, -4627, -31941, -20698, 265, -17637, 28134"
values_10,4,5,0,"{25465, -25291, -25740, 482, -1136"
values_53,6,9,0,"{-9166, -3988, 20484, -31149, -27733, 1572, 29157, 10139, 32174"
values_8,7,15,0,"{3200, -9938, 9270, 16369, 5531, 27470, -16963, -19847, 9190, -28605, -29180, 25381, -12222, 11273, -15331"
values_39,7,12,0,"{-4025, -23343, 11501, -27251, 15613, -7226, 5551, 4335, 26631, 6992, -11100, 9758"
values_47,1,2,0,"{-5163, 10075"
values_60,5,5,0,"{-31623, -4173, 18283, -26021, -6061"
values_89,8,12,0,"{15017, 14126, -32067, 16910, 26004, 7997, -28107, 16107, 15857, 14469, -23258, -27681"
values_51,6,10,0,"{-14558, -12706, -23042, 11133, -28159, 595, 3780, 9860, -8009, -6857"
values_14,4,22,0,"{-1600, -13144, 31717, -21718, 4876, -19881, -27260, -286, 11801, 32074, 26624, 1079, -25992, 28370, -16121, 13638, 10804, 9236, -16187, 2379, -14035, -4548"
values_28,8,15,0,"{-25310, 14608, 15823, 26143, 28988, 29502, -32695, -19722, -24693, -29434, 30105, 16283, -2887, 18093, -16421"
values_16,4,26,0,"{-4500, -19736, 4305, 28913, -30923, 6813, -3926, 20486, 17239, -11370, -11115, -21726, -7709, -25294, -9334, -4290, -7463, -31837, -24507, -11099, 12395, 25750, -2200, 23226, 25181, 15829"
values_34,7,22,0,"{-5568, -14833, -8902, 21618, 2030, 4233, -3877, 9337, 23846, 17088, -23, -6693, 15060, -8572, 2136, 18971, -24057, 4089, -2760, -31074, 32348, 16406"
values_82,8,30,0,"{-8395, -7139, 3643, -13329, -8054, 28052, 13907, -8321, 12535, -30259, 16085, 23515, -27567, -12274, 30708, 2523, -15278, 13594, 20315, -29648, 20222, 6788, -24115, 11053, -24474, -24173, -9310, -13355, 32408, -22397"
values_46,1,26,0,"{31032, 3555, -16279, 13014, -13138, 409, -7748, -30111, -16032, -20180, -29117, -12747, -30969, 20659, -16613, -12793, -13364, 11787, -369, -1740, 27004, -25782, 25502, 30062, 10744, 2117"
values_27,8,2,0,"{13340, -1343"
values_20,8,5,0,"{22499, 10132, -26380, -31664, 14368"
values_9,7,12,0,"{-866, 26270, 16867, 12578, -24103, 15513, 7321, -13059, -14689, 10974, -22400, -29102"
values_92,2,30,0,"{21683, 10670, 84, 31358, -29800, 626, 19419, -20040, 11589, -8014, 9405, 4660, -26867, -26933, -4742, 20089, -11113, -28603, -17779, 1231, -26562, -7028, -21805, -22624, -6909, -21193, -12597, -5293, -16409, 24115"
values_3,7,9,0,"{-14022, 14822, -8934, 31500, 12311, 8608, 20713, 26737, -29001"
values_98,2,15,0,"{341, 21886, -15875, -7582, 10274, -18885, 26021, -14743, 6572, 14255, 25678, -6834, -20175, -19323, -32389"
values_29,8,12,0,"{8686, -31256, -5723, -29428, -18182, -16949, 31040, 16908, 1703, 30609, 14728, -24498"
values_80,8,5,0,"{-20315, -17915, -17567, -353, 31897"
values_73,7,9,0,"{3405, 12885, 16996, -11421, -1823, -30717, 23414, 18560, -29621"
