inputName,size,arr[size]
values_93,9,"{5627296640376737771, -4550088156176455460, 6673662934740087244, -2516128826373804118, 7799641687342130351, -2054673510687939038, -5102901642230363934, -3296265260429813564, 6977338427011308958"
values_24,25,"{-3146207383104944447, 1014535002043414877, -3462628054538178021, -7154093287416963317, -758844861421665710, -5773327633798186454, 8328946308646156159, 8572831251635402657, 2040200075131709386, -5319394233148175396, -7787225050602159565, -5304766423925853339, 6827580403581219284, 4427012587030076824, 4686818757922759798, -8057303574332401005, -602729461559805959, 7656475359082006151, -4263898454154515951, 273291222158008609, 124894280048570229, -2547563322719553109, -290476470053727072, 2569595164958742667, -392999615743260906"
values_25,9,"{-4870372990599984507, 3611953525735036528, -8321382298016849726, 4630282805550956072, 8768198502013622902, -6388682785202219415, 3019140458091966476, 1893995934220162691, 5367354665522379508"
values_26,10,"{6025211713112711099, 5295643177012495778, -6283419955836971571, 4403202001436574065, 212062276649335727, -1587649696723777002, 3688361018052036204, 95831214245226388, 286209624869342577, 8223115046829743139"
values_48,13,"{5542700769513453395, -6264107521745101666, 5932097713023236899, -6740125858809997917, 4849686580350607168, -1527180075915329923, 572991951930095920, 7065570481035085336, 4058819807754008518, -3572587853556722719, -4663145636773947968, -716517315159100029, 478669047409236547"
values_71,5,"{-8026105659667082472, -4899994372699469635, 2828861868435665390, -1597782285039907027, 8813393952722226775"
values_76,12,"{-6586261316859563653, -1502770797349286860, 3753828646774345296, -1674206986831779857, 6967396252055170058, -2287682058676192220, -2201517986960004353, 7009943349526806090, -6109687965274069353, 6168382088967453602, 7201842542245527802, -6255717554211070125"
values_7,27,"{8297957788334443854, 4686470667393534556, -4441937898085222988, -1511193930580795465, -321731855512623266, -6775317091675121261, 8987387539132730305, 418343838745165014, -6178034953834491910, -3968962389102223366, -7754371318050524905, 7140072229429745040, -311373643283014750, -2696154138452945191, -4304476386588640866, -7870281428576804986, -560726166190523706, -6176320407288981371, 7219889189757956275, 7378308835587598132, 1166707432489340577, 4007748708289695849, -7703439054260465474, -1512245252009701680, 6553476633714011535, -4355613320608134377, 397098330927703842"
values_50,22,"{-8996518690043625790, 2502307820673508890, -5273552925032092859, 1131938937668775258, 170043921696639073, 2920122009078187476, -2552992436643486962, 2075167152393989713, -3440750577145973626, -1900880182763016665, 3297153959383326798, -7130875317412791712, -7646411713532694378, 1151597137016738213, 9210501516152042043, 5762427792356840006, 2122971419003355808, 7164842182754608156, -3283429152530782229, -3127117101046558270, 416616948753584803, 6281025625388410069"
values_22,19,"{-8175775148295214604, 7464866040378679409, -2323293480242032030, 6753173525159531361, 801406462071540924, 1522494441421425295, -3211418507948028762, 6072703022262102521, 1759658338767450934, -2255209567099172251, 4956692890982869808, 3163894652101402750, -1283607756514421443, 884469860991103946, 5778378505274658815, -2031422276960951399, -4174269184860042714, -2530769123940349815, -4827692283798025035"
values_4,11,"{-6740359221180900946, 3081776631136984496, 4023293119522396526, -6192995520252137933, -8491298765803865995, 3672707727801479462, -2977235596523425733, 8355817243570117714, 3947928124807097916, 3288890720786228666, 4234127879226399125"
values_32,15,"{-1559328686231219586, -341762969080732993, -5365288646260254567, -8939654249822361024, -861343930962744338, -5688579043134459230, 2101982949359479211, -5124670751508631730, -8001074063819013020, -6507551189753982472, 29879745988032143, 7733892047320775043, 490203046463209290, 6983270380825529193, 1984440462611901887"
values_77,28,"{3809428928154969176, 8467560331525595999, 6021463968257244711, -7027088446360492686, 312626012731855329, 8438941253001803013, 6543195193457276674, -1002638457131871674, 4192147008281255303, 7721860558812246573, -1086524759791393311, 826571372699478722, 6632209186455107535, 3034997024880109619, -1161281985010197487, 2247343161896524400, 771067868986991779, -6735084149740686591, -698956486254638484, 1436882747491510988, -272842671027751240, 5837140488340106463, 7806832125070806439, -9057364742385746443, -8647741733159103904, -4105283342756948464, 5351463035660889601, 1695425562033867711"
values_91,19,"{3598324420500468367, -7232766050669676860, 6765004104371715651, -7654855920013110739, -2787896314724523843, 4195717413785885463, 2056585472268091541, 1398574777259102001, -2100002260173041009, 3398818798278083265, -741843950580194537, -3478348401573765620, 346570128942936281, 1142356743685585692, 2675002724094449395, -8143552036351214527, -770591139179555209, 8691314865216802356, -7626451138577055798"
values_42,26,"{4419509066261116393, 2531051911048628854, 7976631278950599603, -1913887941203374954, -1633966804364501502, 316643697515507492, -9161875983549283246, -8144453963499777216, 3469428371481349982, 905601238665710829, 3097166086527382633, -1715293416958423721, 5550545482519543493, -1308925778466928070, 2843341680867313730, 2029687461114197787, -759851959901507606, 4021899851264232996, -65909831503461271, -6434281890605671825, -6238438419097090161, 2549481555537041595, -7531525969949401675, 6086528144055489763, 4857018956546429256, -4821309745615550749"
values_13,11,"{-1986583973417279338, 524537770745733024, -717590283830906859, 4194475171040460385, 1765756518473685103, 2525233044093195171, 2372241690820927125, 3245627004460792937, -7765990278833179567, -8186535533805241966, 5989041450390862623"
values_41,5,"{-5665428561655703569, -8616674424806616129, 1128812693340408301, 1916392764335394066, 1303367070415010582"
values_55,23,"{-7349226352223929770, -8076199779935308108, 3331941295155515104, -7775774201906205063, -336575189954746470, 7349354830306633012, -8144642832222218746, -457816964689012320, 2468650181476946421, 3814953030757328484, 1253717058516025877, 5149393168351957168, -8584085811082154871, 4874667955116387131, -46203754167896870, -7435141395136791994, 5680896686808088786, 6623873300207954183, -92763193950118614, -8608025337727125508, -7772034896985436186, 5183069346993855827, 778703007022919680"
values_31,11,"{-2298319880527544527, -7897383564174507616, -1859429902486561286, 8998739490792516771, 7000798740572181961, -5825201792789606807, -6449578546936078084, 1140802218871903307, 3891714608313016260, -4595386496851641656, -3816670517834251517"
values_66,8,"{-4341767646019296718, 4592922308754100373, -2857177521565817651, -8670664723979991935, -168969229897396063, 3069631033741929890, 7087932899959964432, 4275679405506042210"
values_65,23,"{-3790902444462702300, 2710997276100789401, 2336778406465350655, 2429893053106148550, 2293903735376265957, 3271846428414213886, 6161307352525528012, 4241521319060926342, -2156930141131417069, -4317316977713788657, -6324393725559050309, 5852784074671272236, -6538870997434990048, 3344108979900964219, -3696113887594071967, -7823782081963412254, -4199074322155337692, 8890373363143775709, -7609508393016527823, -234066954622509724, -5940070824724280537, -7978461832095890976, 799707422152066375"
values_62,10,"{2466261493072621182, 9020826773261830032, 4623635695779056344, -6162954714063506741, 7249020123662228305, -4798383304626605741, 536046144718939786, -842762770238526929, 6462482538199672947, 4224737590727365754"
values_21,24,"{2902384625735261603, -698495113140241327, -5151488529760843158, 2022068877802323008, -6905051878821225010, -4876097371951945259, -9156665306308743863, 1323256759381424384, 1620879137123203681, 280546188720941057, -2902182146323279711, -6598596897315291632, -4061071333823041380, 1547237192883948993, 6067790387781527329, -7804983283463202205, -2933534540372512927, -3635118324923762545, -7163839890784257114, -2326132207180886778, 3335044654899867805, -2857358661510266715, 2736839885276340309, 7511785916029280001"
values_95,13,"{-8188747215540701856, -2405877779511160984, 8973355139321810191, 6980296102214171732, -5638073953046229345, -6747062669457908220, -8907061700759740614, 2246320096732729559, 5414925344140785409, -2048606967946467000, -7465018407096765892, 8273758183476631792, 690290072236714850"
values_84,31,"{2694093364872679982, 1106137473211299075, 6085482023024737885, -8817882047721403560, 8411332396840421655, -6923740333237386671, 5086970170055621724, -4037937066933042731, 3793640158016609355, -4785740665777617671, -9116081662572077987, 2905861250252943037, 3492352898034814320, 1834760912706704319, -404200697916801870, 2187477673160255078, 4356062733561822169, 7167336008519841584, -3718645521996629317, -8230511234476066825, -3742314623509178556, 3546934055683978001, 5963821201904296750, -1605056792589337381, -1928473057636237667, -96610728385278847, -4958110758072833521, 4964214418105141947, 4364713533500728726, -8938948746276808778, 7452865161959522399"
values_58,26,"{-138643165218737450, 3733701506293659584, -8768326007540260319, 3656733171448309896, 4088475097156567013, -8191814519229665503, 2654831962534927448, 987638812081634746, 7446095876441977121, 5474922514229234439, -3675549812035654999, -5756768200926279989, -4073023373357668502, -8203418790523264990, -6642535148272475321, -1949382343499317568, 6252430296689118515, 2119943437324337367, -4972872564629153860, 6284845390967890258, 4876839096682711563, 3985890456311362359, 6843241312703255226, 5027013894714797914, -2149294872416096057, -743137879625091393"
values_64,8,"{-3012594670812702421, 5901330339621165699, -7518503487447776572, -5870232805378574440, 5185365543085478408, -6629128371467183449, 4792096526173812162, -4919274595854193530"
values_83,30,"{6994234002548230077, -7463765330154222286, -569514942744414628, 1032944558792031929, -3416464843507655316, -8431570444876573524, 2469507564835948757, -5108663887330440850, -4921635165017724571, -286210331307458309, -2566750337934631501, -7428076697452054986, 8200892308991561548, 9038966598569894448, 6708054696396373130, 8558484137913443667, -5957195715917765619, 1807843724130532619, 4040079435952374555, 7169097791220121580, 3124418770722215504, 4722479478742746446, 8930846540094465505, -8890261476319169621, -609756892426611005, -6264274259946370246, -2212377454239860881, 2993540640307536403, 171257076537575294, -3185122113653709721"
values_94,32,"{4049017574570093007, -7605241896119023144, -2396593788673139380, 1727659883832892487, 2927306317722881335, -6096758591243235960, -6552648816679308668, -5490646417835940068, -6557300069656094111, -356576041729471915, 4248757032512887955, -5261620790201540802, 5195686578747415684, 8706160345089693103, 3063869786267643913, 1842978908830566413, -9218675329180880080, -3538414023793993556, 296830755370776780, 3599298342282083686, 7410179296798182711, -4239622071185412581, 2075105384427296900, -4138657782527618790, 4466915325146497921, -196839767663161013, 4220270222004688069, 1816971285601104017, -4048165122109078845, -595586021985444704, 573448012171158783, -9064314545356882569"
values_0,31,"{-6539408092657560616, 6398343116303046788, -8098396854811205514, -8564446944558229065, 7672279788118112709, 5483344021794892021, 3744166632740238571, 2040769431945739725, -8530986936576873510, 1279629056607011751, 705214003674733331, -4669182714786883699, -4909432295664573719, 8252461357956008185, 1309897071612469106, -955395644577044249, 9160857703383015718, -8364579818099740037, 846553829396158269, -4375855264398023227, -2010275141951090729, 913652859234395292, -6684332805590734763, 6938833172413607693, 6424948134737221676, -1173776945363637717, -5137682655915650639, 5639097616729919498, -3251393059057448355, -4500729978710750781, 1752462551815669484"
values_99,12,"{-1876966174810442985, 6974053355376565315, -8972533098137962907, 574252147570730783, -144946626308829884, -4933370991514816238, -1337181631036159808, 7741250392501243985, -1969263960779309948, -4737636369221379647, 9204691468784652470, -2661165992126767132"
values_96,10,"{-1228907413426106131, -1828389261751883562, -5216403956794922307, -3518812850878473933, 8746580587935719561, -7076833174148879149, -6534872658410028745, -2381696778227749971, 6341590211985489545, -1559024388114356998"
values_67,23,"{-1232269461894061148, 8006872511868746185, 5336338363466274585, -3637631488561465110, 5853643139459779240, 8093012342410353218, 513655925563695041, 6214654574165586186, 8320993740556391012, -8649215029322293831, -1227559904627756812, 5761280957560665778, -714257311699182600, 1727897801896317601, -7245108329765273287, 162209984861637291, 1844771600598779382, 5565024865669422316, -4805231036502337978, 200261478169994632, 7465745217328179354, 2059889555661052272, 2782937891247160925"
values_61,16,"{-3717346464547402298, 5771080265192846493, 6302553185589179406, 4946723779204522827, 7731543062512794875, 13609855923301214, -8377526657561790139, -7489638560518483557, 790459614716372882, 8694785608801681822, 1161771786790263165, 4332589677286114027, 1199393611311055841, -1032757265434510535, -5523984454015486707, -7092937984736517092"
values_43,10,"{-3671436045356999821, -4929557218657937078, -1894083058862191520, -7954535757073795589, -249463264569063230, -1461702022939807234, -497397704292631408, -4642536585398839148, -9039453244463541735, -7822101217594072687"
values_2,19,"{2910214807617766621, 5358828047253010301, 701334712244389268, 2323155341544937825, -8095727851368557434, 3810757959752504461, 4398766077384231628, 4783114201834072355, -738225874817137475, -8804433138433534368, 4713455488048801907, 5112951311448183464, 7176811392380973928, 3573894406224099687, -7250412421323571091, -1234986415930324507, 7619586228280781796, 6496341376732233636, -6024845189976730640"
values_54,26,"{-7219277464752640010, 5789370310998609809, -6051754670079236235, 4397943425252673820, -5349570401299799829, 6659922826724818866, 5681199013082084757, -7134186986856066820, 1496144842239446930, 9124920546738428733, 3027585779376593012, -7407446211167788301, 1989988247594964468, -4531211103032816675, 7814516217802851756, -5235655211688514037, -5791533415020820504, 4919753617161359211, 2024539316997177836, -8309612782965078974, 6074816504740960060, 2641737880871514508, 8910030705390776730, 3647442273417337516, -1005144412172883490, -5687070856312504228"
values_30,11,"{6815910552171122172, 9078072915716871556, 2129719702103004841, -3964422515354210067, -4909232230551678291, 8875740203520645975, 1575702213312568335, -6041862789089797572, -3551898207838508514, 3298232813168224904, -9204961478554175257"
values_59,19,"{7658381977808095329, -9031065959426191127, 4416554917032259197, -3377112033483339276, -3768740648121613457, -5367608318513325201, -7256586454631974020, -8835452368110466558, -8562007500215534364, 4494709938864843055, -4947969110708048605, 1480202561582223506, -2470038481550465409, 4427580437581849733, 4640783853477395002, 5836263386365044311, 8174209668079997801, 7005331245501771424, -2025832605631363284"
values_85,3,"{1109013336969427967, -1788456625172327956, -5068324755834331151"
values_74,4,"{-8136003205366519307, -3016792275628900965, -3061767713016898987, 9159527677275919554"
values_90,15,"{-2116802377871718655, 7304607034905081679, -3164223066916342626, 28648855856894380, 3894697360974965010, 1621353303243348034, 5161452027661036044, 2692551634119258642, -7221163298239089911, -4294727465293780748, 4081837427929154057, 333035300194115644, 2200285883975918626, 7308001704000938480, -3819487470307288240"
values_18,27,"{-1221834339024704691, -3676227584211812459, -5908302081298764308, 17502304300854160, -8680836020137623594, 8821970138167124617, 163580152288243533, -7750583443663716140, -2496553029947551319, -5226954791860075752, 8134922703278927371, -8292330852275914136, 2513969575645112146, -6278544971783409623, 8238018462001719796, -2875391802790848318, -8567035911501152167, -6938958937217235459, 1276925736512703430, 8274963371804650082, 1864492638309017729, -735301221415058631, -3592198148215579878, -4662633062707813057, 4403389124093252807, 8465435404608725238, -8659116884412829536"
values_52,6,"{-3850845480638430460, 6192104680404047994, -5285571926385387189, 7887197176430714439, 4083174818179548828, -6012194494482815786"
values_44,25,"{6797025307413918485, 2586446184138575649, -2086428404393340343, -4710870842914492091, 7130752675938875292, -1303038202001548165, 248079571144726498, -6989000024458811325, 8857628850378275967, 3154229376371434409, 4424006236217960912, -510088727458401559, -8413406933355533385, 1858326195495600320, 255712940678983901, 3334732933456499942, 7672586683233417739, -3577471452537126644, 4862878859565313140, -2794667928682871194, 5929323460500407109, -7786202753807418342, -8442667745936000047, -3193411084820842627, -5319810129803333328"
values_17,5,"{1536903440601609380, 3669657888364447169, -7674918900834877382, 3050745576499267735, 1645310704030525908"
values_36,4,"{7811192340421152172, 199257958921923282, 7014922489930252021, -4638989227055962336"
values_49,13,"{1939469553061278599, 126121272177824313, 2151651595982237069, -8823653561173221595, 982854988182604317, 4629569728384747899, -904426841358142176, -3096016110848908948, 7050424609759324734, 1459217619565756539, 3136616787395171693, -8030123845604948039, 8946866771247120031"
values_86,25,"{-1339645137675432846, 5954013850013338249, 2895503343974686094, -1183661687390359286, -7313998229356575026, 872989128636013490, 1560839932115579602, -6648577942801663076, -3133414550578146956, 8264259293897039767, -1579982570040986359, -5927654871934995530, -1913809282295379658, 8716287178495998442, 700607978166050990, -1300271069786478541, 6842188621845406772, 2558490059827771502, 6405752096314373777, 6797087141207309872, -6690811720794364862, 2319174492411460347, -6789112628161746521, -6233346222708562042, 1224226565029267861"
values_37,12,"{-2008820105374284932, -6815237288497183493, 4003515810615027392, -5976267996309277910, -6978345379803125618, -8213632189620125779, -583343616621800019, 6580576420283864818, -901614085210379769, 9219209038581710750, 507574629559309094, -1499726816431345048"
values_56,2,"{7983832367177966672, -1628028453087087413"
values_63,18,"{7348014995304517964, 1919539601693342215, 8164369979414310561, -3201972649021726810, 3318905224133991530, 8717130918563275216, -5244472438099587870, 2862817523609144906, 4888119900065358368, 1021586877730652650, 7231945482426231811, -5688245365327124989, 2468919544138392999, -2764880468415639958, 7796831807556888005, -5920828618313627651, -643391568871912112, 4550913589905796237"
values_35,13,"{-4716528740353353267, 6965941521237172395, 97055352076910817, 2526282166709145300, 4906088782560441033, 5581212548535633543, 5168934392884384063, 3405690441670482754, 360967850510141615, -3565861867604150575, -4580581820793873292, -5211681896599124256, -2775606939577856534"
values_97,23,"{-8023917375289269231, -36331420935749158, -1374132360949284879, 1713716541149094250, -6501197723314258221, -7022484387464296596, -4198081272665176304, 9109440027262575761, -1169344072701448420, -4612087477383428532, 1987647798321968331, 9007911832340655902, 951968430724254094, 6902049525073185083, 51833336396495058, -641166095922349367, 2523860075579270503, -7346799491654471772, -4007063108201143853, 3675675608136720828, 1735560107509599750, 4314804392891215757, -406323730512944902"
values_75,24,"{3584503798511531176, -6849503054159641539, -3990151184580724483, 1743286772053585711, 8284484582001786521, -4468954242608931691, -7330766467281414530, -4805170682098444006, -150884240062987795, -9217340963006412960, 3339683901008190394, 1864900648821826063, -3432431610165209344, 9012217390128098555, -269750096705723083, -5242660958916589454, -3918590762688991816, -5679613008196240437, -2864653728054285422, -7085981814502567592, 2797439244064977893, 2028946151054617726, 6754262882560908452, 571201963695236828"
values_57,27,"{5123992355237131047, -4925127222821669901, 1623691592292687940, -5798833480191163506, 3970322255681531302, 6528561173858164119, -3942101496795029261, 6643667825427803819, 8488145472589271908, -4438509514453679590, 3006251847247176791, -7589529450767677340, 1609095127785211436, 4974253323477408076, -8820908863011496651, -2314596025741847920, -635154502971690590, 3472855095096193400, -9199320858704839274, -1700691770577013773, 1264607837611135556, 6853289784409765253, -4222136939344448420, 7524800951428706048, 8883827588744233973, 6417654770486289503, 2679763987207559527"
values_88,10,"{5395176309921830712, 7512489237698081563, -4748493258816761504, -730404748077817332, 148914324235576501, 5965646508418190322, -8990958486955097050, 733775361540302979, 5706619796353261392, -7890310589456474732"
values_10,14,"{-3927691453525395075, 2410451337567495814, -2804580422501351685, 6992275295355272255, -1237239615378654536, -3821414470190545065, -6821187722729863230, 8128571642552186073, 5899101668201583255, 9044572019656869117, -3836211655647647098, 1421853853997731115, -5002838636142210961, 886275196490715224"
values_53,12,"{-8107511653390287720, -268650752406514003, 7391352558842095523, 2319172195040433937, -4531071854627738994, -7623529273516114139, 6457396162040431009, -6294433392705144530, 1889048610534750306, -922884881574258224, -5760458069305232163, -3590425120355309921"
values_8,30,"{4663566826763236045, 4020100378561802057, 541615449534425494, -2042522454224341538, -197509320883797514, 935256150616911828, 7782394111186305782, -7308077073296485272, 3136529428264037444, 4397456557951537096, -8352009306189105852, -250273927619488170, 5654332309347987899, -8247277524191519401, -1661244198010882310, -2617891273996415144, -8879050213146868620, -2506430460279520521, 5498426045072469183, -5880274785218743059, -8826117196776474201, -6504399035035437206, 5654080105022662525, 8614790617777024078, 7666492382502960190, -5967049094189459072, -252345551758853874, -7810952944468151477, 4548656967612826647, -2715913812622023734"
values_39,16,"{-4387896914537222307, -6405716772616646434, -7417619365905542645, -1111231002323997168, 5502562280855601936, 2176159696307880884, 7165078002774142604, -6811846622462520876, -1836621518777177314, 7173026820045305386, -1623775921583648051, 6529115133067821834, -24315677913060674, 8179145630551709156, -2522194121654877205, 5840131927194650168"
values_47,16,"{-7787958457113148599, 7834813199423448126, 4552845165277415449, 8131718409903170219, 4773825034713558674, 3338498296169924527, -832936584815251407, 245480641253228704, 2986134841945114685, 1826627443784906709, -249403227394238438, 5937223240342184637, 572141100822019186, 2672620010222862033, 231521968633196183, 7211305014976804580"
values_60,8,"{9028755300290298956, -1070187202831536588, 3331392682149595182, 7431246733217780052, -1306838154251066663, 4127430857207078311, 8587897761313598551, 4975165932228587347"
values_89,32,"{187456126207689028, -6391598678045200614, -954446594224464689, -6349422183227493264, -6678542356005854044, 2234325997147961569, 8683160831298851155, -3149536177468224420, 2267156822309566175, -6340074491662082846, 4679308260859498649, -2232668144507175537, 3226126691362616986, -5458642315297565112, 7444484098780922138, -9084127210025207496, 442529380107582648, 1569341328839838326, -5237938763402577094, 6786897969815353309, -1654690660732306993, -4757792157043888435, 499647923517475225, -8632886527872068512, 7153378402237853777, 5565540450302223185, -487422026374425033, -5680808321905916013, -8406247708314231410, 5459071577386254934, -773361629384063794, 4986508619177419441"
values_51,10,"{-1752675495942013349, -2591865866421179568, -3227361352396356462, -2864731596284026942, -4299716722893384494, 2364366203464369091, 2620544668305652594, 8247232368310373426, -4843721316162383924, -7665731573256598246"
values_14,8,"{-2759095112052553125, -996737542536393521, 5057567774972236512, -5329939545039419793, 142429791891365362, 7848608316929014913, 6140562482205244512, -3362091317024212124"
values_28,2,"{3478323148855113788, 3060515554114170967"
values_16,21,"{6557014448053686506, -6716595645016151193, 7773108004646382453, -6171085003892967640, 2549606376521297713, -2020818314847315614, -8716472500237920956, 3546790856835281698, 5524014006557130297, -2418800784120347063, -8439852709985317926, -7834409879040293881, 886886009632021074, -9161223132081769897, 2304626156958758274, -4861277151919124344, -3963564478660019802, -7833957539839268774, -1653977568338286475, 7983611104168941456, 1940033492847886122"
values_34,24,"{1128182365776833634, 944800176739840438, -1583558529240572672, -2934876060416803396, 5567543243665660425, -3093327149755529960, -8665409284501043186, 2042586522552414838, -118374763245804431, -6182448795542848280, 1390917629599271105, -8691078951893299489, -2916823761744881498, 6369865196482391226, -261464024731924694, -3379624409397998528, 3414831406464579128, -2053664660990518782, 5117183304340646497, -7138771990394144383, 2667823525821035368, -1963274551515298779, 1374549095039637497, -3596777308198487825"
values_82,5,"{6761295326997328937, 6385676579334328816, -8961218256270048469, -7221983970735605825, 1382758575828409614"
values_46,22,"{3707281367700170672, 6387347371637179134, -5140620781342083491, 5145937673299561481, 3461847626995946678, 1933704378867383286, -9046277754302267828, -4762874148888179389, -7984131402773013668, 4989627527059707796, 5970607303245898622, 751620929918345927, 6443302517262208042, 6389137259632589813, -6669479161866926828, -2915127981695599041, 7301319210342481884, -4274240652339222601, -4396716068434329466, 5719459048788469416, 6061739221053469840, 4180716186511845217"
