inputName,k,size,arr[size]
values_33,68,29,"{14, 23, -30, 49, -67, -52, 31, -96, -35, 15, 124, 13, -115, 36, 72, -14, 120, -42, 87, -46, 52, -18, -74, 85, 79, -97, -104, 3, 70"
values_15,17,6,"{96, 52, -60, 39, 88, -94"
values_93,143,29,"{21, 74, 108, -25, 23, -12, 122, -10, 89, 66, 66, -102, -61, 8, 107, -6, -15, 49, 43, 114, -18, -109, 55, 77, -61, -94, 11, 61, 32"
values_24,102,26,"{-78, 49, 85, 124, -123, 42, -68, 14, -10, 54, 71, -41, 92, -36, -12, -122, -111, -12, 99, 75, -106, -28, 79, -125, 46, -88"
values_25,102,6,"{96, -69, -66, 85, 42, -69"
values_26,102,20,"{83, 117, -115, 112, -126, 119, -112, 102, 63, -93, -8, 91, 107, 73, -126, 112, -55, 13, -38, -123"
values_48,60,19,"{-73, -75, -52, 82, -29, 3, 123, 60, -43, 75, -99, 91, -49, -42, 70, 82, 112, 19, 78"
values_71,224,25,"{-106, -71, -70, 36, 54, -19, -66, -96, 56, 51, -58, -90, 92, 13, 119, 88, 6, 91, -18, 81, -55, 117, 92, -74, 125"
values_76,224,20,"{-57, -14, -54, -66, 67, 68, -11, 35, -84, 34, 45, -43, -3, -5, 30, -21, -66, -60, 81, -78"
values_7,140,12,"{-120, 72, 90, 78, 109, 39, 87, -64, -26, 105, 111, -94"
values_50,62,12,"{33, -125, -120, -39, 119, 88, -114, 52, 38, -36, 107, -120"
values_22,102,16,"{-93, 14, -94, 53, 73, 21, 64, 78, -125, 54, -10, -41, 49, 44, 115, 46"
values_4,140,26,"{-120, -66, 20, 67, 71, 125, -74, -34, -48, 7, -38, -121, -97, 48, -76, 21, -103, 19, -35, 85, 79, 68, -74, 104, 12, 124"
values_32,68,16,"{1, 103, 17, -122, 22, 121, -27, 74, -46, 27, 20, 66, 81, 66, 3, 4"
values_77,224,12,"{15, 25, 74, 80, -112, 75, -15, 11, -110, -63, -29, -61"
values_91,143,25,"{32, 70, -20, -95, -16, -13, -106, -44, -101, -4, -30, -95, -117, 98, 22, -89, -49, 40, 112, 54, 65, -85, -54, -89, -118"
values_42,60,16,"{-67, -19, 103, -82, 61, -61, 88, 43, -114, 3, 21, -126, 23, -44, -111, 124"
values_13,17,29,"{-114, 96, -113, 0, -116, -70, -73, -44, 60, 50, -77, 72, 77, 122, -108, 43, 73, 14, -1, -69, 119, -16, 85, -30, -63, 32, -97, -1, 30"
values_41,60,25,"{-31, -100, 49, 81, 82, -40, 108, 33, -7, -32, 84, 114, 119, 22, -72, 38, -49, -72, 107, 35, -17, -109, 17, -109, -17"
values_55,62,6,"{-70, -3, -23, 5, -2, -92"
values_31,68,25,"{11, 9, -53, 12, -10, 92, 8, -53, 110, -49, -117, 74, -29, 23, 115, -28, 5, -84, 116, -78, 81, -69, 100, 85, 62"
values_66,164,20,"{-120, 31, -124, -84, 2, -124, 27, -77, -63, -124, 124, 123, -7, -27, -117, -25, -12, -91, -123, -10"
values_65,164,6,"{-87, -109, 40, -85, 107, -54"
values_62,164,16,"{-83, -81, -50, -1, 6, -78, -126, -52, 116, -68, -59, -38, 22, -50, 44, -105"
values_21,102,25,"{79, -19, 31, -32, 85, -48, 29, -112, -45, -55, 79, -125, 103, 43, 20, -80, -31, -16, 58, -85, -75, -106, 18, 76, -99"
values_95,143,6,"{-76, -56, -86, -25, -64, -101"
values_84,18,26,"{19, -45, -122, 8, 86, -56, 39, 122, 61, -80, 16, -104, -111, 121, -88, 56, -101, 3, -88, 116, 21, -122, 9, -24, 92, 100"
values_58,62,19,"{-122, 124, 43, 65, 82, 114, -82, 17, 8, 124, -27, -84, -74, 77, 34, -103, -91, 107, -117"
values_64,164,26,"{-47, 28, 55, 94, 18, -125, 14, -117, 71, 61, -26, 55, 10, 34, -45, -106, 7, 77, 86, 87, -52, -70, 85, 33, 93, 59"
values_83,18,29,"{-114, 87, 48, -70, -65, 116, 110, -76, 68, 118, 70, -59, 52, -103, 75, -31, -83, 118, -78, -62, -72, -78, -106, 64, -100, 103, -38, -114, -38"
values_94,143,26,"{13, -25, -80, 51, -23, 55, -31, 91, 41, -113, -102, 109, -26, -83, -100, -23, -109, -97, 99, -81, 113, -10, -99, -98, -121, 92"
values_0,140,12,"{11, -75, 47, 73, -65, -4, -82, -96, -37, 75, -112, -60"
values_99,143,22,"{-108, 98, -49, 121, -4, -86, 93, 108, -70, 31, 115, 106, 105, -70, -73, -35, -66, 61, 78, 2, -12, 61"
values_96,143,20,"{68, 18, 72, -2, -59, -65, 108, -33, 126, 68, -92, -2, 50, -101, -9, 60, 61, -46, 79, -83"
values_67,164,12,"{-96, -68, -10, -57, -10, -91, -60, 31, 94, -30, -10, -107"
values_61,164,25,"{5, -45, 47, -108, -84, 74, -76, -102, -101, -123, -1, 76, -27, 29, 4, -5, 63, 53, -123, 115, -112, -40, -68, 78, -46"
values_43,60,29,"{-46, 34, 55, 55, -110, -93, 86, 37, -75, 119, 110, -59, -4, 92, -111, 66, -84, -27, 67, -39, 121, -68, 43, -29, -79, -122, 121, -95, 46"
values_2,140,16,"{-42, 98, 37, -120, 54, 14, 45, 97, 105, 5, 117, -58, -41, 11, 2, -99"
values_54,62,26,"{8, 8, -126, -110, -21, -50, -70, 49, -30, -77, 113, 61, 8, -113, -21, -23, 95, -68, 94, -71, 2, -69, 56, 101, 6, -107"
values_30,68,12,"{-107, 59, 40, -73, 74, -72, 123, 9, -120, 79, -80, -120"
values_59,62,22,"{-46, 42, 112, 49, 21, 7, -25, 21, 12, -87, 92, -101, -44, 119, 101, -25, -35, 77, -15, 47, -90, -53"
values_85,18,6,"{72, 109, -47, -3, -96, 67"
values_74,224,26,"{26, -27, 9, -124, -104, -41, -17, 24, 19, -63, -86, -12, -63, -1, -68, -69, -24, 54, 90, -65, -74, 34, -55, -72, 83, -89"
values_90,143,12,"{64, -64, 4, -112, -66, -78, 85, -86, -51, -112, 21, -56"
values_18,17,19,"{29, 76, -73, -52, -26, -50, -100, -68, 28, -56, -26, -48, 94, -60, 69, -56, -19, 87, -94"
values_52,62,16,"{-104, -55, 82, 92, -17, -85, -104, 34, 100, -10, 81, 120, -2, -51, -39, -125"
values_44,60,26,"{29, 27, -117, 49, 22, -125, -56, 106, -40, -124, 30, -79, 10, 36, 20, -5, -114, 118, -18, -60, -36, 55, -12, 67, 14, -123"
values_17,17,12,"{-73, 2, 67, 70, -70, 49, -100, -52, -29, -66, -41, -93"
values_36,68,20,"{117, -45, 27, 98, 32, 112, 76, -4, -88, 91, 96, 81, -119, -79, -100, -34, -21, 49, -71, -12"
values_49,60,22,"{-3, -45, -64, -92, 23, -34, 3, -70, 8, 99, 59, 50, -30, -115, -18, 15, -108, 5, 97, -16, 11, -120"
values_86,18,20,"{-6, 34, 10, -22, -41, 15, -53, 79, -18, -97, 17, 14, -43, -97, 69, 2, -103, -49, -42, -95"
values_37,68,12,"{32, 3, -42, -55, 21, 42, -34, -2, -78, -122, -107, -2"
values_56,62,20,"{-40, -33, 124, -21, 67, -124, 95, -68, 64, -56, -76, 15, -31, -83, -3, -113, 73, 59, 61, 8"
values_63,164,29,"{-42, -46, 70, 78, -15, 15, 72, 77, -62, 50, 60, -22, -48, -52, -88, -66, 42, -80, 39, 16, 48, 10, -78, 50, 73, 82, 69, 20, 33"
values_35,68,6,"{63, -65, 78, -68, 97, -92"
values_97,143,12,"{-57, -67, -37, 86, 83, 15, 76, -34, 5, 121, -18, 20"
values_75,224,6,"{-18, 35, -91, -60, 124, -38"
values_57,62,12,"{-13, 51, -68, 72, -63, -117, 102, -109, -72, 70, 117, 39"
values_88,18,19,"{85, 12, -10, -66, -39, -72, 112, 74, -76, -52, 27, 57, -72, 91, 73, -65, -9, 50, -19"
values_10,17,12,"{-43, -31, 45, -122, 117, -116, -47, 54, 120, 63, 46, -112"
values_53,62,29,"{-47, -66, 86, 44, -6, -112, -86, -9, 1, 20, 48, 103, -65, -118, -22, -80, 31, -47, 107, 52, -120, -115, -36, -124, 25, 106, 62, 56, 125"
values_8,140,19,"{72, 65, 23, 55, -57, 120, 82, -48, 109, -72, 105, 125, -91, -101, 100, 74, -30, 18, 6"
values_39,68,22,"{89, 92, 86, 30, 104, 105, 18, 105, -34, -50, 14, -92, 18, -43, 0, -35, -72, -68, 15, 90, 64, 115"
values_47,60,12,"{-103, 106, 122, 0, -9, -35, 125, -77, -87, 111, 14, 6"
values_60,164,12,"{-123, -61, 86, -116, 4, -32, 50, -57, 40, 78, -16, 31"
values_89,18,22,"{-97, -37, -68, 23, -112, 70, 39, 52, -63, 44, 85, 118, -125, -82, 35, 121, 64, 93, -81, -91, -122, 63"
values_51,62,25,"{-51, 16, 11, 97, 12, 62, -112, 102, 104, -27, 7, -74, -45, 90, 55, 123, -84, -49, -113, -40, 35, -112, -85, 120, 88"
values_14,17,26,"{84, -38, 100, -72, 30, 92, 85, -20, 35, -110, -87, 26, -88, -74, 43, 103, -73, -100, -51, 32, 126, 22, -112, 89, 77, -3"
values_28,102,19,"{-13, -7, -126, 84, 64, 87, -84, -28, 4, -122, 54, 15, 55, 0, 20, 70, -51, -41, -78"
values_16,17,20,"{16, 68, 83, -108, 60, 111, -116, -82, -83, -93, -71, 78, -95, 44, 26, -72, 69, 16, 59, 14"
values_34,68,26,"{-41, -45, -51, -23, -6, 31, 36, -35, -122, -94, 60, -83, -13, -53, -111, 79, 0, -48, 100, -93, -2, 10, -79, -31, 28, -116"
values_82,18,16,"{93, 110, -38, 106, 69, -65, -3, 60, -51, 96, 50, 61, -31, 81, -126, 85"
values_46,60,20,"{-117, 118, -39, 68, 41, 103, 0, -104, 120, 27, -77, -62, -48, 114, 60, 16, -59, -114, -49, 67"
values_27,102,12,"{91, -49, -66, -82, 23, -48, 108, 54, -76, -62, 33, 118"
values_20,102,12,"{63, -36, -126, 17, 21, -6, 6, 43, 21, 82, 20, -11"
values_9,140,22,"{39, -50, -112, 109, -74, 107, 107, 108, -89, 58, 21, -28, -106, 91, -126, 1, -16, -17, 120, 69, 1, 40"
values_92,143,16,"{1, 61, -103, -28, 74, 5, 25, -23, 121, 29, 35, -49, -100, -46, -86, 100"
values_3,140,29,"{-82, 84, -6, -11, 53, 56, 105, 53, -16, -108, -91, -14, 71, 25, 40, -39, -1, -36, 21, -49, -87, 48, -108, -125, 1, 70, -34, -43, 108"
values_98,143,19,"{121, -110, -100, -3, 73, 63, -18, -112, -7, 97, -52, 65, -92, -19, 114, 44, -122, -28, 35"
values_29,102,22,"{-113, 53, 69, -41, -110, -39, -113, -73, 56, -48, 60, -107, -77, 118, -33, 70, -53, 83, -20, 124, 77, -44"
values_80,18,12,"{8, 118, -56, 5, 51, 106, -71, -10, -121, 40, 116, -7"
values_73,224,29,"{120, 113, -61, 54, 46, 95, 93, -22, 44, -11, -96, 83, -15, -10, -37, 17, -33, 33, -123, -52, 120, 20, 16, 125, -100, -21, -125, 39, 14"
