inputName,nn,size,isign,data[size]
values_25,2,26,0,"{121, -13, -66, -52, -77, -104, -92, -99, -110, -5, -112, -49, -56, -67, 82, -16, -76, 121, -9, 104, -116, -25, 102, -89, 73, 110"
values_26,2,30,0,"{85, 54, -107, 26, -88, -83, -87, 7, 4, -86, -65, -38, -41, -55, 126, 7, -80, 28, 4, -36, 16, -124, 8, -103, 35, -78, 72, -103, 16, -123"
values_48,10,8,0,"{117, -103, -9, 64, 76, -109, 103, -108"
values_71,3,16,0,"{-24, -19, -68, 20, 108, 110, 27, -63, 42, 116, 21, -39, 59, 60, -13, -85"
values_76,3,30,0,"{-6, 18, -127, 13, 35, 93, -106, -91, 41, 112, -28, -51, 10, -97, -22, 63, -15, 97, -22, -126, 52, -56, 127, -21, 21, -17, 74, 110, 21, -58"
values_7,7,20,0,"{57, 45, 106, -5, 51, -72, 67, 118, 100, 50, -82, 0, 112, 110, -52, -104, 108, -96, 89, 102"
values_50,2,19,0,"{-107, -4, 121, 86, 35, -52, -114, -74, 67, 40, -101, 124, -31, 82, 66, -56, 95, -64, -101"
values_22,2,19,0,"{-35, 30, -79, -93, 37, -40, 76, 41, -46, 82, 63, 17, -107, 12, -120, 55, 61, 34, -14"
values_4,7,4,0,"{-101, 99, -55, 64"
values_32,4,19,0,"{-72, -122, -13, 62, 33, 58, -2, 28, -33, -20, 39, -101, 65, 83, 112, -108, -126, 68, 53"
values_77,3,20,0,"{37, -21, 35, 116, 1, -62, 44, 71, -26, -79, 16, -107, 63, -118, -58, -53, 18, -34, 54, -48"
values_91,10,16,0,"{-44, 126, 5, 120, 40, -55, 24, -34, 110, -120, -94, -112, 7, -86, 40, 14"
values_42,10,19,0,"{107, 51, -103, 86, 2, 118, 58, -68, 4, -82, -54, 123, -113, -97, 40, 77, 67, 48, -113"
values_13,2,5,0,"{127, -116, -64, -115, 127"
values_41,10,16,0,"{107, -3, 91, -62, 50, 106, -60, 100, 90, -77, 27, -49, -26, -4, 87, -62"
values_55,2,26,0,"{-96, -5, 79, 15, 54, 87, 91, 87, 118, 21, 112, 87, 117, 122, -52, -128, 49, -42, -7, -42, -91, 0, 106, 36, 11, -49"
values_31,4,16,0,"{16, -78, 31, 121, 31, 48, 44, -64, -119, -111, -33, -25, 73, -42, 35, -122"
values_66,3,30,0,"{93, 79, -123, -101, 14, 81, -28, 17, 67, 42, -42, -91, 26, -24, 37, -100, -1, -35, -83, -58, 55, -128, 82, 96, 89, -40, -94, -99, 14, 27"
values_65,3,26,0,"{-4, -75, 92, 0, -119, -77, 95, -89, -39, 110, 37, -16, 101, -17, -67, -46, 122, -110, -127, 73, 70, 23, -29, 63, 51, -109"
values_62,3,19,0,"{-46, 17, -33, -39, -85, 89, -95, -71, 93, 58, -23, -17, -62, 82, -115, 108, 31, 45, 44"
values_21,2,16,0,"{110, 70, -26, 124, -125, -37, 69, -12, -116, -28, 24, 21, -105, -80, 9, -25"
values_95,10,26,0,"{69, 1, -88, -115, 22, -127, -84, -116, -41, -45, -88, 22, 5, -51, -1, -72, -60, -44, 88, -54, 111, -3, -21, 52, -54, 105"
values_84,3,4,0,"{84, -113, 5, -86"
values_58,2,8,0,"{-102, -37, -98, 98, -103, -25, -75, 21"
values_64,3,4,0,"{36, -68, 108, 69"
values_83,3,5,0,"{60, -111, 97, -114, 92"
values_94,10,4,0,"{17, 111, -119, 122"
values_0,7,19,0,"{-2, -13, -65, 100, 37, -60, -79, -118, -51, 39, -107, -46, -80, -114, 9, 0, -50, -10, 52"
values_99,10,25,0,"{88, -30, 113, -48, 85, 78, -95, 95, -52, 46, 9, 125, 59, -73, 20, 114, 116, -19, 38, -115, 11, 125, -102, -116, 29"
values_96,10,30,0,"{-54, 81, 35, -19, 55, -9, 65, 44, -126, 60, 8, -78, 107, 31, 46, -51, -28, -25, 85, -10, -92, 32, 3, 122, -95, 105, 13, 21, -119, 13"
values_67,3,20,0,"{-106, 29, 78, 33, 32, 64, 115, -66, -24, 14, 12, -85, -39, 9, -5, 16, 89, 12, 32, -87"
values_61,3,16,0,"{98, -91, 84, -29, -103, -90, 30, -103, -102, 101, 110, 122, 36, -126, -59, -63"
values_43,10,5,0,"{-3, 77, -70, 3, 76"
values_2,7,19,0,"{34, 50, -28, 121, 118, -36, 38, 60, -125, 115, -106, 79, 66, -67, 97, -112, 121, -122, -46"
values_54,2,4,0,"{-85, 2, 12, 25"
values_30,4,19,0,"{67, 97, -78, 5, 46, -5, 85, 87, 103, -123, -71, -13, 108, -42, 31, 12, -41, 89, 38"
values_59,2,25,0,"{121, 57, -95, 90, -60, -8, -105, -42, 69, -88, 76, 34, 89, 42, 54, -73, -44, -102, 90, 31, 38, 60, -16, -34, 9"
values_85,3,26,0,"{-49, 81, 10, 77, -82, 16, -80, 80, 69, -83, 34, -26, -128, -69, -56, 23, -39, -73, 95, 114, 85, -64, -125, -76, 80, 41"
values_74,3,4,0,"{-97, 76, 49, 85"
values_90,10,19,0,"{-86, -93, -116, -35, 56, 109, -43, -56, 62, -31, 56, 13, 23, -109, -116, 74, 8, -120, -39"
values_18,2,8,0,"{-58, 12, 91, 44, -101, 13, 7, 57"
values_52,2,19,0,"{-33, 46, -59, 26, 12, -36, -19, 55, 126, -23, 32, 44, -100, -125, 118, -23, -107, 30, 46"
values_44,10,4,0,"{114, -28, -62, -72"
values_17,2,20,0,"{64, 46, 111, 85, 59, -35, -24, 126, 95, 29, -115, -98, 15, 18, -56, 19, -107, 66, 47, -64"
values_36,4,30,0,"{119, 6, -14, -93, -113, -81, -60, -74, -116, -103, 38, 108, 106, -76, 37, 112, -67, 27, -109, -41, -74, 14, -69, 92, -109, 96, -93, -104, -102, 80"
values_49,10,25,0,"{-89, 127, -106, -18, -119, 87, 79, 52, -47, 38, 10, -72, -52, 24, 10, -94, -73, 103, 24, -114, -67, -57, -82, 93, -43"
values_86,3,30,0,"{115, 119, 93, -122, 57, 72, -15, 8, 22, -75, 92, -115, -76, -104, 17, 73, -81, 73, 114, 88, 109, -107, 4, -4, 11, 110, -74, -97, -54, 16"
values_37,4,20,0,"{-101, -120, -37, 14, 123, -80, -31, -100, -86, 107, 43, -113, 69, -19, -45, 103, 53, -104, 80, 87"
values_56,2,30,0,"{118, 94, -77, -126, -118, -6, 33, -88, -103, -37, -126, -45, -25, 66, -35, 69, 118, -14, -10, 112, -55, 29, -75, 48, -89, -93, -82, 10, 108, -115"
values_63,3,5,0,"{-10, 101, 127, -3, -45"
values_35,4,26,0,"{58, 40, 27, -98, 47, 84, -94, -75, 3, 48, 121, 54, -66, 72, -98, 54, 56, -85, 84, 104, 92, 1, 58, 127, 85, -77"
values_97,10,20,0,"{125, -24, 48, -48, 106, -83, 56, -108, -49, 14, -68, 47, 101, -16, 121, -84, 63, -3, 5, 27"
values_75,3,26,0,"{-13, -71, 104, -13, -22, 11, 26, 93, -3, -6, -97, 50, 76, -73, 22, 47, -51, -66, -52, -14, -110, 33, 83, 112, 121, -82"
values_57,2,20,0,"{-52, -69, -12, 98, -46, -51, -15, 125, -63, 97, -109, 77, 38, 21, 83, -33, 30, 26, -32, 127"
values_88,3,8,0,"{-3, -93, -115, 5, -59, -13, -121, 43"
values_10,2,19,0,"{-25, 80, -116, 19, -121, 47, 65, -10, 75, 1, -121, -22, 26, 115, -59, -121, -54, 104, -126"
values_53,2,5,0,"{-111, 13, 65, 113, -61"
values_8,7,8,0,"{118, -55, -126, 73, -112, -85, 124, 21"
values_39,4,25,0,"{34, 22, 34, -39, 13, 120, -70, 52, 83, -29, 104, 47, 109, 26, 120, -26, -25, 0, 91, -115, 120, -8, 16, 64, 59"
values_47,10,20,0,"{105, -73, -28, 121, -54, -81, 47, 4, -35, -108, -117, 78, -100, -81, 57, 22, 127, 46, 81, -76"
values_60,3,19,0,"{126, 104, 1, -46, 106, 57, 56, -63, -17, 100, -64, -14, -103, -76, 55, 9, 51, -51, -74"
values_89,3,25,0,"{127, 76, 56, -90, 126, 31, -22, -50, 113, -58, 112, 103, 123, 13, 68, -78, 94, 30, -113, 29, -114, 73, 38, 22, 81"
values_51,2,16,0,"{121, -36, -32, 55, -11, 45, -12, 93, -52, -30, 17, -78, -90, -4, -67, -18"
values_14,2,4,0,"{38, -32, 67, -34"
values_28,2,8,0,"{79, 84, -90, 47, 39, -70, 123, 84"
values_16,2,30,0,"{-43, -127, 20, 18, 28, 101, 44, 27, -107, 2, 71, -6, 102, 18, 89, -13, -52, 54, 21, -122, 100, -111, -123, -65, -73, -126, -35, 96, -67, 57"
values_34,4,4,0,"{60, -30, 48, 19"
values_82,3,19,0,"{37, 74, -88, -2, 18, -118, 62, -108, -12, 77, 1, 125, 29, -125, -35, -92, -55, 105, -113"
values_46,10,30,0,"{-53, -30, 89, -101, -38, -54, 80, -68, 43, -104, -99, 124, 20, 22, -106, 66, -67, -31, -90, -123, 117, -91, 125, 56, 19, 36, -72, -100, -23, 66"
values_27,2,20,0,"{-3, -21, 47, 78, 30, 103, -112, -66, 93, 70, 77, -107, 115, 59, 35, -76, 116, -83, 9, -63"
values_20,2,19,0,"{108, -15, -53, 111, -73, 75, 13, -83, -94, -66, -20, 63, -88, 88, 109, 22, 64, -57, 54"
values_9,7,25,0,"{-82, -7, -21, -4, 18, 90, -128, -39, -12, 35, 89, 76, 63, -104, 105, 45, 39, 75, -115, -2, -107, -69, -123, 110, -108"
values_92,10,19,0,"{-6, 116, 59, 83, 46, 71, -87, 54, -83, 64, -96, -6, -100, 88, -11, 106, 91, -116, 122"
values_3,7,5,0,"{95, -39, -109, -124, -28"
values_98,10,8,0,"{94, 127, 91, -20, 83, 91, -107, -39"
values_29,2,25,0,"{60, 70, -68, 70, -116, 55, 102, 106, 41, -117, 16, -41, -60, 0, -19, 12, 9, -113, -50, 37, -11, 11, 120, 115, 38"
values_80,3,19,0,"{12, 104, 50, 53, 13, 73, -5, -83, 44, 1, 34, -77, -62, 10, 41, 68, 28, -4, -90"
values_73,3,5,0,"{14, -108, 23, -49, -99"
