inputName,k,size,arr[size]
values_2,207,9,"{56, 115, 107, -116, 125, 107, 0, 5, 3"
values_54,111,22,"{116, -15, 64, 40, -104, -122, 101, -35, -107, 1, -99, 96, 20, 5, -110, -59, 67, 76, -96, 84, 92, 121"
values_30,163,16,"{-123, 5, -22, -81, 10, -35, 116, -56, 119, -14, -125, 47, 104, 71, 13, -60"
values_59,111,14,"{-52, 30, -80, -93, 77, -17, 126, 33, -122, 125, -79, 53, -119, -90"
values_85,132,23,"{-123, 37, -101, 15, 92, -26, -75, 61, -40, 114, 47, -43, -88, -15, 115, -112, 30, 108, -80, 41, 104, 24, -103"
values_74,206,22,"{-7, -46, -27, 79, 42, 63, 35, -101, 120, 64, 80, 43, 49, -33, 16, 86, 45, -33, -40, 16, 120, 61"
values_90,242,16,"{-119, -67, -44, -30, 51, 30, 102, 96, -95, -84, -12, -50, 39, -42, 117, 5"
values_18,228,13,"{-24, 39, 31, 57, 81, 71, 38, -81, 123, 45, 99, -46, -81"
values_52,111,9,"{115, 6, 125, -113, -107, 3, 28, 126, -76"
values_44,135,22,"{-29, -91, 19, 6, -59, 115, -18, 83, 101, -65, -19, 44, 3, -125, 9, 12, -18, 67, -74, 11, -108, 81"
values_17,228,5,"{-4, -94, -121, -60, 23"
values_36,163,3,"{-78, 2, -26"
values_49,135,14,"{57, 125, 104, -100, 40, -7, 67, -68, 41, 113, 68, 98, 3, 94"
values_86,132,3,"{95, 1, 104"
values_37,163,5,"{-121, 47, 17, 37, 91"
values_56,111,3,"{83, -47, -30"
values_63,65,8,"{-48, -60, 123, -35, -90, 97, -117, 39"
values_35,163,23,"{62, -122, 52, 102, 113, -40, -38, -30, -106, -119, -65, -47, 126, 100, 90, -78, 115, -80, 83, -59, 71, 60, -95"
values_97,242,5,"{-66, 33, -74, 108, 116"
values_75,206,23,"{106, 92, -103, -37, 36, 66, -123, 66, -123, 19, -35, 15, -109, 114, -70, 24, -84, 103, 100, 28, 50, -27, -70"
values_57,111,5,"{3, -14, -9, 45, -70"
values_88,132,13,"{6, -110, -100, 49, -120, 96, -45, -88, 23, 55, 100, -31, 87"
values_10,228,16,"{56, 103, 10, 59, 8, -115, -26, 14, -101, 33, -115, -99, 115, 51, -9, -11"
values_53,111,8,"{72, 96, 38, -91, -82, -65, -70, 41"
values_8,207,13,"{-62, 117, -104, -94, -93, -68, -8, -108, -23, -123, -118, 16, 109"
values_39,163,14,"{-88, 119, 69, -43, 97, -65, -81, 4, 14, -74, 2, 24, -100, 92"
values_47,135,5,"{-85, 53, -41, -9, 5"
values_60,65,16,"{39, -126, -82, -69, -83, -22, -80, 61, -4, 119, 23, 3, -60, 33, 9, 35"
values_89,132,14,"{50, -17, -82, -103, -4, -120, 58, 88, 5, 86, 19, 109, -66, 107"
values_51,111,19,"{43, 3, 106, -119, -15, -58, -26, -86, -3, -52, -111, 103, 70, 31, 40, -44, -21, 12, -64"
values_14,228,22,"{-45, 40, 84, -85, 114, -32, 38, -35, -102, 10, 58, -3, 78, 26, 9, 4, 19, -117, -46, 54, 15, 61"
values_28,165,13,"{-96, 30, 71, 6, -87, -99, 83, 75, 104, -84, 108, -3, -7"
values_16,228,3,"{-89, -74, 31"
values_34,163,22,"{114, 37, 19, 77, -40, -89, 69, 44, 78, 28, -15, 58, -76, -46, 110, 49, 100, 17, -44, -48, -13, 38"
values_82,132,9,"{57, 37, 82, 18, 126, -48, -92, 104, 76"
values_46,135,3,"{-77, -43, 120"
values_27,165,5,"{-58, 8, 38, -45, 111"
values_20,165,16,"{49, 88, 77, 107, 90, 83, 46, -55, -85, 25, 14, 68, -94, -26, 6, 44"
values_9,207,14,"{-44, 79, 64, -81, -35, 49, -66, -5, 27, 110, -106, -121, -7, -45"
values_92,242,9,"{-108, -96, -49, 122, -86, 12, -114, -10, 43"
values_3,207,8,"{42, 2, 49, 118, -117, 98, 32, 9"
values_98,242,13,"{100, -67, 27, -106, -73, 119, 52, 52, 2, 10, -125, -72, -14"
values_29,165,14,"{105, -108, -118, 31, 26, 90, -32, 119, 11, -3, -89, -91, -7, 6"
values_80,132,16,"{17, 48, 96, -102, 106, 51, 14, -82, -31, -108, -102, -109, -62, 56, 100, -121"
values_73,206,8,"{-119, -123, -80, 56, -42, 27, 87, -84"
