inputName,k,size,arr[size]
values_33,81,14,"{558123830944629257, -6655909532576886564, -8523539533182828225, -7156019710003234661, 3780133681600217720, 2509908896844069441, -594698975204105813, 1010885370070887186, 1680452432899020328, 2653654128265204297, -2587267910291863021, 4866642442714535841, -6017554413438772287, -6501442510145865778"
values_15,143,14,"{37123246099232983, 7437632376846323072, -9211027545045135186, -5131082966545487020, -8461933941601059941, 8574731708000458915, -6936923898731811714, 1364450983070504963, 9008276909050679380, 7702329794907993395, 1869116275215238300, 4681256330156330369, -5591584562663579729, -1124720771603488728"
values_93,167,14,"{36837258613133782, 521268038435443833, -6022646438232733915, -1845483839030424323, 7877461211145356789, -79957799759936327, 334954815858968853, -1225194045757601825, -5595559826942404714, 6108706653448805914, -4795088695941847460, 3096582470124358923, 2297028494453262390, 2256413317034875698"
values_24,101,26,"{4626994238969638877, -3684832128423600911, 4429782180271895463, 5420556903597966172, -5558513658308865171, -660066751587360205, 6218855119877437190, -6801735887102171352, 967920344500431605, -7425988026244716293, 1146527278709486978, 1306626255688972134, 3038037427961852290, 7158220182243503151, -590032888443525394, -6698874103256024940, -665148721965085207, -3651208527883028388, 4752391973918460958, 6925829014303686424, -7081008988312411246, -9103805677532246728, -8739025320732430535, 3057426398345168526, -1845566038011236680, -2996143692562948089"
values_25,101,14,"{-3709782727280667629, -7344741386130640617, -4994311216589338280, 1496666385315971672, -527672659643361032, 5726064471616153947, -5222268599742229845, 7842745802682327858, 2228507442450078052, -4235629272363315539, -4796191314931534913, -5694165000560320941, 4694198737065291415, -8481394365825861627"
values_26,101,30,"{-8558890743204186766, -3382850318950862856, -6709134298771105574, -726076963983838406, 2606255933274208688, 5047249729265907853, -8017447219521540897, -1707864896615446722, 2921295214064900204, 8327968211278132183, 1609913632390858297, -3184513430101445472, -8757596283210798672, -8749804156504473837, 1222673131507470264, -3154919194711548705, -3225221626929391885, -1757178756953327521, -8557942919141031059, 666309242641366533, -966043283563295272, 4890059883263124043, -7046589927399190043, -8578777973302157829, 8678738268781185964, -2981869247502045478, 3440675629925880872, 7816609153036795505, -3749108380734641819, -6350233066612118550"
values_48,98,7,"{-8014479801861682515, 1768942923723841510, 4990021532641414100, -3462376274803138847, -1659674102909509680, 6968265834009931480, 3857514214531317501"
values_71,143,24,"{6364558237248052844, -5064920333950738136, 432863997264673427, -7761630186887005263, 168986935000411418, 9089173636598117295, 8732101971501005706, -6904642537674394223, 2927812390208039068, 3483597525211134960, -7460482817705816777, 364022876846627420, 6769295892953623014, -5334659932647226382, 4568706440079969872, -2673463538930225891, -6200263345415696733, 1000252717030156248, -7407168778630056793, -6178943276720518467, -2059110985597354328, -7464715833276782376, -3350202522807696879, -5453254149907203675"
values_76,143,30,"{3701404151042579681, -801122376242381872, -2324631263456850782, 5924702876547653795, 8794557735561507582, 3559284086756535581, 1210158357206682307, 2755513924034536294, 2105158896942386817, 1087284880572142153, 6206595673259980199, -2832916605398797901, -5638841148148660446, -3533761742280685419, -8922358624475331395, 86868168296906391, -1846551175456571805, 2292291459631145983, -3694923822080983350, -7541335598192902998, -8120806340993049585, 6007957761725158370, 826149748125095594, -6241570001182934846, 721363779470436712, 6973044744765305130, 8580019944638469419, -562298991362226023, 1835365393337825590, -1103704879564162477"
values_7,254,3,"{-9186866153600869138, -7394767835020481848, 4059464237388652433"
values_50,32,16,"{-5643594965611144167, 3308531904355274068, 7110881219055067229, 1759011834540043971, 1453239809455491340, -7084198199745635490, 6737964641551683920, -1157624477236350753, 1442816507120035013, -5996115176985630634, 7075812910811373690, 8546863448614250558, 1629674406643624836, 5395880606407055616, -798033836294060783, -8713412818638163933"
values_22,101,18,"{104325038217247085, -3059589571815063361, -4862037534265937909, -4239323170228817557, 6750907038322142403, -4904605069579903624, -1423593765587609853, -4937163615288617061, 4193969067364735325, 2003601312898024733, 9220432360572783767, -7816152213002949401, 1305213449013313303, -4940936158904914500, -8572279087690498953, 7257856489347584678, 3899305219266560651, 7289946482542171984"
values_4,254,26,"{352182421918780689, 5787638896632940063, -2333742552607339019, -686839861248884371, -3038370214751232630, -8140409943666569469, 8402048009852152064, -8021369827096986307, -3862865109906999420, -5551764454698708695, -8875126270065695792, 2426644619032448874, 3957476935021091133, -2923390479912634009, 4331919110693668100, 4856024946718243320, 3216278165202968245, -9115457090535894713, -5530689396557539664, -2403722116135883818, -5217713562627328369, -8873141056959543437, -674724528776041668, 301939018601150581, -560766453423615673, 158115949020312379"
values_32,81,18,"{-4484400949399961670, -1988504341301748722, -2085050884628449619, 5815865123296796827, -101847412990853082, -996019798237190755, 5094642162166479906, -3304789758005307437, 4351914969217290189, 6774083176347486317, -4863506154268288614, 1563236254463663648, -4732002116716673719, -7588979050905820767, -2040921947585785250, -508837668440805991, 7467452075173264481, 6111668455217785806"
values_77,143,3,"{-9070159389812305637, 1350868718115226090, -4723849290820837572"
values_91,167,24,"{-5724213143435540093, -2653384328115723871, -7147035810185592294, 520579495616374675, 5572805038175685710, 5042952817193563852, -5609965019959402747, -6786465586315975778, -2491699917483226213, 7858355304544774044, -3131418238134048460, 6819522427362352509, 7186523440190840556, -1547832926432902787, 3792954536820968531, -4909684823271574545, -7576588425457728041, -6137458746490576056, -462892227168036910, 187453658019426573, -1698989130929102197, -3225389084573917081, -4863210043626204385, 3065141350659726688"
values_42,98,18,"{-8486870169649069671, 7924943944100165358, -7019341147406156219, 5095041179761202625, 596076410425061765, -1903407433350690889, 7562436197203990600, -8070015297913256473, 4182160596430527936, -14430304217219660, 2343053214787240911, 3852412020741702728, 5165142560891549120, -2008666263062428201, -1451548783864856198, 3365718663039061598, -5043146250182363381, -5704789848912228479"
values_13,143,14,"{-8688790759164648385, 5332004269694819921, 8675643568169410460, 2128225477147695081, -999980734948383048, 7132955454050054372, -7389521885114800165, -445048703469759506, 2050292651956511280, 4960589511248620563, -6443245081612624300, 4821088948977496673, -1765945919769285973, 6703309795838308943"
values_41,98,24,"{5461750919014416780, -4018870967810833763, 4971648425457046128, 1876060252229204544, 1330421954149729561, -4701218629210548309, 4948955012118731862, -2531847201960337359, -5020205378338835725, 5251755442721027717, -2904452774146301568, 9090516103547863500, -6007619393954650974, 7697034613037873899, 5569063712876864481, -7869198669262475959, 5277710377253272165, -2083928839039142246, 9162958324804934992, 2182472826251909269, 4538500191815222637, -6398510575149214444, 8212678376569411111, -6645736073927438895"
values_55,32,14,"{-4889889676670946665, 4069443399485430758, 7372753063774471535, 972547629046778786, -9006570222116189147, -6774116761779726177, -8825096540604294483, 5298051648659649074, 9110313242177990584, -8561203167637448267, 4735538774824017271, 7562865834024140070, -8167116863793141535, -9051294551524515990"
values_31,81,24,"{-3790190220448250156, -5559464515991332240, 6827293718485217474, -6242264663357478564, 8290194435592941596, -4236850997213986219, 4763333147480488124, -1895985710993702134, 2148208959948879139, 7969250389346249908, 4419856251261713873, 367732022892824459, -4564451946611893679, 9003246243984260662, 1119360202165608938, -7184340151067075409, -311483370404626658, -8440650859681445389, -6511066310389832539, 9161776084752291733, 3178108720868624781, 2631467156605319160, -5869590386381549030, 4655424033288782148"
values_66,172,30,"{7337291888861113221, 4642408388185550720, 3691999430748494715, 5738043993134086980, 4830477226330087805, 2434898644607778031, 5107584497277513709, 8132314307962054772, 2516805292970201659, -4320130488048438767, -5518419625891294527, -6820690538929677293, 8593661201772238656, 7201276435143847065, -5240401826822738988, 3513268276597811565, 480381388920651889, -5662734180115891870, -8849943180342566338, 2799781757923653251, 2472395586421055037, 6731067787914601404, -4210914581452294696, -5635634544992441927, -6264045189280255404, 4397715318489276101, -2821887001556652509, 8608044811725865265, 1157372308034245572, -4430888355137160694"
values_65,172,14,"{4002543246620968969, 7450299066023257923, -3249162947263650534, 1023860904490022299, 8510619958849489997, -1502450906062522035, -1501211259772214470, -3299538935382615514, -5185583526363492277, -7871781278455465319, -4936536670107881520, -1497107786940184759, 6711738508222556655, 2874242265042817430"
values_62,172,18,"{-7232652400336217532, 3580126768223458925, -5665545771843062299, 4958607741198147950, 7685702171453646503, 6757553845600366887, 2205378578221951004, 2080537365414943771, 9046203346038011921, 7388491982630873891, 3991803211818708046, -598534038879083618, 3257366379330659539, 7233743970019779327, 2163065590372289919, 1533247317966342414, 2527518985375921939, 5099330456346403543"
values_21,101,24,"{-6333426523493293223, -8403612779454714088, 2627809921214909083, -4587194625170919032, 6696907875860381402, -1512407668748281268, -5014817992608483228, -4955866765088854847, 6891912399175035469, 6203309259028577926, -7083557187659446889, 213954854425748253, 8028412213567034466, 1745018129170097688, -5711533267540006310, -5230785329603785369, -3397365978532496754, 6228874215272696354, -9053591915844374397, -8086318168738181396, 7999905661794619956, -2241894499233326944, 1090211437542085137, 6169856653258307244"
values_95,167,14,"{2772772686274010463, -6461934956243772293, 2575374380862886461, 2050482026150554523, -2209951915595682904, 2853880129385859146, 2596907237781537345, 2293815687444206243, 3228585994455419185, 8600896072159098532, 5461840185823080872, -6606159711391127203, 4670693978210266059, 6773221039983828373"
values_84,107,26,"{-383008614178970479, -8915915405438241540, 6522209137618251172, 1904736000247059118, 2219908130936718411, -7333923925998904358, -3526298537022681641, 7224339632207082402, -8802694429434346404, 5213776663986005931, -7062015786744629007, 735889426237586658, 3937582114998477066, -4021983011604489166, 2659152947176826912, -4234564514324782191, -1463511773962437035, -8726733924529102605, 1791147842074288085, 6499375227259797771, -4577993502112973849, -3049041339878694561, -5681873344601174787, -6265779617008242043, -5169698032512365292, 3447240139507364915"
values_58,32,7,"{-5583714674299348090, -1047482396533753634, 2600779182436168419, 3253863478047022741, -8036551954583733378, 6146849234518824437, -7597052637075438368"
values_64,172,26,"{-7414196275862639100, 6927234006063358756, -5489058340872681634, -5074989832719253072, -1787090946181935391, -8208699496909186293, -1214761873353314511, 6542105920217195642, -3549099973968788607, -7030717614222303862, 3857098442052205566, 2438409311192121896, -3410058458540384418, 1641980302191871499, -6088753159324630090, 4373787302837390573, 6226095651650381268, -5987400674350406128, -8894582714606236157, -2336254474131910085, 551981372075560074, -4058530014542618106, 8461132676081635068, -4872042015415957430, -7857616160239256707, -8455965613270598930"
values_83,107,14,"{7236684511384760437, 3904161724618837578, -1861925072125538782, 3875190864838517788, 4022506574087215837, 3452479017849856431, -4845113227371144149, -3495579180599271471, -5354739962365328314, -5991550792613017426, 2972418799344222992, 8238504336089901077, -4386817390393460258, -7296241931635549526"
values_94,167,26,"{-8600135028639944623, -2185418645504990552, -6878393262406018585, 4694047862558950748, 69673930839500907, -1619302563141549704, -1863808041256184552, -7642219528615983089, 8488236030425273502, 4291313937641979891, -6063904498869156474, 64886492836358379, -7200030178834488965, -3155063633200743992, 4775890692794061977, 8843421077101327391, -7713393971029252130, -4774429731597110245, 1461609435289442094, -39744475831561056, 3500865792639238609, -7140873227391789517, 2065743213293723784, -3529129978674368208, 2058621272865135273, -1086447852479438632"
values_0,254,16,"{-3871694701292671880, 889490490495956020, -725019430018390377, 9191823931662238373, -6302645420829924641, -6724910737202431392, 7719534177256212057, -9154160056466110936, 4300765602315720034, 5851887092355452345, -6223601352907214404, 4523485942673871082, 2645036042165002160, -8781973665605869119, 8983247605702840012, 6564537481786472620"
values_99,167,28,"{6569999921093509392, 8603576079914079310, 3737501869627522686, 3466573086485663609, 508338033375124523, -8262934067617393812, -7776065607055833333, -1238355268324844267, 5649194227734988028, 1211198007410888592, -8333567246119722030, -6279905997578312988, -9027232433577569714, 989776987672289703, -17327154516305336, 4624465347286794113, -2005832707830560596, -7557067317286106824, -4256082278278158923, 556920603543122428, -3886937305762779411, -5378141720131911644, 801991417897058935, 281245422651490332, 846697896351434562, 2778626107428713175, -5513221991922010081, -3812422337927422780"
values_96,167,30,"{1276014193571727561, 8039555034421021715, -1273257248454373557, 6088377373517552500, -6019469866760250062, -7871918331586356854, 9146682019883393917, -1964779445650897486, 893319497969589904, -6219258101293470762, 8555601725062898674, -6560815582674407194, 8501988059839823966, -3238000247640624524, 3130377128197582813, -4774260642285728773, -2545748325149040721, -5621661290975548026, -4015406825633056395, -1582041380296923865, 5871096061578699619, 6006994219894223570, 5178623002683373276, 8764152144219019372, 2104745995040891928, -7976159172832095918, 827860670833265566, -9148554713537455189, -8824925815893291205, 4886018006140413767"
values_67,172,3,"{-3728940305287635163, -946437881881695674, 6454803566396931388"
values_61,172,24,"{-4849608178604106134, -3794902517597915470, 325476341385236583, -5122405774064770127, -1762378670629157650, 3675488402483848698, 8803098033862509373, 5703022260428786489, 6298346269594576397, -8972978960712171243, -2061927180893733725, -6486814071066097081, -3183023430358954700, 7981220095927914321, 4538357843408249471, -7333521135099457423, -3118702245902652930, -6682345194041204492, -754792253926398535, -4913836446905567642, -5895014632330936182, -7031727397574961110, -6797161176772734125, 5113076473672938988"
values_43,98,14,"{-592596437674319660, -5978258798474164049, -2534676037841353781, 7018102642996908830, 8093928698535085842, 4088008721624618320, -2747514204604679589, -6306204015711860448, 1859714020096979278, -5051065682431296224, -1955087458597519711, -5520624396561561829, 1928728038047750776, -18824214630113124"
values_2,254,18,"{-643077690511217577, 4457841859173171045, 4947097011493155662, -5690021082246077251, -5501774639632759233, -5812725799078942366, -7611950292187287922, 8320105372225446422, 8311147202735525651, 3044046854798426971, 6214307300430711013, -6066488348607258816, -8114736604294454758, -5486738886050843376, 4944017648856509005, 2655743315430528105, 3441330429588309562, -8404890438501365148"
values_54,32,26,"{-4486963846392559340, -8775310228002038161, 2902507362182323228, 5642734346500994178, -4086572239074811969, 1374924441712681440, 3852420742038403209, 3251247831289180534, -2825913319568438685, 7801083821400738055, -7363164256521797855, 2038268156023425940, -8300169185048513112, -4189960030787243282, -8160678119353894864, 2130648248793218142, 5479181821034154565, 4966668508860011111, 6499658181289668205, -6077325303658538453, -2978200477318556823, -4074894621918261358, -6516845775338029377, 5671073206681642491, 4949264693441456808, 3952632471956851943"
values_30,81,16,"{1843411011155638116, -4883313220780809443, -4213956327340611671, -4160185979551573623, -1012273488398246783, 779825711240445753, -4379236110307469938, -175286214475602019, -7793089691267328623, -7865842712658706843, -5333384604709698209, -8717275216526665255, -7196654708539433430, 7696930054952819572, -8503612355974445396, 2847266525069166784"
values_59,32,28,"{-7531874226804313469, 1459492862989327720, 2294464956392037086, 4922927135427744276, -6444340387678608701, -6182728568999947176, -6460761095650193825, 8686870912624993726, 8353460581315737364, -755013277123347607, 7717883341794010169, 7515391538442211101, 1810954387186021612, 3733213910550990311, -1061932443826930610, 4651946409076065195, 9026968664438754562, 2644901589636589963, -8969036770445828135, -3226414561858811505, -5101986097423385891, 1031169063973302920, 1485550821843827751, 6347796200646839398, 3674572678030453518, 6411889174999263330, -7025377106161605491, 5841039348598711731"
values_85,107,14,"{2158485822228516096, 6124346637735839035, 4761568939341084614, -5922418729806738548, 8873994219000025115, 3469325943527861116, 9004671805009368432, 8337955489801934701, -1898884784719390437, 4827216049132654637, -5600771220991507295, 3993697551280925231, -4053027061784898555, 1016773780731155542"
values_74,143,26,"{-2417356738770158406, -1061170986999570664, 8078296985847424269, 94153029048574061, -4995800892289309957, -5761431653233979132, 601367913390339404, 4277960410800807380, -7795517743843331134, -8346782498837117636, -4287631519435332561, -8158686596445581411, 932134467672613217, 1658401211478540845, 5799915817633536000, 482810745252989266, -7161149209009609737, 4843054101504508926, -3971383994946440845, 7687497646683312670, 4214773510282270064, 3704103327202702082, -8967263852229089555, -160376387762267725, -1030387211084873744, -4353933905617662159"
values_90,167,16,"{-6371496652540190829, 6864791687193198065, 5436370064239762447, -8079916808853642728, -6397796652022042299, -6368347503727060813, -8320499188190556959, -7884876553365307753, 1786489904146610456, -5743521527608446657, -8189231561504248406, -4263758598175364978, 1608766805203821224, -6996912678856567822, 1811688116139876433, 6814611555088455875"
values_18,143,7,"{-9104088135440492426, 438514622513511750, 8230086108680468262, 2931738404145387548, -159825392803790747, -6703387042403164128, -1370466579114154030"
values_52,32,18,"{-4433726231887882376, -2898540177438602552, -9129434233944241444, -3832450874613131917, 7153996671627514099, 1004864334925669453, 5420834426620190466, -7883064697708555517, -2214123852923388178, -7544112095260070700, -5094808987807616094, -8749818079528867325, -6938239390019681809, 6167730754285522793, 1365538181807451957, -857607338475575096, 8092432886546729564, -910502980948424978"
values_44,98,26,"{-8372409624736516575, -5521154811946344465, 8067616876415409880, 2977840763856806635, 7184299057618662438, 7121691093565012695, 5770724035001615924, -6918889751696427801, -6275714656833460715, 6800974252327512181, 3390141837632322541, 5951237222001816990, 2318232854557462740, 636805983625071157, -8176575121460496814, 5946039313617619672, 2467831270247360441, -8586826219280726876, -7850232332403021713, -1264371619210367285, 5317139539121646900, -1162355841201387673, -6243307267788015882, 2937111691725171760, 7183753040170318515, -4483854164739054470"
values_17,143,3,"{8242416450155557803, -990971943044126733, -6207975398006736953"
values_36,81,30,"{-6562761211212133747, 330309024120841196, -4075287360488695684, -9123916970563129743, 4163132158983628411, -7966320282276728118, 4136832986024648445, -593930729262576211, 7832873364952853356, 1728043450477298351, -6214011975759903514, 464842324936639741, 2411907515617692256, -1713381694440651583, 989868960351162839, 1965336006689257388, 4454979199772279867, 7989380653393071197, 5665282302040802483, 8847148669417809505, 5032607421661779209, -1255461807874671389, 4233454558464840968, -7661116600742444455, -4695821853951993399, -8691951264455979373, -1952616456401725775, -6826780430852473451, -3357329091798620778, 726111402042329673"
values_49,98,28,"{1729753143611237131, 5884117977490235750, 2570128657039000344, -5083951853133251002, -9139732989124241967, -8025973844254310235, -508151157100546666, 8769323111662861443, -8506840472974883096, -4572624290357199785, 1024912288107306878, 7733808739494047088, -559161145414837958, -2290532558261856423, -1663526552063402507, -909478196632355324, 2539695583486794540, -1397996306566969904, 7533848278874661261, 3769566773814543071, 1629812567405611477, 6307267928704513908, 3985024032730278187, 578510763843089204, -4450993374547444379, -8322219670095000161, 6301706371682976189, -2325516148359575624"
values_86,107,30,"{-3826408214956949002, -2336100121996345538, -1043073635556140452, -8965092364678786667, 3061117767277427473, -4930275682809038147, 3418414842890722621, -805777327749912566, -2108440268185638097, 7623755177535946132, -391205179403365964, -7934766774025654805, 1287652225669801169, 7950558603185910986, 2954811692295663354, -3892650809525648138, 4912423657743813772, -173742104031359251, 5586011480723780364, 4095214632332328786, 6692434465658766187, -981555833672804760, 4466036975442506567, -2786697349305237465, -2132312650462479554, 6736622968150602653, -1643266415507943040, 7897037016426974582, 7094892366621586076, -6034707353262742583"
values_37,81,3,"{-7517765344732080276, -2832348813426185315, 4134753718438561562"
values_56,32,30,"{2464355929742611247, -8913291458919263533, 1123863197281296956, 8144520323781153454, 6524527069944522149, 3007399498556656769, 3871226639308487842, 386875904139320547, -6400545146905144572, 1102958463987620969, 8780710613193670874, 7642539806015972991, 6441804433993119181, 5935372981510811635, -1968884841692249123, 2636334859935878417, 8557845640863171022, -7707765254188518156, 3936908581046943709, 4322469583961887611, 251489017522718254, 3082913053003926410, -4558472455626104866, 4369276371611353178, 9090024128801320427, 723315126666392114, -7999053179377292480, 5180603647771018897, 8883011342599481417, 6990531624599923335"
values_63,172,14,"{-5072296459695576695, -621510591962220807, 6727466492103916947, 561688195883170848, 26377886544963725, 693295061947306553, 2894862959077077566, 6235012650653848249, 5624503029248364469, -5799168968068205112, 4547502341131734034, 5740816635369454210, -531153249886894496, -5200414540748926780"
values_35,81,14,"{6235755748316550454, 3085771518504481730, 4685978938449468973, 1521217230321210358, -278565140459264214, -1608868437598465319, -7859312032267296180, 8694676942858972529, -404538470051877777, -5920877500074774676, -4153496962887925442, 6552653309132802753, -3637157017331792119, -4981291922484896559"
values_97,167,3,"{8041982248037634568, -5963978345280532642, 7002388568563567341"
values_75,143,14,"{-5151210540445996405, 26700884679822063, 32945721258331800, 4699427768488665641, 9005359766275831844, -6513026772434664853, 713531048198284867, -2236454565264277427, 1884903749810844969, -6178781205627416514, 6397663540812644323, -2102712088900386913, -9156187346038382023, 2466546391317456406"
values_57,32,3,"{1444929386097475091, 4758906389991521712, -7036213766995114776"
values_88,107,7,"{6302062301587833776, 5923170824483496812, 6581812279663482863, 1711816725251517435, -4911489261186284206, -7392305867034581139, 1336400728589459096"
values_10,143,16,"{7318383021743684486, -8403345334407567008, -1876482540127600619, -5044709636020353731, 6659053527263657470, -7107608132878769938, 2582935031560833462, 8046517879338324738, -8344934381983492316, 7337736063269479499, -8510198508208754105, 6159745571387099497, -1508230748331422511, -6506089444142989138, 5214566131772074555, 5929328915915262883"
values_53,32,14,"{6195535464273565697, -5702285896755274646, 291905311085046676, -8479431063861739633, -2948757563830353026, -7086779382314325107, -2660640624917819180, 8519979230860558657, 6984649225645995953, 5794345563921752408, -8049139647654123717, 5017324305195032645, 5445312051523390783, 791632408819299526"
values_8,254,7,"{6003022865199987543, 6464758768873137928, -3784451678260791957, 8765275721379469127, -7596028677392011127, -8065999765372205756, -6269829143381184204"
values_39,81,28,"{582169575000873495, -2186177583273556397, 9046044325044865130, 785804031379759798, -8938188755556700960, -2431083514576436308, -4712138290500634940, -6951477934244710032, 7452422677033323014, 6170197473037142172, 3104560582032606180, -7303094126690729712, -5147639367595119138, -3204971639906327713, -2945440499229506370, -7072865532481055734, 1358266772766890115, 1958731267728206425, 4503832693720784844, 72877361754181394, -8685304927311890577, 4723125330114876066, -8500562131990172362, -8580065096139007475, 8546715778187167209, -2738673978998253320, -9052780492131821107, -7394113152459699661"
values_47,98,3,"{8640730659220576896, 1880025841546992194, -1219204266495340780"
values_60,172,16,"{3230654795002079941, -6906375237446004999, -5247629980301675358, 2320983461671739073, -8457494742100434627, 5310442970067949894, -1064714812248910623, -5807844878964015372, -4822816958082581925, 2357524150791484545, -7600416146550522585, -2423025628873915349, 3794017708236755397, -5212538021132551791, -8451230963055955638, 5185096438240571350"
