inputName,nn,size,isign,data[size]
values_69,1,27,1,"{-971218621650773162, 50702706408691826, -3472645831931292851, 6778769620553484103, 2861297830935233647, 1946138527885024329, -1875742851916550255, 7546494662800471283, 3799715191871325174, -5268409028963940442, 3854560460701704160, 7239078542178760554, 6583877442159147206, 6866419656326253119, -8556528018017033780, 1499021876850162942, 7441291546123029047, -3004923819580674145, 3709173300575551344, -5321048159137783922, 2618934125109973901, 6332022959977046649, 4792472583157022574, -8473184234465926322, -4824628557770742400, -8566023012061785030, 973203187015720921"
values_1,3,22,1,"{-7135689002094986284, -64943457024575727, -5949989711619119628, 3998859910174827855, -3913170764882943196, 3295553708252726098, 7120104271737160481, -6438636345136287156, 5932980364440983218, -7055188836082413116, 7882776521944359578, -5623164513351918596, 4883091594496347842, -485250231546547891, 8562712903395765192, -3081740409954800885, -5872763052757005104, -6971631929721240379, 4899401499535415210, -4228470592138539501, -4604051983081652561, -2631672790042653141"
values_45,1,25,1,"{-3853315277132386776, 2977237749442207645, 587629791884035717, -5136960166311185135, 8269228840989770587, 6538161315247565215, 2888857025853762996, -8967110231607063300, -8470003436858663395, -6770332387014241114, -327434726916827943, 2696220381657888629, -7406560060109080410, 3194381082765861493, -1195824283519366010, -7919132801757512225, 708173402857843986, -5256136084794058693, 8208904771267183226, -8923137143841622899, -2059725639228312859, 7982444396640448554, 143866436258907192, -5721561284332662967, 3028464299196600022"
values_33,4,19,1,"{7633795319340033034, 3347273228215434911, 6133210318302233399, -3928465214239113513, 7996743280147402817, -1843301117475863365, 7590119564706789618, 5970711422443316976, -653310630492796186, 160953176111383008, -7851626393072323784, -2875494690543809526, -7130712909285866524, -699487530960913719, -1760296883645514258, 924974015226613732, 6330252638066810602, -3438570389126544180, 8340262251199278043"
values_15,1,25,1,"{4084124193186130442, -2524369941299277878, -7612154483151279579, 594864478536245475, -7470073214610147827, 1377592142429786892, 2462909689017929201, 7128739174697336159, 561498717741146602, -8360457985387974303, -6964333695454361144, 6189645622824584364, 2550580980168372724, -4054545386753153939, 1309409657675224122, -5726822472774679604, -4667111284575244794, -7682361483467826633, -8626923063201833067, -7879984691676269236, -2126935407110828600, -2888398594830905612, 7055233187505285911, -2203585072470307111, 8660532891032632011"
values_93,3,19,1,"{6336399179256735246, -4470294936040338803, 5625321752019531109, -7082222713613381646, -4390517358317626856, 6633705242009291908, 2161290250606908618, -2133153060362595001, 5018958214269458425, 8267696904955107014, -971278192125440753, -4560540612559023336, -6667651450861266640, 4711375807504540944, 1792507774163915028, -8989873997700850594, 153337999320639562, 8798215799104803167, -4964853340603168365"
values_24,2,31,1,"{-3828067832833940141, 2589582295484322980, 277595204571913443, -9052173598373587654, 5305867821166108573, 6848751721670155685, 8416773645515164480, 2068605508988996438, -1910781648207908633, -2348177753202086162, -6117785583089476585, 5698955852556072742, 6231131474540902147, 1896980207776916936, 704404399733832098, 3724823117185241009, 9007233021694918309, -2928189922490625939, -6724047509142834911, -1159024893727308212, 8238695281891767107, -3483128104130389782, -7882934462014509263, 460450022392095570, -5252380008989558205, 8898230443705687902, -1165103663027695624, -4092421397107674026, 338115489214545201, 5189030827560481962, 666480957373376764"
values_25,2,25,1,"{7889573840672336031, -276105208214811404, 2098664140528948170, 7637406888958046769, -1227674480184647004, -8571138427116191712, 2016627493360653887, -4715771532743529856, -5172255217832869862, -3937079109995612942, -5406031934823648123, -5949155124863651058, 3698434675695472967, 5048286362808821582, -7862780535711479193, 8362671935778581969, 5026492554278152311, -749741950575152655, -5498221997464249761, -7994210679993802876, -590133298891582974, 4899566307734755867, -1140223898761599363, -5319958409007658612, 3578771995519464494"
values_26,2,9,1,"{-7803224425433481903, -3506273837751762613, 3631693610320766622, -5533524047612814556, 3588433387846612846, 323841555167969729, 3602966204186727138, -9129008820747370702, 4174806143248970535"
values_48,1,13,1,"{-6354085979770959374, 9089333680692987222, -7401617876012430039, -3977860679425707562, -1755009346669029673, -3119759190797109584, 6912097829126604722, 7131995298727864454, -2956589977342725477, -7502709639681844312, -7292139964429022289, 1002864930432930775, -3650946364407024535"
values_71,1,22,1,"{-6807647077864231194, -180370132620738723, 2205943053582426218, 1847878460400229428, 8112080234902270449, 7535031520134880200, 3143471673928307734, 6507336943826707140, -5012601553942467181, -4268825291812512204, -4646076830888285983, 1398471617983841287, -5819106098446987038, 7235079247398334241, 4517402825542106781, -1450710267934647895, -8202147287745114693, -6102428903395254548, -8943347860236284841, 2721258030871308207, -173949167792516490, -945008869907943908"
values_76,1,9,1,"{238038379206325845, -3165735176075402970, 4920192935646692232, -5547459003986240241, 2313943487048950578, 7273870858344352636, -2140730151605403272, 4459660918509975071, 8731232268038890795"
values_7,3,5,1,"{-7678898126175962048, -7435332107208747248, 1882844353405678540, 1040670916961795629, 2009488298892725038"
values_50,1,15,1,"{-1743662072977797415, 700355611059602578, -5816436242732187520, 1432957814238384336, -1339488227168250722, 4394956087541690326, 6480976385807162244, -7924493919065540537, 8642159579488122762, -4284097118114463546, 1197809523134693381, -2277515538223117796, 2751413297703574137, 5200393033247212386, -6926547083476269452"
values_22,2,3,1,"{-8172707711327475980, 7014161292641228479, -4722219842455404682"
values_4,3,31,1,"{-2521413616286371096, 288210183306219146, -1467986463739279613, -8484534608676598442, 6359099774131876062, -5019487902942195568, -1206091875905265839, 8880226006521740295, -6655809549728348029, -813608158830266355, -1934594583096205206, -4708179210284711578, -6817335533454936755, 5942579888486825662, -4413874186010871902, -7527777373301896963, -874341931622150203, 694120983906395356, -8298575274861367374, -2755059536857315446, 7354132659358441775, -1049243412922865977, -4871112600078659946, -5876438817392167317, -6101816036997219458, 7650362244837912878, -5470061694833075665, -8505574049459314392, -5226754126691255494, 7303115898081632160, -2020436669024547675"
values_32,4,3,1,"{-1425409261515289409, 7760023133518210902, 6613166649095160978"
values_77,1,5,1,"{-3943125630440791559, -8881321186377961257, -7409080268226847593, 1948170278269724127, -6237579796680264916"
values_91,3,22,1,"{-3310869643773093587, 8009509111785746269, 8395242243796095618, 4823908852888351176, -3472042810482622133, -3777591305281445187, 3947099448906425618, 2017535772439776423, 1413672482279834013, 4490502267489234330, -2050285543857985212, -3303616295810689084, 8156347823997638994, 1987421579810979778, 6544305565196350426, -6986088830865954677, -7060348313609288145, -1865632647821791979, -2035438885153093044, 56457803176396329, -927060225660752339, 3922782836099412329"
values_42,1,3,1,"{-15713238737981744, 3498826723091852976, -1675174895964317037"
values_13,1,19,1,"{-4757512972348045457, -7957642452569783818, -9152400324084754083, 3444160089943421077, -2045033149782676989, -3067120749684536859, 3551615268124456227, -5597157650522175760, -7791039154321948703, -1317477930585616894, -3302645677354134559, 8710136754315851350, -3061881947189237889, 855768870823654875, -1115073214544080208, 3582079627525379250, -4258404176687155529, 6717237169666291838, 525106011876079672"
values_41,1,22,1,"{-7309109136554741264, 3732687206320890842, 175935652289674772, -7439007061814121907, -3010072851287610635, 8576246464365758207, -6855469078783162778, 8236812828607606069, -5848303138775865514, 413404954422384889, -5917117147216761081, -4239055789525228735, -5254424384825029487, -8590302519861175581, 4897824934648811660, 995613917890193095, 8330130116432593248, -86031594860989730, 3741611212200683552, -6168377003229188797, 2149297976427826733, 6243319951075123971"
values_55,1,25,1,"{-8305323424414894400, -6784640094404713198, -438555539780279884, 8933094840121068248, 617316111210468574, -1913129260420359535, -1419397420171705438, 8415077933461078751, 611856801108889194, 984600813674081829, 4400992117525193674, -7642024599772051035, -1690771215777716464, -3414459433418653211, -1384811377778089740, 7212495088539886032, -3201152782796519786, 7756695844473287651, 5040624831907590830, -5415496142931324615, -6274458954377849686, 5212036236583765192, 8249661524937596536, 1928299214525202375, 3902826520176563928"
values_31,4,22,1,"{-3415350860740563738, 1459451134886109299, 5776981632163146615, -6733389737812959398, 7101602509975767321, 5107707562947294303, 5176062582864017940, -7508306061903918138, -4639834911281965131, -2323587563668687492, 568898037065322760, 1152546139091690634, -7798152430871736189, 3288294173953811774, -1960543202000239605, 6078409172863538478, 2589749401789803413, -7368440781765882026, -1531090746955958238, -3311688722510347000, -6535751652102292211, 2949541740908541139"
values_66,1,9,1,"{2619254682842733271, -461267806778553499, -6115649432747510791, -3286455381994830101, 8644916733708676420, 2127781467726936944, -2127019883814759398, -3188961923895295301, 756814198236829179"
values_65,1,25,1,"{-6034605176248933239, 7773303714555194517, -4703384169114282187, -854629945701225120, 4373952480987462480, 332901718541350005, -1246431168297267883, 2298199659827401648, 1260585423451099902, 7022800308176275631, -7491155129024142552, 7591699290847511131, 4081679967630830761, -4458079308202630096, -545550237730207072, 666738820823055720, -6516106441637950801, 5934597724479629003, 2620185341111965935, -254170407599503192, -3070819232281267589, 6155154250460601795, 2548878352921261149, 7125945353151637176, -7898796797132724548"
values_62,1,3,1,"{4438170337935120810, -8043990995230284624, 2503264130731558166"
values_21,2,22,1,"{626429382107035613, 4400950795585929867, 7142032921607099309, -6633064842755337022, 8552370961704031900, -4687662626723861973, -5094442186862142530, -7689852192239016266, -4311478674207965202, -7896955737403090885, 3631138766424028824, 8239473835824438414, 6037936953703926237, 6519440095163280798, -5407423106085294756, -4820809615373533184, 6475612054654210016, -1055155286389564536, 7786114307611791948, -9044833601047744654, 1062941654719280041, 8966460859308387663"
values_95,3,25,1,"{1177456239604212213, -3517589340271053758, -2440602760282801949, 962909403275575642, 7794128661372803782, 4676640365031067766, 4259121424917681471, 5778485096348666287, 5393277065551397175, 7781583323675254725, -1851513072076953101, -7836100905959663233, -7268658468770087477, -2370987766234607732, -5717935054097285070, 8908577427811242830, 2314585396818905764, -786568805678595971, 8006345275834697759, -6573690430884572996, 2829193303475267865, -4628396232914360806, 7286378326226432096, 653150097719354422, -4433385841587552446"
values_84,3,31,1,"{4621250969592111297, -880553815086478341, 6867607193709282143, -1057161900611023089, -914425039059633496, 7325309596003276733, -1274720501565797246, -1488875376282271195, -3637142338345447506, 1978906918713224969, 2271983725790716392, -1368847341314052433, 3789629399816395152, 5553014083749215953, 4556030003611917208, -1032005269928319800, -6083735879348525013, 6866208225718419910, -6181906425888352265, 8552052399563172199, 4658588703511482572, -3036908450488398136, 1288823396910266192, 1816380093798007687, -7565064098591417376, 2376173492591733416, -153337762227497724, -5312661212340789863, 3139110119620243650, 1867436919189665207, -4269139474778328918"
values_58,1,13,1,"{-6881188075460622673, 3278174256804862695, -6876486622192129768, 9085802127281672192, 602161572633519616, -3480731555149627462, 5222850919654263969, -8193759348919139752, 5268973979949018483, -4495274856413401501, -4383427222701426088, -6361595701897937964, -8875916474332952269"
values_64,1,31,1,"{771836165657731191, 4168883126174652059, 2797782514565380614, -5403334081140513511, -266375106194560862, 696468377191423211, -2542457591010697487, 1619460441232626475, -2106444868397628791, 989478546455229770, 4480452357477987576, -4491600111294848320, -2075063625281028735, -6289579688462313724, 5389476470833750477, -7440043065624429010, 9009183710691771552, -6807260028710186456, -5158180763259757940, 3491273762512207011, 8083617581349033692, 8482478881496793796, -8175792316740764823, 9122284098134171015, -1552421069205031183, 8354133188173315797, 8643544169567585534, 2736896809539667001, 6784231781700168002, -2292939868825976590, -8748575538916577469"
values_83,3,19,1,"{1574067416529565731, 2452565091079301793, -5103535209627892813, 8149480576703025588, -1597208622141902193, -8946668036135568751, -4379061047486337296, 2456486885606573674, 4151860914152153412, -3105710554475721066, -793561261595176852, -8813984797282020815, -2972071645187599128, 4008070944075545403, 837041930553133321, -8545484654136042619, 7160342525709896777, -886768563862158848, -6758136233978035532"
values_94,3,31,1,"{-1097306051886898764, -1124173025020027098, 8918495886267259347, 8945622676995069407, -3111491460570503449, -795632125221677930, -1029482881736836495, 4127147684440430009, 6873771244441967223, -6470341519818177154, 6573189418034608277, -24209190737986315, -2881223044745411158, 7996084890629989907, -9066621922314555404, 8798587923961273272, 9049005321508148964, -8106931865434298042, -2541853041759837579, 2425216203658684817, -8894739403561403160, -5286386485961104426, -8388575130333008678, -6436437277386603690, -8319203770177420166, 6325687945280586134, -5688295216494671172, 9050548185452964175, -5246922245697016187, 4673439449357747321, 2939227171433040561"
values_0,3,15,1,"{5897792034524408131, -6825070254141188175, -8383318721281790495, -1975214685140681375, 8300724021759922093, -6663075413540943116, -6448198920916897206, -8600684083342184770, -5924239369795193876, 3086306981197322457, -7171498496388865540, 591788479357071039, 5780230874184338767, 5148070689931263803, 3890772408428441152"
values_99,3,27,1,"{7766807113795805897, 5409400036530288653, -3127666073724124931, -9161743017587379403, -1904340027789223474, -2504802909549350176, -7540339043449700806, 8759026389890204590, 664712318912969797, 4705379171819259581, -9013595539370499506, -3671398796588472004, 2532215390593094586, -8779736418950770521, -4183131442740327447, 4357014379352761387, 3351986925284564262, -1521813220717236450, -8414970176819075622, 6993785733944262275, 2958288580779357639, -968731574270437122, 6364002376102798004, -5546504233098967560, -7729993565349875234, -7714441472534913166, 2492631901578650742"
values_96,3,9,1,"{6009391631853680118, -1939945566752485354, -902389956970205475, -172475423596916762, -3003681484288373944, -8900595109106473793, 5969313004825331841, 5680109343883681248, 3850758154654737416"
values_67,1,5,1,"{269228468642560270, -488406019604606940, 299577867581714895, -9017988195587435812, 6859807940422379286"
values_61,1,22,1,"{4684386996581473520, 7030338515970326806, 604810038197534011, -8642709004273885263, 2219197167276358063, 5922850613484155417, -5749589459570801322, -1424272796404549607, 1908426579137831520, 1884846725309595504, 1696401996624955638, 4656307350908796939, 5248164037266192982, 6599040452105887021, -8548341707660439344, -729068029882520120, 7324456863475584940, -5226017334551975144, 6619514484633724704, -895915348645245448, 8735747651588495710, -3651153353026393139"
values_43,1,19,1,"{-991977272005346785, 5996744548497110681, -4572007960925799954, 5746528234209134148, 4637913540869025903, 8408790958670803716, 2406331966851722321, -5317099480620831158, 961818261118447398, 2201893312721235442, -5937045368228115194, -2679874428191423258, -6229694512253341001, -942461813548871941, -5653315345654754453, 5111613597674683848, 3643947364366800517, -6121151066698369025, -5584781233658510669"
values_2,3,3,1,"{3347126500541673558, -9018939703988893150, 8471632559602375514"
values_54,1,31,1,"{219634612443233791, 4107368873838410923, 300070430211624792, 7915062688543460677, -8340941652329299422, 694145841125833216, 6718465432386288645, 6853957465950795629, -8623887224195772708, 7484664807538207894, -5661091482032414086, -3097088130188893496, -2306024632956231822, 9217015885500942804, -552324570898444089, 3139474389159404906, -4752260752333559623, -522521560631642801, -2670467329247652220, 5520013432775350328, -1811888873007291993, 8548109046263197961, 5911441606460632007, -4560873344056643192, -4127521696974871177, -6834595819485929432, 7384958119496779829, -2623657207925414924, 4151188161482579385, 2065671145076560608, -2640751385662543838"
values_30,4,15,1,"{-7259668060325732762, 6418661018951248578, -3002908217371059855, -396040406477505427, 6846723572978906858, 2619555926564169779, 2670621692277318056, -2934601280712563554, 7372462147118155335, -4850128972872414433, -8752063336620623040, -5195599202720119551, 7920927522882941589, -4887826906217524196, -3001152533784331267"
values_59,1,27,1,"{4355715184510558878, -4408941197977990430, -2917345606608107235, 7762915877707110224, -6546795137104687279, -2992198492213132326, -1003469800857225665, 5774776781671825009, -429669253311607093, -8596583481507038870, 4201320118986800912, -7052049743387079011, 8717015631138715442, 7425871904462771375, 8860174165823260563, 4672733289193492418, 4829975817646697190, 6177347230212945754, -7400622215585647456, 3954071842827055328, 685365637195234830, 2166275359686132405, 8105083371779246996, -6984619698419657292, -2151335575854157759, 3428898273024485392, 1058540629653818741"
values_85,3,25,1,"{-6357791596292087486, 1148265694445986633, -4531617957312041944, 1099411381166111641, 8675164087718955656, -4576051728038582274, -4576879529647658123, -661857604665048882, -5102489648017752125, 8671250676041085958, 1861565274213673045, -5608413923441463068, 1439231298381968188, 6756723015980773971, -5559225297682431125, -6247821783522650133, -4626586536178935561, 7778781443150023997, -1029366855791149670, 5154551580716609782, -9160329199923102648, 4999132982299684558, 2493576536302063598, 2301409894653809473, -8485930808592050755"
values_74,1,31,1,"{331202765697749521, -2686593545055284281, -888368576552377706, -4842911810768957527, -798313041714308173, 2677291165592570021, 902889211378390233, 3581497309682609374, -2552081242395872414, -2466406385803913823, 3815027673029132683, 2358001016976047463, -2106872969758823723, -6917406846114724295, -7813551963095712448, -232517360920409684, 3535700504926144415, -3877581858075054772, 6043989130629645227, 1643630568494303424, -2263200369448095392, 3921336362124074806, -121744418156102983, 9184822204484520598, -2321175167906791490, 4963616008175445151, 6349734600468057985, -1845896819055723700, 6109089222549079410, 9095671700408052610, -139451890980946150"
values_90,3,15,1,"{6814333159407795653, 729365304029303932, -8062654245224670718, 8686279297640768835, 1934462991464594761, -6181898213010104954, 8178725962201594785, -4162863590369590241, -1364551202626430680, 4973659447636344101, -6902317827144221457, -8450964602089380840, -7224153777867125677, -1509386470546929431, 4495913895307088838"
values_18,1,13,1,"{6003846432198768775, 2504260994746028029, -8134993627072908530, 1000952570771263075, 7804650149502201260, 1401816598403699578, -7942149306643964361, -3483369435345505429, -3159111756942000635, -6317356886723533909, 6166782273324909528, -3569519668036541561, 956269189570834198"
values_52,1,3,1,"{3743130443088826353, 7886064370465627507, 8565829059378977382"
values_44,1,31,1,"{-5241874284056913499, -4896514039932446948, 8995305578243652687, -660824342399571655, -2882265930500559593, -9215518723047553724, 2058467256693100144, -3964965762055040916, -3059781030302859195, 393291250297740138, -6612300879727777665, -9007022613073022579, 2180925860514639594, 2936541084534885277, -3559606595954541072, 3555226124164737299, 6991822933210110860, -416350358222254012, -1206543984338179626, 6342348941098332235, 4786392419549509157, -3371129077581783592, -2919316331001864070, 8448246746692785885, 9194715520757899880, -2833783123370710369, -5472018737336358254, -6178859193694170449, -6253688806092966432, -5552097215500956346, -8343670845482954189"
values_17,1,5,1,"{1878072327077849080, 9202368921847941136, -6032876007105971381, -739604589586615041, -8003633482984220931"
values_36,4,9,1,"{9093645948766749699, -1532204433193651315, -1175913307480998162, 1629906912042242012, -4440758029696749019, 3188578027799926307, 407339482712789146, 8279320804604359462, 3076896396934366932"
values_49,1,27,1,"{-1229916787215839868, 1739691286886375477, 9051607120139692639, -6180737944639942025, 1316161555287629933, -5484234968980359129, 4392830146694709532, -8334012416445114579, 2433479085640208938, 8175804001193501557, -1708011514138380487, 3879299972347285553, -503621064856877162, 8207800758091692051, -2379058683869467198, -8391708074945941001, 4685097165594460996, -4123061853499184844, 2660772689987410819, 6515044737964484653, 4173207225892144871, 8699689833404733584, 6240539390394350845, 3294995409363081255, 3509478820304002287, -7501542334930611623, -1398696932884423018"
values_86,3,9,1,"{-2836821663128782842, 3337365653605145545, -1513863842435704674, 505172143115251992, -9011537344335205825, -3451044537600946780, 8084390478208459117, -5568944580238116905, -2007876655556827367"
values_37,4,5,1,"{8013160453387750604, 2626339833076685148, 7241673915514252374, 7634761545381944981, -2091004410995760479"
values_56,1,9,1,"{5791519131998743757, -466183231207577299, -2745055015777629502, -1095510409027690393, -3261937418170091277, -4624353332864478036, -6553839753324316997, 6728029871073676599, 5014431532612717406"
values_63,1,19,1,"{4751188130336022311, 5521258412303834790, 3483428638949626236, -2339742341994216569, 739155416777823405, -8556825793866377516, 2872869512605524331, 6946786846445296774, 7863681121781845733, 6465895021730066649, -8807681211886922493, 81729472370529307, 45618831666108048, 5581896420114724820, 6972013403856575836, -5778105579066301212, -746498166535362680, 73478048255911768, 7494326641861997509"
values_35,4,25,1,"{4428316814927249664, 6635405507359062290, 7697443052971487969, 3651270220248662184, 2504664236217192051, -2172445403845901672, -3961818467417137000, -352707846193693343, 2030343487437381244, 4533036732059516439, -2922757328186805783, 4433316951488555691, 5150584438637688089, -1746416862158948673, 4500559257750872710, 1337520369086078803, -8044059188714017951, -6980592410935231089, -5280126047627440040, 175185014454451132, -7832494659298552074, 7296874757638600666, -5123596826528433668, 7072903675989059386, 5668772286784892851"
values_97,3,5,1,"{5733967424918014953, -6622640922387466936, 4951566710621917253, -4379524913856770200, -1164426383160590337"
values_75,1,25,1,"{3862266801193241440, -1468321713433618465, -8391870514109971212, -6736867469544860848, -8994736454304401654, -8157707440003133287, 4389550523292037523, 6342810469186110114, -5240292088207525097, 7604601075391578160, 4690403651406107278, -4655389299745440898, 8044402304471521462, -2210922874466811127, -6258339095376499779, -986474149849744784, -2067028815144318769, -4324405199691805018, -2497140154767414131, 3736159407706259429, -4826758618023247292, -495572892621239318, -6586518693634604941, -1383083503452401916, 9017186401065385920"
values_57,1,5,1,"{982402115247046467, 3150811439145669, 8021408178743552768, -126441731639968187, 3952819496409496820"
values_88,3,13,1,"{7665497200927972272, -6091751752097100414, -8298879734286885901, -3645348913837132991, 3507218362874610131, 587404464951261698, 3268561725699506676, -2862223708183574394, -6294496043644192762, -3597014023748287084, 6016858105495632497, 1989399035987879566, 3557761357102691500"
values_10,1,15,1,"{-4929504723425144995, 5430811172725781434, -209916815958433291, 911855309012614280, -4930536907317118287, 3962187485277423462, 433526427656311348, -4491846299804357568, -4343152427362272, 8096971703154457285, -4238855269510977172, 4095062319255641605, -1642760430867806075, -1829839282223950240, -2625313664642020933"
values_53,1,19,1,"{-2638360068403200339, -9031621127540712317, 5376762655205743692, 8481929951307914120, -6780125929682408763, -9139540541026480802, -7155418728904997203, 8891211793783645200, 4134701650828017046, -9381807422909994, 7244673174961050760, 6540614529676861470, 2089189580172356983, -3617027447289039545, 1075026439534428868, -7873206924067907503, 9068714336613114971, -8700175336571486307, -7580771366447950255"
values_8,3,13,1,"{-9208692826235427947, 8416179977912121165, -1803752689404818729, -3509594656341727646, 3860321101693094912, 4040474423054320368, 7009342702579304049, 5779693101326899508, -9057666354777706394, 1217613775174302384, 3476292120922753477, 8497142424897118743, -8562264539363426448"
values_39,4,27,1,"{2966780074080437180, 4006773821335010942, 2381157436618329360, 430127593661961587, 3182472994281298707, -313125933707352991, 8431305695355524259, 1271627609542203069, -4770907972008175533, -4584754267696095564, 4466026180715316187, -5531242756207171059, -3972765040270684240, -6203417628878171619, 3117234605295485260, 8016839209459684170, 445227069984691616, 360286907772312519, -3881839968409982792, -8761460593778616976, 6640053395605107301, 3462795585497460899, -3544659395330716928, -5242433679125576691, -2352279215906654483, -5647054075551749434, 114099163393601179"
values_47,1,5,1,"{-8063852053986819260, 1819041555731238896, -4453585799910195347, -6918580314065498299, -8454420510840214914"
values_60,1,15,1,"{5345623371445167961, 2219635682430094414, -5882308100819082598, 4821447214916048815, -7166458134185538976, 7654068488399944413, 5368079214718756099, -2347280362036447291, -6219099116744381746, -5769830741477649574, 3163097885197420509, 2768558796106371295, -1090204642512473493, -8319516901683911707, 2330200780639153745"
values_89,3,27,1,"{2909829262225937613, -7521722551106512844, -5825224959602197146, -791929946782084403, 5145669962166664124, -6320840998574284152, -2998219903784141774, -8724557298215577796, 6469516206417282731, 5213130121945184461, 1889752120915537253, 6522807650253847058, 2398576809512136322, 559506855440866569, -4727780565443432170, 1538331490468515594, 2729836376079282435, 5325052713632558942, 5125315233990642790, 7633265949858235083, 8793822909178040305, 5641097931787539590, -6480989539390081285, 3094116541975919385, 1358044062219285240, 4441129140452812424, -5107711335893716182"
values_51,1,22,1,"{-1162958283241669431, -6982252268942352314, 2693550039050796764, -1178082854358592799, -6269521452806566746, -285689127042111160, -689219140617999593, -1376359986550137990, 2874303570889149955, -2080120900531881665, 6750461826327576030, -864802056026243333, -592733342460890060, -216850391403966531, 455766602485637515, -8758235288299521236, 4596959569214094598, 4546189772664416640, 1956789618056973906, -3808539517221354455, -2296728036732509863, 5055895610182522677"
