inputName,k,size,arr[size]
values_4,201,18,"{25384, -1367, -14074, -8456, 7784, 20211, -4591, 13410, -13285, 4747, 14979, 31460, 24310, -17693, -14235, 3000, -7385, -26339"
values_32,151,11,"{-13185, -18970, -27817, 15385, 31570, -25412, 5778, -1602, 6559, -26398, 23492"
values_77,215,21,"{1466, -28272, 25680, -256, 16660, -4826, 32359, 21363, -9465, -5563, -10653, -22807, 963, 7721, 6911, 16262, 24956, -738, -29687, 8280, 30031"
values_91,216,21,"{-11065, -18850, 32534, -16620, -4902, -7951, -25041, 5985, 7681, 11169, 10193, 2719, -7085, 24350, -12206, 2234, -372, 7382, -4493, -13277, -17434"
values_42,204,11,"{17608, 15256, -7582, 14051, -10348, 22038, -22151, -6589, -11026, 31824, -2783"
values_13,238,3,"{-20446, 28974, 7370"
values_41,204,21,"{-11253, -20237, -31421, -9320, -28842, -7403, -18585, -3652, -3184, -13349, 8715, -5185, 18134, 480, -17231, 20216, 22800, 27383, -16402, -25083, -26013"
values_55,160,21,"{-6553, -294, -196, 9335, 3609, 23399, 18247, 24932, 8409, -23845, 13342, 522, 20615, 2098, 16326, -22805, -3752, 28689, -179, 31060, -2857"
values_31,151,21,"{24697, 16525, -25373, 184, 8919, 3243, -23641, -20761, -8878, -6968, -28874, -19129, 15110, 31304, 28105, -18724, -24262, 4767, -6133, 30942, -4145"
values_66,222,24,"{-22733, 27992, -7591, -8392, 17683, -8350, -16584, 30109, -25768, -7733, 11193, 12879, -16722, 15264, 8102, -29901, 17352, -28637, 19131, 29566, 2828, -1868, 1665, 28656"
values_65,222,21,"{1486, -21846, 30922, 20526, 17544, 7399, -1707, 16954, 9254, -6183, -12913, -18600, -31895, -24688, -18718, -7078, -20726, -32138, -15888, 5658, -21184"
values_62,222,11,"{3320, -29906, -31615, 218, -11090, -10752, 15353, 31651, 25731, -32416, 17378"
values_21,229,21,"{25129, -5031, -6662, 16603, -31124, 26102, 9728, 28696, -14268, 22908, -13522, -16078, -25737, -27404, -28764, 26264, -18057, 1570, -13555, 3951, -19136"
values_95,216,21,"{-30918, -17862, -10137, 567, 14651, -13552, 19222, 637, 22858, -26956, -23876, -31259, 15745, 27712, 14845, 21093, 6851, 11927, -10383, 15557, 9185"
values_84,18,18,"{-6223, 4968, -23318, -22088, 19042, -7995, -8199, 18579, -32491, -27054, -12652, -14995, 18486, -19811, -32604, 8350, 14139, 24941"
values_58,160,17,"{-25062, -17531, 23060, 13197, 17906, -10812, -32049, 11629, 26697, -5719, 17283, -13646, 15048, -24992, -21893, -23834, -14612"
values_64,222,18,"{-20198, -20561, -18490, 4952, -27020, -29847, -29669, 4205, -30864, 25718, 2569, -31609, -24762, 30897, -4159, 23112, 9692, 13360"
values_83,18,3,"{-23798, -26876, 18541"
values_94,216,18,"{-14970, -10981, 19110, 11063, -1370, -16906, -22202, -11190, 638, -14043, -1274, -23376, 25671, 14195, -27478, 14416, -9790, 2871"
values_0,201,8,"{-20700, 16093, 318, -10588, 3177, -2280, -23561, 32546"
values_99,216,21,"{-9041, 29572, 27504, -19994, -18852, -14928, 15130, -17664, 28248, -23444, 18263, -16257, -26882, 11727, -6675, -11284, -9152, -16171, 4996, 10453, -29459"
values_96,216,24,"{1331, 19218, -4532, 26456, 27940, -15979, 29156, -12928, -512, 2589, -10844, 11240, 24593, -12486, -13127, -25202, -32637, 32183, -9530, -24446, -10858, -21155, 12670, 6710"
values_67,222,21,"{-9773, -14600, 21018, 16494, 18237, 28084, -6691, -18913, -11980, 15994, 32716, -8067, -18806, 4614, -27693, -3062, -24403, 24624, 26134, -30486, 18375"
values_61,222,21,"{32217, -26047, -16009, 28601, 13044, -1307, -26977, -7354, 18187, 5855, -28615, 9714, 6171, -8861, 25045, -1956, 1739, 16338, -16923, -16471, 31312"
values_43,204,3,"{17876, -28695, -292"
values_2,201,11,"{15046, -13549, 31334, -12975, -28751, -3937, 4937, -14389, 546, 25101, -4318"
values_54,160,18,"{3902, 16219, 15670, 3533, -22163, 19231, 9270, 7195, -15823, -17490, 11150, -24342, -6787, -5754, -5841, 16009, -4330, -7582"
values_30,151,8,"{15743, 14057, 15044, -20517, -18919, 22892, 7429, -27199"
values_59,160,21,"{-11246, 18927, -8953, -15560, -27273, 31764, -29207, 6233, -13723, 21437, 24010, 6601, -7248, -28982, -1519, -5143, -30072, 8095, -25324, -16001, 10682"
values_85,18,21,"{-6828, 29742, 2554, 2854, -13352, 31274, -21023, 25438, 12777, 31423, -1742, 27408, 20618, 7323, 1426, 17904, -18737, 5249, -6960, 26718, 6228"
values_74,215,18,"{-26522, 2832, 19474, 28031, -23958, 20121, -21501, -1161, -6846, 1662, -26463, -24882, 7712, 7617, -765, -6927, 5112, 23376"
values_90,216,8,"{25039, -11, 22501, 7393, 10073, 24175, 9285, 30468"
values_18,238,17,"{18267, -29932, 26154, -21258, 21923, -6742, 15371, 14676, -13602, 4316, 24070, 1262, 16780, -25370, -18848, 28260, 6608"
values_52,160,11,"{9030, 20334, -9169, 31813, 26047, 30964, -21814, 13587, 17852, 6254, -21142"
values_44,204,18,"{26119, -3221, 8133, -12873, 17265, 24383, 26523, -19409, -9966, -28089, -22598, -26983, -23212, -4154, -19715, -10391, 2205, 30698"
values_17,238,21,"{30320, -19747, -20309, 22099, -29140, 18847, 29620, -18586, 24245, -14324, 9249, 11284, -21411, 22784, 32411, 9157, -17125, 27201, 5529, 25380, 25657"
values_36,151,24,"{19657, 11466, -30160, 12906, 32715, -30551, 9862, 9458, -28932, 25041, 3028, -25941, -20946, -12335, -29556, -10610, -2660, -31809, -15949, 30568, 5434, -6928, -6852, -21100"
values_49,204,21,"{21894, 8696, -9120, -10017, 22755, -20088, -28402, -7384, 269, 18558, -21833, -16976, 25316, -23747, -5148, -26844, -15805, 31568, 17907, 10398, -32379"
values_86,18,24,"{-10229, 31105, 27020, -18158, -2464, -15090, 4429, 12164, 31577, 29492, 18742, 12768, -2068, 10061, -10685, 13570, -15035, -30875, -11701, -23160, -3396, 18685, -16075, 23215"
values_37,151,21,"{-15620, 9947, -7113, -29050, 22199, 30569, -31187, 6272, 13022, 7844, 32074, -6945, 26869, 24610, 6753, -1730, 18843, -8912, 3733, 14369, 2093"
values_56,160,24,"{31862, 14281, -502, 20104, -8766, -6402, 7644, 9074, -20834, -18603, -21731, 22615, -18077, 12260, -15125, -6065, 17623, -6270, -31382, 1490, 29086, 18264, -1120, 6811"
values_63,222,3,"{-14234, -2173, 19884"
values_35,151,21,"{13161, -19758, 14341, 6823, -26358, -22031, 29090, 29686, 10454, 4598, 17784, 1922, 6772, 16633, 30000, -23825, 13773, 19051, -28070, -20824, -17611"
values_97,216,21,"{21149, -17852, 3225, 15357, 10044, -22370, 9402, 23121, 28495, -1873, -17242, -23430, 3971, -20407, -18825, 29663, -26632, -32297, -9677, -16585, 16044"
values_75,215,21,"{9506, 19291, 8183, -529, 679, 26076, -15728, -23315, 14798, -30546, -23005, -15766, -31037, 10219, 19079, 17264, 4969, 10744, 1422, -18611, 21725"
values_57,160,21,"{9305, -9051, -8884, -29030, 24529, 6381, -16396, 22173, 23305, 29191, -2286, 14359, 8604, 3156, -30972, -22833, 8642, 26179, -19010, -26568, 2772"
values_88,18,17,"{-1270, 22042, 19467, 1969, 13314, 8165, -4087, 16908, 1612, 15535, -13126, -18713, -18660, -18069, -7129, -342, 2378"
values_10,238,8,"{-2883, -31731, -25741, -524, -3221, -32548, 3621, -8123"
values_53,160,3,"{-27995, 4841, -32198"
values_8,201,17,"{-6157, -23279, 3112, 16985, 31121, -20786, -23589, 10838, 19057, 16122, 6424, 31879, 32293, 6516, 16341, -704, 9447"
values_39,151,21,"{27353, -11554, 7633, 12150, 20980, -20312, 16504, -28898, -24726, 15004, -3764, 29507, 32218, 1412, -28105, 16023, 2435, 14135, 27663, -16522, -10389"
values_47,204,21,"{-17498, 8125, -16100, 18581, -24339, -26750, -98, -12813, -20569, -28418, -26363, 10239, -2960, -6834, -2356, 25906, -1422, -26737, -4589, 11479, 12222"
values_60,222,8,"{8309, 12329, 23472, -32016, -26946, 22263, -32718, 27726"
values_89,18,21,"{7676, 13674, -27574, 4780, 1877, -18014, 1049, 15650, 14892, 22176, 26995, 13280, -19774, -21856, 25060, 32098, -18192, -18862, -13416, -30737, -24076"
values_51,160,21,"{-11261, 13732, -22637, -18085, -30853, 4521, 27606, -4742, 15678, 28772, -17221, -2389, -28236, 9931, 14685, -2424, -16976, -23214, 5703, 19776, -619"
values_14,238,18,"{-20104, -9082, -26192, -21381, 31763, 11332, 25237, -8131, 18852, 7594, -31407, -22683, -16447, -15045, 8210, -20608, 6997, 19730"
values_28,229,17,"{-11746, -31540, -5839, 13113, 2953, 15655, 819, 25138, 4504, -29497, 9391, -28687, -10309, -10357, 5062, 18883, 17406"
values_16,238,24,"{-9761, 10590, 18574, -6572, -17526, 1761, 18660, -25410, -27207, -20635, 26329, 18724, -23364, 9751, 3354, -16144, 13960, -1218, 7954, -12214, -1150, 17629, 27341, 26323"
values_34,151,18,"{4634, -31972, -23537, -5624, -24864, 6733, -10545, 28258, -2234, 5065, 15270, -24715, -11162, 18177, -20262, 18696, -694, 16401"
values_82,18,11,"{30033, -24429, -785, -5168, 450, -11670, -23397, 14580, -4791, -21977, -19935"
values_46,204,24,"{30817, 1830, -22327, -19352, -6204, -30677, 15586, -10728, 14039, -6130, 24859, -10034, 10733, -14216, -29210, 9372, -17069, -14420, -7100, 1546, -18286, 490, 25434, -8088"
values_27,229,21,"{9062, -15214, -26313, -28062, -18773, -16991, -5348, 4854, -30482, -20167, -29082, 13619, -24069, 14121, -1900, -10189, -32223, -9250, -1300, 1929, 28086"
values_20,229,8,"{16547, -1308, -14513, 29056, -3681, 14303, 5633, 8492"
values_9,201,21,"{24960, -9231, 7107, 11349, -30354, -26389, 20174, -3089, 14914, 17388, -15014, 3333, 26441, -17986, -988, 2210, -5691, -24185, 7611, 32620, -1844"
values_92,216,11,"{4725, -32148, 30060, 13652, -13760, -13653, 24450, 24919, 19084, -30485, 18124"
values_3,201,3,"{28697, 12773, -23612"
values_98,216,17,"{5683, 10521, 535, -8225, -28813, 25403, 1575, 10361, 2966, 3165, -4509, -5295, 13139, 9497, -15425, -13017, 16169"
values_29,229,21,"{239, -19081, 16536, 20749, -12006, 5533, 10335, 27487, -31900, -32295, 4767, -23661, 24694, -28509, -11091, -11787, -4462, 29716, -6749, -4628, 25933"
values_80,18,8,"{-11990, 18134, 4092, 19283, -5687, 29966, 9401, 20753"
values_73,215,3,"{-25797, -31050, -1817"
