inputName,nn,size,isign,data[size]
values_54,2,5,-1,"{-61, -9, -100, -36, -76"
values_30,6,25,-1,"{-99, -27, 39, -54, -8, -121, 43, 116, -5, -71, -117, 69, -87, 75, -13, 66, -8, 14, 76, -15, 105, 51, 51, 54, 66"
values_59,2,28,-1,"{-59, 47, 5, -28, 102, -13, -40, -52, 95, -84, 16, 43, -48, -117, -96, 98, 20, -78, -74, -98, -65, -31, 6, 127, -115, 107, -24, -44"
values_85,7,3,-1,"{60, 99, 74"
values_74,6,5,-1,"{-118, -31, -96, -38, 98"
values_90,9,25,-1,"{-126, -14, -77, -70, 27, -124, -81, 116, -52, -95, -76, -74, -84, 55, 82, -61, 10, 78, 126, -7, 44, -121, 75, 98, -51"
values_18,2,26,-1,"{14, -74, -106, 75, -108, 80, 40, 92, -75, -76, -52, -92, 7, 75, -61, -64, 58, 114, 58, 8, 56, -80, 113, 31, -44, 125"
values_52,2,25,-1,"{15, -6, 63, 60, 21, -81, -1, -40, 91, -58, 18, -69, -30, -69, -9, 90, 65, 8, -102, -116, 56, 8, 15, -92, -8"
values_44,7,5,-1,"{17, 42, -45, 108, 92"
values_17,2,20,-1,"{94, -27, -60, 9, 22, -21, 25, 39, -52, 8, -56, -65, 102, -28, -64, -6, -121, -128, 40, 118"
values_36,6,14,-1,"{74, 115, -88, -104, 8, -106, 17, 0, -24, -113, -43, 9, -71, -85"
values_49,7,28,-1,"{-74, 20, 92, -117, -26, -43, -10, -27, 77, -1, -75, 0, 86, 68, -118, 100, -125, 56, 9, 80, -100, -92, 101, 84, 33, 93, -32, -48"
values_86,7,14,-1,"{-85, 65, 105, 55, 30, -36, 23, 75, 107, -43, -74, 97, -82, -119"
values_37,6,20,-1,"{-50, -51, 105, 54, 123, -6, 27, -8, -36, 89, 20, 27, 26, 80, -55, 53, -41, -15, -28, 24"
values_56,2,14,-1,"{-53, -85, -102, -46, -74, 40, -27, 123, -57, 96, 101, 62, 66, 113"
values_63,5,11,-1,"{95, 114, 35, -78, 34, 44, 111, 74, -70, -65, 22"
values_35,6,3,-1,"{-24, 59, 46"
values_97,9,20,-1,"{117, 22, 115, -59, 6, 45, -72, 37, -53, 43, 4, -10, -23, 54, -44, 52, -74, -24, 123, -63"
values_75,6,3,-1,"{-89, -94, -113"
values_57,2,20,-1,"{-70, 115, 74, 15, -108, -27, 20, -106, -10, -80, 53, -87, -102, 87, -79, -83, -51, -20, -52, 12"
values_88,7,26,-1,"{-44, -67, -53, 17, 59, 95, 39, -88, -5, 24, -6, -24, -41, -6, -105, 26, 15, 109, -56, -24, -112, -11, 10, -54, -51, 96"
values_10,2,25,-1,"{104, -124, -42, -34, 47, 24, 6, 58, -12, -19, -33, -39, 95, -26, 65, -128, 10, -104, 39, 120, -16, -53, 16, 14, -12"
values_53,2,11,-1,"{-62, 22, -11, -41, -103, -59, 81, 126, -122, -120, -2"
values_8,4,26,-1,"{34, 94, 101, -117, 110, 82, -46, -16, -126, -6, 49, 22, -64, 87, -46, 65, -100, -126, 81, -17, 114, 61, 29, -17, -25, -87"
values_39,6,28,-1,"{70, -86, 28, -69, -61, -57, 7, -50, -43, 119, 49, -29, -99, 48, 20, 73, 19, 91, -101, -33, -5, 87, -33, 2, 22, 67, -109, 70"
values_47,7,20,-1,"{-100, 15, 59, 80, -59, -74, 40, -69, 102, 43, 86, 96, 60, -103, -52, -30, -13, 39, -9, 117"
values_60,5,25,-1,"{-75, -93, -75, 30, 49, 99, 4, -126, -38, -28, 77, -36, -90, -86, -21, 87, 7, 18, -44, 92, 63, -45, -43, 77, 45"
values_89,7,28,-1,"{73, -36, 18, 111, -81, 37, 80, 79, -55, -127, -85, -40, 66, 85, 102, 29, 112, -124, -69, -96, -17, -53, 121, -35, -122, 98, -64, 47"
values_51,2,26,-1,"{49, -92, 118, 17, 94, 126, 6, 92, 30, 1, -35, 123, -40, -87, 28, 71, 127, -108, 68, 50, -60, -26, -25, -49, 54, 52"
values_14,2,5,-1,"{21, -94, 58, -84, -120"
values_28,2,26,-1,"{41, -33, 61, -16, -76, 100, -93, 68, 114, 28, -35, 36, -94, 48, -77, -34, 23, 60, 74, -41, -102, -72, 126, 66, 102, 127"
values_16,2,14,-1,"{-25, -39, 83, -126, -47, 124, 116, 7, -7, -50, -49, 109, 39, -67"
values_34,6,5,-1,"{-71, 84, 125, 17, -49"
values_82,7,25,-1,"{-113, -67, -98, 99, -34, 25, -13, 94, 31, 34, 1, -120, 53, 53, -40, -124, 27, 31, 6, 61, -93, 60, -63, -116, -44"
values_46,7,14,-1,"{-80, 54, -21, -43, -48, -23, 51, -104, 31, -123, -125, 86, 14, 44"
values_27,2,20,-1,"{-68, 92, 54, -30, -15, 60, -78, 71, -70, 57, -27, -35, -39, 34, -28, 120, 35, -64, 64, 73"
values_20,2,25,-1,"{-60, 112, -102, 106, 32, -14, -52, -99, -95, 9, -63, -5, -110, -63, 82, -58, 32, -52, -48, 2, 57, 19, 93, 120, 26"
values_9,4,28,-1,"{-5, 21, -83, -45, 88, -24, 60, -61, 115, -109, 84, -40, 85, 82, -16, 127, 69, -4, -50, 67, 35, -40, 20, -87, 81, -102, -110, 123"
values_92,9,25,-1,"{-110, 89, -85, 66, -36, -70, -106, 103, 91, 70, 34, -9, 42, -43, 76, -51, -91, -81, -66, 87, 23, 75, 118, 58, 114"
values_3,4,11,-1,"{-78, -127, 119, 65, -19, -62, -20, 20, 36, 72, -8"
values_98,9,26,-1,"{68, 75, -35, -120, -32, 27, -12, 26, 56, 33, 106, 31, -25, 34, 123, -117, 102, 29, 76, 65, 50, 70, 113, 0, 121, 85"
values_29,2,28,-1,"{92, -120, -122, 79, 126, -22, 4, -89, -32, 106, 71, 29, -81, -12, 12, 127, 1, -91, 70, 107, -55, 73, 48, -4, 38, 121, 31, 126"
values_80,7,25,-1,"{122, 13, -76, 47, 12, 95, -114, 93, -38, -92, -115, -11, 60, -82, 49, -98, -76, -96, 23, 91, 52, 97, 50, -63, -61"
values_73,6,11,-1,"{-81, -106, -73, -40, -9, -37, -46, -37, -50, -13, -4"
