inputName,size,a[size][size],b[size][size]
values_79,7,"[[-5540902330386019915, 707347858966886914, -4396797065533669839, -3378558589284196965, 8049083112938574143, -8126334692562523433, 1299986710660091813],[-2983033312014929331, -6100644855733651072, -6414745277041818821, 5991144456941282965, -8107786915703356023, 644983234736834724, 1055496240788500933],[-3349615813576418725, -6197241660897146093, 4427671206039940857, 4149957674583211190, 931555219432960782, 16627402082607895, 4434663838049672079],[28850507639872554, -6581156329716827898, 4906612503757755445, -4857107430978415241, -4962676932232714777, -4042350865427043223, -5642092407390818997],[-6017640595208103895, 373778582367899984, -5774998562743971428, -4399688403092917261, -5243703969274935655, -8319870953940882244, 9053522645333162292],[5210939137614601088, 2126054187524549719, -8116086710151516511, -4111546980592130764, -1019529544471808768, -3509038799360549910, 300263425800140199],[-1411408000364345187, 786852573695119618, -7521090815684024218, -846386984450944605, -6067957629073313305, -222673875875685163, 1933732619819382131]]","[[-519136520163667432, 9192046164761886254, 4431616835788532261, 5872230815246780195, 6560796789592281591, 5077219719747387167, -3221467114656841585],[8379678234567561168, 4426841343942579566, -8462148952697964697, 2058698021510591120, -3270452348070861156, -1390622811880128395, 1657443867911192630],[-8626136802692256677, -5529506663068805170, -8750763120402124331, -2093734695171051529, 7950364630480442336, -8306547054839975612, -3804230446184134304],[20087573046969480, -1898976175284931351, -8256753129816200578, 194142285824632749, 8012905213650741674, -5605843109744342466, -2381204997578091157],[-2666763643413996065, 3440823212914920809, 6240866598246839024, 3989371353297367565, 7258545785376237722, -3284764189638810007, -5011683304320156341],[-4659580657014497869, 1068840544323934828, 2069488179722865470, -5420510673513825862, 3646454457714665867, 4660228267998388237, -3831126172133347696],[1888607903960353672, -3317538966156342674, -3623182284299134001, -4333211251542492213, 1337715977585684898, 2181390276532249306, -4890141590465755643]]"
values_78,6,"[[6456797298677622801, 3148188768830867662, -5077666248372930125, 1887231467643375714, 1814248866949678168, 2905646029521404551],[8785683924092617183, -9114763419642017546, -3604642165427514815, 7302927979096388317, 8643849365175360828, -3883207666683016013],[4572924367033917472, 4747797815754257847, 6412593742935307041, 4373582427082881859, 1984807712343775669, -8135771498732606398],[-4438858751271187781, -7710971437344324887, 6278635984830056755, 249592975069525606, 7885946949411215721, -5068551265368984922],[-136079851829577555, -6649103534023937506, 6555773386368754569, 2290880324170237900, 3203909739360361099, 3365783797585940040],[-3391063416585547337, -2242523532808859530, 7066528991736899387, -6401262174735191613, 4878461615938074102, 7165281046667182113]]","[[868161569642082070, 3662158912440875704, -8367902207927308811, -3569043316465160830, -1792298723387863221, -3406827752655590419],[3760993030594579323, 1469351820762502774, -2439837378124256505, -1437832902204599209, -4751809766078492592, -8286732045774751127],[-2155322048666322871, -7511199576303629724, -5096016576116938152, -5459502525960601100, 8413424964263484066, -8566038152970283117],[7356870362182858215, 6007752716915713775, -5892934949307115976, 680498710160712130, -6795628195541867180, 6162584810647369995],[7116867002380672482, 5690459387395427700, -6054407632477061155, -7939609143754323246, 3783767810722700942, -2142148875862063862],[-7604250893205560182, -2831688416505057397, -2600006634576265472, 857940601392328285, -7337341805039000185, -6150267035980242108]]"
values_87,4,"[[4092062099339158052, 1003277787465734274, 1358118966585468971, 7178927772300206984],[-3566524139350222767, 7655399949703184741, -9154996464279465375, 5126350108821078562],[-4083241730943483306, 1579153705894470556, 1127917429351164240, -9035038906072306780],[2193892190544739995, -4685431509525132489, -570810971252732946, -6400254827523087143]]","[[-8113672756623697787, -2198135847551707412, -273227929820606737, 6959254435233826285],[2110463309817646215, 8473492157410906756, 5561797108819507638, -5496908538338447031],[-1139743407477940862, 8315524885955811036, -2055815517650937848, -2780815893788724003],[-5729303037870844374, -831273694593678196, 6224584095901599143, -8884103313528525950]]"
values_6,8,"[[-5831344803283617003, 2769950631339178357, -13710798643490508, -751177679513529668, 3988218190757078930, -5244803568722381904, -2289334025392879876, -7361434363226160045],[5335640177468455890, -8329532071093329555, -3714367773788350625, 8182909450765191147, 996741536554183253, 3201314304654576546, -603088355717474163, -2799409412429758796],[2914121269021053751, 2739747782100678147, -1635407656523064786, -6756222189494370678, 3779340394099022763, 5942515585834430041, 6399359489821147409, 7135560438864763621],[62030320485962693, -2449992050187901426, -4413151663449621028, -661059031030115377, -5537588640717444028, 8198331974289112384, -1273590032421219949, -583406894362248939],[2539506134291552066, -1013261781032511602, -8275196721915261301, 2837604305529120705, 3754132632747124415, 6761643986290372700, -762574571920580254, 2344325592475816184],[-2595083417743184955, -3244881107088063815, 2188581951812878454, 5394201089494162671, 1099434470805245002, 498838557650492516, -907104058026977589, -8521218705425617350],[3800160707967173486, 513157135442220818, 5210530879986418658, -2542078212496066998, -2775454803172617546, -780124090568210647, -1811544239620010042, -2036549164278965356],[755328161996790464, 1179890866837504464, -8228551066457873030, -7453167483155246142, -815749433370054199, -283152564793504817, 1782039037736006205, 3447472536949973693]]","[[-3023200041565972475, 3926764659284833067, -6737333966376024360, 7459062500998752628, -3831129909607433108, -7044030778862481426, 8880997414185092978, -2232764764200826083],[2050097546783079271, -1676009271564649616, -934825740541665272, -2881661950715421771, -6060313489087910711, 2767012850727438890, -5685558362342811632, -700774216309011298],[-2578933323473787921, -2043254754351626151, -950577842133099413, 909410218645943501, -6405133699290033002, -2018817114819718030, 8050167650077942721, 269171535238446446],[2864773495722594830, -3541127165712499876, -4760838539622666841, 8645206277367211624, -209215225805260115, 9120119654773549172, -3191553294899838466, 1953147242461060599],[-3008216584757631761, 5203149238550640273, 3253101066718659541, -5189297787861012960, -7458274242500889128, 3585945539558397708, -3132479254371426796, 6183266651350306420],[5944973651380901982, 3763511864164302342, -4705092816710203878, 8216700551218227342, -7215884917932353604, -3992634705019919419, 4837614278627522275, -3817546258164080579],[1450771437762174125, -564024892728843033, -6413980544966497452, -6791236816467920204, 3363634828645410902, 1484991997489030048, 8543462050895185822, -2024532420248441760],[-8358640980349920345, -1873532424340356359, -3628699872915028080, 4989962060051388023, -1948737216484701746, -4086341252122764603, -3354898240215987007, 7743394975720252763]]"
values_68,8,"[[8861987304011095548, -2512809227361540369, 3448923919116087595, -2841788058562455143, 5137164458727506165, 5989562879564722011, 7865365482861420757, 7498816695790371980],[-4083791257117556288, -1243933051499242616, 7720569668235033340, -523508652937062482, -9103997055554132239, 6029235365632425048, -8605994481551428037, -4996067841839677013],[3258056982517216101, 1117895806337370238, 3292837735497998013, 8506916874785576142, 7910089920253288795, 6680611261441731363, 8342408993055331811, -6761766154239728274],[-6057991169706507906, 5967401540646879964, -1870027887120136825, -3619077049413776762, 1367917634069015418, 5940565561055507107, 9200293808916928436, 5968940371397468419],[-7800180904832732212, -4401241368063485633, -3841721106666502227, -831347281996671053, 8953595997116108289, -5275533163366746314, -8293023143095700152, 6296304446557235088],[-4110698922595417897, -392297081605913410, -1885133933862047020, -7754593697194662136, -3027450282450498612, 1852149441244916350, -5590403432146798091, -7133301815299865935],[1417572895035082491, 2327555287856893728, 4282517590992450738, -8809953169206424504, -3028048591211286253, -5397221019628440249, 7639545596349629966, -9214850570312228999],[-7850637773471037071, -3952596248877155903, 3373372608504030958, 4203612852499081784, 2295799878892264977, 708063473495383776, -692758150793370846, -2188754963611270612]]","[[2834735176306483558, 6582677231074950698, -2589792769450028202, 877742771387826888, 9120963639623733291, 3067548848644498206, -1342484159455739606, -3996686669869955502],[6277653756277238409, -1160339318162721739, -2863639932643785002, -6213691953557688378, -2711869893108106645, 5375415943730840060, -2572307131626646479, 8335014529450465056],[7716751511196907279, 4516583229312278011, -4090281580292805586, -559514310848264723, -1994864220535875692, -3736496062795790160, 8961281909563978690, 6103121956221767818],[1249989497010906421, -5604300599932800613, 3635718103924099524, 1859012001748804353, -355915184391230881, -5745018539542914085, 8038394213782803534, -3766385911339637594],[9124814523721953589, -1225112565421529753, -4804527539174914067, -5790334124456852750, -241548152697611961, 4277205510731123270, -3177746409321073968, 8221052956568287704],[-4130001831585578816, -7447262213056875995, -1131074095932316747, -9159049679415365002, 4656748276163472246, 6789741300834417685, -2465407194714512202, 8363361602941927637],[-8156124000020120908, 2091317343144787730, 5667462288212563297, 1189919727212832158, -4614749422388835265, 5287786051877847686, -7508947105936466863, -6991477942723479319],[6986377215942124172, 200155479643691255, -6924971034839306700, 8021725586885600387, -2489500501061375303, -5880545673672691841, -3611075686570033183, 8183568155594138208]]"
values_69,8,"[[-956635287613139759, 7999805827273579814, -3404075351627944394, -8255674890929100408, 2474064516026988011, -2477271099784312855, -901119078342992535, 6215035184642241466],[3451785929057782254, 5956557421591087454, 5705851164710354121, 4189748454624022399, -4824891136198533595, -1446903675394676467, -5253231895407292736, -9216406799895287193],[4705592784127607619, -425722177200711828, 208531916547563064, -3112652981846392180, -7059153870759256306, 9094420615998273183, -6274610810831364897, 2848226689129064549],[-1995061215515698296, 3217033482728502538, -1148590529730953857, -4035058737564687588, -8530567026368320603, -4127718568289851048, -7754261321400911168, -1319293062902517540],[4295026932867431336, -4287657306732702760, 5773818826802238912, -3396321478322592183, 5616555843852415052, -1834115365414613183, -8259140368196995765, -2085719225979323038],[7868523115356712857, -1058089536492030851, 5540806572860182505, -1244369278929989026, -4359065235615610662, -3077839835716329652, 4424499101860546796, 5889284986075784186],[-899238457923939454, -7361628927535532915, 1436727321989007715, 5471681870882533669, -4379589539269864423, 4809666875443750410, 3791458503399200259, -1234259652634230781],[-498093832732235272, 9155719414694558037, 8685464358898426753, 6373078714684598871, 5114921019081166355, -4828010761566564522, -3407540313480905495, 883242513076346243]]","[[1484657832414563654, 4247878225589777190, -3347587695534829237, 683551973932245659, -8336051796166012022, -8760412208068895024, 2266332981046091883, -5099080506710338346],[385262820081463318, 831251022403448868, -2996604409686245714, 4658928525388780351, 3012856779578254657, 6962043434644697085, -3148089951983653965, -8355486094345969181],[-1468324183599774702, -6919313912107997335, -5352616383115671998, 6774912963258795391, -173274971315921102, -5296743847261077606, 6388860845860208531, -2696167805752315768],[3454404721836919142, 1426398995496722492, 7886055575163311999, 6256768533049493009, -3590348641367037879, -3406639009286253189, 8189488951852551148, -481336852607011230],[-2205852785371050659, 4403699090677312013, -7430766860293885043, 2089779630838472592, 8601645817085872162, 7307952052054522455, -2834374751774133091, -6653053474638724474],[8652001482544522810, -2920865574712004397, 2366753503432672495, 3134060722174798695, -2809011617240145805, 718325571779696306, -5313832423153005048, -5072047233322540383],[3300591267647787414, 431980372461438622, 3895868564955042983, -5218985376785017494, 3955474759985470880, -8288696206344197898, 5345565740602186423, 3102090042228766483],[-4363050535324020731, -7675367351152475680, -6759631921568583910, -4155248158930729352, -7662757564869894280, 8194691833335071102, -5464849936358116519, 6401615044367497988]]"
values_1,5,"[[3247643708900294433, 1232879914652859545, -5736111817053049237, -3932072552427484709, -8272742635796609184],[4297443841269779477, -3283346793254166398, -6144570802027058432, 4549797472519831210, 1102854880034966272],[381154930016946209, 7918654758146291648, 1174907517880235504, -4631239315642261549, -8152723002046513963],[-2686371438790244208, -6072185800690622310, 4857339536885190713, 1337384210419518812, 693832667409038299],[446942559025621593, -7942110928406767083, 8410109585851306592, 8017225598939415781, 4807514273446922784]]","[[1484429375515959370, 6422927638704728696, -1407724913459418942, 2927888454087047655, 3276073479794176426],[-6624219842214009152, 330670891196028534, 8553345334446173844, -4483167479445905905, 2608609881208760258],[-1126346494990572192, -151762979920262063, -8227154989244826024, 1244936515779179978, -7480799877064578584],[-2822973170248655089, 6162375491072883543, 3128977490811708410, 8736962913792660091, 1758852191206321443],[-5715148210068935912, -6997592411218474628, 6634861933263796359, 9187291222730419730, -6279550527526675288]]"
values_45,3,"[[-7203340946923723425, -7109852368879712729, -641814251713538783],[-3661251352803209178, 4379565780076582177, 7659811546137083785],[-5511734666329073211, 6099746455013935900, 1546697292090509922]]","[[-6956093215685151917, -6797084547268503689, 1041114674104976390],[1679571698405721679, -2239320271399914566, 7220446007098867660],[459804686054276055, -3160273592289432141, 2209605126416729606]]"
values_33,7,"[[-2503934753519539220, -8058313892675668766, -6807392703131571833, 2238600581313671824, -3912232774982793175, -2602018454291437497, -410272114514975326],[7869657252788522651, -7869834626763253627, -8159078922537042710, 9190093634222695308, -2590701666369736942, -9172070312464713782, -585754436876225768],[-455972641258990033, 875113461794474261, 7426350349737425679, -8380985283502515080, -5305228571210808261, -7858380838211947833, -7879168122546578514],[9123576290121242086, -2655089000845799420, 231510078537487250, 8050178506511569044, 3891212389275136372, -4074301563992001752, -23611160545267193],[-2004954681322306733, 4606033407601192175, -1736403722829499, -6264746156793548324, -5379526212139176714, -6344074555825250250, -5705521264404417427],[-439526653658631052, 6420457823591257134, -2101956913803537779, 32488901589679401, -5032825316891774341, -8602400379285271301, 9083470850340828088],[3778873745485434108, -1546646981667257091, -4327740937167963207, -255061767246697104, -1211494333822032943, 5554135425500988177, 7576543457035554266]]","[[3199745600245392088, 6953228113607161317, -1806319234802696971, -8328361841591441870, -239433110369428542, -4254262282425161211, 6537918190942097169],[7362066347304537567, 3351338195790073617, 8814259032130972252, 1782244407247785453, 5032500791677899394, -1018764286844006475, -2804520635293152556],[956073221522688005, -5313829847768408740, 5818910574344807698, 534678494518645833, 3979446474694340296, 274209084805865480, 1740469280248351676],[-5653884677923812328, -7374619584615012442, -107246258067155746, 7928593435558510948, -1307183089881394078, 2315065723048135028, 6551552819917779400],[1562328284013713447, 8824894953353013775, 3731063382359298686, 6100336280310733970, -7838495722773890114, -5319136006030434927, -3720478814605131107],[8007322566969360561, -8178220980157629639, -4385154475140641923, -1224746440669181546, -6801539151963169265, -3884199943923044349, 2553514992955582365],[-1428000654282001198, -4219047271015268264, -3564544078094366221, 4151076944016667949, -890944840329445171, 2916859774195725727, -2033394600911821223]]"
values_15,3,"[[9135222434209880849, -8014978764409429358, 7045315032154611938],[2109086711561924991, -1754976729552671952, 3230118717668668160],[8591900845531976692, 3619263642989528940, 7625579446248878331]]","[[-7361032318884174461, -4949966690523033380, 448735782426627537],[-6194043257346276188, 9091361200539206393, -3155763501954694120],[7490371240373637765, -2284871727156071027, -2589771796207969673]]"
values_93,8,"[[5910230637440658455, -5428625282093145248, 5709916924129823855, -6140083779972055841, 4475028604833041385, -7153982131983569440, 5481974421372406608, 3213417690810145412],[1067024804081105603, 5402944068006726735, 4204401824284816604, 8755192213261175114, -248332549204513050, -762825638133597070, -1152676779063234987, 5479665691407396919],[-4919034979912940461, -6400488979295044561, -1481850999800871908, 5210793157039240837, 3333093679399001566, 35313238381592001, -219701023627755451, 341437350041099602],[4869891374418674480, -1085451131933745639, -8248263356802793355, 5490350634098906444, -2205091249804121998, 6456476236181850592, 8200403846441884828, 1835596235809281526],[-1758060187971442346, -3702440866813600803, -5966677214561325282, 9112780582075511435, -1817333206747490663, 8051426923770235130, 5451519010945320798, -1735267597460559528],[1788377995262045717, -5423717434872644919, -8690410992267261647, -3173416619662583753, 2722552041016557139, 1149050812210920319, 924192042645134870, -8872727658587650473],[-6605099620387958113, -5137653884506138816, -1579011423823258682, -1961063017317728803, 3845423552731305749, 5990355672052552596, -8235261706271942773, 8138716112571048973],[7346952283654583532, -4310116919260160450, 6714486380326345574, -6461220402383445659, 7415743909744371572, 1976972793477951515, 7115453583961976926, 3567774669628659286]]","[[4079507602251504026, 5203847409540063577, -7784326809418211939, -5395508077303832895, 1109517923522173927, -1402064509422551068, 7637573842601905354, -1867528996818887785],[3549129787855076477, 5328276837771981346, -3834909527921419869, -6972174684078900894, -7456979296357633515, -7197180649348154927, 8972311737212008039, 4585614062207956420],[9141170070072380214, 344169477139670217, -3409995944772616456, 1134406431077060089, -5063020849075336968, -6255358236668860963, 7865303373065958628, -5931501821345837865],[4155551693189567734, -2333124499653474975, 5589960333583117594, 8674634863995255065, 3025149680534213024, -5657100170655205233, -4626329899513992930, 9127840187181787584],[-8957431909542349680, -3706284326358285817, -2955831517049414867, -5460686087945428608, -5425441021262686504, -5797695303306136962, 6255812620079324557, -336990997271189172],[3570690426438402452, -61555844387992152, -5747506144539226662, 8664585968305924585, 1461172186504087262, -170063430839273201, -4023246524342659298, -2805881993933989938],[5524071907754023475, 4625770651676660812, 4874143804586546803, -5357165974870723690, -494601890323960198, 3539638969305414038, -4485750347912350940, 4778327042405460213],[-2441930982701475270, -4086903376179933282, 1766545247465955240, 640462843502324368, -6552525260320325406, 8918828551769294243, 3513395230451106749, 7232350763211155070]]"
values_24,3,"[[-3523016001215111561, -5912140387478543462, -7382532512709924834],[461355111611408972, -2382174636884344404, 2194298863381568755],[-2914822853489942146, 7991819991402159831, -799555459251033896]]","[[-795158564428187926, -6451502994515885589, -381810605372751925],[-5162074910893035911, 4280566095249908674, 2359500840993757594],[5900573270307402189, 8035695021401681449, -8978245047622609549]]"
values_25,6,"[[-3128832021639330683, -8310339873347607283, 3274219894680658355, 3698298995834263644, -362671292550516451, 4235767491478207300],[1735951348555922442, 4121966683495272491, 7081473804911256565, -4830906346724487679, 5994827670395071361, -7174670623931337635],[-3219858813800857680, -4510508630925891744, 2430098200559198464, 8245765881359153005, -2299586324890110290, -6166148106394321323],[5495936083574428970, -7376540688649649710, -5455814103311814980, -2791077939032734788, 6605888211339703315, 400479421985705928],[-7289853311614376415, -2133164699232810828, -7462570261240023063, 7184784032197252345, 5736856387673657507, 7332988662557847036],[5073831556534380493, -6865375874728089705, 607740440707878197, 12361119027141158, -3218172438891309549, -3498923256883265541]]","[[-3868748089721244139, -2330104891707413154, 6307667063006775978, 6392004855152980182, 6396856862971429509, 8746647709232435930],[-8078460312958810, 7226769234314181497, 6358049834595063137, 4185405201733014838, -2063624389286396517, 4774530012862881643],[-8849489188019563978, 3312580234750024137, 7826470516264727265, 298431160728378193, 8451930826276018550, -5772692855353716569],[6765587741864306342, -8712209105786325403, 3290456480693747001, 3109808991365817096, -138007955980944140, -605381593367522520],[-812130438256124043, 5604308725927329513, -3525545508444806108, -4984890262554499532, 1752418486852435446, 3375522714632517700],[5075238949843298936, 4019772491737763928, -444458690708778143, 7908385550228591907, -8465352353279317216, -6136166439163694146]]"
values_26,5,"[[-1708751956060436762, 8936577617126263485, 2141838338787685273, -3456290074552412522, 381689669593381838],[-6644414140725645425, -5488389662665648638, 2625816661463275087, 143034616832162513, 945564904120419085],[259703884810420884, -6681492089139777923, 8315811968550930170, -7745459684040668002, -2135591108908033131],[3377414214359898539, 5605445226636695028, 7770850439059539132, 2344627409883218012, -3120302358655120511],[-8953606418743324464, -7023284280175126911, -52674423363134181, 6226186200101930004, -4291259113131469069]]","[[237281282208828276, -3053204015840049154, -455462862249152793, 8817560823914828382, -6519942579744578896],[-5131967992296964894, -1673020950168713831, 4294505554667851967, 5705555583990558396, -1158207963213832943],[6372153050141166598, -1936146797970032445, -202126164642728213, 2322779081332563196, 7918836277248683687],[-3569124528208098600, -585148455458321713, -6777879041995801904, -2931158690613610462, 6103344387202907062],[5957341913826251692, -3152011838477686675, 729755053199803582, -7673443467866285230, -5306914109485613812]]"
values_48,3,"[[2462586136144117245, 646288571406644001, 4694567587904580453],[3864939047373138109, 3222947320559483364, 9114300581032787380],[-7954689615288900227, 1668511000105793750, 2431170908631894846]]","[[-8189168644992729411, 4075198146953914597, -1023483641071032490],[5891044813873722342, -5020086214850080314, 1341504170345208127],[3349434589178067928, 6564496637667757580, -2644918041484141583]]"
values_71,2,"[[2293414170643449480, -5279334825653850295],[1236704236521633089, 3989124706460764428]]","[[-144801346894284436, -8019145187985234766],[2670170324039069935, -457794041706941673]]"
values_76,3,"[[-8410107051423952879, -3300611540236160972, 3664941750172508957],[5722193534246460351, -531319927483662768, -3062129611336436492],[6881134506615538861, 7443079048896298579, 2166922460609839083]]","[[6067315300428690724, -614128161069686851, 2558300319781680565],[8223038886755752138, 8851099642151043196, -3697433242190676169],[-1070719278107847618, 5163892950531412084, -1803292910629096306]]"
values_7,3,"[[2031224764651987323, 3106973187870134621, -5720462732996375343],[6383121616405282386, -7106232113617524327, 5318449995763031122],[2824335792095116982, 4653700729814929652, 1440943154138188641]]","[[4560275420334769960, 3391693222700945892, -1997579720949652491],[-2118503250481983552, 5229206226805964577, 4298182628080422351],[-1157035687417419450, -8618533297848984556, 4905897358976554791]]"
values_50,4,"[[-2291511630713012488, 2427913894986753062, -3941429868467726673, 6369478779555165560],[6647474794412055973, -8953892831008637691, -7201473987317919973, -3673800593183634607],[-2600555541525430502, 706916979162893980, 5760007916244371161, -9048805080369732807],[-8169656754847305000, 2933934483795939011, 2610393842292693434, 7982934436056373926]]","[[2957641273200578078, -876866499321660895, 6997979015512774578, 5230299163944196342],[-8480441018683845347, -5083287529613947166, -7636857535092270321, 356191239427521064],[-8531476516906157343, 4517138584161636928, 5469952336320276472, 1303293236697167994],[-8854943509564218711, -8059998924327118068, -2531861273956698397, 1606081398814886759]]"
values_22,6,"[[-181902176177247214, 5473793169573326656, -5458850087734171540, -6056005741278445703, 5954166291643976915, -421947937321912411],[-8446664304965972755, -6112104190087040350, 7720570607479045802, 7915646487029468783, 4085747562507167662, 301388883063389041],[-3722325820060853978, 2684246132898269260, -1403955148983926796, 2513544440683730002, -8073222669320155438, 8545574668730464869],[3826135558052361573, -101131549827816677, -8725077172195389196, 3010695752775882681, -5567347058400257200, 6103136085642527474],[7769128098474528880, 296046426253524286, -6069389925857378657, -1438226333800379963, 2884286226368700993, 203730724513041977],[4168524580857703770, -2884046979912341714, -709752763763569031, -8119262824062539123, -2267674920258176219, 2040836505499817513]]","[[-2803642133810063551, 8410126704744628499, -2943537362756731537, -2085699291582422320, -2378901979228288796, 833619400911790571],[5995869078542050032, -8683119505931931365, -2012192803131626295, 6973391082352688793, -7750617120784500140, 8069763540546703534],[-9145998017198858262, 7931835196479121379, -3483161463782370928, 754089066363415767, -2061265159067626807, -1776197091532990083],[4428344721703378457, 3890480825768210815, -3196033406268654526, -6249169519030411206, 7596985051025055248, 889175021521653952],[-3120539658585500737, 92208511576012687, 4103463235283035273, 3093115655642311693, -2787076604067691217, -180648813311160674],[-1101353229654373344, -6389098728534045514, -1036539085276399088, -2779913345841081420, -4658798516348149070, 8686125380010230717]]"
