inputName,nn,size,isign,data[size]
values_68,1,21,-1,"{-286699074, -618350005, 382668311, -9921624, 2049514081, -1142254175, -1858421098, 718906177, 78268011, -552754264, 1551437705, -1917910993, 2034007894, -1551728598, 104127380, -1970309521, 927550668, -128772399, 835266689, -2015851703, -2122882470"
values_69,1,19,-1,"{675758607, -1495953590, -1635659495, 638070172, 432171705, -529870317, 33350124, -1444432071, -1570900620, 1778250997, -1805750362, 666483423, 1316473965, 1524936564, 906628728, -582019897, -1555033582, -1942208970, 1772142426"
values_1,2,14,-1,"{-1135962981, 466030131, -1708843749, 501835727, -693907883, -1768357034, 1683097411, 1978376455, 1568385155, 1405838007, -818446419, -1782582560, -2090274761, 937976017"
values_45,4,17,-1,"{306332714, 727868138, 1838020977, -1944342238, 2035312971, -47373310, 1728774165, -663166986, 1598632277, -1500946220, -258445055, -1253460590, -290346815, -711309690, 661601470, 1668732872, 1890402969"
values_33,1,11,-1,"{635134042, -351830200, 1527146329, 1932350452, 696009820, 1383369516, -1793991143, 1335522460, 2142218436, -86721661, -1929835545"
values_15,2,17,-1,"{1324493315, -2094140862, -349963928, 297866258, -457328289, 1502602829, 86201126, -1608930101, 1432913471, 221626915, 1155669853, 982033677, 1664987487, -240710226, 1614817773, -812346521, -1582650887"
values_93,3,11,-1,"{203248218, 1695873794, -834398367, 352604243, 84229182, 1743879510, 1213414939, 344959293, -1108773128, 181574245, -665983211"
values_24,1,11,-1,"{-1996901481, 1847587034, -1385051797, 268809450, 85696035, 954879849, -427102649, -2002206014, 1235369937, 1928675928, 402822791"
values_25,1,17,-1,"{120821624, 712812823, -570858821, 300699734, 515551250, 1880725593, 1776464492, -1433171780, 1194536459, -1401783726, 1571085076, -2006526209, 1969654817, -1554071727, -525462824, 1720333978, -44087673"
values_26,1,6,-1,"{349193102, 90710288, 1286469406, -1092832573, 1262571159, -466245597"
values_48,4,21,-1,"{-1108257753, -1143353573, 2023483480, -597382245, -2004344986, 1628642441, -1836799227, -957130397, -1362470028, 1704937809, -1208755276, 2006182089, -317638258, 838350806, 1778963831, 1216354839, -1369408722, -748094900, -415430568, 1110421287, 739571218"
values_71,1,14,-1,"{436801279, 1177903056, 610796863, -1844014205, -1939281606, -2065064413, -290422615, 1145268119, -800004350, 1702615719, 2060047647, 1489840680, 521399351, -135930260"
values_76,1,6,-1,"{-1353813951, 723680941, 2122154410, -1391452728, 1580321185, 312200663"
values_7,2,10,-1,"{-1448481320, -518748511, -215651544, 1421704744, 194267148, 1503473446, -1941016118, 1595883076, 472512296, -1896229053"
values_50,2,30,-1,"{732919068, 1566720721, -517172581, 848256014, -615507698, -1384792938, 186441964, -915297145, -1624161862, 1193866242, -92555751, -1507068657, -683581678, 1656385363, 183431881, -1837050464, -502505014, 1690270342, 1521367689, 1141063852, 1600568767, 492628772, -951249054, -1635374911, -1284073075, -1136000629, -455487823, 941079440, 1421441488, -600386204"
values_22,1,6,-1,"{-1645479044, -2089564259, -393764984, 1760626099, -1490609440, 1420428443"
values_4,2,11,-1,"{1333403111, 295539641, 556306396, -1464784408, 134585354, -1041802054, -1806394153, 2047823255, -1118328176, -114937751, -277529512"
values_32,1,6,-1,"{2041002892, -892317588, 495911976, 2117646277, 219035177, 1808706595"
values_77,1,10,-1,"{1313100402, -185769040, -443653554, 1066207197, 2050920653, 707509424, 533398302, -591874706, 1183548895, -2074184193"
values_91,3,14,-1,"{-71268535, 148544794, -854992505, 762699908, 637753520, 602875535, 2134561773, 899471554, -1109640357, 1886977386, -252017770, -159435531, -411962542, 1027777625"
values_42,4,6,-1,"{726227134, 1208948748, 683625943, 1935727442, 720552894, 1553618161"
values_13,2,11,-1,"{-777227933, -268504084, -425107153, -427878133, 2108283277, 392865395, -1257884500, -664138626, 2017868551, 731713420, 1013635924"
values_41,4,14,-1,"{1306347343, -2034953307, -465609143, -498010985, 1419966502, -79107659, -1179315884, -1024478821, -1876190287, 1783497330, 1392756012, -1734228850, -511687747, 1652630948"
values_55,2,17,-1,"{963673334, -681936952, 1322893615, 1829747988, -1257490655, 269474295, -574831860, -284392280, 697196402, 360857466, 1530826068, 1600640513, 1766256965, 312264663, 938114197, -1875109273, 1490694303"
values_31,1,14,-1,"{-91951085, -591169374, 2052963814, 855443957, -574073212, 480492416, -818224489, -852796508, -1311175452, -1628656317, -1901857278, 749771938, -1923000858, 732235806"
values_66,1,6,-1,"{-260252448, 2074956689, -1317665378, -703783787, 391704419, 1189612662"
values_65,1,17,-1,"{216116224, -957864906, -1009671516, 1870307152, -592983774, 14522679, 1217115026, 368866803, -346667742, -1347154109, 2005416124, -1835107314, -1626417528, 1378106369, -1102146694, 1421707759, 1485476584"
values_62,1,6,-1,"{131475110, 207188901, 1928538693, -1571076368, 466003688, 1903243115"
values_21,1,14,-1,"{-766623847, -1910953725, 1114636969, 1022325301, 1772018633, 1969733466, -899802668, -318041960, 834388823, -1586104418, 1055791104, 1780744114, -1760348903, -1223099597"
values_95,3,17,-1,"{1695190699, -1791388845, 1718491954, 564644756, 283898293, -403429544, -242382094, 1652820321, 1673288133, 1360668822, 958086920, 1512644751, 2015631964, 663567059, 144880496, -2083188832, -52623032"
values_84,4,11,-1,"{-1617747207, 981590275, 413055425, -119256846, -142383444, -122026218, -1624985112, -1956052874, 1478213199, 139285695, -557132228"
values_58,2,21,-1,"{-1863898006, 466179335, -1145254384, 1437322848, -1870451448, 1994666927, -595946665, 1921425912, -762351351, -933723856, -582398137, 602663292, 1627420466, -1521633762, 152746583, 1419427331, -2016842704, -293479323, -89454091, -270263268, -679803152"
values_64,1,11,-1,"{1119352184, -856327456, 1853103992, -502245792, -1157997321, 1296862635, 1246473861, 1750970785, -349104599, -1663698088, -933960746"
values_83,4,11,-1,"{-261453435, -376091070, 1980477164, 196463052, -252818593, -210055468, -1890354483, 1088640786, 524075581, -1107385194, 1120293808"
values_94,3,11,-1,"{-1860073874, 1488484079, -293756485, 21828286, 85847653, -1822440808, -1493439581, -205119665, 1407701137, -1704670706, -1879187136"
values_0,2,30,-1,"{560992427, 130408045, 830582652, -1981061198, 1746581002, -1484399199, 1798463446, 539654264, -1576166221, -355160802, 1744663381, -869043336, 1586557709, -995232731, -485638522, -819350217, -672891994, 1075886674, -32517950, 962636851, -819181389, 124947586, -770601935, 1253419013, 2025106052, -229758099, -1390366427, -1312822100, -245162318, -798730207"
values_99,3,19,-1,"{-1225618036, -464008387, 135907635, -2059812779, -864512090, 1323494106, -77235637, 380043016, 1498152281, 199458112, -1299309961, -1914362115, -470975291, 793907890, 1639594539, -109906061, -528968809, -668991252, 1112281587"
values_96,3,6,-1,"{-1224203961, -1177768893, -1948671981, -702544359, 778214284, 738520401"
values_67,1,10,-1,"{564408785, 1292069366, 1459390187, -1975341313, -1333285079, 632423910, 305886055, 80614440, -920878012, -332812947"
values_61,1,14,-1,"{-195370650, 201140620, 423625049, -791361614, 657174802, -279968135, -2018708063, -1990104418, 100806800, -1603252471, 1075388645, -1703441720, 1449941046, -1768940039"
values_43,4,11,-1,"{-1638980111, 1799276393, -1387637709, 152839365, -1943942593, -1922972297, 873932272, -1808146371, -458967755, 429597086, 2001333848"
values_2,2,6,-1,"{-1155211954, -959448885, 2131558700, -115493074, 2075429842, -1044719655"
values_54,2,11,-1,"{500701909, -473775154, 1816097306, 1847013025, 1343537632, -1750537733, -880232357, 360763668, -1482721486, 397923399, 1346799687"
values_30,1,30,-1,"{1870346644, 1078986408, 863886627, -1020853667, 415849794, -1485161648, -1896144711, -815425607, -2100839712, 232956894, 2077294054, 412133292, -216209112, 1010701152, 853339455, -1458283723, -1329340383, 799360490, -114164587, -1610927282, -702010192, -601773069, -1381902270, -1015364180, 1396826805, 1503863101, -372003653, 1313762814, 91429298, -1366184573"
values_59,2,19,-1,"{106332078, 922767882, -784179453, -327841429, -1737445475, 1309454678, 1905644075, 1761038772, 1024599835, 792112467, -1414334397, -90984578, 104532343, -721756835, -1635403640, -164070676, 1473073308, 1344187059, -1728606619"
values_85,4,17,-1,"{848597654, 2058666564, 1550637095, 2034157205, 1656149991, -1460654576, -133829905, 1649554696, -789343785, 292225591, -255753535, 154750701, 2015295197, -1192997928, 1164234041, -80035020, -610545357"
values_74,1,11,-1,"{1794059645, -1426236833, 1113135997, -1890672920, 203766983, -1586655785, -1015636441, -833597463, -2102590460, 67861564, 2131276459"
values_90,3,30,-1,"{650471510, -1377541143, 1405837928, -1748797103, -476377108, 338066245, 651522973, 756287776, 548393837, -1144940248, 657994007, 1578014908, -1418515769, -338892268, 2058521582, 1379281192, 1030890382, -1834092134, -315027577, 1597165784, -1128821577, -1184008921, -130271250, 2090700911, -1178886594, -1044136268, -341975635, 2137331679, 28128846, 1107690287"
values_18,2,21,-1,"{228002989, -823626300, 336242692, -470830001, 601663189, 1772920089, -978603488, -1835270655, -1186364412, 593644516, -1057770036, 199695486, 1272791698, 2058326581, -27339583, 1252776959, 646276124, -20878187, 1949190369, 575815680, 1639170758"
values_52,2,6,-1,"{1328741674, 785549749, 477642477, 232791840, -867093374, 1685261245"
values_44,4,11,-1,"{-1132642231, -172853501, -464987860, -1746240897, -1383965694, 852703028, 976685385, 1016443146, -1001009725, 1023618794, 1241390536"
values_17,2,10,-1,"{1630169840, 245508490, -1395878203, 501161817, -537849049, 7471691, -1138132891, -849435296, -210958385, -375611431"
values_36,1,6,-1,"{-1995724959, -1286766688, -189880619, -1539087635, -1983773075, -986994001"
values_49,4,19,-1,"{81538362, 1042494796, 2127535747, -231209014, -786024581, 1912889050, 175185576, -855701613, 655113369, -1436866045, 1854582306, -1678901009, -287801739, -1718828442, 415999525, 1493672892, -900720964, 451116208, 2000705451"
values_86,4,6,-1,"{-185094623, -497085525, -1883018299, -1617009291, 1009304833, 265719077"
values_37,1,10,-1,"{-835201316, 1656190186, 1185978801, 748174201, -1653484571, 866159514, 462212836, 340447824, -662985103, 1904366424"
values_56,2,6,-1,"{-336367256, -1298466654, -1444595027, 482233472, 1686112962, 144713260"
values_63,1,11,-1,"{2041039443, -1995928522, 655062286, -1913007721, -1721664745, 383029595, 1955367245, 1556649875, -1442025756, 1341494518, -1423773793"
values_35,1,17,-1,"{9288324, 2097972437, -1211031470, -343354521, 1774423050, 872854721, -1631727182, 1371090753, -1805425270, -594554984, 778007301, 1533170888, -1544602843, -1688278957, -1762336578, -316522355, -2079374181"
values_97,3,10,-1,"{-1321011739, 52406999, -1703990749, -1737588934, -669811138, -926931041, 1472432356, 1991440793, -835428989, 1106170046"
values_75,1,17,-1,"{-1239985782, 607745393, -280209021, 2061917746, -69978893, 1959406566, 1972806124, 1139571008, 1084671970, -22427727, -1398797215, -938089833, -2041560211, 1412910897, -532723322, -1466524174, 2074597571"
values_57,2,10,-1,"{150649842, 1617611907, 1918673899, -279421345, -2035801835, 892293799, 1496164558, -2063278840, 952038436, -614508201"
values_88,4,21,-1,"{1514752460, 684373229, -1220281876, -536291403, 1801745329, -2040161589, -286903908, 1618275275, -1357599468, -776038689, 2015117398, 1723862659, 1507113454, 1490258091, -1490426869, 1964234302, -452914220, 783285299, -1324305772, -1151791651, 1281710802"
values_10,2,30,-1,"{1342395618, 1885368907, -1976412567, 1367690574, -1241038264, 1035982405, -549920604, -659327827, -196632408, 1803398192, 348175447, 186304332, -937772871, -1827032862, -1540818116, -1031604853, -949227740, 1055023137, -750457654, 1947875760, 526583540, 1648434709, 197306737, -1338356314, 1818483806, 879146693, 411163769, 1527178591, 345694926, 423319623"
values_53,2,11,-1,"{741802189, 927901177, -1820453215, 2084243255, 917366971, 122541822, 1969090105, 1952492157, -1642198553, 2083173292, -1312036939"
values_8,2,21,-1,"{55593677, 1885132954, 1082842252, -305249760, -988152466, -1656443688, 1567031582, 1402593496, -785049713, 820283426, 934579445, -1870518842, 1575917753, 1660813157, 742839912, 476249765, -54233663, -1607098114, 1134421170, 1446131186, 1583694555"
values_39,1,19,-1,"{475436631, -1760648539, -1963980816, 776843159, 1561337631, 1648153683, 25060077, -622736611, 937142933, -740283363, -1144769076, 459399856, -2030754272, -254591069, 449278788, -992344070, 1997135630, -672597733, 1571879478"
values_47,4,10,-1,"{-1978235362, -161294434, 1058295876, -1094054577, 590860330, -734772545, -1539251590, -900281206, -168699976, 345173266"
values_60,1,30,-1,"{1691907907, 1725201331, -1358343235, -1087568222, 1515134507, 1361743015, -1154676473, -1040143438, 1690561721, -390266074, -1444112742, -763301229, -194055582, 1199258803, 150631040, -81046553, 1115160497, 840888100, -923005010, -2034456875, 481278516, -1235821363, 2104172493, 1706757206, 1309110178, 2058531032, 1085141303, 44942478, -373903963, 1343432309"
values_89,4,19,-1,"{-192293964, -1863970994, -1602167747, 1941446836, -1515096471, 991612939, -2047579539, 830361305, -263476662, 935432242, -165227732, 1413912874, -2044922380, 25087934, -482759966, 1838035666, -555440163, -1484687041, 543203397"
values_51,2,14,-1,"{1052167304, -701685640, 2000823615, -1070792959, -2146510964, 601989633, 465193210, 2024063529, -135876964, 786038576, -1804583841, 1772339450, -1301753917, -1001599772"
values_14,2,11,-1,"{1882813138, 144519453, -98333206, 1356626794, -817358628, 1834137741, 1002507599, -2028870615, 973674462, -78490735, 1853000308"
values_28,1,21,-1,"{-600316626, 1272044358, -1850422131, -1994106810, -1523754529, -2053209814, -661655540, 672189016, 759744775, -2120495407, -197627461, -1416060431, -2124181285, 1605791455, -692626614, 1725308453, -356872827, -1250023285, 426214577, -2095632901, 1224070320"
values_16,2,6,-1,"{1941802039, 1958534128, 421384618, 1816732459, 407554339, -32341012"
values_34,1,11,-1,"{-1527752124, -1484558728, -224680299, 985681704, 2136826489, -1120842001, -1119923374, 2134713179, 375427587, 1939823849, -1017661525"
values_82,4,6,-1,"{1363330435, 147596698, 216273085, -813009273, 1333559313, 658496507"
values_46,4,6,-1,"{-1478939932, 632605312, -1709338179, 1196894679, 870882882, 559450459"
values_27,1,10,-1,"{294224974, 1041406042, -1839411264, -479701598, 1603622628, 1875157569, -2137213888, 116741268, 772426101, 484867470"
values_20,1,30,-1,"{-1887240063, -1424291451, -505450218, 1390377947, -2144279320, 1030898620, -1727506156, -396965133, 1644921859, 1706142829, -1802450386, -9002157, 1855604286, -2039361862, -986385932, 482032792, -1862889968, -957198028, 2129819731, -1727857089, 433583279, 563739462, -148872918, -1692101465, -808931541, 302881886, 1536782283, 633058162, -552876682, 47686420"
values_9,2,19,-1,"{376285618, -1189471931, -1417392214, 1562663768, 1588764675, -1708219203, 1105185947, 649219728, -2129370968, 791594311, 1430805115, -927890079, -1278332608, -1907833356, -311317364, -1807318503, -1611899342, 1648734557, -217277098"
values_92,3,6,-1,"{-1305905032, 444564725, -1376012577, -572027429, -1281889485, -2088653879"
values_3,2,11,-1,"{1312228984, 1388344681, 849016485, -1050636350, -1592703687, 1373397693, -1013531073, 786541296, -1452445841, -32151433, 725907251"
values_98,3,21,-1,"{923591787, 1362203823, 611206272, -1115069712, 399445132, -654462136, -90164631, 732729957, 1124593537, 2121651967, 1816683970, -1754139939, -134761691, -475621478, 804443856, -155456819, 540713415, -1828998681, 56324993, -264213064, -295402040"
values_29,1,19,-1,"{986759026, 1484504894, -744643875, 940844512, -1465672844, -608166997, -394700873, -590740815, 1081627612, 1105301461, 1799522925, 545549972, -1879528038, -1585327579, 956007819, 841190120, 2074017192, -1122772227, -667152166"
values_80,4,30,-1,"{-939770884, 1666933492, 2146711535, 689625491, 740130290, 1363185730, 1300996444, 718643970, 351303096, 2034999158, 1823054315, 910462316, -657561089, 1612772676, 185855361, 1250053529, -1892803144, 1289538426, 1883688517, -1873377673, -1548593278, 1602562245, 1525118312, 1591552906, -378630404, -2006754840, -816798338, -1145929514, 657454576, -1734624937"
values_73,1,11,-1,"{-1441950375, 483422395, 598666405, -1204827581, -1744746377, 1096046755, -1357624139, 91971512, 315672793, -111793254, 1274300395"
