inputName,k,size,arr[size]
values_1,180,31,"{590971712234627321, -4692201959361854276, 917773984186398608, 7252220331984707841, -9196582172776712276, 2839247433153711029, 3343258521770591831, 3970058065902968764, 6957519756310897692, -9216877094692115942, -397257067186408603, 1833654852498057968, -1023885884259307332, -1098741854138997059, -3041394009637387682, 6489400127343002487, -4931336058411421050, 4397411836365745043, -3326544270331962849, -9200560474778120445, 6874070119574965401, 6113982598247471622, 8848390222221428611, 6715919478476430916, 107088800883931552, -2085253329404712880, 1630231237010217672, -8890647999615191983, 8132610534313397888, 4753782906565322858, -4895404534035148603"
values_45,133,20,"{7524417750631318892, 456680756478865425, -4213760335477450500, 1680976456269629990, -8477142454396806383, 6058421038678683898, -4745418119821236169, 2273358744272103439, -2853579005247953631, 4322604764674303448, 1540692235174129950, 658232653901588818, -6027006009674855266, 5411135258579567882, -1395335049208873692, 8023392340972882589, 3540250535175181140, -3575457254577716697, 5640014859734031072, 7215729249458778457"
values_33,81,3,"{-2486348976679447029, -6807400136904703770, -1915579439883148736"
values_15,139,20,"{-4675459853599175826, -5632706343194585532, 6957757890285741850, 2890376481172364596, -4611237410677850487, -5521296066965195371, 7795931473602584641, 5046649845827418849, 2547044240453412761, 1742053173293360001, -8960798970861356868, -2133015220850247964, 4623808787440606865, -3221803657088620072, 6962084138675975986, 8260968687634045055, 6563199684707678311, 3496741079156484217, 1802006736737441754, -3200755763850564889"
values_93,65,3,"{2638995637389293463, 8925776426861552503, -897176301722380375"
values_24,104,4,"{-1915771374206026450, 3120892635984353950, 6832328677613587916, -4032185466005246225"
values_25,104,20,"{-728879048262760407, 4596728832793436081, 4976433783716523347, 5269998833825740122, 2940900517195968324, -6734284805046542081, -8920673564158628309, -854638100262647099, 6153723468368525064, -6177945947421550924, -5748624095864738028, 7301144854878010867, -1826060851310412756, 4264120288853094259, 1993653188271958604, -7177519634302835085, -2975142242473975212, -7763074359241273182, -6979506407644940315, 695050202699600756"
values_26,104,3,"{-7635892954118103266, 2345910294499778352, 7517672406957462389"
values_48,133,28,"{7359113479923528561, 6585959072393994095, 3308230735540104431, 5686471235720862353, -3959659382145576020, -2699109063733590623, -4515964237630520732, -7873233248723863051, 7033170008017417180, -172448261393004727, -4274090481745121731, 1510010017184654954, -110565424618620092, -7415254617088770575, 1946839676675068561, -4562584446526250487, 4406412812287879705, 1563867890334060538, 6631365155782512308, -6452466178570379453, -5886528026181400231, -6470435449583870477, 4426272459349613730, 6492570071393277271, 1243280621786827437, 8019773402199256646, -890077150221327052, -7187282271301353199"
values_71,232,31,"{-7844221235787498796, 7609742170555893784, -8834943955109139665, 1415047001950587748, -7925428329168920722, 4988726380474998795, 4669110628187353999, 6259159323494971613, -6307238156263412857, -6750492189405366929, -6320894480547016115, 8640012608204019433, 8286969918078463740, -6226002439177267453, -525812777204209053, -6317116693177829062, 3471012968764960726, -3918652900143202625, 7353936770999908378, -5716649737852300797, -9114682792361563873, 1649030179216224489, 6223944016885677925, 1732920943022767508, -5240957639473702158, 4951487230259263014, -887459824406668668, -8157510764795401230, 3257177514674072713, 4162806369743369232, 6518585209548278275"
values_76,232,3,"{-5096585136845295659, -2253828025277813174, 929585070164168765"
values_7,180,10,"{4710483043083479153, 3450017679808504103, -4185473955693720108, -8528271870054760769, 3578399083593927074, -9008247275720451161, -5620599406620498218, -3749131829346950047, 8181022062266480053, 2662040706885962202"
values_50,99,31,"{2229670183416605809, -8276118172539850652, -9023499011293486097, -3511344377066564806, -5170051895783417594, -4833738302175786085, -7204229164779097836, -7828738076330736684, -7977142254321414622, 958635165355759335, -8348413034137890324, -3284065168666067618, -4854846545039081621, 6116598597585057351, 3506156231988898272, 7133632325573788307, 8439300832165001652, 5819616173418130461, 6829945705371662539, 4358434846055933035, -8286546932896832804, -8927004646004799230, 1516111660546411209, 1598245922387863631, -4635019288668741570, 5921473075893758552, 4904376589738391095, 6677683265164769613, 2057942692321665743, 7253817261997383651, 661798034375572926"
values_22,104,2,"{3356822032354210771, -2697073424299120966"
values_4,180,4,"{336247756560589795, 1442065184921759101, -6715948875951385976, -2748388766652959116"
values_32,81,2,"{7885912781961759804, -1809017038128867732"
values_77,232,10,"{-8748067264212531995, -2547017443408600490, 3164809123164956560, -62503105026677328, 1041118152136600626, -7604902982786419362, 7885333511750173024, 3639596585939235238, -6527186224277627233, -2931466902898484208"
values_91,65,31,"{-6923509580003362147, 5751651036824006265, -6870893081331328688, -7447606303427553057, -2438408685736102228, -8789203715930230043, -663122746439637368, 3035768209685441071, 8336045148576885668, 70214286497930033, -7137616309124889938, -7920284322733211178, -5741724457117262990, -9182052060823583936, -9104284582340559141, -6557460374877984858, 1835574722992705834, 2727209245374745278, 2961299301978622557, -2750574956170887729, -8542985089763594277, 2682149698699851651, -6717004049284767564, 5794311675392057953, -7648975076323331864, -4418798751735735585, 920009189734494705, -8198516360558830524, 2110340879739580885, -8447922012307563462, 8741493818130671714"
values_42,133,2,"{-371321032564379753, -1839554476754159917"
values_13,139,3,"{2921498571435000497, 7153045609931329579, -2723878289176886886"
values_41,133,31,"{-5324825111416413219, -6391004338668541926, 1057256415795514550, 7483989327894264646, -8956008911915707324, 8558450777034812526, 7162814259687051740, 1096983367514119621, 3977388565085365563, -3517352101737940287, 5218110803738403522, 3729454079628289112, -5842650827662624899, 8165864112709465866, -1428267622766635963, 8850767253877412608, 752257320737816455, 4932321957674250756, -2782377224480434551, 1472476328063866164, 1564133361524826862, 4929187908837828694, -8044342439660527108, 8228190713469700164, -5465316173230840246, -3881801520316029005, 8205056446358168650, 4647907302081264716, -5771872134701019447, 4372068403006066385, -2990114849037443257"
values_55,99,20,"{6562005909119568588, -957912745983451820, 6327100321445177545, -4196838261560553451, 5107103980122989752, 3277380051319154983, -7891793735068558811, -8020352050573602439, -2550538819024641739, 271448883440271741, 2778552382349936203, 7955361893163023983, -6036036488315568258, 2256469025501428395, 7571681256636645614, 3965531203933156501, 7374198137651159513, -3903845326168205036, 8596578330022784088, -5779080048327107754"
values_31,81,31,"{-720977700808335243, 1687267704123911304, 2052314690961189549, 5886881837978605231, 8077990100687543827, -6598853098160805545, 1981203160324106106, -5442938181815915507, -5889276107891578629, -8030121848713239979, -2065621830549301449, 5063639705212827759, 430226777111202726, -102416950767436288, 4165655496947038936, 3670857862543668568, 28493544171067771, 7750979914682185179, 7992157784985770176, 404421311580614290, 1015384413197264205, -6456055835698515741, -3032820378518577916, -1291728887621666994, -3301534126430055350, -1642242217671138506, 4686718417316409792, -8767656297463186864, -4142663259362033414, 8654700016007559530, -6411213846525121623"
values_66,155,3,"{-6783830656507431374, 4717911638913125106, 2520562646318819138"
values_65,155,20,"{-5753613510382780650, -1770840287798860283, -6349565869928492654, 8800430359486234574, -1123718558296755316, -8291682349659997786, 2457469533984396356, 7563893749441345807, 2350785754889707000, -2092845341862613348, 6980513131424212062, 8978507917188083988, -6022485721233774075, -7179515575202566547, 7022951521436231159, -6806573517340417853, -3159991035330959425, 4903566034170876927, -1323298831306873848, -7623735380120674758"
values_62,155,2,"{-8301734068432269984, -2843870480309879690"
values_21,104,31,"{6928072928325774928, 2889896069116447408, 3075726906622248826, -3006064694524123149, 8519438338624613758, 372403380003829576, 215646650784389211, 1535326270973621574, -2809025921478612867, 8947650373440172546, 6411426799319117398, 5548515166571554320, 2185959738119040601, -3518286473201043096, -4085718044669773482, -6318561195865169173, -3571516915496974540, -7834699732787342022, 2463878670785232602, 2328881759697444776, 1163295601436922525, 9052649900751476975, 7467074095469911614, -417310989083181226, -8062750427773427315, -5983672468095747993, 2231620492442970903, -1109235639659735124, -5408373601655614845, 2199721107066027828, 1029173235748126800"
values_95,65,20,"{-3396135541299442684, -3848904160736869333, -7482455092356911501, -3804412452833315747, -2871111627628960024, -2720337823559262843, 8661684283932319, -7403271368151751448, 2903757335899025147, -8272461662975558400, 5681838560556316811, 5547834762957161563, -6063724131009404807, -6559541465808607754, -3680876116450844108, -9047001777152305973, 7941176876303870866, -317882318700690306, -4008774302155890346, 5679056113659609986"
values_84,11,4,"{7195394348264300671, -9180786323205855946, 7950486296554437898, 6089667632453310830"
values_58,99,28,"{6134629416955438729, -3139090095029441944, 104686764445632452, -6273293822614844311, -3181954959674528116, 5280149009725020674, -5649772775822603112, -6215818091102116289, -3947032785355337897, -2471528073512163825, 4803190813502352227, 957166132409264208, -7511443339980476837, 3669014087916218825, 5268595447030957425, -7639839648467671176, 4620014574093488186, -2428944733061469923, -5398902748690810017, 1175420987489161384, -810013067169704523, 28176922976716852, 7457917801846001653, -3239572016826649719, 5462315868472108464, -5242433498807813661, 6094192354556965109, -3624828327045972145"
values_64,155,4,"{-289315348012287142, 2486871149643901269, -5645653698880077124, 4581344153768279335"
values_83,11,3,"{1709126015794866968, 1694642254051762724, 9015657580867831901"
values_94,65,4,"{-6553908954672693855, 8671116643165614255, -5318495146810708969, -8761873096280602369"
values_0,180,31,"{421257945067490718, -1207281644019544958, 7441759037275200958, -4354187963568920057, -8800679195640315904, -6488018020550154260, 793871964301960698, 4787020894729541382, -7656521849342988851, 4562164934344136682, -5450751865513815219, 7626515534220843760, -5221016990530865626, 2903215338131237179, -5463583705504377192, 2946968091118007330, 5887184839530653892, 637802593671225300, -5571344203371392934, 470687134612688066, -7891977097667145025, 33680387663271057, -1689751069244034432, -8822819273330312669, 6439509786336440826, 5254680320665237715, 2055368189626189724, -2992503430565869302, 7130731602348647334, -3906221961544688100, 1504568788587711684"
values_99,65,5,"{-4581153876947316784, -7926056153206556630, -4605325658919864579, 6213084539060239933, -4429719700997786022"
values_96,65,3,"{8709227267873700711, 8965858517809696052, -2621293761678254542"
values_67,155,10,"{6360545442447677828, 3480530393520423013, -6020535529465251663, 3540525972335140290, 4052894207259493344, -7747321386128122485, 4602677406813933315, 2545702971569413272, 872348745834537471, -7353325366163072028"
values_61,155,31,"{-8819457444188510308, 6917892202920302554, -959879537728169303, -4461556619709181905, -3039036982515543509, 9026875518081064964, -8957702979364760766, -1646502638940978273, 8496724639883700925, 2765829804613949312, 2139389618979104988, 6602842474804498331, 5692479113414445667, 248109818309323020, -8064464266494241275, -6343836180429116322, 119017373250186529, -6322680216603585162, -8214885700491217044, -8089687731799171676, 6954689572835147037, 2067822786728704662, 1417453580153819251, 2980173529430485169, -4783932464014001182, -7014770647125194954, -3795340680928871507, 1941012522478215226, 3111483649657885620, -888755128065211807, -2344698595728083358"
values_43,133,3,"{-8326101777271415180, -465049618611509283, -180107627909614203"
values_2,180,2,"{-7204673685367822574, 7754699315920602864"
values_54,99,4,"{1915822194600291464, -5021646980249183447, 3784238366662397776, -2695097172517909783"
values_30,81,31,"{-3770539182107131457, -4120494925484564082, 1016551007527349863, 5739116772668885235, -5007240661096169246, -1439048272798107802, -7079768615853215239, 8517051485253048384, 1727535050891522993, -7893562080468001017, 1642345551529449977, 4567399931273522398, 5368293554873989824, -1015058084687723110, -5526996097788305873, 6349518088964634688, 8160993599343203976, 705358073813989063, -1770227070381784897, 4082973614574554590, -7789730030953307251, -2108242232992042242, 8293207955755431430, 8025565988399424449, 9142844110112444832, 7564776254522429627, 2243351304018654776, 1232539860383004016, -2125587496910352522, -766356250490046286, 2132944201868390526"
values_59,99,5,"{6210481449317643723, 7059938351127816117, -9065188597376906637, 596813846370559008, -1798976158995763525"
values_85,11,20,"{-3153620087555829740, 850452087644982359, -1656645300300449631, -4711921590430853648, 7494662210879531339, -3944371000743184066, 1640130833314547460, -793244822076750355, -5489424492850692220, -8239880858673674822, -3895624885711590407, 7061005889184721923, -3089829083747517408, -9160046496018647580, 2584059850100276521, -3744757784335040345, 7444372354549554286, -7155176692530200038, 366762638250352682, -8047768549044386451"
values_74,232,4,"{-929898598925997120, -1827219299803332978, 6373262885841360354, 4892167428015164146"
values_90,65,31,"{-1993033168577397914, -5467805833173218960, -6291860966927574113, 6089629432288868007, 7379263595810853034, -1100202099738505665, 6775767616365140520, 1081008465839176742, 5562195056084931016, -8098848689334827105, 6734405562061648273, 5498946108457585090, 2364541101813184540, -1917009954377243212, -1482843075352906009, 1665028650184871719, 7098249168444012156, 8861122831153583292, -3128612728803722159, 6753926852713573339, -4597360159582887302, 1162382991613246496, 5727324087315146995, -8720992213672498249, -3371110218441430892, -3259258760104178668, 6373259947179940626, -7449617213081511312, -8131076823488979877, -3351358139404745478, -5713822169327912730"
values_18,139,28,"{7682878383302488421, -3508624709397165699, 8438466515343855554, -8420755935487894544, -707629258176380787, 5763178932890426127, 8137505358426279223, -2777644993607738616, 7521655942148603937, 5752740370007846553, 6275898149641022093, 6736183880184678249, 5433882077676039160, -5615354053760297521, 5552218404300888706, 2416228696711440379, 5791119651886193912, -3533238984013570804, -9055653885564510667, -3183806476559713370, -3081246486784005484, -9198600532322683188, 7148271503759081730, 2532266260795757515, -8375184729362704984, 1631741801384440397, -7803462100724342482, -3625193529873764724"
values_52,99,2,"{-1710986631205326027, 6173270652351803063"
values_44,133,4,"{5297607421758660750, -5895714198014638367, -989961057349551210, -6543860742458233173"
values_17,139,10,"{4122393409033878596, -6281540991509170650, -6900074317095782344, -1453696072130408906, -6494980660040173943, 1538476524575048290, 6709518911283392066, 3499680870052514927, -8177531090642956060, -3596698547026707342"
values_36,81,3,"{3688550733526287100, -889869271192751716, -4105219787995554920"
values_49,133,5,"{1821523795021642298, -8758268407438567273, 1426852793669091309, 7918604795340704823, 4065754562266303546"
values_86,11,3,"{5061801441790170301, -559750959410733671, 3287923634805391350"
values_37,81,10,"{5882275005589915061, -6351326412136891432, 1863690764698089921, 3592057850421163053, -2575791352406625747, -7628152777390898397, 3868147808305264819, -1682728617917326409, 7655936109261504648, -3746499323989072662"
values_56,99,3,"{5971585213032940539, 7110284129043310001, -8120168618696380217"
values_63,155,3,"{7731573991480384819, -1948186546255931244, -59414942610685100"
values_35,81,20,"{8343348357897507531, -1738964646779217485, -9073233965176199955, 5739772419092059592, -7428863113063682152, -4971401356725439156, -152811770748562396, 8177720993439311540, 8041784238760224271, -1759519109231094396, -1825572372874596728, 2960017278482858440, -1949873455622956373, -1955777601710017365, -3383086965226110287, -1819776661415486679, -8328895892434310167, 212512335695839049, -4190112316582209182, 8438231985343753260"
values_97,65,10,"{3230079387982681330, -7740396658135316723, 5802196172173611973, -2965084227876479865, -7245737348019228609, -8579284758820009860, -7449908579788958074, -1746418847176066291, -8143425873666804847, 697527791065556862"
values_75,232,20,"{157361715436886125, 7528302044280831407, 1087752778606726567, 1167997127830685099, 1861726387894389731, 6605197229453605292, 5023477630825427027, -6400581675422591635, 5009206249296686595, 8562397556387480469, -2571891141845010060, 4698644960111557662, -9029424780808482769, 5523392724374190903, 4536760836379493664, -3700204813745505488, 9001704204296364166, 3936134585590521579, 6034375511964204209, 6010456834878059099"
values_57,99,10,"{-8626949758449068725, -5130416894316894482, 5381390012519205033, 1104705159322579356, 8384707591047656668, -5497705146022852890, 8043199930927729304, -810094395894955440, -3449326500348542702, -1153462939704206945"
values_88,11,28,"{-980693449716270101, -6007503021569476120, -3495295734041417448, 5027882151289055494, 783962982992271191, -6313949523095547295, 1867575819698683291, -5101079619695885085, 4636318599495521941, -3682421245700121438, -64693706214744038, 4114502476365883731, 6173324071444567519, -7443342361900617181, 2414799851824286785, -4342653346439365076, -747491587048189547, -8660035983483453874, -6305532620272686762, -6852348592187959954, -8003601775271849139, -6541695475457046124, 5305883631899063455, 2836841506926631127, 7362105598568933072, -6233692617540610814, -6721518383659382272, 4928738718768393340"
values_10,139,31,"{8412231894056225111, 732003469092757061, -6065399564200762528, -5289058894793666582, -2126669848486745329, -4248362021116178664, 7596849398746506708, 4257846978769519296, -7012626505581701970, 881670015924165725, -1112565865215737494, 6269534633879327626, 942301646346340263, 8929366241691294548, 8666671674860255285, 1163327445098735650, 8285369869864355924, -6972833368589449268, -1687745802291279221, 1294851925214246349, 6065579389161472496, -4335777566627362074, -637430658666539140, 1742043169727154120, -6275134534059148808, 1840127517042354835, -7782146624848986174, -618884647156591261, 3288403686752878790, -4651940884154431160, 1927067391585580121"
values_53,99,3,"{-2876841592827323309, 4418504993749758357, -8552191824820434774"
values_8,180,28,"{-4863461857743808232, 3573959943779819142, -8538118919150797686, 2232814395259420020, -9161089862844289648, 4921329807446986156, -6153050413535698693, 657288099248645426, 2946946713741458457, -3254014205914739920, 7949697472797902115, 3526323884302824233, 4593802024407719564, 7170169773135678887, 5653382232959681825, 8718143985906360409, 6939013739303480785, -2811217157839292640, 4403203717303582583, 3088574414054739455, 7789051902883694626, -1344547070931718499, -6056107254941972129, 3787856972276002051, 7350164784192877477, -8522344729992729305, 294140629275306532, 710997729441823683"
values_39,81,5,"{-3618152356743408433, 7326636981799295130, -6851786460073286822, 6299888407989330334, 5986280502110601364"
values_47,133,10,"{6952158547174066846, -1365439133153764973, -766667750576094769, -1628281179620571212, 7284529751482554330, -5345113114750273178, 6184142291230530033, -4255815375678573237, 471494090808655880, 3990171206445669630"
values_60,155,31,"{-6829260014418027974, -2725769322113825208, -35253207721301721, 5898358230842671921, 2122927989869881502, -4349347457247065247, -852302771437348368, -5490128226417978205, -3260600062041056985, -8941363994980253881, 195062856006544577, 6523939980518000238, -3103773227421786912, 4655818173034048744, 3180311563376901022, 3973886667030276953, -7948898951325614804, 4785217182554475365, 6785075915490461380, 548651346378130428, -6353411364216312129, 4731457207970141879, -3747145693957020562, -729479272888530878, -7315763325685989379, -7141440375125084643, 3940820424219633581, 3488425533370979099, 8473022635490651547, -6991704776173853728, -3850378566792826630"
values_89,11,5,"{2408926823075264051, 1366400953844847125, 6521082388871104965, 576873207165732130, 2868238123227209597"
values_51,99,31,"{-4054520173442344221, 5932391488367241829, 6658669485926668281, 3691904838566784735, 1645028110653471717, 6539782175782870529, -3507282755051030936, -8744460889432289461, -5869049379763600756, 3455648627849663303, 266237535806006091, -3936534235414532574, -3179511424610260824, -3575066350982804839, 4538501661972503961, 7723833984764669004, -1731069080321131982, -1432370327146239503, -890622214377308063, 406343020020021734, -6419816850091270480, 4408104505652863231, -8857373380834918654, -3697614532897608062, 8217842770544034728, -3852178888182360389, 8597077980895165211, -3385012133104248253, -8681909765440849012, -245912859979503843, 3721102539122764812"
values_14,139,4,"{-2434091794737183718, 7936269497717953519, -881381189841598655, 608959266876923420"
values_28,104,28,"{3171358190675469467, -2767543167653423225, -5206248822445705312, -4585355523497737504, 606365058202491187, -13793880306837851, 7459936451753927889, 1539163139760713934, -6032163004390828186, -7306358415410907355, -4572354818077432229, -2907680369593766704, 7849935379099140842, -7323169258693186170, 1372612946077655631, -176575873596892412, -4003934451860478988, -4120325199840082800, 2376584208847736932, -7891085504524024190, 5042391509367842222, 4254742187498144281, -4016109377983485408, -6705354931582367100, -4791248685180049158, 3621601445275721319, -8568150291675091049, 5180071058691553865"
values_16,139,3,"{1028856667933467003, 614695974097135767, -3641899435770886847"
values_34,81,4,"{-6947057447701743514, 4064501839351472403, 9175618020775730045, -6111633665313963686"
values_82,11,2,"{6950102897668950512, -9045169687921617612"
values_46,133,3,"{217588876511933080, -7161798604751059085, -2920655382141676194"
values_27,104,10,"{6777124791401797605, -7865373440549855528, -3629156157373322793, 5987561024866838508, 3828282932695882691, -2428309990952678190, 4257633595832508336, 3898842677811281502, 5299344646010066000, -1497420751829948532"
values_20,104,31,"{-1434309476040370282, -4476675284586589379, 8360221492501004165, -8325914259467524501, -5698915542326303427, 5496174280232703386, 2593541052247161959, -5804259800741574650, 8990455983065118353, 1134960585221702643, -1047508004100657117, -8645898667050543203, -363800996222983571, -6100832317251460839, -1516675820797405847, 3424756865764438724, 7995525052761065384, -6600465772392781481, 6844615530269753694, -139608526262935964, -9102193711509985584, -8111689261358966737, 7342790984139149675, 8882385311500815457, -4695961062726959676, 4458454897536204401, -6678513542828842486, -1091110927557778834, -8287111534952645072, 688389483116582891, -3549127924136134824"
values_9,180,5,"{-9002099425304576557, 816813083697026008, 94461710182172216, 2861041682950790680, -4486750252029278247"
values_92,65,2,"{-1757968844832480181, 5624229095749573061"
values_3,180,3,"{4795703442734009665, -2973871752642645116, -1817899781705911581"
values_98,65,28,"{-2720502111208788275, 7435250050812025076, -2566650453155462862, 6265128045589430596, -8885066300794725656, 8671213497123131796, -3161271694590788326, -335219248577515769, 6502279786922380175, -2980247717351786195, -8240393352578137897, -2300677402190832659, -1863395411727755325, -1595586730407488213, -6412062467882984367, -712412565985422156, 6053036527839627335, -7161846924870090135, -7222388179541844200, 3114082210197725317, 6409647955055428702, 1053678433336673038, -5546485751347802456, 8552161465407355597, -283466654529390913, -131951791018453499, 8802984447001941009, -8838631074922099352"
values_29,104,5,"{-1564714442809929083, 4588732238340000540, 246685991812933438, 6053562396570826062, -5729188248444278470"
values_80,11,31,"{-2189808185924695286, 767915679485813606, -1013435647440629529, 7477737238867054535, -1317012076526654309, 7680007578157039156, 1484820221545012026, -2467640283292409328, 4997415084532096670, -7804730114108559378, -1100800535330538319, -8045762438399410983, 7322306155691539231, 8949886152764971437, 8234522316301800333, 8500668238003439533, -6421491661903096018, -7907041733610015569, 25951960994603082, 245216179005523936, 7913533344330549916, 506968847499634499, 347120319898299489, -1755654645983255929, -3620478808343182672, 2956734298259131370, -3663356695137914, 4270584126156220840, 1975118440444846391, -3525583187721128499, 6112386971269477651"
values_73,232,3,"{-8672175848998727703, 6916343752607885823, 5190393378620383112"
